doc_id	filename	sha256	version	features	note
vf665_037_sdw	FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Side_Distance_Warning - Audio_Repetition Features_Report.xlsx	c98909e2c15eb0a02e1ab99f25c4c7bd77226fbd5f29842088bbe06f9f0f2afd	未載明	vsm_v42;vsm_v43	同上｜路徑：sources/raw/vf665_037_sdw/FM-WI-FSM-037-A03_SWE1_VF665_STLA 報告_SWRA_STLA_Side_Distance_Warning - Audio_Repetition Features_Report.xlsx
forms	FORMS.md	8a8e0b8d1f51d642a1c6fcccc8adcde59364d1d5174e11f1c97a5844f53a0c93			proposed｜FORMS｜路徑：forms/FORMS.md
hmi_settings_list_r1_sr24_post_2a_june_15_2023	HMI Settings List R1 SR24 Post 2A (June 15 2023).xlsx	a2533bf3c0db86af2077d67029b2c64b49a5038c899e663d786936afa02d153d	R1 	time_management	proposed｜路徑：features/time_management/inputs/HMI Settings List R1 SR24 Post 2A (June 15 2023).xlsx
hmi_settings_list_r1_sr25_post_r1l_r_feb_13_2026_vc706071f	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	c706071ffab31464f5276db44395edef05bde1a3964ef4e950c485ead3159b3c	R1 	comfort	proposed｜同名異體，另有 0a37121f／41daac00／8d04e51a｜路徑：features/comfort/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx
hmi_settings_list_r1_sr25_post_r1l_r_feb_13_2026_v41daac00	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	41daac0048d2afe15fe9aeee52a6197a28efdd2a71da44d2b836b4da3e9d4cf9	R1 	time_management,vehicle_category	proposed｜同名異體，另有 0a37121f／8d04e51a／c706071f｜路徑：features/time_management/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx；features/vehicle_category/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx
hmi_settings_list_r1_sr25_post_r1l_r_feb_13_2026_v0a37121f	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	0a37121f4670b0b707885170448a8de6e5f8bf7e1b27158ee74d6b5b1d759a46	R1 	vehicle_setting	proposed｜同名異體，另有 41daac00／8d04e51a／c706071f｜路徑：features/vehicle_setting/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx
hmi_settings_list_r1_sr25_post_r1l_r_feb_13_2026_v8d04e51a	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	8d04e51a56d6391d439755a052f080cf52e1953e3527ed20e6d201f042739c00	R1 		proposed｜FORMS｜同名異體，另有 0a37121f／41daac00／c706071f｜路徑：forms/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx
ics_management_fm_wi_fsm_037_a03_stla_report_swra	ICS_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	b853c336c28e51f8591672a8440980ad308f4ea0a6b05afa7a27a3bff7d0fda7		ics_management	proposed｜路徑：features/ics_management/inputs/ICS_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx
inputs_v02e868e9	INPUTS.sha256	02e868e99077d58328a334ea9608c8f12a2aee7f0d81fa1d7a3d6d178e96a830		bed_lowering	proposed｜NOT_SOURCE_DOC｜同名異體，另有 527f9151｜路徑：features/bed_lowering/inputs/INPUTS.sha256
inputs_v527f9151	INPUTS.sha256	527f9151e8e473fee51c81fa0593fbf0fb649b23bf31b0646263b5ac09a13bf1		vehicle_setting	proposed｜NOT_SOURCE_DOC｜同名異體，另有 02e868e9｜路徑：features/vehicle_setting/inputs/INPUTS.sha256
intake_v5e17534c	INTAKE.md	5e17534c9f4e29b38c123a15bf93e6b6e17ba1fb7e28fc783ad9c75ce02c9748			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／723b09a3／95c81f7e／9971f127／b1c1d643／eb8d7673｜路徑：_intake/AMFM/INTAKE.md
intake_v95c81f7e	INTAKE.md	95c81f7eb09bcf75e1ac80ee94bfa8801de723743c9e84695339eed7cd7e288d			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／5e17534c／723b09a3／9971f127／b1c1d643／eb8d7673｜路徑：_intake/Comfort/INTAKE.md
intake_v07d0fadd	INTAKE.md	07d0fadd4ef92687c890a070934ddf85b59030ed4029f19ae00500350de53541			proposed｜NOT_SOURCE_DOC｜同名異體，另有 22b93217／5e17534c／723b09a3／95c81f7e／9971f127／b1c1d643／eb8d7673｜路徑：_intake/Display/INTAKE.md
intake_v9971f127	INTAKE.md	9971f127494bbd9c929b4908fd4a7dee7bb5ff98a977bfeb62b9f3357f43f7f0			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／5e17534c／723b09a3／95c81f7e／b1c1d643／eb8d7673｜路徑：_intake/Privacy/INTAKE.md
intake_v723b09a3	INTAKE.md	723b09a30076ba225c5e988907849bd55a091808e78c88362c0be39c1ab9f131			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／5e17534c／95c81f7e／9971f127／b1c1d643／eb8d7673｜路徑：_intake/SW_Update/INTAKE.md
intake_v22b93217	INTAKE.md	22b932177bd9d67930e30fa4dbdc0a044e853e212aecb19f87beb04129c33225			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／5e17534c／723b09a3／95c81f7e／9971f127／b1c1d643／eb8d7673｜路徑：_intake/SXM/INTAKE.md
intake_veb8d7673	INTAKE.md	eb8d7673cf8379f64e56c1c3d9a2e09e04ed98081b31e11f23393ccf5e1ec119			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／5e17534c／723b09a3／95c81f7e／9971f127／b1c1d643｜路徑：_intake/Time_Management/INTAKE.md
intake_vb1c1d643	INTAKE.md	b1c1d64384cb09a5f95c4ff02838cf7f3244dd0d0a64369fea2199f1343b9880			proposed｜NOT_SOURCE_DOC｜同名異體，另有 07d0fadd／22b93217／5e17534c／723b09a3／95c81f7e／9971f127／eb8d7673｜路徑：_intake/Vehicle_Category/INTAKE.md
intake	INTAKE.sha256	f63c646f8dccccbab338c678105a4bbf8d3367de7f6017b60ff2be8db4975625			proposed｜NOT_SOURCE_DOC｜路徑：_intake/Popup/INTAKE.sha256
lookup_misses	LOOKUP_MISSES.md	ca378c9c60f5f53b79ea499cc5d52c8971b4f9f0299d42f8191af9f3806328c4			proposed｜FORMS｜路徑：forms/LOOKUP_MISSES.md
logical_identifiers_and_can_mapping_v1_76_v9a751a72	Logical Identifiers and CAN Mapping v1_76.xlsx	9a751a72167aec2a1d8430da7ca1a57e79fd5bd4149ca39cf600827f9d7e2d57	v1_76	time_management	proposed｜同名異體，另有 ffceac36｜路徑：features/time_management/inputs/Logical Identifiers and CAN Mapping v1_76.xlsx
logical_identifiers_and_can_mapping_v1_76_vffceac36	Logical Identifiers and CAN Mapping v1_76.xlsx	ffceac36e9db145dc0311a25435b15249835e077bab264e71a95b0fb37a98ef4	v1_76	vehicle_setting	proposed｜同名異體，另有 9a751a72｜路徑：features/vehicle_setting/inputs/Logical Identifiers and CAN Mapping v1_76.xlsx
logical_identifiers_and_can_mapping_v1_78	Logical Identifiers and CAN Mapping v1_78.xlsx	a01e1679c706cd454daf82573a732fe5ad5eedb3865083897cb18c970b312433	v1_78		proposed｜FORMS｜路徑：forms/Logical Identifiers and CAN Mapping v1_78.xlsx
manifest	MANIFEST.sha256	8a51e93722274df6b51cfefb1a95d6d411fe326a1dd75089d7ba70b48a4601ca		power_moding	proposed｜路徑：features/power_moding/inputs/MANIFEST.sha256
o1584	O1584.jpg	ca3dbcab8680c73f7304cb77c2c06a4c53e6213b538979e4919f0eedfbd93740		power	proposed｜路徑：features/power/inputs/derived/O1584.jpg
o1584_std	O1584_std.wmf	0ed3550c5287d384fc02051f15f7c4801f433720424b5339e41a8701554e24ff		power	proposed｜路徑：features/power/inputs/derived/O1584_std.wmf
o829_tlm_state_machine	O829_TLM_state_machine.jpg	b736d770962ff4a7d85d52d72bffb4c53e52c18592758a5b92114acf20635d78		power	proposed｜路徑：features/power/inputs/derived/O829_TLM_state_machine.jpg
o829_quadrant_q1	O829_quadrant_q1.jpg	6beb07ef9487455212cfd424871daebcf66ed722aa36946b426dbaa73fb2e1eb		power	proposed｜路徑：features/power/inputs/derived/O829_quadrant_q1.jpg
o829_quadrant_q2	O829_quadrant_q2.jpg	627d6159e01ce8907ed33437309f86121aa139f590ec07825e2bf92efb4a9f18		power	proposed｜路徑：features/power/inputs/derived/O829_quadrant_q2.jpg
o829_quadrant_q3	O829_quadrant_q3.jpg	84b9705e95094a36d910e786b1cd48374f2662b1be94880f0dfce08c948c7f75		power	proposed｜路徑：features/power/inputs/derived/O829_quadrant_q3.jpg
o829_quadrant_q4	O829_quadrant_q4.jpg	98a80463d115009cde04a54862eaf2312f662865f244fb657380376a25563bd3		power	proposed｜路徑：features/power/inputs/derived/O829_quadrant_q4.jpg
o829_std	O829_std.wmf	c28c19e4ebac033683d9a1a8d0f946a6f80aad7aa20a5257441fa2af984b4aff		power	proposed｜路徑：features/power/inputs/derived/O829_std.wmf
operative_states_management_ltm_with_ics_and_dcsd_vf169_v2_r1	Operative_States_Management_-_LTM_with_ICS_and_DCSD_VF169_V2_R1.docx	5548f9a603af8e800ce1ddb11445855f15f34278f945d21e90c62034fc1e90da	V2	display	proposed｜路徑：features/display/inputs/Operative_States_Management_-_LTM_with_ICS_and_DCSD_VF169_V2_R1.docx
p363_bh_can_07338_3a_r2	P363_BH-CAN [07338]_3A_R2.dbc	a51079be6e98e6e5d907b7c44bc77663daadbed60e63418dd9dd9f2b07188abd	R2		proposed｜FORMS｜路徑：forms/P363_BH-CAN [07338]_3A_R2.dbc
pdo_graphics_release_sr24_sr25_post2a_cr27516_cr27517	PDO Graphics Release - SR24_SR25_Post2A_CR27516_CR27517.pdf	7c26bb9341872ecf587c3df71b40a4245409405df8f040ffc9a34b472709187d	SR24	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/PDO Graphics Release - SR24_SR25_Post2A_CR27516_CR27517.pdf
pdo_theme_config_v3_4	PDO Theme Config V3.4.xlsx	0079740c65af0431886753ca0a8a3b44a5f488963b4b294fc8872e41a8df8a23	V3.4	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/PDO Theme Config V3.4.xlsx
pdt25_e3a_r4_fdcan8_vs_pdt25_e3a_r5_fdcan8	PDT25_E3A_R4_FDCAN8_vs_PDT25_E3A_R5_FDCAN8.xlsx	74d11e1bc9c3f7a656f8127a665b4b5c4aa8d47a1712845db3670c25352202e2	R4_	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/PDT25_E3A_R4_FDCAN8_vs_PDT25_E3A_R5_FDCAN8.xlsx
pdt27_e2a_r1_bhcan2	PDT27_E2A_R1_BHCAN2.dbc	46cb73f3db62ac9fba6ad8010d7930661983faf01383c022c52ba3c37de1cc60	R1_		proposed｜FORMS｜路徑：forms/PDT27_E2A_R1_BHCAN2.dbc
pdt27_e2a_r1_fdcan8	PDT27_E2A_R1_FDCAN8.dbc	2a86c4bf3e670d71b362d430b446d8d157c74b94429e833362f81f4a48f6a22e	R1_		proposed｜FORMS｜路徑：forms/PDT27_E2A_R1_FDCAN8.dbc
pdt27_e2a_r4_bhcan	PDT27_E2A_R4_BHCAN.dbc	9ef1ec9830fc8018b23d0e36dbd7ca6023b9b0a03124095726eb5583a01930d0	R4_	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc
pdt27_e2a_r5_fdcan8	PDT27_E2A_R5_FDCAN8.dbc	51c8fd6092925071bbf443711e5161d78df292de232dc7427b1cceaa8f181cd2	R5_	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc
proxi_hdcc27_r3_20250424	PROXI_HDCC27_R3_20250424.xlsx	e7c2020f01c3d58db431babe7f8a41acbe528c451bd37ef6bb84f1b312be6ff2	R3_20250424	vehicle_setting	proposed｜FORMS｜路徑：features/vehicle_setting/inputs/PROXI_HDCC27_R3_20250424.xlsx；forms/PROXI_HDCC27_R3_20250424.xlsx
pop_up_list_hmi_r1_26pi	Pop Up List HMI R1 (26PI).xlsx	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	R1 	display,sw_update,vehicle_category	proposed｜FORMS｜路徑：_intake/SW_Update/Pop Up List HMI R1 (26PI).xlsx；features/display/inputs/Pop Up List HMI R1 (26PI).xlsx；features/sw_update/inputs/Pop Up List HMI R1 (26PI).xlsx；features/vehicle_category/inputs/Pop Up List HMI R1 (26PI).xlsx；forms/Pop Up List HMI R1 (26PI).xlsx
pop_up_list_hmi_r1_sr24_post_2a_dec_15_2023	Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx	b0827f02c1a0a69b266fd92287557326b4e565942616dc49cca31672e4afa30b	R1 	comfort,user_profiles	proposed｜路徑：features/comfort/inputs/Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx；features/user_profiles/inputs/Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx
pop_up_list_priority_matrix_hmi_r1_sr24_1a_may_3_2021	Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf	dc078763c67b52388eba8edf5c461515cfd2d92dd3a78dba0ce4e365e43ccc2f	R1 	display	proposed｜FORMS｜路徑：features/display/inputs/Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf；forms/Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf
power_moding_hmi_logic_and_flow_r1_sr24_2a_dcr22412_24_2023	Power Moding HMI Logic and Flow R1 SR24 2A DCR22412 (January 24 2023).pdf	ff43664eec22691a9e6e35702e0692ce2b8c09d53cb878a541d5f8c436b2e786	R1 	power_moding	proposed｜路徑：features/power_moding/inputs/Power Moding HMI Logic and Flow R1 SR24 2A DCR22412 (January 24 2023).pdf
power_moding_hmi_state_matrix_r1_sr24_post_2a_dcr21421_3_2022	Power Moding HMI State Matrix R1 SR24 Post 2A DCR21421 (August 3 2022).xlsx	04315dd0e3fa510eb99eadcef563bb2f822b40bbb556c1ce807f7041eec710c1	R1 	power_moding	proposed｜路徑：features/power_moding/inputs/Power Moding HMI State Matrix R1 SR24 Post 2A DCR21421 (August 3 2022).xlsx
power_management_fm_wi_fsm_037_a03_stla_report_swra	Power_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	2284abf5e6c17e4d1a082cf70d676b6551e16e023387c642f3fd1959c3478c8d		power	proposed｜路徑：features/power/inputs/Power_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx
project_637mca_bh_can_r1_29_01_2025_pluscr19670	Project__637MCA_BH-CAN_R1_(29_01_2025)_plusCR19670.dbc	5cac2abcecdf37e2f07991e26dc4cf748fe24874fde93af77a85ea8936d3ed16	R1_		proposed｜FORMS｜路徑：forms/Project__637MCA_BH-CAN_R1_(29_01_2025)_plusCR19670.dbc
r1l_fip_v1_1_0	R1L FIP 总控表 V1.1.0.xlsx	c25b456da7a81b9525ef2a46e200774f339b568ced805eb77a9447a6456f6794	R1L 		proposed｜FORMS｜路徑：forms/R1L FIP 总控表 V1.1.0.xlsx
r1lr_atl_h_25pi3_5_multimedia_radio_and_audio_cfts_20250910_1224	R1LR Atl-H 25PI3.5-Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1224.reqifz	325dba60d1c917602f90d540c382c6bf42ab2ec015dd094ba74d6dd3974e1659	R1LR	sxm	proposed｜路徑：features/sxm/inputs/R1LR Atl-H 25PI3.5-Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1224.reqifz
r1lr_atl_h_25pi3_5_activation_and_configuration_20250909_1658_veb3eb086	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_009_Wake-up and Power-up_SR26_20250909-1658.docx	eb3eb0861363fc1d85c6127564355a7414ecd37eac0800336bb0d2e9b2911a26	R1LR	power	proposed｜路徑：features/power/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_009_Wake-up and Power-up_SR26_20250909-1658.docx
r1lr_atl_h_25pi3_5_activation_and_configuration_20250909_1658_v47c402a0	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_010_Power Down _SR26_20250909-1658.doc	47c402a01b1a2e3a537797843b968ad621fc2bbc6f7a416a33dfe490247ea505	R1LR	power	proposed｜路徑：features/power/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_010_Power Down _SR26_20250909-1658.doc
r1lr_atl_h_25pi3_5_activation_and_configuration_20250909_1815	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_036_HMI Framework_SR26_20250909-1815.doc	adcb4ca8d0ec31502984d612a16d9f8670ff5d4d324c27179eaee66f5ebd65b2	R1LR	time_management	proposed｜路徑：features/time_management/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_036_HMI Framework_SR26_20250909-1815.doc
r1lr_atl_h_25pi3_5_activation_and_configuration_20250909_1816	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250909-1816.docx	87fe31774eeab35cf3d209d50f187ace8a756298b7027d139f70e30943ce7060	R1LR	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250909-1816.docx
r1lr_atl_h_25pi3_5_cabin_cfts_015_time_and_date_20250909_1851	R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date _SR26_20250909-1851.docx	564b86517ce240b2699af2d702e838687fd276be3201de879054b57e0b6d3758	R1LR	time_management	proposed｜路徑：features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date _SR26_20250909-1851.docx
r1lr_atl_h_25pi3_5_cabin_cfts_015_time_and_date_20250910_1122	R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date_20250910_1122.reqifz	488469ce009eefc30010602da3d56a5f2459469332cef60b304b6f90980ee337	R1LR	time_management	proposed｜路徑：features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date_20250910_1122.reqifz
r1lr_atl_h_25pi3_5_cabin_cfts_014_20250909_1851	R1LR_Atl-H_25PI3.5_Cabin_CFTS_014 Internationalization Localization_SR26_20250909-1851.doc	e0ad80c211223973d8a29000c0fce95e8e73982641d0851f998ec1c6ab2648d3	R1LR	time_management	proposed｜路徑：features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS_014 Internationalization Localization_SR26_20250909-1851.doc
r1lr_atl_h_25pi3_5_cabin_cfts_020_ics_and_dcsd_20250909_1852	R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD _SR26_20250909-1852.doc	f2004bd79bda6581b45acb580c4c41c280e8013a60c5b84b6dda45466f4b7045	R1LR		proposed｜路徑：_intake/SXM/R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD _SR26_20250909-1852.doc
r1lr_atl_h_25pi3_5_cabin_cfts_020_ics_and_dcsd_20250910_1124	R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD_20250910_1124.reqifz	c9bbd3b89575850204a8ba8c7894f52c06d0b7e3cbd5c9b5aa0393d160731a4a	R1LR		proposed｜路徑：_intake/SXM/R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD_20250910_1124.reqifz
r1lr_atl_h_25pi3_5_cabin_cfts_043_hvac_controls_20250909_1852	R1LR_Atl-H_25PI3.5_Cabin_CFTS_043 HVAC Controls and Displays _SR26_20250909-1852.doc	6373bd860fc8eee77d585e7fe931d99eb28fa0fac8dc0ee2531d3947f949f950	R1LR	comfort	proposed｜路徑：features/comfort/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS_043 HVAC Controls and Displays _SR26_20250909-1852.doc
r1lr_atl_h_25pi3_5_multimedia_radio_and_audio_cfts_20250910_1235	R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 019_Audio Management_20250910_1235.pdf	2db186009a44848dac0036af41107b30f34158159022c677a558281cfc3e6ca2	R1LR	audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 019_Audio Management_20250910_1235.pdf
r1lr_atl_h_25pi3_5_multimedia_radio_and_audio_cfts_20250910_1239	R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1239.docx	e5c12e9e0d0f3dd905574fe606bba636e7b51dd3246525def1cbd57fcd29f69f	R1LR	sxm	proposed｜路徑：features/sxm/inputs/R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1239.docx
r1lr_atl_h_25pi3_5_privacy_cfts_022_functional_20250910_1708	R1LR_Atl-H_25PI3.5_Privacy_CFTS_022 Functional Specification_20250910_1708.docx	5eb0dd739f002fe04e4891ceb9fd7d233b4e128a8b35eadce8ad6a631854dd78	R1LR	privacy	proposed｜路徑：features/privacy/inputs/R1LR_Atl-H_25PI3.5_Privacy_CFTS_022 Functional Specification_20250910_1708.docx
r1lr_atl_h_25pi4_5_dec_release_xota_cfts_57_20251202_2111	R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx	9aa9400b3c97bfd893d13a4ba583c402e39ef415f5c517bcc4a0c9fe47336fb6	R1LR	sw_update	proposed｜路徑：_intake/SW_Update/R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx；features/sw_update/inputs/R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx
r1lr_atl_h_26pi1_5_mar_release_cabin_cfts_020_ics_20260310_1533	R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	8696d1f596e3367754b092ff6d810cccff6258f46d6e90f8c0b30864314a30f3	R1LR	display,ics_management	proposed｜路徑：_intake/Display/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx；features/display/inputs/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx；features/ics_management/inputs/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx
r1lr_atl_h_26pi2_5_jun_release_activation_and_20260608_1149	R1LR_Atl-H_26PI2.5 Jun Release-Activation and Configuration_CFTS_013_Radio Error Management_20260608-1149.docx	00d47c9e3bf6e4528d247921c5a82bf76f53d542bf7350ef23c127b9276c892f	R1LR	display	proposed｜路徑：features/display/inputs/R1LR_Atl-H_26PI2.5 Jun Release-Activation and Configuration_CFTS_013_Radio Error Management_20260608-1149.docx
r1lr_atl_h_26pi2_5_jun_release_privacy_cfts_022_20260608_1205	R1LR_Atl-H_26PI2.5 Jun Release-Privacy_CFTS_022 Functional Specification_20260608-1205.docx	7acfa462533d143c8099933e5b9e707f1c36aa3be95f5d8d0875b42a1f917fef	R1LR	ics_management	proposed｜路徑：features/ics_management/inputs/R1LR_Atl-H_26PI2.5 Jun Release-Privacy_CFTS_022 Functional Specification_20260608-1205.docx
sr24_r1_market_configuration_table_v1_6_vae4cf0b9	SR24 R1 Market Configuration Table v1.6.xlsx	ae4cf0b929b033ac3baabf9d2e6e7497da5539d3f774be30d52d636a67816cfc	SR24	comfort,time_management	proposed｜同名異體，另有 7e865d55｜路徑：features/comfort/inputs/SR24 R1 Market Configuration Table v1.6.xlsx；features/time_management/inputs/SR24 R1 Market Configuration Table v1.6.xlsx
sr24_r1_market_configuration_table_v1_6_v7e865d55	SR24 R1 Market Configuration Table v1.6.xlsx	7e865d557e42c8b00fbb92ed58ae4e94bb1d561c5fdf01c6af32a70821fe7dc9	SR24		proposed｜FORMS｜同名異體，另有 ae4cf0b9｜路徑：forms/SR24 R1 Market Configuration Table v1.6.xlsx
sr26_default_settings_and_pnet_ecu_configuration_v1_0	SR26 Default Settings and PNet ECU Configuration v1_0.xlsx	8f3ae50edd9e8355d1e300bc71980dd099c2ad8e2a1b3de04ec329ff7c34126c	SR26		proposed｜FORMS｜路徑：forms/SR26 Default Settings and PNet ECU Configuration v1_0.xlsx
swe_1_audio_management_pending_for_review	SWE.1_Audio_Management_Pending_For_Review.xlsx	b5a4295747d1777fdd522f2c2cdc8f255c5ba70412b987514dcf913ad8685f8f		audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/SWE.1_Audio_Management_Pending_For_Review.xlsx
swe1_cfts_022_privacy_features	SWE1_CFTS_022-Privacy_Features.xlsx	190e6f3ebaee5fe7ccc5a79014278777a179730409c9a215e77926f200c8a7fe		privacy	proposed｜路徑：features/privacy/inputs/SWE1_CFTS_022-Privacy_Features.xlsx
swe1_sxm_fm_wi_fsm_037_a03_stla_swra_stla_report_swra_20260406	SWE1_SXM_FM-WI-FSM-037-A03 STLA 報告_SWRA STLA Report_SWRA_20260406.xlsx	1f7108ba62f23cdcff60299598d29b5ce08f054ffc688caba248b0d91a6f5647	20260406	sxm	proposed｜路徑：features/sxm/inputs/SWE1_SXM_FM-WI-FSM-037-A03 STLA 報告_SWRA STLA Report_SWRA_20260406.xlsx
swe1_secure_date_time	SWE1_Secure_Date&Time.xlsx	3d692e75b3bf1dc7359443483a551145f4696b3f2c509d3019569ef7139ee279		time_management	proposed｜路徑：features/time_management/inputs/SWE1_Secure_Date&Time.xlsx
sys1_cfts043_hvac_controls_and_displays_tree_view_r1l_r_scope	SYS1_CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope.xlsx	cbe747aa139fda4dedceb87c89e9c07c48188e064104dd7d22adaf8be478abbc	R1L-R	comfort	proposed｜路徑：features/comfort/inputs/SYS1_CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope.xlsx
sys1_hmi_bed_lowering_mode_hmi_logic_and_flow_r1_sr24_1a_21_2021	SYS1_HMI_Bed_Lowering_Mode_HMI_Logic_and_Flow_R1_SR24_1A_(June_21_2021).xlsx	487354fa935dbc5397428dc633d1fa707fc77f7e5250db3f00c0aa310299a7fa	R1_	bed_lowering	proposed｜路徑：features/bed_lowering/inputs/SYS1_HMI_Bed_Lowering_Mode_HMI_Logic_and_Flow_R1_SR24_1A_(June_21_2021).xlsx
core_hmi_lf_sys1	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx	d9a16eed89203e4c110fd4882f84124c4e6c86654ef3bc2cc6d99732456e2e11	R1_SR24_Post_2A_(February_2_2023)	popup	Core HMI Logic and Flow 全文件 Polarion 匯出；popup 為第 5 章。spec_mode A 之文字權威｜路徑：_intake/Popup/SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx；sources/raw/core_hmi_lf_sys1/SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx
sys1_hmi_driver_lockout_hmi_logic_and_flow_r1_sr24_1a_may_3_2021	SYS1_HMI_Driver_Lockout_HMI_Logic_and_Flow_R1_SR24_1A_(May_3_2021).xlsx	505a06ce6a9a35422411dad0219673e10a8d2808002e66ded95cbbeb028f7b7c	R1_	driver_distraction	proposed｜路徑：features/driver_distraction/inputs/SYS1_HMI_Driver_Lockout_HMI_Logic_and_Flow_R1_SR24_1A_(May_3_2021).xlsx
