# source_sha256	be55d8978f9472f3b7bae8643eee139525f2c455b8bddce24f3911c4128e9d05	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																	
SWE1-VC-TrafficSignAssistWarning-042	Sys-RA-VF665_V42_VSM-830	Traffic Sign Assist Warning 	The HMI layer shall capture the customer selection for the **Traffic Sign Warning** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal value set to **Off**. CarPropertyService` shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Off**. The HMI layer shall maintain and update the displayed **Traffic Sign Warning** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Warn_Setting.Req"is equal to "Off"\n*check TLM shall set ""TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"" BH-CAN signal equal to ""Off"" and sends this signal to IPC"	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignAssistWarning-043	Sys-RA-VF665_V42_VSM-831	Traffic Sign Assist Warning 	The HMI layer shall capture the customer selection for the **Traffic Sign Warning** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal value set to **Visual**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Visual**. The HMI layer shall maintain and update the displayed **Traffic Sign Warning** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Warn_Setting.Req"is equal to "Visual"\n*check TLM shall set ""TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"" BH-CAN signal equal to ""Visual"" and sends this signal to IPC"	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignAssistWarning-044	Sys-RA-VF665_V42_VSM-832	Traffic Sign Assist Warning 	The HMI layer shall capture the customer selection for the **Traffic Sign Warning** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal value set to **Visual_Chime**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Visual_Chime**. The HMI layer shall maintain and update the displayed **Traffic Sign Warning** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate “Traffic_Sign_Warn_Setting.Req"is equal to "Visual and Chime"\n*check TLM shall set ""TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"" BH-CAN signal equal to ""Visual_Chime"" and sends this signal to IPC"	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-TrafficSignAssistWarning-045	Sys-RA-VF665_V42_VSM-833	Traffic Sign Assist Warning 	The HW supplier shall notify the IPC_VEHICLE_SETUP4.Traffic_Sign_Warn signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP4.Traffic_Sign_Warn signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP4.Traffic_Sign_Warn signal, update the TLM_Vehicle_Setup_Menu.Info internal signal, and display the **Traffic Sign Assist Warning** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement			The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	*setting.Set/simulate when TLM receives ""IPC_VEHICLE_SETUP4.Traffic_Sign_Warn"" message\n*check TLM updates the Traffic Sign Assist Warning information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-046	Sys-RA-VF665_V42_VSM-840	Intelligent Speed Limiter with Confirmation 	Intelligent Speed Limiter with Confirmation	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-047	Sys-RA-VF665_V42_VSM-841	Intelligent Speed Limiter with Confirmation 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Intelligent_Speed_Function_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Intelligent_Speed_Function_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Intelligent_Speed_Function_Menu PROXI value to determine the availability of the feature.\nIf $Intelligent_Speed_Function_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate " Intelligent_Speed_Function_Menu"  PROXI parameter is equal to Absent\n*check TLM shall not display the Intellingent Speed Limiter  menu item and the user can not perform any setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-048	Sys-RA-VF665_V42_VSM-842	Intelligent Speed Limiter with Confirmation 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Intelligent_Speed_Function_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Intelligent_Speed_Function_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Intelligent_Speed_Function_Menu PROXI value to determine the availability of the feature.\nIf $Intelligent_Speed_Function_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate " Intelligent_Speed_Function_Menu"  PROXI parameter is equal to present\n*check TLM shall display the Intellingent Speed Limiter  menu item and the user can perform setting with the following options:\nConfirmation, Automatic	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-049	Sys-RA-VF665_V42_VSM-843	Intelligent Speed Limiter with Confirmation 	The HMI layer shall capture the customer selection for the **Sign Capture Mode** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq signal value set to **Confirmation**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Confirmation**. The HMI layer shall maintain and update the displayed **Sign Capture Mode** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-050	Sys-RA-VF665_V42_VSM-844	Intelligent Speed Limiter with Confirmation 	The HMI layer shall capture the customer selection for the **Sign Capture Mode** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq signal value set to **Automatic**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Automatic**. The HMI layer shall maintain and update the displayed **Sign Capture Mode** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-IntelligentSpeedLimiterwithConfirmation-051	Sys-RA-VF665_V42_VSM-845	Intelligent Speed Limiter with Confirmation 	The HW supplier shall notify the IPC_VEHICLE_SETUP4.SignCaptureMode signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP4.SignCaptureMode signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP4.SignCaptureMode signal, update the TLM_Vehicle_Setup_Menu.Info internal signal, and display the **Intelligent Speed Limiter** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00				The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-NewSpeedZone-052	Sys-RA-VF665_V42_VSM-846	New Speed Zone 	New Speed Zone	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-NewSpeedZone-053	Sys-RA-VF665_V42_VSM-847	New Speed Zone 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Intelligent_Speed_Function_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Intelligent_Speed_Function_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Intelligent_Speed_Function_Menu PROXI value to determine the availability of the feature.\nIf $Intelligent_Speed_Function_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate " Intelligent_Speed_Function_Menu"  PROXI parameter is equal to Absent\n*check TLM shall not display the New Speed Zone  menu item and the user can not perform any setting.	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-NewSpeedZone-054	Sys-RA-VF665_V42_VSM-848	New Speed Zone 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Intelligent_Speed_Function_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Intelligent_Speed_Function_Menu value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Intelligent_Speed_Function_Menu PROXI value to determine the availability of the feature.\nIf $Intelligent_Speed_Function_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	 *setting.Set/simulate " Intelligent_Speed_Function_Menu"  PROXI parameter is equal to present\n*check TLM shall display the New Speed Zone   menu item and the user can perform setting with the following options:\nOff, Visual, Visual_Chime	 1. Software Validation\n2. System Validation\n3. Integration test.
SWE1-VC-NewSpeedZone-055	Sys-RA-VF665_V42_VSM-849	New Speed Zone 	The HMI layer shall capture the customer selection for the **New Speed Zone Indicator** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req signal value set to **Off**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Off**. The HMI layer shall maintain and update the displayed **New Speed Zone Indicator** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-NewSpeedZone-056	Sys-RA-VF665_V42_VSM-850	New Speed Zone 	The HMI layer shall capture the customer selection for the **New Speed Zone Indicator** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req signal value set to **Visual**. CarPropertyService` shall receive the request from CarPropertyManager` and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req` signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Visual**. The HMI layer shall maintain and update the displayed **New Speed Zone Indicator** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-NewSpeedZone-057	Sys-RA-VF665_V42_VSM-851	New Speed Zone 	The HMI layer shall capture the customer selection for the **New Speed Zone Indicator** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req signal value set to **Visual_Chime**. CarPropertyService` shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the `TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Visual_Chime**. The HMI layer shall maintain and update the displayed **New Speed Zone Indicator** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement			The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-NewSpeedZone-058	Sys-RA-VF665_V42_VSM-852	New Speed Zone 	The HW supplier shall notify the IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received `IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind signal, update the TLM_Vehicle_Setup_Menu.Info internal signal, and display the **New Speed Zone Indicator** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-PersonalProfileManagement-059	Sys-RA-VF665_V42_VSM-853	Personal Profile Management 	Personal Profile Management	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-PersonalProfileManagement-060	Sys-RA-VF665_V42_VSM-854	Personal Profile Management 	The HMI layer shall detect when the user performs a new setting request and send the request using CarPropertyManager.setProperty() for the corresponding vehicle setting. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware update, if applicable. The System Software shall set the `TLM_SettingChange.Info` internal signal to **Change** to indicate that a new setting request has been initiated. The HMI layer shall maintain and update the displayed setting according to the requested value, and any invalid request shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-PersonalProfileManagement-061	Sys-RA-VF665_V42_VSM-855	Personal Profile Management 	The HMI layer shall monitor whether the user performs a new setting request. If no new setting request is detected, the HMI layer shall not invoke CarPropertyManager.setProperty() and no property update shall be forwarded to CarPropertyService or VHAL/IVehicle. The System Software shall set the TLM_SettingChange.Info internal signal to **Not Change** to indicate that no setting modification has occurred. The HMI layer shall maintain the current displayed setting without any change, and the existing setting value shall remain unchanged until a valid new setting request is received.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-PersonalProfileManagement-062	Sys-RA-VF665_V42_VSM-856	Personal Profile Management 	The HMI layer shall monitor the TLM_ProfileLevel.Info internal signal for any profile change. If the value of TLM_ProfileLevel.Info changes, the HMI layer shall treat the newly selected profile as a new setting request and invoke CarPropertyManager.setProperty() for the corresponding vehicle settings associated with the selected profile. CarPropertyService shall receive the requests from CarPropertyManager and forward them to VHAL/IVehicle for hardware/IPC update, where applicable. The System Software shall update the vehicle settings according to the newly selected profile as defined in **VF503**. The HMI layer shall maintain and update the displayed settings to reflect the active profile, and any invalid setting values received during the profile update shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-SurroundCameraGridlines-063	Sys-RA-VF665_V42_VSM-857	Surround Camera Gridlines 	Surround Camera Gridlines	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	 	 	 	 	 	 	 		 	 
SWE1-VC-SurroundCameraGridlines-064	Sys-RA-VF665_V42_VSM-858	Surround Camera Gridlines 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Surround_View_Camera PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Surround_View_Camera value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Surround_View_Camera PROXI value to determine the availability of the feature.\nIf $Surround_View_Camera$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-SurroundCameraGridlines-065	Sys-RA-VF665_V42_VSM-859	Surround Camera Gridlines 	The HMI layer shall send a request to VehicleConfigManager to retrieve the Surround_View_Camera PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested Surround_View_Camera value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received Surround_View_Camera PROXI value to determine the availability of the feature.\nIf $Surround_View_Camera$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-SurroundCameraGridlines-066	Sys-RA-VF665_V42_VSM-860	Surround Camera Gridlines 	The HMI layer shall capture the customer selection for the **Surround View Camera (SVC) Gridlines** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req signal value set to **Off**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **Off**. The HMI layer shall maintain and update the displayed **Surround View Camera (SVC) Gridlines** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
