l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
11	Buzzer Control	143	SWE1-Diagnostics-136	NR1L-DIAG-090	1	COVERED
11	Buzzer Control	144	SWE1-Diagnostics-137	NR1L-DIAG-091;NR1L-DIAG-092	2	COVERED
11	Buzzer Control	145	SWE1-Diagnostics-138	NR1L-DIAG-093	1	COVERED
11	Buzzer Control	146	SWE1-Diagnostics-139	NR1L-DIAG-094	1	COVERED
11	Buzzer Control	147	SWE1-Diagnostics-140	NR1L-DIAG-095;NR1L-DIAG-096	2	COVERED
11	Buzzer Control	148	SWE1-Diagnostics-141	NR1L-DIAG-097	1	COVERED
11	Buzzer Control	149	SWE1-Diagnostics-142	NR1L-DIAG-098	1	COVERED
11	Buzzer Control	150	SWE1-Diagnostics-143	NR1L-DIAG-099;NR1L-DIAG-100	2	COVERED
11	Buzzer Control	151	SWE1-Diagnostics-144	NR1L-DIAG-101	1	COVERED
11	Buzzer Control	152	SWE1-Diagnostics-145	NR1L-DIAG-102	1	COVERED
11	Buzzer Control	153	SWE1-Diagnostics-146	NR1L-DIAG-103;NR1L-DIAG-104	2	COVERED
11	Buzzer Control	154	SWE1-Diagnostics-147	NR1L-DIAG-105	1	COVERED
12	Speaker Quadrant Selection	54	SWE1-Diagnostics-047	NR1L-DIAG-106	1	COVERED
12	Speaker Quadrant Selection	55	SWE1-Diagnostics-048	NR1L-DIAG-107;NR1L-DIAG-108	2	COVERED
12	Speaker Quadrant Selection	56	SWE1-Diagnostics-049	NR1L-DIAG-109	1	COVERED
12	Speaker Quadrant Selection	98	SWE1-Diagnostics-091	NR1L-DIAG-110	1	COVERED
12	Speaker Quadrant Selection	99	SWE1-Diagnostics-092	NR1L-DIAG-111;NR1L-DIAG-112	2	COVERED
12	Speaker Quadrant Selection	100	SWE1-Diagnostics-093	NR1L-DIAG-113	1	COVERED
12	Speaker Quadrant Selection	101	SWE1-Diagnostics-094	NR1L-DIAG-114	1	COVERED
12	Speaker Quadrant Selection	102	SWE1-Diagnostics-095	NR1L-DIAG-115;NR1L-DIAG-116	2	COVERED
12	Speaker Quadrant Selection	103	SWE1-Diagnostics-096	NR1L-DIAG-117	1	COVERED
12	Speaker Quadrant Selection	104	SWE1-Diagnostics-097	NR1L-DIAG-118	1	COVERED
12	Speaker Quadrant Selection	105	SWE1-Diagnostics-098	NR1L-DIAG-119;NR1L-DIAG-120	2	COVERED
12	Speaker Quadrant Selection	106	SWE1-Diagnostics-099	NR1L-DIAG-129	1	COVERED
12	Speaker Quadrant Selection	107	SWE1-Diagnostics-100	NR1L-DIAG-121	1	COVERED
12	Speaker Quadrant Selection	108	SWE1-Diagnostics-101	NR1L-DIAG-122;NR1L-DIAG-123	2	COVERED
12	Speaker Quadrant Selection	109	SWE1-Diagnostics-102	NR1L-DIAG-124	1	COVERED
12	Speaker Quadrant Selection	110	SWE1-Diagnostics-103	NR1L-DIAG-125	1	COVERED
12	Speaker Quadrant Selection	111	SWE1-Diagnostics-104	NR1L-DIAG-126;NR1L-DIAG-127	2	COVERED
12	Speaker Quadrant Selection	112	SWE1-Diagnostics-105	NR1L-DIAG-128	1	COVERED
12	Speaker Quadrant Selection	113	SWE1-Diagnostics-106	NR1L-DIAG-130	1	COVERED
12	Speaker Quadrant Selection	114	SWE1-Diagnostics-107	NR1L-DIAG-131;NR1L-DIAG-132	2	COVERED
12	Speaker Quadrant Selection	115	SWE1-Diagnostics-108	NR1L-DIAG-133	1	COVERED
13	Audio Tone Settings	63	SWE1-Diagnostics-056	NR1L-DIAG-134	1	COVERED
13	Audio Tone Settings	71	SWE1-Diagnostics-064	NR1L-DIAG-135;NR1L-DIAG-136;NR1L-DIAG-137;NR1L-DIAG-138	4	COVERED
13	Audio Tone Settings	72	SWE1-Diagnostics-065	NR1L-DIAG-139	1	COVERED
13	Audio Tone Settings	73	SWE1-Diagnostics-066	NR1L-DIAG-140;NR1L-DIAG-141;NR1L-DIAG-142;NR1L-DIAG-143	4	COVERED
13	Audio Tone Settings	74	SWE1-Diagnostics-067	NR1L-DIAG-144	1	COVERED
13	Audio Tone Settings	75	SWE1-Diagnostics-068	NR1L-DIAG-145;NR1L-DIAG-146	2	COVERED
13	Audio Tone Settings	76	SWE1-Diagnostics-069	NR1L-DIAG-147	1	COVERED
13	Audio Tone Settings	77	SWE1-Diagnostics-070	NR1L-DIAG-148	1	COVERED
13	Audio Tone Settings	78	SWE1-Diagnostics-071	NR1L-DIAG-149;NR1L-DIAG-150	2	COVERED
13	Audio Tone Settings	79	SWE1-Diagnostics-072	NR1L-DIAG-151	1	COVERED
13	Audio Tone Settings	80	SWE1-Diagnostics-073	NR1L-DIAG-152;NR1L-DIAG-153	2	COVERED
13	Audio Tone Settings	81	SWE1-Diagnostics-074	NR1L-DIAG-154;NR1L-DIAG-155	2	COVERED
13	Audio Tone Settings	82	SWE1-Diagnostics-075	NR1L-DIAG-156	1	COVERED
13	Audio Tone Settings	83	SWE1-Diagnostics-076	NR1L-DIAG-157	1	COVERED
13	Audio Tone Settings	84	SWE1-Diagnostics-077	NR1L-DIAG-158;NR1L-DIAG-159	2	COVERED
13	Audio Tone Settings	85	SWE1-Diagnostics-078	NR1L-DIAG-160	1	COVERED
13	Audio Tone Settings	86	SWE1-Diagnostics-079	NR1L-DIAG-161	1	COVERED
13	Audio Tone Settings	87	SWE1-Diagnostics-080	NR1L-DIAG-162;NR1L-DIAG-163	2	COVERED
13	Audio Tone Settings	88	SWE1-Diagnostics-081	NR1L-DIAG-164	1	COVERED
13	Audio Tone Settings	89	SWE1-Diagnostics-082	NR1L-DIAG-165;NR1L-DIAG-166	2	COVERED
13	Audio Tone Settings	90	SWE1-Diagnostics-083	NR1L-DIAG-167;NR1L-DIAG-168	2	COVERED
13	Audio Tone Settings	91	SWE1-Diagnostics-084	NR1L-DIAG-169	1	COVERED
13	Audio Tone Settings	92	SWE1-Diagnostics-085	NR1L-DIAG-170	1	COVERED
13	Audio Tone Settings	93	SWE1-Diagnostics-086	NR1L-DIAG-171;NR1L-DIAG-172	2	COVERED
13	Audio Tone Settings	94	SWE1-Diagnostics-087	NR1L-DIAG-173	1	COVERED
13	Audio Tone Settings	95	SWE1-Diagnostics-088	NR1L-DIAG-174	1	COVERED
13	Audio Tone Settings	96	SWE1-Diagnostics-089	NR1L-DIAG-175;NR1L-DIAG-176	2	COVERED
13	Audio Tone Settings	97	SWE1-Diagnostics-090	NR1L-DIAG-177	1	COVERED
14	Tuner Control	20	SWE1-Diagnostics-013	NR1L-DIAG-178	1	COVERED
14	Tuner Control	21	SWE1-Diagnostics-014	NR1L-DIAG-179;NR1L-DIAG-180	2	COVERED
14	Tuner Control	22	SWE1-Diagnostics-015	NR1L-DIAG-181	1	COVERED
14	Tuner Control	23	SWE1-Diagnostics-016	NR1L-DIAG-182	1	COVERED
14	Tuner Control	24	SWE1-Diagnostics-017	NR1L-DIAG-183;NR1L-DIAG-184	2	COVERED
14	Tuner Control	25	SWE1-Diagnostics-018	NR1L-DIAG-185	1	COVERED
14	Tuner Control	26	SWE1-Diagnostics-019	NR1L-DIAG-186	1	COVERED
14	Tuner Control	27	SWE1-Diagnostics-020	NR1L-DIAG-187;NR1L-DIAG-188	2	COVERED
14	Tuner Control	28	SWE1-Diagnostics-021	NR1L-DIAG-189	1	COVERED
14	Tuner Control	38	SWE1-Diagnostics-031	NR1L-DIAG-190	1	COVERED
14	Tuner Control	39	SWE1-Diagnostics-032	NR1L-DIAG-191;NR1L-DIAG-192	2	COVERED
14	Tuner Control	40	SWE1-Diagnostics-033	NR1L-DIAG-193	1	COVERED
14	Tuner Control	41	SWE1-Diagnostics-034	NR1L-DIAG-194	1	COVERED
14	Tuner Control	42	SWE1-Diagnostics-035	NR1L-DIAG-195;NR1L-DIAG-556	2	COVERED
14	Tuner Control	43	SWE1-Diagnostics-036	NR1L-DIAG-196;NR1L-DIAG-197	2	COVERED
14	Tuner Control	44	SWE1-Diagnostics-037	NR1L-DIAG-198	1	COVERED
14	Tuner Control	45	SWE1-Diagnostics-038	NR1L-DIAG-199	1	COVERED
14	Tuner Control	46	SWE1-Diagnostics-039	NR1L-DIAG-200;NR1L-DIAG-201	2	COVERED
14	Tuner Control	47	SWE1-Diagnostics-040	NR1L-DIAG-202	1	COVERED
14	Tuner Control	48	SWE1-Diagnostics-041	NR1L-DIAG-203	1	COVERED
14	Tuner Control	49	SWE1-Diagnostics-042	NR1L-DIAG-204;NR1L-DIAG-205	2	COVERED
14	Tuner Control	50	SWE1-Diagnostics-043	NR1L-DIAG-206	1	COVERED
15	Mode Selection	51	SWE1-Diagnostics-044	NR1L-DIAG-207	1	COVERED
15	Mode Selection	52	SWE1-Diagnostics-045	NR1L-DIAG-208;NR1L-DIAG-209	2	COVERED
15	Mode Selection	53	SWE1-Diagnostics-046	NR1L-DIAG-210	1	COVERED
15	Mode Selection	65	SWE1-Diagnostics-058	NR1L-DIAG-211	1	COVERED
15	Mode Selection	66	SWE1-Diagnostics-059	NR1L-DIAG-212;NR1L-DIAG-213	2	COVERED
15	Mode Selection	67	SWE1-Diagnostics-060	NR1L-DIAG-214	1	COVERED
15	Mode Selection	68	SWE1-Diagnostics-061	NR1L-DIAG-215	1	COVERED
15	Mode Selection	69	SWE1-Diagnostics-062	NR1L-DIAG-216;NR1L-DIAG-217	2	COVERED
15	Mode Selection	70	SWE1-Diagnostics-063	NR1L-DIAG-218	1	COVERED
16	In Motion Menu Control	14	SWE1-Diagnostics-007	NR1L-DIAG-219	1	COVERED
16	In Motion Menu Control	15	SWE1-Diagnostics-008	NR1L-DIAG-220;NR1L-DIAG-221	2	COVERED
16	In Motion Menu Control	16	SWE1-Diagnostics-009	NR1L-DIAG-222	1	COVERED
16	In Motion Menu Control	17	SWE1-Diagnostics-010	NR1L-DIAG-223	1	COVERED
16	In Motion Menu Control	18	SWE1-Diagnostics-011	NR1L-DIAG-224;NR1L-DIAG-225	2	COVERED
16	In Motion Menu Control	19	SWE1-Diagnostics-012	NR1L-DIAG-226	1	COVERED
17	Video Input	343	SWE1-Diagnostics-336	NR1L-DIAG-227	1	COVERED
17	Video Input	344	SWE1-Diagnostics-337	NR1L-DIAG-228	1	COVERED
17	Video Input	345	SWE1-Diagnostics-338	NR1L-DIAG-229;NR1L-DIAG-230	2	COVERED
17	Video Input	346	SWE1-Diagnostics-339	NR1L-DIAG-231	1	COVERED
17	Video Input	347	SWE1-Diagnostics-340-001	NR1L-DIAG-013	1	COVERED
18	AV Signal Detection	158	SWE1-Diagnostics-151	NR1L-DIAG-009;NR1L-DIAG-555	2	COVERED
18	AV Signal Detection	159	SWE1-Diagnostics-152	NR1L-DIAG-277;NR1L-DIAG-278	2	COVERED
18	AV Signal Detection	160	SWE1-Diagnostics-153	NR1L-DIAG-279	1	COVERED
18	AV Signal Detection	161	SWE1-Diagnostics-154	NR1L-DIAG-010	1	COVERED
18	AV Signal Detection	162	SWE1-Diagnostics-155	NR1L-DIAG-280	1	COVERED
18	AV Signal Detection	163	SWE1-Diagnostics-156	NR1L-DIAG-281	1	COVERED
18	AV Signal Detection	164	SWE1-Diagnostics-157	NR1L-DIAG-282	1	COVERED
18	AV Signal Detection	165	SWE1-Diagnostics-158	NR1L-DIAG-283	1	COVERED
18	AV Signal Detection	166	SWE1-Diagnostics-159	NR1L-DIAG-284	1	COVERED
18	AV Signal Detection	167	SWE1-Diagnostics-160	NR1L-DIAG-285	1	COVERED
19	Audio Measure AC	155	SWE1-Diagnostics-148	NR1L-DIAG-286	1	COVERED
19	Audio Measure AC	156	SWE1-Diagnostics-149	NR1L-DIAG-287;NR1L-DIAG-288	2	COVERED
19	Audio Measure AC	157	SWE1-Diagnostics-150	NR1L-DIAG-289	1	COVERED
20	Clear Key Sense PIN	354	SWE1-Diagnostics-346	NR1L-DIAG-290	1	COVERED
