swe_id	source_req_id	hmi_source_id	key_hit	sys1_nrl	sys1_outline	desc_verdict	similarity
SWE1-HMI-153	SYS-HMI-RA-PHONE-194	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_17.7	YES	NRL-128109	17.7	LOWSIM	0.024
SWE1-HMI-154	SYS-HMI-RA-PHONE-195	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_17.8	YES	NRL-128110	17.8	LOWSIM	0.048
SWE1-HMI-155	SYS-HMI-RA-PHONE-196	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_17.9	NO			KEY_MISS	
SWE1-HMI-156	SYS-HMI-RA-PHONE-198	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.1	YES	NRL-128112	18.1	EXACT	1.000
SWE1-HMI-157	SYS-HMI-RA-PHONE-199	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.2	YES	NRL-128113	18.2	EXACT	1.000
SWE1-HMI-158	SYS-HMI-RA-PHONE-202	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.3.2	YES	NRL-128116	18.3.2	EXACT	1.000
SWE1-HMI-159	SYS-HMI-RA-PHONE-204	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.4	YES	NRL-128118	18.4	EXACT	1.000
SWE1-HMI-160	SYS-HMI-RA-PHONE-205	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.5	YES	NRL-128119	18.5	EXACT	1.000
SWE1-HMI-161	SYS-HMI-RA-PHONE-206	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_18.6	YES	NRL-128120	18.6	EXACT	1.000
SWE1-HMI-162	SYS-HMI-RA-PHONE-208	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.1	YES	NRL-128122	19.1	EXACT	1.000
SWE1-HMI-163	SYS-HMI-RA-PHONE-209	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.2	YES	NRL-128123	19.2	EXACT	1.000
SWE1-HMI-164	SYS-HMI-RA-PHONE-210	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.3	YES	NRL-128124	19.3	EXACT	1.000
SWE1-HMI-165	SYS-HMI-RA-PHONE-211	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.4	YES	NRL-128125	19.4	EXACT	1.000
SWE1-HMI-166	SYS-HMI-RA-PHONE-212	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.5	YES	NRL-128126	19.5	EXACT	1.000
SWE1-HMI-167	SYS-HMI-RA-PHONE-213	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.6	YES	NRL-128127	19.6	EXACT	1.000
SWE1-HMI-168	SYS-HMI-RA-PHONE-214	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.7	YES	NRL-128128	19.7	EXACT	1.000
SWE1-HMI-169	SYS-HMI-RA-PHONE-215	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_19.8	YES	NRL-128129	19.8	EXACT	1.000
SWE1-HMI-170	SYS-HMI-RA-PHONE-218	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.1	YES	NRL-128132	20.1	EXACT	1.000
SWE1-HMI-171	SYS-HMI-RA-PHONE-219	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.2	YES	NRL-128133	20.2	EXACT	1.000
SWE1-HMI-172	SYS-HMI-RA-PHONE-220	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.3	YES	NRL-128134	20.3	EXACT	1.000
SWE1-HMI-173	SYS-HMI-RA-PHONE-221	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.4	YES	NRL-128135	20.4	EXACT	1.000
SWE1-HMI-174	SYS-HMI-RA-PHONE-222	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.5	YES	NRL-128136	20.5	EXACT	1.000
SWE1-HMI-175	SYS-HMI-RA-PHONE-223	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.6	YES	NRL-128137	20.6	EXACT	1.000
SWE1-HMI-176	SYS-HMI-RA-PHONE-224	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_20.7	YES	NRL-128138	20.7	EXACT	1.000
SWE1-HMI-177	SYS-HMI-RA-PHONE-226	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_21.1	YES	NRL-128140	21.1	EXACT	1.000
SWE1-HMI-178	SYS-HMI-RA-PHONE-228	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_22.1	YES	NRL-128142	22.1	EXACT	1.000
SWE1-HMI-179	SYS-HMI-RA-PHONE-229	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_22.1.1	YES	NRL-128143	22.1.1	EXACT	1.000
SWE1-HMI-180	SYS-HMI-RA-PHONE-230	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_22.1.2	YES	NRL-128144	22.1.2	EXACT	1.000
SWE1-HMI-181	SYS-HMI-RA-PHONE-233	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_23.1.1	YES	NRL-128147	23.1.1	EXACT	1.000
SWE1-HMI-182	SYS-HMI-RA-PHONE-236	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.1	YES	NRL-128150	24.1	EXACT	1.000
SWE1-HMI-183	SYS-HMI-RA-PHONE-237	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.2	YES	NRL-128151	24.2	EXACT	1.000
SWE1-HMI-184	SYS-HMI-RA-PHONE-238	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.3	YES	NRL-128152	24.3	EXACT	1.000
SWE1-HMI-185	SYS-HMI-RA-PHONE-239	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.4	YES	NRL-128153	24.4	EXACT	1.000
SWE1-HMI-186	SYS-HMI-RA-PHONE-240	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.5	YES	NRL-128154	24.5	EXACT	1.000
SWE1-HMI-187	SYS-HMI-RA-PHONE-241	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.6	YES	NRL-128155	24.6	EXACT	1.000
SWE1-HMI-188	SYS-HMI-RA-PHONE-242	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.7	YES	NRL-128156	24.7	EXACT	1.000
SWE1-HMI-189	SYS-HMI-RA-PHONE-243	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_24.8	YES	NRL-128157	24.8	EXACT	1.000
SWE1-HMI-190	SYS-HMI-RA-PHONE-246	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.2	YES	NRL-128160	25.2	EXACT	1.000
SWE1-HMI-191	SYS-HMI-RA-PHONE-247	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.2.1	YES	NRL-128161	25.2.1	EXACT	1.000
SWE1-HMI-192	SYS-HMI-RA-PHONE-248	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.2.2	YES	NRL-128162	25.2.2	EXACT	1.000
SWE1-HMI-193	SYS-HMI-RA-PHONE-249	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.3	YES	NRL-128163	25.3	EXACT	1.000
SWE1-HMI-194	SYS-HMI-RA-PHONE-250	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.4	YES	NRL-128164	25.4	EXACT	1.000
SWE1-HMI-195	SYS-HMI-RA-PHONE-251	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.5	YES	NRL-128165	25.5	EXACT	1.000
SWE1-HMI-196	SYS-HMI-RA-PHONE-252	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.5.1	YES	NRL-128166	25.5.1	EXACT	1.000
SWE1-HMI-197	SYS-HMI-RA-PHONE-253	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.5.2	YES	NRL-128167	25.5.2	EXACT	1.000
SWE1-HMI-198	SYS-HMI-RA-PHONE-254	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.6	YES	NRL-128168	25.6	EXACT	1.000
SWE1-HMI-199	SYS-HMI-RA-PHONE-255	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.6.1	YES	NRL-128169	25.6.1	EXACT	1.000
SWE1-HMI-200	SYS-HMI-RA-PHONE-256	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.7	YES	NRL-128170	25.7	EXACT	1.000
SWE1-HMI-201	SYS-HMI-RA-PHONE-257	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.7.1	YES	NRL-128171	25.7.1	EXACT	1.000
SWE1-HMI-202	SYS-HMI-RA-PHONE-258	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.7.2	YES	NRL-128172	25.7.2	EXACT	1.000
SWE1-HMI-203	SYS-HMI-RA-PHONE-259	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.8	YES	NRL-128173	25.8	EXACT	1.000
SWE1-HMI-204	SYS-HMI-RA-PHONE-260	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.9	YES	NRL-128174	25.9	EXACT	1.000
SWE1-HMI-205	SYS-HMI-RA-PHONE-261	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.9.1	YES	NRL-128175	25.9.1	EXACT	1.000
SWE1-HMI-206	SYS-HMI-RA-PHONE-262	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_25.10	YES	NRL-128176	25.10	EXACT	1.000
SWE1-HMI-207	SYS-HMI-RA-PHONE-264	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_26.1	YES	NRL-128178	26.1	EXACT	1.000
SWE1-HMI-208	SYS-HMI-RA-PHONE-265	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_26.2	YES	NRL-128179	26.2	EXACT	1.000
SWE1-HMI-209	SYS-HMI-RA-PHONE-266	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_26.3	YES	NRL-128180	26.3	EXACT	1.000
SWE1-HMI-210	SYS-HMI-RA-PHONE-267	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_26.4	YES	NRL-128181	26.4	EXACT	1.000
SWE1-HMI-211	SYS-HMI-RA-PHONE-268	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_26.5	YES	NRL-128182	26.5	EXACT	1.000
SWE1-HMI-212	SYS-HMI-RA-PHONE-270	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_27.1	YES	NRL-128184	27.1	EXACT	1.000
SWE1-HMI-213	SYS-HMI-RA-PHONE-271	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_27.2	YES	NRL-128185	27.2	EXACT	1.000
