swe_id	source_req_id	hmi_source_id	class	first_token	description_head
SWE1-HMI-056-01	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	incoming	The system shall incoming call popups are displayed over current screen.
SWE1-HMI-056-02	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	if	The system shall if user selects DECLINE, there is no screen change.
SWE1-HMI-056-03	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	if	The system shall if user selects ACCEPT then display the Current Call screen.
SWE1-HMI-056-04	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	when	The system shall when user presses END call button (or if call ends via device or second party disconnect) then return to previously viewed screen unless the user interacted with the Phone domain during the call (pressed Contacts, Recent, Favorites, Keypad, Messages, Devices).
SWE1-HMI-056-05	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	if	The system shall if user interacted with Phone domain during the active call then display last screen viewed in Phone domain.
SWE1-HMI-056-06	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	buttons	The system shall buttons on the active call screen should not be interactable when there is an incoming call popup shown.
SWE1-HMI-056-07	SYS-HMI-RA-PHONE-080	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_6.5	L3_非動詞連接	user	The system shall user must take action on the popup before any other action.
SWE1-HMI-057-01	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L3_非動詞連接	phone	"The system shall phone priority can be edited on Device Settings screen in Device Manager by pressing the Settings icon (or “Devices” tab for R1 Low 7"")."
SWE1-HMI-057-02	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L3_非動詞連接	there	"The system shall there are 2 checkboxes to set device as “Favorite 1” or “ Favorite 2""."
SWE1-HMI-057-03	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L3_非動詞連接	changes	The system shall changes to these settings will replace a currently selected Favorite 1 or Favorite 2 and dynamically update the other device’s settings.
SWE1-HMI-057-04	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L3_非動詞連接	for	The system shall for example, if a phone is checked as “Favorite 1” then it replaces the current “Favorite 1”.
SWE1-HMI-057-05	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L3_非動詞連接	changes	The system shall changes to the device connection order apply to the next possible connection scenario.
SWE1-HMI-057-06	SYS-HMI-RA-PHONE-082	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.1	L4_非字母開頭	(image:	The system shall (image: image10.png)
SWE1-HMI-058	SYS-HMI-RA-PHONE-083	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.2	L3_非動詞連接	priority	The system shall priority settings are remembered across ignition cycles.
SWE1-HMI-059	SYS-HMI-RA-PHONE-084	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.3	L3_非動詞連接	if	The system shall if user selects “Favorite 1” or “Favorite 2” in Device Settings or during the pairing process, this user selection assigns priority and dynamically updates the “Favorite 1” or “Favorite 2” setting for that device on Device Settings screen.
SWE1-HMI-060-01	SYS-HMI-RA-PHONE-085	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	L3_非動詞連接	checking	The system shall checking one priority box unchecks the other if it was checked.
SWE1-HMI-060-02	SYS-HMI-RA-PHONE-085	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	L3_非動詞連接	pressing	The system shall pressing a checked box will uncheck it.
SWE1-HMI-060-03	SYS-HMI-RA-PHONE-085	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	L3_非動詞連接	the	The system shall the checkboxes can be empty if the user does not want to assign a priority.
SWE1-HMI-060-04	SYS-HMI-RA-PHONE-085	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.4	L3_非動詞連接	in	The system shall in this case, the phone follows normal reconnection strategy without favorited prioritization.
SWE1-HMI-061-01	SYS-HMI-RA-PHONE-086	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.5	L3_非動詞連接	the	The system shall the Favorite 1 phone is the default phone with top priority to connect first.
SWE1-HMI-061-02	SYS-HMI-RA-PHONE-086	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.5	L3_非動詞連接	when	The system shall when connected, it has the active phonebook and is the default source for VR dial commands and Steering Wheel Controls commands until a user changes the active phonebook.
SWE1-HMI-062-01	SYS-HMI-RA-PHONE-087	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.6	L3_非動詞連接	the	The system shall the Favorite 2 phone has priority as the second phone to connect when a Favorite 1 phone is present.
SWE1-HMI-062-02	SYS-HMI-RA-PHONE-087	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_7.6	L3_非動詞連接	if	The system shall if Favorite 1 is not available to connect then the Favorite 2 phone connects and becomes the active phone with active phonebook, and if available, another device enabled for Multiphone will connect as the additional second phone.
SWE1-HMI-063-01	SYS-HMI-RA-PHONE-089	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	L3_非動詞連接	the	The system shall the Multiphone feature will have a global setting to enable/disable the feature for all devices (“Enable Two Active Phones Phones” checkbox located in Settings > Phone/Bluetooth), and a “Two Active Phones Phones” checkbox on the Device Manager screen to toggle ON/OFF the feature.
SWE1-HMI-063-02	SYS-HMI-RA-PHONE-089	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	L3_非動詞連接	for	"The system shall for R1 Low 7"", there is no button for “Two Active Phones Phones” on the Devices screen."
SWE1-HMI-063-03	SYS-HMI-RA-PHONE-089	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.1	L4_非字母開頭	(image:	The system shall (image: image11.png)
SWE1-HMI-064-01	SYS-HMI-RA-PHONE-090	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	L3_非動詞連接	disabling	The system shall disabling the Global setting while 2 phones are connected will assign Phone functions to the Favorite device (if conne cted Favorite 1 wins, then Favorite 2).
SWE1-HMI-064-02	SYS-HMI-RA-PHONE-090	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	L3_非動詞連接	if	The system shall if no Favorite devices are present then the active phonebook becomes the active Phone.
SWE1-HMI-064-03	SYS-HMI-RA-PHONE-090	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.2	L3_非動詞連接	however,	The system shall however, if the Global setting is disabled during an active call then this active phone becomes the default Phone to prevent disconnection.
SWE1-HMI-065-01	SYS-HMI-RA-PHONE-091	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.3	L3_非動詞連接	the	The system shall the Global setting cannot be disabled during 3 connections use case (Phone #1 with 1 or 2 calls and incoming call on P hone#2) to prevent loss of calls.
SWE1-HMI-065-02	SYS-HMI-RA-PHONE-091	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_8.3	L3_非動詞連接	during	The system shall during this time, the Global and Per Device setting will be grayed out and the checkbox will not function until the user answers or declines the in coming call.
SWE1-HMI-066-01	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L3_非動詞連接	when	The system shall when a device is connected, the supported features become readily available for that device.
SWE1-HMI-066-02	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L3_非動詞連接	the	The system shall the user is able to press the global Do Not Disturb button to turn the feature on for all phones.
SWE1-HMI-066-03	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L3_非動詞連接	auto	The system shall auto Reply Message is available in the Device Settings screen and can be implemented only if the device supports outgoing SMS.
SWE1-HMI-066-04	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L3_非動詞連接	the	The system shall the head unit shall load with DND in an off state and shall return to an off state upon ignition cycle.
SWE1-HMI-066-05	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L3_非動詞連接	the	The system shall the Phone mode button updates when DND is turned on and off.
SWE1-HMI-066-07	SYS-HMI-RA-PHONE-093	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.1	L4_非字母開頭	(image:	The system shall (image: image12.png)
SWE1-HMI-067-01	SYS-HMI-RA-PHONE-094	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.2	L1_標籤殘留	pMDND1.2)	The system shall pMDND1.2) The default for Auto Reply setting for each phone is ‘text’ for all markets except EMEA and LATAM.
SWE1-HMI-067-02	SYS-HMI-RA-PHONE-094	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.2	L3_非動詞連接	for	The system shall for EMEA and LATAM regions, default to ‘Call’
SWE1-HMI-068-01	SYS-HMI-RA-PHONE-095	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3	L3_非動詞連接	when	The system shall when on an active call, DND can be turned on or off using the GUI in Device Manager.
SWE1-HMI-068-02	SYS-HMI-RA-PHONE-095	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3	L3_非動詞連接	while	The system shall while on an active phone call with DND On or Off, the user can place a second phone call but can only receive a second phone call when DND is turned off.
SWE1-HMI-069	SYS-HMI-RA-PHONE-096	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.3.1	L1_標籤殘留	pMDND2.1)	The system shall pMDND2.1) If DND is enabled but the phone does not support MAP or no SMS service is available from phone for Auto Reply Message, if the user presses the Auto Reply Message Setting for the corresponding device, the user should be informed that the feature is not available due to their device settings per the Feature Not Available popup (PU0321).
SWE1-HMI-070-01	SYS-HMI-RA-PHONE-097	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	L2_首字母降格	dND	The system shall dND maintains its current set status when two active calls are present.
SWE1-HMI-070-02	SYS-HMI-RA-PHONE-097	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	L3_非動詞連接	if	The system shall if the user turns DND off while on a call, and places a second phone call the DND status remains off).
SWE1-HMI-070-03	SYS-HMI-RA-PHONE-097	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.4	L3_非動詞連接	the	The system shall the user may change the status of DND using the appropriate voice command
SWE1-HMI-071-01	SYS-HMI-RA-PHONE-098	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	L3_非動詞連接	the	The system shall the user has the ability to turn DND off while on a conference call using the GUI on the Device Manager or Phone Settings screen.
SWE1-HMI-071-02	SYS-HMI-RA-PHONE-098	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	L3_非動詞連接	similarly,	The system shall similarly, the user can turn the feature on during a conference call;
SWE1-HMI-071-03	SYS-HMI-RA-PHONE-098	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	L3_非動詞連接	this	The system shall this will result in blocking all incoming calls and/or texts depending on the related DND setting (example: Block Calls, Texts, Both).
SWE1-HMI-071-04	SYS-HMI-RA-PHONE-098	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.5	L3_非動詞連接	turning	The system shall turning DND on will not terminate current calls.
SWE1-HMI-072-01	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	when	The system shall when a device is connected, the DND feature can be activated.
SWE1-HMI-072-02	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	auto	The system shall auto Reply Message is only available on the phones that support outgoing SMS.
SWE1-HMI-072-03	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	turning	The system shall turning DND on shall keep DND on until the user turns DND off or there is an ignition cycle.
SWE1-HMI-072-04	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	if	The system shall if the device is disconnected, the DND state shall be remembered and applied if that device connects later on in the same ignition cycle.
SWE1-HMI-072-05	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	auto	The system shall auto Reply Message on/off status and DND Settings shall be remembered per phone and stored until the user changes their selection.
SWE1-HMI-072-06	SYS-HMI-RA-PHONE-099	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.6	L3_非動詞連接	all	The system shall all DND Settings (Auto Reply: Both/Text/Call, Auto Reply Message: Custom/Default, and the Customizable Auto Reply Message) shall be remembered per phone across ignition cycles.
SWE1-HMI-073	SYS-HMI-RA-PHONE-100	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.7	L3_非動詞連接	when	The system shall when the device is connected and the DND feature is on, the user can turn Auto Reply Message on or off through the Do Not Disturb Settings ( per device).
SWE1-HMI-074-01	SYS-HMI-RA-PHONE-101	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	L3_非動詞連接	if	The system shall if the DND feature is turned on and there is an incoming call, a call counter shall be present on the Connected Phone Tab of the active call, if in the Phone Category to indicate the number of calls missed while DND is on.
SWE1-HMI-074-02	SYS-HMI-RA-PHONE-101	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	L3_非動詞連接	if	The system shall if the device supports incoming SMS, then the counter shall also display the number of SMS missed.
SWE1-HMI-074-03	SYS-HMI-RA-PHONE-101	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	L3_非動詞連接	the	The system shall the user is not taken to the Phone screen when the counter updates.
SWE1-HMI-074-04	SYS-HMI-RA-PHONE-101	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.8	L3_非動詞連接	the	The system shall the counter is removed from the phone status bar and reset when DND is turned off or the device is disconnected.
SWE1-HMI-075-01	SYS-HMI-RA-PHONE-102	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	L3_非動詞連接	in	The system shall in Device Manager, within the settings for each phone, under DND settings Auto Reply has 3 checkboxes: Both, Text, Call.
SWE1-HMI-075-02	SYS-HMI-RA-PHONE-102	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	L3_非動詞連接	the	The system shall the user can set up Auto Reply to respond to incoming Calls, Text, or Both.
SWE1-HMI-075-03	SYS-HMI-RA-PHONE-102	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	L2_首字母降格	dND	The system shall dND settings only appear when a phone is connected regardless of if DND is ON or OFF.
SWE1-HMI-075-04	SYS-HMI-RA-PHONE-102	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.10	L3_非動詞連接	auto	The system shall auto Reply is turned off within the Do Not Disturb Settings (per device) when turned On in the Device Manager screen.
SWE1-HMI-076-01	SYS-HMI-RA-PHONE-103	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.11	L3_非動詞連接	the	The system shall the user is able to select the Default or Custom Auto Reply Message.
SWE1-HMI-076-02	SYS-HMI-RA-PHONE-103	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.11	L3_非動詞連接	selecting	The system shall selecting the check box shall read out the selected message using TTS.
SWE1-HMI-077	SYS-HMI-RA-PHONE-104	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.11.1	L1_標籤殘留	pMDND10.1)	The system shall pMDND10.1) The default for Auto Reply Message is “Default”
SWE1-HMI-078-01	SYS-HMI-RA-PHONE-105	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.11.2	L1_標籤殘留	pMDND10.2)	The system shall pMDND10.2) The default message and default customizable message for Auto Reply Message is “I am currently driving.
SWE1-HMI-078-02	SYS-HMI-RA-PHONE-105	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.11.2	L3_非動詞連接	i	The system shall i will respond later.”
SWE1-HMI-079-01	SYS-HMI-RA-PHONE-106	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.12	L3_非動詞連接	the	The system shall the user is able to customize the Auto Reply Message.
SWE1-HMI-079-02	SYS-HMI-RA-PHONE-106	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.12	L3_非動詞連接	the	The system shall the text is limited to 160 characters.
SWE1-HMI-080-01	SYS-HMI-RA-PHONE-107	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.13	L3_非動詞連接	once	The system shall once the «Customize auto reply message» item is pressed, a keyboard is displayed to allow the typing of a custom message.
SWE1-HMI-080-02	SYS-HMI-RA-PHONE-107	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.13	L3_非動詞連接	the	The system shall the very fist time the «Customize auto reply message» item is pressed (a custom message is not set yet) the keyboard is displayed without any text inside the entry box.
SWE1-HMI-080-03	SYS-HMI-RA-PHONE-107	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.13	L3_非動詞連接	all	The system shall all other times the «Customize auto reply message» item is pressed (a custom message is already set), open the keyboard with entry box populated with the custom message previously set.
SWE1-HMI-080-04	SYS-HMI-RA-PHONE-107	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.13	L3_非動詞連接	if	The system shall if the message is too long to fit in the entry box visualization, when the keyboard is open, the last part of the message should be displayed with the cursor positioned in the last character of that message.
SWE1-HMI-081-02	SYS-HMI-RA-PHONE-109	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.14	L4_非字母開頭	(image:	The system shall (image: image13.png)
SWE1-HMI-082-01	SYS-HMI-RA-PHONE-110	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.15	L3_非動詞連接	the	The system shall the main DND button is global setting and turns DND ON/OFF for all devices.
SWE1-HMI-082-02	SYS-HMI-RA-PHONE-110	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.15	L3_非動詞連接	there	The system shall there is a checkbox for Do Not Disturb M ode All Phones in the Settings > Phone/Bluetooth screen and a DND button to toggle ON/OFF global settings on the Device Manager screen.
SWE1-HMI-083-01	SYS-HMI-RA-PHONE-111	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.16	L3_非動詞連接	each	The system shall each device can individually enable Do Not Disturb mode using the checkbox on the Device Settings screen for that de vice in the Device Manager.
SWE1-HMI-083-02	SYS-HMI-RA-PHONE-111	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.16	L3_非動詞連接	the	The system shall the per device DND settings for Auto Text Reply can be enabled/disabled and edited from Device Settings screen.
SWE1-HMI-083-03	SYS-HMI-RA-PHONE-111	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.16	L3_非動詞連接	if	The system shall if a phone is not connected then gray out the Do Not Disturb Mode text and disable checkbox until connected.
SWE1-HMI-084	SYS-HMI-RA-PHONE-112	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.17	L3_非動詞連接	during	The system shall during global DND ON follow the Per Device DND Settings for each device.
SWE1-HMI-085-01	SYS-HMI-RA-PHONE-113	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.18	L3_非動詞連接	during	The system shall during DND ON, there is a DND ON icon to indicate DND is on.
SWE1-HMI-085-02	SYS-HMI-RA-PHONE-113	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.18	L2_首字母降格	dND	The system shall dND settings per device will dynamically display DND sy mbol in the Functions Panel of Device Manager and also on Phone section.
SWE1-HMI-085-03	SYS-HMI-RA-PHONE-113	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.18	L3_非動詞連接	for	The system shall for Global DND ON, only connected phones that have DND ON will display DND ON symbol.
SWE1-HMI-085-04	SYS-HMI-RA-PHONE-113	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.18	L3_非動詞連接	the	The system shall the dynamic Phone icon in the menu mar will display DND ON symbol during global DND ON or if only one phone is connected which is DND ON mode.
SWE1-HMI-085-05	SYS-HMI-RA-PHONE-113	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.18	L3_非動詞連接	during	The system shall during Multiphone connections, if only one phone of two connected phones is in DND Mode then menu bar will not include DND ON symbol.
SWE1-HMI-086-01	SYS-HMI-RA-PHONE-114	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.19	L3_非動詞連接	global	The system shall global DND Setting wins over Per Device DND settings.
SWE1-HMI-086-02	SYS-HMI-RA-PHONE-114	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.19	L3_非動詞連接	example,	The system shall example, if Phone#2 is DND ON and Global Setting is toggle ON then OFF, it will turn DND OFF for all phones.
SWE1-HMI-086-03	SYS-HMI-RA-PHONE-114	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_9.19	L3_非動詞連接	phone#2	The system shall phone#2 would have to turn its per device DND ON settings on using Device Settings screen because it would turn off when turning Global DND OFF.
SWE1-HMI-087-01	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	contacts	The system shall contacts tab screens do not time out when no changes are made.
SWE1-HMI-087-02	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	if	The system shall if user picks a contact to call, the system initiates the call (if phone can initiate call at that time) and automatically goes to the Current Call tab.
SWE1-HMI-087-03	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	un-highlight	The system shall un-highlight the Contacts tab and highlight and go to the Current Call tab when a call is placed.
SWE1-HMI-087-04	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	if	The system shall if only one call is active, put current call on hold and place 2nd call.
SWE1-HMI-087-05	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	when	The system shall when the call is ended, bring the user back to the Contacts tab (or the previous Phone tab/screen from which the call was placed) with highlighted text for the tab name.
SWE1-HMI-087-06	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	if	The system shall if the system cannot call a contact at that time (e.g.
SWE1-HMI-087-07	SYS-HMI-RA-PHONE-117	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2	L3_非動詞連接	two	The system shall two calls or conference call already in progress), grey-out buttons (not tabs) that would initiate a call and block calls if needed.
SWE1-HMI-088-01	SYS-HMI-RA-PHONE-118	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.1	L1_標籤殘留	pBB1.1)	The system shall pBB1.1) Contact names in Contacts list will all be one color text.
SWE1-HMI-088-02	SYS-HMI-RA-PHONE-118	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.1	L3_非動詞連接	example:	The system shall example: if the first name is white the last name should also be white.
SWE1-HMI-089-01	SYS-HMI-RA-PHONE-119	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.2	L1_標籤殘留	pBB1.2)	The system shall pBB1.2) Contact image will appear next to the Contact name.
SWE1-HMI-089-02	SYS-HMI-RA-PHONE-119	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.2	L3_非動詞連接	if	The system shall if the Contact does not have an image associated with the name (or the image has not yet loaded), show the initials (first and last) of the Contact in the place of an image.
SWE1-HMI-089-03	SYS-HMI-RA-PHONE-119	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.2	L3_非動詞連接	if	The system shall if the Contact only has one name (first or last) use only one letter in place of the Contact image.
SWE1-HMI-089-04	SYS-HMI-RA-PHONE-119	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.2	L3_非動詞連接	if	The system shall if the contact has no name or image then display blank silhouette as contact image
SWE1-HMI-090	SYS-HMI-RA-PHONE-120	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.2.3	L1_標籤殘留	pBB1.3)	The system shall pBB1.3) Contact list can contain duplicates of the same entry.
SWE1-HMI-091-02	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	cursor	The system shall cursor is a highlight outline.
SWE1-HMI-091-03	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	when	The system shall when browsing within the contacts, the cursor location is not remembered by the system.
SWE1-HMI-091-04	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	in	The system shall in other words, if the user exits the Contacts screen and returns, the cursor location is brought to the top of the list.
SWE1-HMI-091-06	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	selecting	The system shall selecting the contact list item displays the available phone numbers for that contact in the system.
SWE1-HMI-091-07	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	in	The system shall in this Contact Info screen, a star is displayed with each phone number to allow the user to make the number a favorite or unfavorite it and a text message icon with each number to allow the user to send a text message to that number (the message icon/button will not be present for R1 Low 8.4 inch).
SWE1-HMI-091-08	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	selecting	The system shall selecting a phone number takes the user to the Current Call tab of the active Phone as the system starts dialing that number (if the phone can initiate the call at that time).
SWE1-HMI-091-09	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	selecting	The system shall selecting the text message icon takes the user to the Messaging screen to send an SMS to that contact number.
SWE1-HMI-091-10	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	pressing	The system shall pressing the BACK button on Contact Info screen will return to previous screen in same position within the list.
SWE1-HMI-091-11	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	after	The system shall after initiating a call or text from the Contact Info screen, it can be closed.
SWE1-HMI-091-12	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L3_非動詞連接	returning	The system shall returning to Phone section after a call will take user to Contacts or Recent, based on which Contact Info screen was used, but user would not return to previous Contact Info screen.
SWE1-HMI-091-13	SYS-HMI-RA-PHONE-121	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_10.3	L4_非字母開頭	(image:	The system shall (image: image14.png)
