# source_sha256	2d12fa11a4fc21163148e179b2a64138d6c8412c82f6d9e6a17fbb18e0fbf9eb	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																													
SWE1-HMI-038-04	SYS-HMI-RA-PHONE-061	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10	The system shall (image: image5.png)	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.10\n\nExpected Result:\n- The system shall (image: image5.png)	Manual UI Testing										
SWE1-HMI-039	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	PHCC4.) When there are two connected calls on the active phone (one active call and one on hold), the user can link the calls by pressing the Join Calls button. The resultant connection is called "Conference Call" in the CID box and for all intents and purposes, the HMI treats it as a single call with the exception of not allowing the user to save "Conference Call" as a favorite via hold-to-set. The Join Calls button does not remain active (highlighted) once the conference is created because the user cannot un-conference the calls. Join Calls button should not be displayed during Conference Call. In other use cases (not Conference calls), the Join Calls button should be greyed out if phone or service provider does not support this functionality. If the phone source does not support the Join/Swap functions, the Join/Swaps button shall do nothing.\n (image: image6.png) 	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-039-01\nSWE1-HMI-039-02\nSWE1-HMI-039-03\nSWE1-HMI-039-04\nSWE1-HMI-039-05\nSWE1-HMI-039-06\nSWE1-HMI-039-07	Manual UI Testing										
SWE1-HMI-039-01	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall when there are two connected calls on the active phone (one active call and one on hold), the user can link the calls by pressing the Join Calls button.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall when there are two connected calls on the active phone (one active call and one on hold), the user can link the calls by pressing the Join Calls button.	Manual UI Testing										
SWE1-HMI-039-02	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall the resultant connection is called "Conference Call" in the CID box and for all intents and purposes, the HMI treats it as a single call with the exception of not allowing the user to save "Conference Call" as a favorite via hold-to-set.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall the resultant connection is called "Conference Call" in the CID box and for all intents and purposes, the HMI treats it as a single call with the exception of not allowing the user to save "Conference Call" as a favorite via hold-to-set.	Manual UI Testing										
SWE1-HMI-039-03	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall the Join Calls button does not remain active (highlighted) once the conference is created because the user cannot un-conference the calls.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall the Join Calls button does not remain active (highlighted) once the conference is created because the user cannot un-conference the calls.	Manual UI Testing										
SWE1-HMI-039-04	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall join Calls button should not be displayed during Conference Call.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall join Calls button should not be displayed during Conference Call.	Manual UI Testing										
SWE1-HMI-039-05	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall in other use cases (not Conference calls), the Join Calls button should be greyed out if phone or service provider does not support this functionality.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall in other use cases (not Conference calls), the Join Calls button should be greyed out if phone or service provider does not support this functionality.	Manual UI Testing										
SWE1-HMI-039-06	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall if the phone source does not support the Join/Swap functions, the Join/Swaps button shall do nothing.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall if the phone source does not support the Join/Swap functions, the Join/Swaps button shall do nothing.	Manual UI Testing										
SWE1-HMI-039-07	SYS-HMI-RA-PHONE-062	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11	The system shall (image: image6.png)	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11\n\nExpected Result:\n- The system shall (image: image6.png)	Manual UI Testing										
SWE1-HMI-040	SYS-HMI-RA-PHONE-063	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	PHCC4.1) When there are two connected calls on the active Connected Phone (one active call and one on hold) or when a conference call has been established, the ways in which a user can start another call must be greyed out for the active phone. Some examples are calling from: contacts, messaging, favorites, favorite presets and recent calls. During 2 active call scenario, any attempts to make a third call shall be blocked.	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-040-01\nSWE1-HMI-040-02\nSWE1-HMI-040-03	Manual UI Testing										
SWE1-HMI-040-01	SYS-HMI-RA-PHONE-063	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	The system shall pHCC4.1) When there are two connected calls on the active Connected Phone (one active call and one on hold) or when a conference call has been established, the ways in which a user can start another call must be greyed out for the active phone.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1\n\nExpected Result:\n- The system shall pHCC4.1) When there are two connected calls on the active Connected Phone (one active call and one on hold) or when a conference call has been established, the ways in which a user can start another call must be greyed out for the active phone.	Manual UI Testing										
SWE1-HMI-040-02	SYS-HMI-RA-PHONE-063	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	The system shall some examples are calling from: contacts, messaging, favorites, favorite presets and recent calls.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1\n\nExpected Result:\n- The system shall some examples are calling from: contacts, messaging, favorites, favorite presets and recent calls.	Manual UI Testing										
SWE1-HMI-040-03	SYS-HMI-RA-PHONE-063	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1	The system shall during 2 active call scenario, any attempts to make a third call shall be blocked.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.11.1\n\nExpected Result:\n- The system shall during 2 active call scenario, any attempts to make a third call shall be blocked.	Manual UI Testing										
SWE1-HMI-041	SYS-HMI-RA-PHONE-064	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	PHCC5.3) Displayed phone numbers are parsed with dashes (e.g. 555-262-4312, NOT (555)262-4312) for NAFTA, it will be displayed as a single string for non-NAFTA (e.g. 5552624312).	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-041-01\nSWE1-HMI-041-02\nSWE1-HMI-041-03	Manual UI Testing										
SWE1-HMI-041-01	SYS-HMI-RA-PHONE-064	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	The system shall pHCC5.3) Displayed phone numbers are parsed with dashes (e.g.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12\n\nExpected Result:\n- The system shall pHCC5.3) Displayed phone numbers are parsed with dashes (e.g.	Manual UI Testing										
SWE1-HMI-041-02	SYS-HMI-RA-PHONE-064	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	The system shall 555-262-4312, NOT (555)262-4312) for NAFTA, it will be displayed as a single string for non-NAFTA (e.g.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12\n\nExpected Result:\n- The system shall 555-262-4312, NOT (555)262-4312) for NAFTA, it will be displayed as a single string for non-NAFTA (e.g.	Manual UI Testing										
SWE1-HMI-041-03	SYS-HMI-RA-PHONE-064	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12	The system shall .	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.12\n\nExpected Result:\n- The system shall .	Manual UI Testing										
SWE1-HMI-042	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	PHCC5.4) When there is a second call on the same phone, the currently active call is always shown on the Current Call tab . i.e. if calls are swapped, the positions of the call data will also swap (if both calls are answered, the active call will show on the left in the Current Call tab and the held call will be shown on the right). The right side info block does not have a separate call timer (see graphics). “Answer” and “Decline” will be displayed within the Incoming Call info block. The currently active call will not be affected until the user selects to answer the new call, then the current call will be placed on hold. During a two connected call scenario, a Favorite star is not displayed.	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-042-01\nSWE1-HMI-042-02\nSWE1-HMI-042-03\nSWE1-HMI-042-04\nSWE1-HMI-042-05\nSWE1-HMI-042-06	Manual UI Testing										
SWE1-HMI-042-01	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall pHCC5.4) When there is a second call on the same phone, the currently active call is always shown on the Current Call tab .	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall pHCC5.4) When there is a second call on the same phone, the currently active call is always shown on the Current Call tab .	Manual UI Testing										
SWE1-HMI-042-02	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall if calls are swapped, the positions of the call data will also swap (if both calls are answered, the active call will show on the left in the Current Call tab and the held call will be shown on the right).	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall if calls are swapped, the positions of the call data will also swap (if both calls are answered, the active call will show on the left in the Current Call tab and the held call will be shown on the right).	Manual UI Testing										
SWE1-HMI-042-03	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall the right side info block does not have a separate call timer (see graphics).	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall the right side info block does not have a separate call timer (see graphics).	Manual UI Testing										
SWE1-HMI-042-04	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall “Answer” and “Decline” will be displayed within the Incoming Call info block.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall “Answer” and “Decline” will be displayed within the Incoming Call info block.	Manual UI Testing										
SWE1-HMI-042-05	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall the currently active call will not be affected until the user selects to answer the new call, then the current call will be placed on hold.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall the currently active call will not be affected until the user selects to answer the new call, then the current call will be placed on hold.	Manual UI Testing										
SWE1-HMI-042-06	SYS-HMI-RA-PHONE-065	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13	The system shall during a two connected call scenario, a Favorite star is not displayed.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.13\n\nExpected Result:\n- The system shall during a two connected call scenario, a Favorite star is not displayed.	Manual UI Testing										
SWE1-HMI-043	SYS-HMI-RA-PHONE-066	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	MP06) During an active call, the Connected Phone tab highlights to indicate the active phone. The phonebook changes to match the active phone for the duration of the call, if it was not the active phonebook before the call. If the phonebook changed, it returns to the previously active phonebook after the call unless the user interacts with the Phone section by pressing any buttons in the Favorites, Recent, Contact, Keypad, Messages during the active call. 	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-043-01\nSWE1-HMI-043-02\nSWE1-HMI-043-03	Manual UI Testing										
SWE1-HMI-043-01	SYS-HMI-RA-PHONE-066	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	The system shall during an active call, the Connected Phone tab highlights to indicate the active phone.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14\n\nExpected Result:\n- The system shall during an active call, the Connected Phone tab highlights to indicate the active phone.	Manual UI Testing										
SWE1-HMI-043-02	SYS-HMI-RA-PHONE-066	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	The system shall the phonebook changes to match the active phone for the duration of the call, if it was not the active phonebook before the call.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14\n\nExpected Result:\n- The system shall the phonebook changes to match the active phone for the duration of the call, if it was not the active phonebook before the call.	Manual UI Testing										
SWE1-HMI-043-03	SYS-HMI-RA-PHONE-066	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14	The system shall if the phonebook changed, it returns to the previously active phonebook after the call unless the user interacts with the Phone section by pressing any buttons in the Favorites, Recent, Contact, Keypad, Messages during the active call.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.14\n\nExpected Result:\n- The system shall if the phonebook changed, it returns to the previously active phonebook after the call unless the user interacts with the Phone section by pressing any buttons in the Favorites, Recent, Contact, Keypad, Messages during the active call.	Manual UI Testing										
SWE1-HMI-044	SYS-HMI-RA-PHONE-067	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.15	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.15	The system shall during an active call on one device, If the user switches phonebooks to the other device by interacting with Phone section on HU, the Connected Phone tab changes color to indicate the phonebook change, but the phone with the active call remains the active phone (VR dial commands, SWC).	1.00.00	Functional Requirement	Device Manager	Service 服務	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.15\n\nExpected Result:\n- The system shall during an active call on one device, If the user switches phonebooks to the other device by interacting with Phone section on HU, the Connected Phone tab changes color to indicate the phonebook change, but the phone with the active call remains the active phone (VR dial commands, SWC).	Manual UI Testing										
SWE1-HMI-045	SYS-HMI-RA-PHONE-068	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	PHCC7.) Incoming call popup (PU0045) is shown whenever the user is not on the Phone screen. For NAFTA, If the incoming call number includes a 1 before the area code, match the number to a contact with the same area code regardless if it is in the phone with a 1 in front of the area code or not. If the backup camera or cargo camera is currently on the screen the user will hear the ringtone of the currently incoming call but will not view the incoming call popup until the camera view has been removed. Do not go to the phone screen. when backup camera closes unless the phone screen was last page before backup camera was triggered.	1.00.00	Heading	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面									Medium	Please refer to the following IDs:\nSWE1-HMI-045-01\nSWE1-HMI-045-02\nSWE1-HMI-045-03\nSWE1-HMI-045-04\nSWE1-HMI-045-05	Manual UI Testing										
SWE1-HMI-045-01	SYS-HMI-RA-PHONE-068	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	The system shall incoming call popup (PU0045) is shown whenever the user is not on the Phone screen.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16\n\nExpected Result:\n- The system shall incoming call popup (PU0045) is shown whenever the user is not on the Phone screen.	Manual UI Testing										
SWE1-HMI-045-02	SYS-HMI-RA-PHONE-068	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16	The system shall for NAFTA, If the incoming call number includes a 1 before the area code, match the number to a contact with the same area code regardless if it is in the phone with a 1 in front of the area code or not.	1.00.00	Functional Requirement	Core HMI(System UI,Pop-Up, menu bar...)	HMI 人機介面	Yes	Feasible via software implementation on the head unit.	Yes	Impacts system behavior or UI navigation.	Low	Low risk; standard pattern.	>=50%	Software logic/UI pattern reusable across vehicle programs.	Medium	Precondition:\n- Vehicle equipped with Phone/HMI features\n- Ignition ON\n\nAction:\n- Trigger behavior related to: Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_5.16\n\nExpected Result:\n- The system shall for NAFTA, If the incoming call number includes a 1 before the area code, match the number to a contact with the same area code regardless if it is in the phone with a 1 in front of the area code or not.	Manual UI Testing										
