tc_id	req_id	sections_before	sections_after	external_before	external_after	same_set	own_first	ascending_rest
NR1L-ComfortHMI-218	SWE1-HVAC-115-04	2.14|6.3|16.2|16.10	16.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-219	SWE1-HVAC-115-05	2.14|3.4|6.3|16.2|16.10|17.3	16.10|2.14|3.4|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-220	SWE1-HVAC-115-06	2.14|6.3|16.2|16.10	16.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-221	SWE1-HVAC-115-07	2.14|6.3|16.2|16.10	16.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	2.14|6.3|16.2|16.10	16.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	2.14|6.3|16.2|16.11	16.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	2.14|6.3|16.2|16.11	16.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-228	SWE1-HVAC-119-04	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	2.14|6.3|16.2|16.11|16.13	16.13|2.14|6.3|16.2|16.11			True	True	True
NR1L-ComfortHMI-231	SWE1-HVAC-119-07	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-232	SWE1-HVAC-119-08	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-233	SWE1-HVAC-119-09	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-234	SWE1-HVAC-119-10	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-235	SWE1-HVAC-119-11	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-236	SWE1-HVAC-119-12	2.14|3.2|6.3|16.2|16.13	16.13|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-239	SWE1-HVAC-113-03	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	2.14|3.2|6.3|16.2|16.8|16.11	16.8|2.14|3.2|6.3|16.2|16.11			True	True	True
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	2.14|3.2|3.4|6.3|16.2|16.8	16.8|2.14|3.2|3.4|6.3|16.2			True	True	True
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	2.14|3.2|6.3|16.2|16.8|16.13	16.8|2.14|3.2|6.3|16.2|16.13			True	True	True
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	2.14|3.4|6.3|16.2|16.9	16.9|2.14|3.4|6.3|16.2			True	True	True
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	2.14|3.4|6.3|16.2|16.9	16.9|2.14|3.4|6.3|16.2			True	True	True
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	2.14|6.3|16.2|16.12	16.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	2.14|6.3|16.2|16.12	16.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	2.14|6.3|16.2|16.12	16.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	2.14|6.3|16.2|16.15	16.15|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	2.14|6.3|16.2|16.15	16.15|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	2.14|6.3|7.1|16.2	7.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	2.14|6.3|7.1|16.2	7.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	2.14|6.3|7.1|16.2	7.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	2.14|6.3|7.1.1|16.2	7.1.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	2.14|6.3|7.1.1|16.2	7.1.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	2.14|6.3|7.1.1|16.2	7.1.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	2.14|6.3|7.2|16.2	7.2|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	2.14|6.3|7.2|16.2	7.2|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	2.14|6.3|7.2|16.2	7.2|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	2.14|6.3|7.2|16.2	7.2|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	2.14|6.3|7.2|16.2	7.2|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	2.14|6.3|7.3|16.2	7.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	2.14|6.3|7.3|16.2	7.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	2.14|6.3|7.3|16.2	7.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	2.14|6.3|7.4|16.2	7.4|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	2.14|6.3|7.4|16.2	7.4|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	2.14|6.3|7.4|16.2	7.4|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	2.11|2.14|6.3|7.4|16.2	7.4|2.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	2.14|6.3|7.5|16.2	7.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	2.14|6.3|7.5|16.2	7.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	2.14|6.3|7.5|16.2	7.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	2.14|6.3|7.5|16.2	7.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	2.14|6.3|7.6|16.2	7.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	2.14|6.3|7.6|16.2	7.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	2.14|6.3|7.6|16.2	7.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	2.14|6.3|7.6|16.2	7.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	2.14|6.3|7.6|16.2	7.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	2.11|2.14|6.3|7.7|16.2	7.7|2.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-294	SWE1-HVAC-035-02	2.11|2.14|6.3|7.7|16.2	7.7|2.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-295	SWE1-HVAC-035-03	2.11|2.14|6.3|7.7|16.2	7.7|2.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-296	SWE1-HVAC-036-01	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-297	SWE1-HVAC-036-02	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-298	SWE1-HVAC-036-03	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-299	SWE1-HVAC-036-04	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-300	SWE1-HVAC-036-05	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-301	SWE1-HVAC-037	2.14|6.3|7.9|16.2	7.9|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-302	SWE1-HVAC-038-01	2.14|6.3|7.10|16.2	7.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-303	SWE1-HVAC-038-02	2.14|6.3|7.10|16.2	7.10|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-304	SWE1-HVAC-054-01	2.1|2.14|6.3|11.1|16.2	11.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-305	SWE1-HVAC-054-02	2.1|2.14|6.3|11.1|16.2	11.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-306	SWE1-HVAC-054-03	2.1|2.14|6.3|11.1|16.2	11.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-307	SWE1-HVAC-054-04	2.1|2.14|6.3|11.1|16.2	11.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-308	SWE1-HVAC-055-01	2.1|2.14|6.3|11.1|11.2|16.2	11.2|2.1|2.14|6.3|11.1|16.2			True	True	True
NR1L-ComfortHMI-309	SWE1-HVAC-055-02	2.1|2.14|6.3|11.1|11.2|16.2	11.2|2.1|2.14|6.3|11.1|16.2			True	True	True
NR1L-ComfortHMI-310	SWE1-HVAC-055-03	2.1|2.14|6.3|11.1|11.2|16.2	11.2|2.1|2.14|6.3|11.1|16.2			True	True	True
NR1L-ComfortHMI-311	SWE1-HVAC-055-04	2.1|2.14|6.3|11.1|11.2|16.2	11.2|2.1|2.14|6.3|11.1|16.2			True	True	True
NR1L-ComfortHMI-312	SWE1-HVAC-056	2.14|11.3|16.2|17.3	11.3|2.14|16.2|17.3			True	True	True
NR1L-ComfortHMI-313	SWE1-HVAC-057-01	2.1|2.14|6.3|11.4|16.2|17.3	11.4|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-314	SWE1-HVAC-057-02	2.1|2.14|6.3|11.4|16.2|17.3	11.4|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-315	SWE1-HVAC-059-01	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-316	SWE1-HVAC-059-02	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-317	SWE1-HVAC-059-03	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-318	SWE1-HVAC-059-04	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-319	SWE1-HVAC-059-05	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-320	SWE1-HVAC-059-06	2.1|2.14|6.3|11.6|16.2	11.6|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-321	SWE1-HVAC-060-01	2.1|2.14|6.3|11.6|11.6.1|16.2	11.6.1|2.1|2.14|6.3|11.6|16.2			True	True	True
NR1L-ComfortHMI-322	SWE1-HVAC-060-02	2.1|2.14|6.3|11.6|11.6.1|16.2	11.6.1|2.1|2.14|6.3|11.6|16.2			True	True	True
NR1L-ComfortHMI-323	SWE1-HVAC-061-01	2.1|2.14|6.3|11.6|11.6.1|11.7|16.2	11.7|2.1|2.14|6.3|11.6|11.6.1|16.2			True	True	True
NR1L-ComfortHMI-324	SWE1-HVAC-061-02	2.1|2.14|6.3|11.6|11.6.1|11.7|16.2	11.7|2.1|2.14|6.3|11.6|11.6.1|16.2			True	True	True
NR1L-ComfortHMI-325	SWE1-HVAC-061-03	2.1|2.14|6.3|11.6|11.6.1|11.7|16.2	11.7|2.1|2.14|6.3|11.6|11.6.1|16.2			True	True	True
NR1L-ComfortHMI-326	SWE1-HVAC-061-04	2.1|2.14|6.3|11.6|11.6.1|11.7|16.2	11.7|2.1|2.14|6.3|11.6|11.6.1|16.2			True	True	True
NR1L-ComfortHMI-327	SWE1-HVAC-062-01	2.1|2.14|6.3|11.8|16.2	11.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-328	SWE1-HVAC-062-02	2.1|2.14|6.3|11.8|16.2	11.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-329	SWE1-HVAC-062-03	2.1|2.14|6.3|11.8|16.2	11.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-330	SWE1-HVAC-062-04	2.1|2.14|6.3|11.8|16.2	11.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-331	SWE1-HVAC-063-01	2.1|2.14|6.3|11.9|16.2	11.9|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-332	SWE1-HVAC-063-02	2.1|2.14|6.3|11.9|16.2	11.9|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-333	SWE1-HVAC-064-01	2.1|2.14|6.3|11.10|16.2|17.3	11.10|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-334	SWE1-HVAC-064-02	2.1|2.14|6.3|11.10|16.2|17.3	11.10|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-335	SWE1-HVAC-064-03	2.1|2.14|6.3|11.10|16.2|17.3	11.10|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-336	SWE1-HVAC-065-01	2.1|2.14|6.3|11.11|16.2	11.11|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-337	SWE1-HVAC-065-02	2.14|11.11|16.2	11.11|2.14|16.2			True	True	True
NR1L-ComfortHMI-338	SWE1-HVAC-065-03	2.14|11.11|16.2	11.11|2.14|16.2			True	True	True
NR1L-ComfortHMI-339	SWE1-HVAC-066	2.14|11.11.1|16.2|17.3	11.11.1|2.14|16.2|17.3			True	True	True
NR1L-ComfortHMI-340	SWE1-HVAC-067-01	2.1|2.14|6.3|12.1|16.2	12.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-341	SWE1-HVAC-067-02	2.1|2.14|6.3|12.1|16.2	12.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-342	SWE1-HVAC-067-03	2.1|2.14|6.3|12.1|16.2	12.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-343	SWE1-HVAC-067-04	2.1|2.14|6.3|12.1|16.2	12.1|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-344	SWE1-HVAC-068-01	2.1|2.14|6.3|12.1|12.2|16.2	12.2|2.1|2.14|6.3|12.1|16.2			True	True	True
NR1L-ComfortHMI-345	SWE1-HVAC-068-02	2.1|2.14|6.3|12.1|12.2|16.2	12.2|2.1|2.14|6.3|12.1|16.2			True	True	True
NR1L-ComfortHMI-346	SWE1-HVAC-068-03	2.1|2.14|6.3|12.1|12.2|16.2	12.2|2.1|2.14|6.3|12.1|16.2			True	True	True
NR1L-ComfortHMI-347	SWE1-HVAC-068-04	2.1|2.14|6.3|12.1|12.2|16.2	12.2|2.1|2.14|6.3|12.1|16.2			True	True	True
NR1L-ComfortHMI-348	SWE1-HVAC-069-01	2.1|2.14|6.3|12.3|16.2|17.3	12.3|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-349	SWE1-HVAC-069-02	2.1|2.14|6.3|12.3|16.2|17.3	12.3|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-350	SWE1-HVAC-070	2.14|12.4|16.2|17.3	12.4|2.14|16.2|17.3			True	True	True
NR1L-ComfortHMI-351	SWE1-HVAC-071-01	2.1|2.14|6.3|12.5|16.2|17.3	12.5|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-352	SWE1-HVAC-071-02	2.1|2.14|6.3|12.5|16.2|17.3	12.5|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-353	SWE1-HVAC-073-01	2.1|2.14|6.3|12.7|16.2|17.3	12.7|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-354	SWE1-HVAC-073-02	2.1|2.14|6.3|12.7|16.2|17.3	12.7|2.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-355	SWE1-HVAC-074-01	2.1|2.14|6.3|12.8|16.2	12.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-356	SWE1-HVAC-074-02	2.1|2.14|6.3|12.8|16.2	12.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-357	SWE1-HVAC-074-03	2.1|2.14|6.3|12.8|16.2	12.8|2.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-358	SWE1-HVAC-075-01	2.1|2.14|6.3|12.8|12.9|16.2	12.9|2.1|2.14|6.3|12.8|16.2			True	True	True
NR1L-ComfortHMI-359	SWE1-HVAC-075-02	2.1|2.14|6.3|12.8|12.9|16.2	12.9|2.1|2.14|6.3|12.8|16.2			True	True	True
NR1L-ComfortHMI-360	SWE1-HVAC-075-03	2.1|2.14|6.3|12.8|12.9|16.2	12.9|2.1|2.14|6.3|12.8|16.2			True	True	True
NR1L-ComfortHMI-361	SWE1-HVAC-125-08	2.14|6.3|16.2|17.1|17.2	17.2|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-362	SWE1-HVAC-126-02	2.14|6.3|16.2|17.1|17.3	17.3|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-363	SWE1-HVAC-004-01	2.3|2.3.1|2.14|6.3|16.2	2.3.1|2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-364	SWE1-HVAC-004-02	2.3|2.3.1|2.14|6.3|16.2	2.3.1|2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-365	SWE1-HVAC-007-01	2.5|2.5.1|2.14|6.3|16.2	2.5.1|2.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-366	SWE1-HVAC-007-02	2.5|2.5.1|2.14|6.3|16.2	2.5.1|2.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-367	SWE1-HVAC-040-01	2.14|6.3|9.1|9.2|16.2	9.2|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-368	SWE1-HVAC-040-02	2.14|6.3|9.1|9.2|16.2	9.2|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-369	SWE1-HVAC-041	2.14|6.3|9.1|9.2|9.3|16.2	9.3|2.14|6.3|9.1|9.2|16.2			True	True	True
NR1L-ComfortHMI-370	SWE1-HVAC-042-01	2.14|6.3|9.1|9.4|16.2	9.4|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-371	SWE1-HVAC-042-02	2.14|6.3|9.1|9.4|16.2	9.4|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-372	SWE1-HVAC-042-03	2.14|6.3|9.1|9.4|16.2	9.4|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-373	SWE1-HVAC-043	2.14|6.3|9.1|9.4|9.4.1|16.2	9.4.1|2.14|6.3|9.1|9.4|16.2			True	True	True
NR1L-ComfortHMI-374	SWE1-HVAC-096-01	2.14|6.3|14.12|16.2	14.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-375	SWE1-HVAC-096-02	2.14|6.3|14.12|16.2	14.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-376	SWE1-HVAC-096-03	2.14|6.3|14.12|16.2	14.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-377	SWE1-HVAC-098	2.14|6.3|14.14|16.2	14.14|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-378	SWE1-HVAC-127-01	2.14|6.3|16.2|17.1|17.4	17.4|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-379	SWE1-HVAC-127-02	2.14|6.3|16.2|17.1|17.4	17.4|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-380	SWE1-HVAC-128-01	2.14|6.3|16.2|17.1|17.5	17.5|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-381	SWE1-HVAC-128-02	2.14|6.3|16.2|17.1|17.5	17.5|2.14|6.3|16.2|17.1			True	True	True
NR1L-ComfortHMI-382	SWE1-HVAC-058	2.14|11.5|16.2|17.3	11.5|2.14|16.2|17.3	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings	True	True	True
NR1L-ComfortHMI-383	SWE1-HVAC-072	2.14|12.6|16.2|17.3	12.6|2.14|16.2|17.3			True	True	True
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	2.14|6.3|15.1|16.2	15.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	2.14|6.3|15.1|16.2	15.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-386	SWE1-HVAC-003-06	2.3|2.14|6.3|16.2	2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-387	SWE1-HVAC-003-06	2.3|2.14|6.3|16.2	2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-388	SWE1-HVAC-007-01	2.5|2.5.1|2.14|6.3|16.2	2.5.1|2.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-389	SWE1-HVAC-008-02	2.6|2.14|16.2	2.6|2.14|16.2			True	True	True
NR1L-ComfortHMI-390	SWE1-HVAC-009-03	2.6.1|2.14|16.2	2.6.1|2.14|16.2			True	True	True
NR1L-ComfortHMI-391	SWE1-HVAC-009-05	2.6.1|2.14|16.2	2.6.1|2.14|16.2			True	True	True
NR1L-ComfortHMI-392	SWE1-HVAC-009-06	2.6.1|2.14|16.2	2.6.1|2.14|16.2			True	True	True
NR1L-ComfortHMI-393	SWE1-HVAC-010-03	2.7|2.14|16.2	2.7|2.14|16.2			True	True	True
NR1L-ComfortHMI-394	SWE1-HVAC-010-03	2.7|2.14|16.2	2.7|2.14|16.2			True	True	True
NR1L-ComfortHMI-395	SWE1-HVAC-010-04	2.7|2.14|16.2	2.7|2.14|16.2			True	True	True
NR1L-ComfortHMI-396	SWE1-HVAC-012-05	2.3|2.8|2.14|6.3|16.2	2.8|2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-397	SWE1-HVAC-023-01	2.14|3.1	3.1|2.14			True	True	True
NR1L-ComfortHMI-398	SWE1-HVAC-023-01	2.14|3.1	3.1|2.14			True	True	True
NR1L-ComfortHMI-399	SWE1-HVAC-023-03	2.14|3.1	3.1|2.14			True	True	True
NR1L-ComfortHMI-400	SWE1-HVAC-031-01	2.14|6.3|7.3|16.2	7.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-401	SWE1-HVAC-032-01	2.14|6.3|7.4|16.2	7.4|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-402	SWE1-HVAC-032-01	2.14|6.3|7.4|16.2	7.4|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-403	SWE1-HVAC-032-04	2.11|2.14|6.3|7.4|16.2	7.4|2.11|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-404	SWE1-HVAC-033-01	2.14|6.3|7.5|16.2	7.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-405	SWE1-HVAC-036-01	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-406	SWE1-HVAC-036-01	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-407	SWE1-HVAC-036-05	2.14|6.3|7.8|16.2	7.8|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	2.14|6.3|9.1|9.2|16.2	9.2|2.14|6.3|9.1|16.2			True	True	True
