sheet	cell	tc_id	item	before	after
Test Case Specification 測試用例規範	X150	NR1L-ComfortHMI-269	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y150	NR1L-ComfortHMI-269	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N151	NR1L-ComfortHMI-270	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T151	NR1L-ComfortHMI-270	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U151	NR1L-ComfortHMI-270	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W151	NR1L-ComfortHMI-270	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X151	NR1L-ComfortHMI-270	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y151	NR1L-ComfortHMI-270	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N152	NR1L-ComfortHMI-271	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.1.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z152	NR1L-ComfortHMI-271	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I153	NR1L-ComfortHMI-272	M7	"The fan speed will be transmitted as 15h instead of the actual fan speed.

(read the rear fan speed indicator -> The rear fan speed indicator shows AUTO instead of the actual fan speed)"	"The fan speed will be transmitted as 15h instead of the actual fan speed.

(read the rear fan speed indicator -> The rear fan speed indicator shows ""AUTO"" instead of the actual fan speed)"
Test Case Specification 測試用例規範	L153	NR1L-ComfortHMI-272	M7	"1. Turn rear AUTO on
2. Read the rear fan speed indicator"	"1. Turn rear ""AUTO"" on
2. Read the rear fan speed indicator"
Test Case Specification 測試用例規範	M153	NR1L-ComfortHMI-272	M7	"1. The rear AUTO button is highlighted
2. The rear fan speed indicator shows AUTO instead of the actual fan speed"	"1. The rear ""AUTO"" button is highlighted
2. The rear fan speed indicator shows ""AUTO"" instead of the actual fan speed"
Test Case Specification 測試用例規範	N153	NR1L-ComfortHMI-272	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z153	NR1L-ComfortHMI-272	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L154	NR1L-ComfortHMI-273	M7	"1. Turn rear AUTO on
2. Set a rear temperature different from the current cabin temperature
3. Read the rear fan speed and airflow mode"	"1. Turn rear ""AUTO"" on
2. Set a rear temperature different from the current cabin temperature
3. Read the rear fan speed and airflow mode"
Test Case Specification 測試用例規範	M154	NR1L-ComfortHMI-273	M7	"1. The rear AUTO button is highlighted
2. The rear temperature is set to the requested value
3. The rear fan speed and airflow mode change without user input"	"1. The rear ""AUTO"" button is highlighted
2. The rear temperature is set to the requested value
3. The rear fan speed and airflow mode change without user input"
Test Case Specification 測試用例規範	N154	NR1L-ComfortHMI-273	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z154	NR1L-ComfortHMI-273	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L155	NR1L-ComfortHMI-274	M7	"1. Select a rear airflow mode
2. Turn rear AUTO on
3. Read the three rear airflow mode buttons"	"1. Select a rear airflow mode
2. Turn rear ""AUTO"" on
3. Read the three rear airflow mode buttons"
Test Case Specification 測試用例規範	M155	NR1L-ComfortHMI-274	M7	"1. The selected rear airflow mode button is highlighted
2. The rear AUTO button is highlighted
3. The three rear airflow mode buttons are turned off"	"1. The selected rear airflow mode button is highlighted
2. The rear ""AUTO"" button is highlighted
3. The three rear airflow mode buttons are turned off"
Test Case Specification 測試用例規範	N155	NR1L-ComfortHMI-274	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z155	NR1L-ComfortHMI-274	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I156	NR1L-ComfortHMI-275	M9-compound	"Switching to another airflow mode would break Auto; go from auto mode to the manual mode that most closely matches the auto mode exited, unless a specific mode button is pressed, in which case the system would go to that mode.

(turn rear AUTO on again and press a specific rear airflow mode button -> The system is in the pressed rear airflow mode)"	"Switching to another airflow mode would break Auto; go from auto mode to the manual mode that most closely matches the auto mode exited, unless a specific mode button is pressed, in which case the system would go to that mode.

(press a specific rear airflow mode button -> The system is in the pressed rear airflow mode)"
Test Case Specification 測試用例規範	L156	NR1L-ComfortHMI-275	M7+M9-compound	"1. Turn rear AUTO on
2. Change the rear fan speed
3. Turn rear AUTO on again and press a specific rear airflow mode button"	"1. Turn rear ""AUTO"" on
2. Change the rear fan speed
3. Turn rear ""AUTO"" on again
4. Press a specific rear airflow mode button"
Test Case Specification 測試用例規範	M156	NR1L-ComfortHMI-275	M7+M9-compound	"1. The rear AUTO button is highlighted
2. The rear AUTO button is no longer highlighted and the system is in the manual mode that most closely matches the exited AUTO mode
3. The system is in the pressed rear airflow mode"	"1. The rear ""AUTO"" button is highlighted
2. The rear ""AUTO"" button is no longer highlighted and the system is in the manual mode that most closely matches the exited AUTO mode
3. The rear ""AUTO"" button is highlighted
4. The system is in the pressed rear airflow mode"
Test Case Specification 測試用例規範	N156	NR1L-ComfortHMI-275	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z156	NR1L-ComfortHMI-275	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	AH156	NR1L-ComfortHMI-275	R-C56		The specification does not name which manual mode the rear system enters when rear AUTO is broken by changing the rear fan speed, so the mode reached after that step cannot be determined from the specification alone
Test Case Specification 測試用例規範	I157	NR1L-ComfortHMI-276	M7	"Any other climate controls do NOT break Auto either.

(read the rear AUTO button -> The rear AUTO button is still highlighted)"	"Any other climate controls do NOT break Auto either.

(read the rear ""AUTO"" button -> The rear ""AUTO"" button is still highlighted)"
Test Case Specification 測試用例規範	L157	NR1L-ComfortHMI-276	M7	"1. Turn rear AUTO on
2. Change the rear temperature
3. Read the rear AUTO button"	"1. Turn rear ""AUTO"" on
2. Change the rear temperature
3. Read the rear ""AUTO"" button"
Test Case Specification 測試用例規範	M157	NR1L-ComfortHMI-276	M7	"1. The rear AUTO button is highlighted
2. The rear temperature changes
3. The rear AUTO button is still highlighted"	"1. The rear ""AUTO"" button is highlighted
2. The rear temperature changes
3. The rear ""AUTO"" button is still highlighted"
Test Case Specification 測試用例規範	N157	NR1L-ComfortHMI-276	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z157	NR1L-ComfortHMI-276	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N158	NR1L-ComfortHMI-277	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z158	NR1L-ComfortHMI-277	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L159	NR1L-ComfortHMI-400	M9-compound	"1. Press ""LOCK REAR"", then press ""UNLOCK REAR""
2. Operate a rear climate control"	"1. Press ""LOCK REAR""
2. Press ""UNLOCK REAR""
3. Operate a rear climate control"
Test Case Specification 測試用例規範	M159	NR1L-ComfortHMI-400	M9-compound	"1. The rear climate is unlocked
2. The rear climate control takes effect"	"1. The rear climate is locked
2. The rear climate is unlocked
3. The rear climate control takes effect"
Test Case Specification 測試用例規範	N159	NR1L-ComfortHMI-400	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z159	NR1L-ComfortHMI-400	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N160	NR1L-ComfortHMI-278	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z160	NR1L-ComfortHMI-278	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N161	NR1L-ComfortHMI-279	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z161	NR1L-ComfortHMI-279	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N162	NR1L-ComfortHMI-280	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z162	NR1L-ComfortHMI-280	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N163	NR1L-ComfortHMI-401	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z163	NR1L-ComfortHMI-401	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N164	NR1L-ComfortHMI-402	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z164	NR1L-ComfortHMI-402	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N165	NR1L-ComfortHMI-281	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z165	NR1L-ComfortHMI-281	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N166	NR1L-ComfortHMI-282	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y166	NR1L-ComfortHMI-282	R-C48(amend2)/R-C62 車型欄	1	0
