# vm_unmapped.tsv —— CMF-04 §2（**只出 plan，未填入任何工作簿**：§3 四個停點全數命中，見上繳包 §0）。
# PROXI 值取 docs/reports/proxi_axis_values.tsv 之 `Dec`（含 label）—— R-C62 之裁定；
#   `Dec` 與 `PROXI Read` 不一致者，另一值以 [PROXI Read=n] 併列於同格。
# V=Promaster、Y=Toro、Z=Fastback（工作簿欄名）。
# R-C62-4：PC 載有軸，但該軸無 PROXI 參數對應 —— 三台維持 1，待 Pei。
tc_id	req_id	pc_line_verbatim	reason
NR1L-ComfortHMI-167	SWE1-HVAC-084	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-168	SWE1-HVAC-085	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-173	SWE1-HVAC-088	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-174	SWE1-HVAC-089	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-177	SWE1-HVAC-091	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-178	SWE1-HVAC-092	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-179	SWE1-HVAC-093	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-180	SWE1-HVAC-094	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-183	SWE1-HVAC-097	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-187	SWE1-HVAC-101-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-188	SWE1-HVAC-101-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-189	SWE1-HVAC-101-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-190	SWE1-HVAC-102	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-191	SWE1-HVAC-103-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-192	SWE1-HVAC-103-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-193	SWE1-HVAC-104-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-194	SWE1-HVAC-104-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-195	SWE1-HVAC-104-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-196	SWE1-HVAC-104-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-197	SWE1-HVAC-104-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-198	SWE1-HVAC-104-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-199	SWE1-HVAC-104-07	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-200	SWE1-HVAC-104-08	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-201	SWE1-HVAC-105-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-202	SWE1-HVAC-105-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-203	SWE1-HVAC-107-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-204	SWE1-HVAC-107-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-205	SWE1-HVAC-107-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-206	SWE1-HVAC-107-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-207	SWE1-HVAC-107-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-208	SWE1-HVAC-107-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-209	SWE1-HVAC-107-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-210	SWE1-HVAC-107-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-211	SWE1-HVAC-107-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-212	SWE1-HVAC-108	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-213	SWE1-HVAC-109-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-214	SWE1-HVAC-109-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-215	SWE1-HVAC-115-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-216	SWE1-HVAC-115-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-217	SWE1-HVAC-115-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-218	SWE1-HVAC-115-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-219	SWE1-HVAC-115-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-220	SWE1-HVAC-115-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-221	SWE1-HVAC-115-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-228	SWE1-HVAC-119-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-231	SWE1-HVAC-119-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-232	SWE1-HVAC-119-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-233	SWE1-HVAC-119-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-234	SWE1-HVAC-119-10	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-235	SWE1-HVAC-119-11	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-236	SWE1-HVAC-119-12	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-239	SWE1-HVAC-113-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-245	SWE1-HVAC-113-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-246	SWE1-HVAC-113-10	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-252	SWE1-HVAC-117-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-294	SWE1-HVAC-035-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-295	SWE1-HVAC-035-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
