cell	tc_id	item	before	after
N110	NR1L-ComfortHMI-454	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2、2.12、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T110	NR1L-ComfortHMI-454	R-C48(amend)	1	0
U110	NR1L-ComfortHMI-454	R-C48(amend)	1	0
W110	NR1L-ComfortHMI-454	R-C48(amend)	1	0
X110	NR1L-ComfortHMI-454	R-C48(amend)	1	0
I111	NR1L-ComfortHMI-455	R-C50+R-C50(amend)	"If the user is not on Climate main when pressing the Mode hard control a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press a button other than the Mode hard control -> The pop-up is no longer shown)"	"A small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press a button other than the Mode hard control -> The pop-up is no longer shown)"
L111	NR1L-ComfortHMI-455	M9-compound	"1. Open a screen other than Climate main and press the Mode hard control once
2. Press a button other than the Mode hard control"	"1. Open a screen other than Climate main
2. Press the Mode hard control once
3. Press a button other than the Mode hard control"
M111	NR1L-ComfortHMI-455	M9-compound	"1. A small pop-up appears above the Climate main category control
2. The pop-up is no longer shown"	"1. The Climate main screen is not displayed
2. A small pop-up appears above the Climate main category control
3. The pop-up is no longer shown"
N111	NR1L-ComfortHMI-455	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2、2.12、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T111	NR1L-ComfortHMI-455	R-C48(amend)	1	0
U111	NR1L-ComfortHMI-455	R-C48(amend)	1	0
W111	NR1L-ComfortHMI-455	R-C48(amend)	1	0
X111	NR1L-ComfortHMI-455	R-C48(amend)	1	0
L112	NR1L-ComfortHMI-456	§3 slim	"1. Press the Mode hard control while on the Climate main screen and read the main category label
2. Press the Mode hard control from a screen other than Climate main and read the main category label"	"1. Open a screen other than Climate main
2. Press the Mode hard control from a screen other than Climate main and read the main category label"
M112	NR1L-ComfortHMI-456	§3 slim	"1. The main category label shows the new airflow mode
2. The main category label shows the new airflow mode"	"1. The Climate main screen is not displayed
2. The main category label shows the new airflow mode"
N112	NR1L-ComfortHMI-456	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2、2.12、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T112	NR1L-ComfortHMI-456	R-C48(amend)	1	0
U112	NR1L-ComfortHMI-456	R-C48(amend)	1	0
W112	NR1L-ComfortHMI-456	R-C48(amend)	1	0
X112	NR1L-ComfortHMI-456	R-C48(amend)	1	0
N113	NR1L-ComfortHMI-457	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2、2.12、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.12
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T113	NR1L-ComfortHMI-457	R-C48(amend)	1	0
U113	NR1L-ComfortHMI-457	R-C48(amend)	1	0
W113	NR1L-ComfortHMI-457	R-C48(amend)	1	0
X113	NR1L-ComfortHMI-457	R-C48(amend)	1	0
N114	NR1L-ComfortHMI-152	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T114	NR1L-ComfortHMI-152	R-C48(amend)	1	0
U114	NR1L-ComfortHMI-152	R-C48(amend)	1	0
W114	NR1L-ComfortHMI-152	R-C48(amend)	1	0
X114	NR1L-ComfortHMI-152	R-C48(amend)	1	0
N115	NR1L-ComfortHMI-458	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T115	NR1L-ComfortHMI-458	R-C48(amend)	1	0
U115	NR1L-ComfortHMI-458	R-C48(amend)	1	0
W115	NR1L-ComfortHMI-458	R-C48(amend)	1	0
X115	NR1L-ComfortHMI-458	R-C48(amend)	1	0
F116	NR1L-ComfortHMI-466	R-C51		NR1L-ComfortHMI-466
H116	NR1L-ComfortHMI-466	R-C51		Climate Modes
I116	NR1L-ComfortHMI-466	R-C51		"On/Off logic should follow requirements from VF HVAC document.

(the requirement's content is owned by another document, so this delivery carries no test case for it; see Remarks)"
J116	NR1L-ComfortHMI-466	R-C51		"1. The vehicle has MAX A/C functionality, whose presence the CCM relays
2. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
3. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16
4. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"
K116	NR1L-ComfortHMI-466	R-C51		NA
N116	NR1L-ComfortHMI-466	R-C51		HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.13
P116	NR1L-ComfortHMI-466	R-C51		P1
R116	NR1L-ComfortHMI-466	R-C51		功能測試 (Functional based ; no specific technique)
S116	NR1L-ComfortHMI-466	R-C51		NA
T116	NR1L-ComfortHMI-466	R-C48(amend)	1	0
U116	NR1L-ComfortHMI-466	R-C48(amend)	1	0
W116	NR1L-ComfortHMI-466	R-C48(amend)	1	0
X116	NR1L-ComfortHMI-466	R-C48(amend)	1	0
AH116	NR1L-ComfortHMI-466	R-C51		[BLOCKED-SPEC] Owner: VF HVAC document — the MAX A/C on/off logic is defined there; with that delegation removed this requirement has no content verifiable against the Comfort HMI specification alone. No test case in this delivery covers that logic.
N117	NR1L-ComfortHMI-043	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T117	NR1L-ComfortHMI-043	R-C48(amend)	1	0
U117	NR1L-ComfortHMI-043	R-C48(amend)	1	0
W117	NR1L-ComfortHMI-043	R-C48(amend)	1	0
X117	NR1L-ComfortHMI-043	R-C48(amend)	1	0
N118	NR1L-ComfortHMI-044	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T118	NR1L-ComfortHMI-044	R-C48(amend)	1	0
U118	NR1L-ComfortHMI-044	R-C48(amend)	1	0
W118	NR1L-ComfortHMI-044	R-C48(amend)	1	0
X118	NR1L-ComfortHMI-044	R-C48(amend)	1	0
N119	NR1L-ComfortHMI-045	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3"
T119	NR1L-ComfortHMI-045	R-C48(amend)	1	0
U119	NR1L-ComfortHMI-045	R-C48(amend)	1	0
W119	NR1L-ComfortHMI-045	R-C48(amend)	1	0
X119	NR1L-ComfortHMI-045	R-C48(amend)	1	0
N120	NR1L-ComfortHMI-046	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3"
T120	NR1L-ComfortHMI-046	R-C48(amend)	1	0
U120	NR1L-ComfortHMI-046	R-C48(amend)	1	0
W120	NR1L-ComfortHMI-046	R-C48(amend)	1	0
X120	NR1L-ComfortHMI-046	R-C48(amend)	1	0
N121	NR1L-ComfortHMI-047	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3"
T121	NR1L-ComfortHMI-047	R-C48(amend)	1	0
U121	NR1L-ComfortHMI-047	R-C48(amend)	1	0
W121	NR1L-ComfortHMI-047	R-C48(amend)	1	0
X121	NR1L-ComfortHMI-047	R-C48(amend)	1	0
N122	NR1L-ComfortHMI-165	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T122	NR1L-ComfortHMI-165	R-C48(amend)	1	0
U122	NR1L-ComfortHMI-165	R-C48(amend)	1	0
W122	NR1L-ComfortHMI-165	R-C48(amend)	1	0
X122	NR1L-ComfortHMI-165	R-C48(amend)	1	0
L123	NR1L-ComfortHMI-166	M7	"1. Turn the exterior rear-view mirror defrost on
2. Turn AUTO on and read the exterior rear-view mirror defrost state
3. Turn the climate system off and read the exterior rear-view mirror defrost state"	"1. Turn the exterior rear-view mirror defrost on
2. Turn ""AUTO"" on and read the exterior rear-view mirror defrost state
3. Turn the climate system off and read the exterior rear-view mirror defrost state"
N123	NR1L-ComfortHMI-166	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.15
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T123	NR1L-ComfortHMI-166	R-C48(amend)	1	0
U123	NR1L-ComfortHMI-166	R-C48(amend)	1	0
W123	NR1L-ComfortHMI-166	R-C48(amend)	1	0
X123	NR1L-ComfortHMI-166	R-C48(amend)	1	0
N124	NR1L-ComfortHMI-064	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T124	NR1L-ComfortHMI-064	R-C48(amend)	1	0
U124	NR1L-ComfortHMI-064	R-C48(amend)	1	0
W124	NR1L-ComfortHMI-064	R-C48(amend)	1	0
X124	NR1L-ComfortHMI-064	R-C48(amend)	1	0
N125	NR1L-ComfortHMI-065	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.16
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T125	NR1L-ComfortHMI-065	R-C48(amend)	1	0
U125	NR1L-ComfortHMI-065	R-C48(amend)	1	0
W125	NR1L-ComfortHMI-065	R-C48(amend)	1	0
X125	NR1L-ComfortHMI-065	R-C48(amend)	1	0
N126	NR1L-ComfortHMI-015	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T126	NR1L-ComfortHMI-015	R-C48(amend)	1	0
U126	NR1L-ComfortHMI-015	R-C48(amend)	1	0
W126	NR1L-ComfortHMI-015	R-C48(amend)	1	0
X126	NR1L-ComfortHMI-015	R-C48(amend)	1	0
N127	NR1L-ComfortHMI-397	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T127	NR1L-ComfortHMI-397	R-C48(amend)	1	0
U127	NR1L-ComfortHMI-397	R-C48(amend)	1	0
W127	NR1L-ComfortHMI-397	R-C48(amend)	1	0
X127	NR1L-ComfortHMI-397	R-C48(amend)	1	0
N128	NR1L-ComfortHMI-398	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T128	NR1L-ComfortHMI-398	R-C48(amend)	1	0
U128	NR1L-ComfortHMI-398	R-C48(amend)	1	0
W128	NR1L-ComfortHMI-398	R-C48(amend)	1	0
X128	NR1L-ComfortHMI-398	R-C48(amend)	1	0
N129	NR1L-ComfortHMI-016	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T129	NR1L-ComfortHMI-016	R-C48(amend)	1	0
U129	NR1L-ComfortHMI-016	R-C48(amend)	1	0
W129	NR1L-ComfortHMI-016	R-C48(amend)	1	0
X129	NR1L-ComfortHMI-016	R-C48(amend)	1	0
N130	NR1L-ComfortHMI-017	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T130	NR1L-ComfortHMI-017	R-C48(amend)	1	0
U130	NR1L-ComfortHMI-017	R-C48(amend)	1	0
W130	NR1L-ComfortHMI-017	R-C48(amend)	1	0
X130	NR1L-ComfortHMI-017	R-C48(amend)	1	0
N131	NR1L-ComfortHMI-399	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
T131	NR1L-ComfortHMI-399	R-C48(amend)	1	0
U131	NR1L-ComfortHMI-399	R-C48(amend)	1	0
W131	NR1L-ComfortHMI-399	R-C48(amend)	1	0
X131	NR1L-ComfortHMI-399	R-C48(amend)	1	0
N132	NR1L-ComfortHMI-018	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T132	NR1L-ComfortHMI-018	R-C48(amend)	1	0
U132	NR1L-ComfortHMI-018	R-C48(amend)	1	0
W132	NR1L-ComfortHMI-018	R-C48(amend)	1	0
X132	NR1L-ComfortHMI-018	R-C48(amend)	1	0
J133	NR1L-ComfortHMI-019	軸 2 PC	"1. The vehicle is equipped with MAX DEF
2. The front HVAC fan range of the vehicle is Off, 1-7
3. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
4. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16"	"1. The vehicle is equipped with MAX DEF
2. The front HVAC fan range of the vehicle is Off, 1-7
3. The vehicle is not a single zone climate configuration, for which Sync is not shown
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16"
L133	NR1L-ComfortHMI-019	M7	"1. Open the climate screen with MAX DEF not active
2. Press ""MAX DEF""
3. Read the A/C state
4. Read the airflow mode
5. Read the fan speed
6. Read the temperature setting for the driver and, if available, the passenger
7. Read the RECIRC state and its LED
8. Read the Sync state
9. Read the REAR DEFROST state"	"1. Open the climate screen with MAX DEF not active
2. Press ""MAX DEF""
3. Read the A/C state
4. Read the airflow mode
5. Read the fan speed
6. Read the temperature setting for the driver and, if available, the passenger
7. Read the ""RECIRC"" button state and its LED
8. Read the SYNC state
9. Read the REAR DEFROST state"
M133	NR1L-ComfortHMI-019	M7	"1. The ""MAX DEF"" button is not active
2. The ""MAX DEF"" button is active
3. A/C is on
4. The airflow mode is Windshield
5. The fan speed is at the highest setting (7/7)
6. The temperature is at the highest setting (HI) for the driver and, if available, the passenger
7. RECIRC is open and its LED is off
8. Sync is on
9. REAR DEFROST is active"	"1. The ""MAX DEF"" button is not active
2. The ""MAX DEF"" button is active
3. A/C is on
4. The airflow mode is Windshield
5. The fan speed is at the highest setting (7/7)
6. The temperature is at the highest setting (HI) for the driver and, if available, the passenger
7. RECIRC is open and its LED is off
8. SYNC is on
9. REAR DEFROST is active"
N133	NR1L-ComfortHMI-019	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T133	NR1L-ComfortHMI-019	R-C48(amend)	1	0
U133	NR1L-ComfortHMI-019	R-C48(amend)	1	0
W133	NR1L-ComfortHMI-019	R-C48(amend)	1	0
X133	NR1L-ComfortHMI-019	R-C48(amend)	1	0
N134	NR1L-ComfortHMI-020	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T134	NR1L-ComfortHMI-020	R-C48(amend)	1	0
U134	NR1L-ComfortHMI-020	R-C48(amend)	1	0
W134	NR1L-ComfortHMI-020	R-C48(amend)	1	0
X134	NR1L-ComfortHMI-020	R-C48(amend)	1	0
N135	NR1L-ComfortHMI-021	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T135	NR1L-ComfortHMI-021	R-C48(amend)	1	0
U135	NR1L-ComfortHMI-021	R-C48(amend)	1	0
W135	NR1L-ComfortHMI-021	R-C48(amend)	1	0
X135	NR1L-ComfortHMI-021	R-C48(amend)	1	0
N136	NR1L-ComfortHMI-022	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T136	NR1L-ComfortHMI-022	R-C48(amend)	1	0
U136	NR1L-ComfortHMI-022	R-C48(amend)	1	0
W136	NR1L-ComfortHMI-022	R-C48(amend)	1	0
X136	NR1L-ComfortHMI-022	R-C48(amend)	1	0
N137	NR1L-ComfortHMI-023	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T137	NR1L-ComfortHMI-023	R-C48(amend)	1	0
U137	NR1L-ComfortHMI-023	R-C48(amend)	1	0
W137	NR1L-ComfortHMI-023	R-C48(amend)	1	0
X137	NR1L-ComfortHMI-023	R-C48(amend)	1	0
N138	NR1L-ComfortHMI-024	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T138	NR1L-ComfortHMI-024	R-C48(amend)	1	0
U138	NR1L-ComfortHMI-024	R-C48(amend)	1	0
W138	NR1L-ComfortHMI-024	R-C48(amend)	1	0
X138	NR1L-ComfortHMI-024	R-C48(amend)	1	0
I139	NR1L-ComfortHMI-025	M7	"Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.

(change RECIRC -> The ""MAX DEF"" button is no longer active and the system is in the previous manual mode with A/C on)"	"Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.

(change ""RECIRC"" -> The ""MAX DEF"" button is no longer active and the system is in the previous manual mode with A/C on)"
L139	NR1L-ComfortHMI-025	M7	"1. Press ""MAX DEF""
2. Change RECIRC"	"1. Press ""MAX DEF""
2. Change ""RECIRC"""
N139	NR1L-ComfortHMI-025	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T139	NR1L-ComfortHMI-025	R-C48(amend)	1	0
U139	NR1L-ComfortHMI-025	R-C48(amend)	1	0
W139	NR1L-ComfortHMI-025	R-C48(amend)	1	0
X139	NR1L-ComfortHMI-025	R-C48(amend)	1	0
