cell	sheet	tc_id	item	revise_0918	revise_0921
L81	Test Case Specification 測試用例規範	NR1L-ComfortHMI-161	M7	"1. Turn ""REAR DEFROST"" on from the climate screen
2. Turn AUTO on and read the ""REAR DEFROST"" button
3. Turn ""FRONT DEF"" on and read the ""REAR DEFROST"" button"	"1. Turn ""REAR DEFROST"" on from the climate screen
2. Turn ""AUTO"" on and read the ""REAR DEFROST"" button
3. Turn ""FRONT DEF"" on and read the ""REAR DEFROST"" button"
T81	Test Case Specification 測試用例規範	NR1L-ComfortHMI-161	R-C48(amend)	1	0
U81	Test Case Specification 測試用例規範	NR1L-ComfortHMI-161	R-C48(amend)	1	0
T82	Test Case Specification 測試用例規範	NR1L-ComfortHMI-162	R-C48(amend)	1	0
U82	Test Case Specification 測試用例規範	NR1L-ComfortHMI-162	R-C48(amend)	1	0
T83	Test Case Specification 測試用例規範	NR1L-ComfortHMI-143	R-C48(amend)	1	0
U83	Test Case Specification 測試用例規範	NR1L-ComfortHMI-143	R-C48(amend)	1	0
T84	Test Case Specification 測試用例規範	NR1L-ComfortHMI-144	R-C48(amend)	1	0
U84	Test Case Specification 測試用例規範	NR1L-ComfortHMI-144	R-C48(amend)	1	0
T85	Test Case Specification 測試用例規範	NR1L-ComfortHMI-145	R-C48(amend)	1	0
U85	Test Case Specification 測試用例規範	NR1L-ComfortHMI-145	R-C48(amend)	1	0
T86	Test Case Specification 測試用例規範	NR1L-ComfortHMI-146	R-C48(amend)	1	0
U86	Test Case Specification 測試用例規範	NR1L-ComfortHMI-146	R-C48(amend)	1	0
T87	Test Case Specification 測試用例規範	NR1L-ComfortHMI-147	R-C48(amend)	1	0
U87	Test Case Specification 測試用例規範	NR1L-ComfortHMI-147	R-C48(amend)	1	0
T88	Test Case Specification 測試用例規範	NR1L-ComfortHMI-148	R-C48(amend)	1	0
U88	Test Case Specification 測試用例規範	NR1L-ComfortHMI-148	R-C48(amend)	1	0
T89	Test Case Specification 測試用例規範	NR1L-ComfortHMI-149	R-C48(amend)	1	0
U89	Test Case Specification 測試用例規範	NR1L-ComfortHMI-149	R-C48(amend)	1	0
T90	Test Case Specification 測試用例規範	NR1L-ComfortHMI-150	R-C48(amend)	1	0
U90	Test Case Specification 測試用例規範	NR1L-ComfortHMI-150	R-C48(amend)	1	0
T91	Test Case Specification 測試用例規範	NR1L-ComfortHMI-151	R-C48(amend)	1	0
U91	Test Case Specification 測試用例規範	NR1L-ComfortHMI-151	R-C48(amend)	1	0
N92	Test Case Specification 測試用例規範	NR1L-ComfortHMI-430	R-C49(amend)	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677"	"CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T92	Test Case Specification 測試用例規範	NR1L-ComfortHMI-430	R-C48(amend)	1	0
U92	Test Case Specification 測試用例規範	NR1L-ComfortHMI-430	R-C48(amend)	1	0
N93	Test Case Specification 測試用例規範	NR1L-ComfortHMI-431	R-C49(amend)	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677"	"CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T93	Test Case Specification 測試用例規範	NR1L-ComfortHMI-431	R-C48(amend)	1	0
U93	Test Case Specification 測試用例規範	NR1L-ComfortHMI-431	R-C48(amend)	1	0
T94	Test Case Specification 測試用例規範	NR1L-ComfortHMI-440	R-C48(amend)	1	0
U94	Test Case Specification 測試用例規範	NR1L-ComfortHMI-440	R-C48(amend)	1	0
T95	Test Case Specification 測試用例規範	NR1L-ComfortHMI-441	R-C48(amend)	1	0
U95	Test Case Specification 測試用例規範	NR1L-ComfortHMI-441	R-C48(amend)	1	0
T96	Test Case Specification 測試用例規範	NR1L-ComfortHMI-442	R-C48(amend)	1	0
U96	Test Case Specification 測試用例規範	NR1L-ComfortHMI-442	R-C48(amend)	1	0
T97	Test Case Specification 測試用例規範	NR1L-ComfortHMI-443	R-C48(amend)	1	0
U97	Test Case Specification 測試用例規範	NR1L-ComfortHMI-443	R-C48(amend)	1	0
T98	Test Case Specification 測試用例規範	NR1L-ComfortHMI-444	R-C48(amend)	1	0
U98	Test Case Specification 測試用例規範	NR1L-ComfortHMI-444	R-C48(amend)	1	0
T99	Test Case Specification 測試用例規範	NR1L-ComfortHMI-445	R-C48(amend)	1	0
U99	Test Case Specification 測試用例規範	NR1L-ComfortHMI-445	R-C48(amend)	1	0
L100	Test Case Specification 測試用例規範	NR1L-ComfortHMI-163	M7	"1. Select the Face airflow mode on the climate screen
2. Move to the next airflow mode four times, reading the mode after each"	"1. Select the ""Face"" airflow mode on the climate screen
2. Move to the next airflow mode four times, reading the mode after each"
T100	Test Case Specification 測試用例規範	NR1L-ComfortHMI-163	R-C48(amend)	1	0
U100	Test Case Specification 測試用例規範	NR1L-ComfortHMI-163	R-C48(amend)	1	0
L101	Test Case Specification 測試用例規範	NR1L-ComfortHMI-164	M7	"1. Select the Feet airflow mode on the climate screen
2. Select the Windshield airflow mode"	"1. Select the ""Feet"" airflow mode on the climate screen
2. Select the Windshield airflow mode"
T101	Test Case Specification 測試用例規範	NR1L-ComfortHMI-164	R-C48(amend)	1	0
U101	Test Case Specification 測試用例規範	NR1L-ComfortHMI-164	R-C48(amend)	1	0
L102	Test Case Specification 測試用例規範	NR1L-ComfortHMI-446	M7	"1. Set the airflow mode to Face
2. Press the Mode hard control once"	"1. Select the ""Face"" airflow mode
2. Press the Mode hard control once"
T102	Test Case Specification 測試用例規範	NR1L-ComfortHMI-446	R-C48(amend)	1	0
U102	Test Case Specification 測試用例規範	NR1L-ComfortHMI-446	R-C48(amend)	1	0
T103	Test Case Specification 測試用例規範	NR1L-ComfortHMI-447	R-C48(amend)	1	0
U103	Test Case Specification 測試用例規範	NR1L-ComfortHMI-447	R-C48(amend)	1	0
L104	Test Case Specification 測試用例規範	NR1L-ComfortHMI-448	M7	"1. Set the airflow mode to Feet
2. Press the Mode hard control once"	"1. Select the ""Feet"" airflow mode
2. Press the Mode hard control once"
T104	Test Case Specification 測試用例規範	NR1L-ComfortHMI-448	R-C48(amend)	1	0
U104	Test Case Specification 測試用例規範	NR1L-ComfortHMI-448	R-C48(amend)	1	0
T105	Test Case Specification 測試用例規範	NR1L-ComfortHMI-449	R-C48(amend)	1	0
U105	Test Case Specification 測試用例規範	NR1L-ComfortHMI-449	R-C48(amend)	1	0
L106	Test Case Specification 測試用例規範	NR1L-ComfortHMI-450	M7	"1. Set the airflow mode to Face
2. Press the Mode hard control four times, reading the airflow mode after each press"	"1. Select the ""Face"" airflow mode
2. Press the Mode hard control four times, reading the airflow mode after each press"
T106	Test Case Specification 測試用例規範	NR1L-ComfortHMI-450	R-C48(amend)	1	0
U106	Test Case Specification 測試用例規範	NR1L-ComfortHMI-450	R-C48(amend)	1	0
L107	Test Case Specification 測試用例規範	NR1L-ComfortHMI-451	M7	"1. Set the airflow mode to Face
2. Press and hold the Mode hard control"	"1. Select the ""Face"" airflow mode
2. Press and hold the Mode hard control"
T107	Test Case Specification 測試用例規範	NR1L-ComfortHMI-451	R-C48(amend)	1	0
U107	Test Case Specification 測試用例規範	NR1L-ComfortHMI-451	R-C48(amend)	1	0
T108	Test Case Specification 測試用例規範	NR1L-ComfortHMI-452	R-C48(amend)	1	0
U108	Test Case Specification 測試用例規範	NR1L-ComfortHMI-452	R-C48(amend)	1	0
I109	Test Case Specification 測試用例規範	NR1L-ComfortHMI-453	R-C50+R-C50(amend)	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control once -> A small pop-up appears above the Climate main category control and the Climate main screen is still not displayed)"	"A small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed), the user will not be shifted to climate main.

(press the Mode hard control once -> A small pop-up appears above the Climate main category control and the Climate main screen is still not displayed)"
T109	Test Case Specification 測試用例規範	NR1L-ComfortHMI-453	R-C48(amend)	1	0
U109	Test Case Specification 測試用例規範	NR1L-ComfortHMI-453	R-C48(amend)	1	0
I110	Test Case Specification 測試用例規範	NR1L-ComfortHMI-454	R-C50+R-C50(amend)	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(do not interact with the head unit for 3 seconds -> The pop-up is no longer shown)"	"A small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(do not interact with the head unit for 3 seconds -> The pop-up is no longer shown)"
T110	Test Case Specification 測試用例規範	NR1L-ComfortHMI-454	R-C48(amend)	1	0
U110	Test Case Specification 測試用例規範	NR1L-ComfortHMI-454	R-C48(amend)	1	0
I111	Test Case Specification 測試用例規範	NR1L-ComfortHMI-455	R-C50+R-C50(amend)	"a small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press a button other than the Mode hard control -> The pop-up is no longer shown)"	"A small pop-up will appear above the Climate main category control (timeout after 3 seconds of inactivity or as soon as another button except Mode HC is pressed)

(press a button other than the Mode hard control -> The pop-up is no longer shown)"
T111	Test Case Specification 測試用例規範	NR1L-ComfortHMI-455	R-C48(amend)	1	0
U111	Test Case Specification 測試用例規範	NR1L-ComfortHMI-455	R-C48(amend)	1	0
T112	Test Case Specification 測試用例規範	NR1L-ComfortHMI-456	R-C48(amend)	1	0
U112	Test Case Specification 測試用例規範	NR1L-ComfortHMI-456	R-C48(amend)	1	0
T113	Test Case Specification 測試用例規範	NR1L-ComfortHMI-457	R-C48(amend)	1	0
U113	Test Case Specification 測試用例規範	NR1L-ComfortHMI-457	R-C48(amend)	1	0
T114	Test Case Specification 測試用例規範	NR1L-ComfortHMI-152	R-C48(amend)	1	0
U114	Test Case Specification 測試用例規範	NR1L-ComfortHMI-152	R-C48(amend)	1	0
T115	Test Case Specification 測試用例規範	NR1L-ComfortHMI-458	R-C48(amend)	1	0
U115	Test Case Specification 測試用例規範	NR1L-ComfortHMI-458	R-C48(amend)	1	0
T116	Test Case Specification 測試用例規範	NR1L-ComfortHMI-466	R-C48(amend)	1	0
U116	Test Case Specification 測試用例規範	NR1L-ComfortHMI-466	R-C48(amend)	1	0
T117	Test Case Specification 測試用例規範	NR1L-ComfortHMI-043	R-C48(amend)	1	0
U117	Test Case Specification 測試用例規範	NR1L-ComfortHMI-043	R-C48(amend)	1	0
T118	Test Case Specification 測試用例規範	NR1L-ComfortHMI-044	R-C48(amend)	1	0
U118	Test Case Specification 測試用例規範	NR1L-ComfortHMI-044	R-C48(amend)	1	0
T119	Test Case Specification 測試用例規範	NR1L-ComfortHMI-045	R-C48(amend)	1	0
U119	Test Case Specification 測試用例規範	NR1L-ComfortHMI-045	R-C48(amend)	1	0
T120	Test Case Specification 測試用例規範	NR1L-ComfortHMI-046	R-C48(amend)	1	0
U120	Test Case Specification 測試用例規範	NR1L-ComfortHMI-046	R-C48(amend)	1	0
T121	Test Case Specification 測試用例規範	NR1L-ComfortHMI-047	R-C48(amend)	1	0
U121	Test Case Specification 測試用例規範	NR1L-ComfortHMI-047	R-C48(amend)	1	0
T122	Test Case Specification 測試用例規範	NR1L-ComfortHMI-165	R-C48(amend)	1	0
U122	Test Case Specification 測試用例規範	NR1L-ComfortHMI-165	R-C48(amend)	1	0
L123	Test Case Specification 測試用例規範	NR1L-ComfortHMI-166	M7	"1. Turn the exterior rear-view mirror defrost on
2. Turn AUTO on and read the exterior rear-view mirror defrost state
3. Turn the climate system off and read the exterior rear-view mirror defrost state"	"1. Turn the exterior rear-view mirror defrost on
2. Turn ""AUTO"" on and read the exterior rear-view mirror defrost state
3. Turn the climate system off and read the exterior rear-view mirror defrost state"
T123	Test Case Specification 測試用例規範	NR1L-ComfortHMI-166	R-C48(amend)	1	0
U123	Test Case Specification 測試用例規範	NR1L-ComfortHMI-166	R-C48(amend)	1	0
T124	Test Case Specification 測試用例規範	NR1L-ComfortHMI-064	R-C48(amend)	1	0
U124	Test Case Specification 測試用例規範	NR1L-ComfortHMI-064	R-C48(amend)	1	0
T125	Test Case Specification 測試用例規範	NR1L-ComfortHMI-065	R-C48(amend)	1	0
U125	Test Case Specification 測試用例規範	NR1L-ComfortHMI-065	R-C48(amend)	1	0
T126	Test Case Specification 測試用例規範	NR1L-ComfortHMI-015	R-C48(amend)	1	0
U126	Test Case Specification 測試用例規範	NR1L-ComfortHMI-015	R-C48(amend)	1	0
T127	Test Case Specification 測試用例規範	NR1L-ComfortHMI-397	R-C48(amend)	1	0
U127	Test Case Specification 測試用例規範	NR1L-ComfortHMI-397	R-C48(amend)	1	0
T128	Test Case Specification 測試用例規範	NR1L-ComfortHMI-398	R-C48(amend)	1	0
U128	Test Case Specification 測試用例規範	NR1L-ComfortHMI-398	R-C48(amend)	1	0
T129	Test Case Specification 測試用例規範	NR1L-ComfortHMI-016	R-C48(amend)	1	0
U129	Test Case Specification 測試用例規範	NR1L-ComfortHMI-016	R-C48(amend)	1	0
T130	Test Case Specification 測試用例規範	NR1L-ComfortHMI-017	R-C48(amend)	1	0
U130	Test Case Specification 測試用例規範	NR1L-ComfortHMI-017	R-C48(amend)	1	0
T131	Test Case Specification 測試用例規範	NR1L-ComfortHMI-399	R-C48(amend)	1	0
U131	Test Case Specification 測試用例規範	NR1L-ComfortHMI-399	R-C48(amend)	1	0
T132	Test Case Specification 測試用例規範	NR1L-ComfortHMI-018	R-C48(amend)	1	0
U132	Test Case Specification 測試用例規範	NR1L-ComfortHMI-018	R-C48(amend)	1	0
J133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	軸 2 PC	"1. The vehicle is equipped with MAX DEF
2. The front HVAC fan range of the vehicle is Off, 1-7
3. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
4. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16"	"1. The vehicle is equipped with MAX DEF
2. The front HVAC fan range of the vehicle is Off, 1-7
3. The vehicle is not a single zone climate configuration, for which Sync is not shown
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16"
L133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	M7	"1. Open the climate screen with MAX DEF not active
2. Press ""MAX DEF""
3. Read the A/C state
4. Read the airflow mode
5. Read the fan speed
6. Read the temperature setting for the driver and, if available, the passenger
7. Read the RECIRC state and its LED
8. Read the Sync state
9. Read the REAR DEFROST state"	"1. Open the climate screen with MAX DEF not active
2. Press ""MAX DEF""
3. Read the A/C state
4. Read the airflow mode
5. Read the fan speed
6. Read the temperature setting for the driver and, if available, the passenger
7. Read the ""RECIRC"" button state and its LED
8. Read the SYNC state
9. Read the REAR DEFROST state"
M133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	M7	"1. The ""MAX DEF"" button is not active
2. The ""MAX DEF"" button is active
3. A/C is on
4. The airflow mode is Windshield
5. The fan speed is at the highest setting (7/7)
6. The temperature is at the highest setting (HI) for the driver and, if available, the passenger
7. RECIRC is open and its LED is off
8. Sync is on
9. REAR DEFROST is active"	"1. The ""MAX DEF"" button is not active
2. The ""MAX DEF"" button is active
3. A/C is on
4. The airflow mode is Windshield
5. The fan speed is at the highest setting (7/7)
6. The temperature is at the highest setting (HI) for the driver and, if available, the passenger
7. RECIRC is open and its LED is off
8. SYNC is on
9. REAR DEFROST is active"
N133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	R-C49(amend)	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_3.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	R-C48(amend)	1	0
U133	Test Case Specification 測試用例規範	NR1L-ComfortHMI-019	R-C48(amend)	1	0
T134	Test Case Specification 測試用例規範	NR1L-ComfortHMI-020	R-C48(amend)	1	0
U134	Test Case Specification 測試用例規範	NR1L-ComfortHMI-020	R-C48(amend)	1	0
T135	Test Case Specification 測試用例規範	NR1L-ComfortHMI-021	R-C48(amend)	1	0
U135	Test Case Specification 測試用例規範	NR1L-ComfortHMI-021	R-C48(amend)	1	0
T136	Test Case Specification 測試用例規範	NR1L-ComfortHMI-022	R-C48(amend)	1	0
U136	Test Case Specification 測試用例規範	NR1L-ComfortHMI-022	R-C48(amend)	1	0
T137	Test Case Specification 測試用例規範	NR1L-ComfortHMI-023	R-C48(amend)	1	0
U137	Test Case Specification 測試用例規範	NR1L-ComfortHMI-023	R-C48(amend)	1	0
T138	Test Case Specification 測試用例規範	NR1L-ComfortHMI-024	R-C48(amend)	1	0
U138	Test Case Specification 測試用例規範	NR1L-ComfortHMI-024	R-C48(amend)	1	0
I139	Test Case Specification 測試用例規範	NR1L-ComfortHMI-025	M7	"Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.

(change RECIRC -> The ""MAX DEF"" button is no longer active and the system is in the previous manual mode with A/C on)"	"Changing temperature, recirculation, mode distribution or pressing again MAX DEF breaks MAX DEF (turns MAX DEF off) and the system goes back to the previous manual mode with the A/C on.

(change ""RECIRC"" -> The ""MAX DEF"" button is no longer active and the system is in the previous manual mode with A/C on)"
L139	Test Case Specification 測試用例規範	NR1L-ComfortHMI-025	M7	"1. Press ""MAX DEF""
2. Change RECIRC"	"1. Press ""MAX DEF""
2. Change ""RECIRC"""
T139	Test Case Specification 測試用例規範	NR1L-ComfortHMI-025	R-C48(amend)	1	0
U139	Test Case Specification 測試用例規範	NR1L-ComfortHMI-025	R-C48(amend)	1	0
T140	Test Case Specification 測試用例規範	NR1L-ComfortHMI-026	R-C48(amend)	1	0
U140	Test Case Specification 測試用例規範	NR1L-ComfortHMI-026	R-C48(amend)	1	0
T141	Test Case Specification 測試用例規範	NR1L-ComfortHMI-027	R-C48(amend)	1	0
U141	Test Case Specification 測試用例規範	NR1L-ComfortHMI-027	R-C48(amend)	1	0
T142	Test Case Specification 測試用例規範	NR1L-ComfortHMI-028	R-C48(amend)	1	0
U142	Test Case Specification 測試用例規範	NR1L-ComfortHMI-028	R-C48(amend)	1	0
T143	Test Case Specification 測試用例規範	NR1L-ComfortHMI-029	R-C48(amend)	1	0
U143	Test Case Specification 測試用例規範	NR1L-ComfortHMI-029	R-C48(amend)	1	0
T144	Test Case Specification 測試用例規範	NR1L-ComfortHMI-030	R-C48(amend)	1	0
U144	Test Case Specification 測試用例規範	NR1L-ComfortHMI-030	R-C48(amend)	1	0
T145	Test Case Specification 測試用例規範	NR1L-ComfortHMI-031	R-C48(amend)	1	0
U145	Test Case Specification 測試用例規範	NR1L-ComfortHMI-031	R-C48(amend)	1	0
T146	Test Case Specification 測試用例規範	NR1L-ComfortHMI-041	R-C48(amend)	1	0
U146	Test Case Specification 測試用例規範	NR1L-ComfortHMI-041	R-C48(amend)	1	0
T147	Test Case Specification 測試用例規範	NR1L-ComfortHMI-266	R-C48(amend)	1	0
U147	Test Case Specification 測試用例規範	NR1L-ComfortHMI-266	R-C48(amend)	1	0
T148	Test Case Specification 測試用例規範	NR1L-ComfortHMI-267	R-C48(amend)	1	0
U148	Test Case Specification 測試用例規範	NR1L-ComfortHMI-267	R-C48(amend)	1	0
T149	Test Case Specification 測試用例規範	NR1L-ComfortHMI-268	R-C48(amend)	1	0
U149	Test Case Specification 測試用例規範	NR1L-ComfortHMI-268	R-C48(amend)	1	0
T150	Test Case Specification 測試用例規範	NR1L-ComfortHMI-269	R-C48(amend)	1	0
U150	Test Case Specification 測試用例規範	NR1L-ComfortHMI-269	R-C48(amend)	1	0
T151	Test Case Specification 測試用例規範	NR1L-ComfortHMI-270	R-C48(amend)	1	0
U151	Test Case Specification 測試用例規範	NR1L-ComfortHMI-270	R-C48(amend)	1	0
T152	Test Case Specification 測試用例規範	NR1L-ComfortHMI-271	R-C48(amend)	1	0
U152	Test Case Specification 測試用例規範	NR1L-ComfortHMI-271	R-C48(amend)	1	0
I153	Test Case Specification 測試用例規範	NR1L-ComfortHMI-272	M7	"The fan speed will be transmitted as 15h instead of the actual fan speed.

(read the rear fan speed indicator -> The rear fan speed indicator shows AUTO instead of the actual fan speed)"	"The fan speed will be transmitted as 15h instead of the actual fan speed.

(read the rear fan speed indicator -> The rear fan speed indicator shows ""AUTO"" instead of the actual fan speed)"
L153	Test Case Specification 測試用例規範	NR1L-ComfortHMI-272	M7	"1. Turn rear AUTO on
2. Read the rear fan speed indicator"	"1. Turn rear ""AUTO"" on
2. Read the rear fan speed indicator"
M153	Test Case Specification 測試用例規範	NR1L-ComfortHMI-272	M7	"1. The rear AUTO button is highlighted
2. The rear fan speed indicator shows AUTO instead of the actual fan speed"	"1. The rear ""AUTO"" button is highlighted
2. The rear fan speed indicator shows ""AUTO"" instead of the actual fan speed"
T153	Test Case Specification 測試用例規範	NR1L-ComfortHMI-272	R-C48(amend)	1	0
U153	Test Case Specification 測試用例規範	NR1L-ComfortHMI-272	R-C48(amend)	1	0
L154	Test Case Specification 測試用例規範	NR1L-ComfortHMI-273	M7	"1. Turn rear AUTO on
2. Set a rear temperature different from the current cabin temperature
3. Read the rear fan speed and airflow mode"	"1. Turn rear ""AUTO"" on
2. Set a rear temperature different from the current cabin temperature
3. Read the rear fan speed and airflow mode"
M154	Test Case Specification 測試用例規範	NR1L-ComfortHMI-273	M7	"1. The rear AUTO button is highlighted
2. The rear temperature is set to the requested value
3. The rear fan speed and airflow mode change without user input"	"1. The rear ""AUTO"" button is highlighted
2. The rear temperature is set to the requested value
3. The rear fan speed and airflow mode change without user input"
T154	Test Case Specification 測試用例規範	NR1L-ComfortHMI-273	R-C48(amend)	1	0
U154	Test Case Specification 測試用例規範	NR1L-ComfortHMI-273	R-C48(amend)	1	0
L155	Test Case Specification 測試用例規範	NR1L-ComfortHMI-274	M7	"1. Select a rear airflow mode
2. Turn rear AUTO on
3. Read the three rear airflow mode buttons"	"1. Select a rear airflow mode
2. Turn rear ""AUTO"" on
3. Read the three rear airflow mode buttons"
M155	Test Case Specification 測試用例規範	NR1L-ComfortHMI-274	M7	"1. The selected rear airflow mode button is highlighted
2. The rear AUTO button is highlighted
3. The three rear airflow mode buttons are turned off"	"1. The selected rear airflow mode button is highlighted
2. The rear ""AUTO"" button is highlighted
3. The three rear airflow mode buttons are turned off"
T155	Test Case Specification 測試用例規範	NR1L-ComfortHMI-274	R-C48(amend)	1	0
U155	Test Case Specification 測試用例規範	NR1L-ComfortHMI-274	R-C48(amend)	1	0
L156	Test Case Specification 測試用例規範	NR1L-ComfortHMI-275	M7+M9-compound	"1. Turn rear AUTO on
2. Change the rear fan speed
3. Turn rear AUTO on again
4. Press a specific rear airflow mode button"	"1. Turn rear ""AUTO"" on
2. Change the rear fan speed
3. Turn rear ""AUTO"" on again
4. Press a specific rear airflow mode button"
M156	Test Case Specification 測試用例規範	NR1L-ComfortHMI-275	M7+M9-compound	"1. The rear AUTO button is highlighted
2. The rear AUTO button is no longer highlighted and the system is in the manual mode that most closely matches the exited AUTO mode
3. The rear AUTO button is highlighted
4. The system is in the pressed rear airflow mode"	"1. The rear ""AUTO"" button is highlighted
2. The rear ""AUTO"" button is no longer highlighted and the system is in the manual mode that most closely matches the exited AUTO mode
3. The rear ""AUTO"" button is highlighted
4. The system is in the pressed rear airflow mode"
T156	Test Case Specification 測試用例規範	NR1L-ComfortHMI-275	R-C48(amend)	1	0
U156	Test Case Specification 測試用例規範	NR1L-ComfortHMI-275	R-C48(amend)	1	0
AH156	Test Case Specification 測試用例規範	NR1L-ComfortHMI-275	R-C56		The specification does not name which manual mode the rear system enters when rear AUTO is broken by changing the rear fan speed, so the mode reached after that step cannot be determined from the specification alone
I157	Test Case Specification 測試用例規範	NR1L-ComfortHMI-276	M7	"Any other climate controls do NOT break Auto either.

(read the rear AUTO button -> The rear AUTO button is still highlighted)"	"Any other climate controls do NOT break Auto either.

(read the rear ""AUTO"" button -> The rear ""AUTO"" button is still highlighted)"
L157	Test Case Specification 測試用例規範	NR1L-ComfortHMI-276	M7	"1. Turn rear AUTO on
2. Change the rear temperature
3. Read the rear AUTO button"	"1. Turn rear ""AUTO"" on
2. Change the rear temperature
3. Read the rear ""AUTO"" button"
M157	Test Case Specification 測試用例規範	NR1L-ComfortHMI-276	M7	"1. The rear AUTO button is highlighted
2. The rear temperature changes
3. The rear AUTO button is still highlighted"	"1. The rear ""AUTO"" button is highlighted
2. The rear temperature changes
3. The rear ""AUTO"" button is still highlighted"
T157	Test Case Specification 測試用例規範	NR1L-ComfortHMI-276	R-C48(amend)	1	0
U157	Test Case Specification 測試用例規範	NR1L-ComfortHMI-276	R-C48(amend)	1	0
T158	Test Case Specification 測試用例規範	NR1L-ComfortHMI-277	R-C48(amend)	1	0
U158	Test Case Specification 測試用例規範	NR1L-ComfortHMI-277	R-C48(amend)	1	0
T159	Test Case Specification 測試用例規範	NR1L-ComfortHMI-400	R-C48(amend)	1	0
U159	Test Case Specification 測試用例規範	NR1L-ComfortHMI-400	R-C48(amend)	1	0
