# CAM-28 附帶量測（範圍外，只列不處置）：037 A 本所引 SYS-RA 來源之處置狀態（R-CAM13(a)）
# 母體：layer3_a_vf_chapters.tsv 之相異 source_requirement_id；disposition 判定序：TC source_object_id → Out of Scope → Heading/Information → plan 有記 → reasoning 具名 → NO RECORD
source_id	swe_ids	book	category	disposition	detail
SYS-RA-VF551_V3-206	SWE-CAM-014	VF551_V3	Functional requirement	TC	NR1L-RVC-072
SYS-RA-VF551_V2-488	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-011
SYS-RA-VF551_V2-492	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-493	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-495	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-013
SYS-RA-VF551_V2-496	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-017;NR1L-RVC-018;NR1L-RVC-241;NR1L-RVC-242
SYS-RA-VF551_V2-497	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-015
SYS-RA-VF551_V2-498	SWE-CAM-015;SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-003;NR1L-RVC-019;NR1L-RVC-020
SYS-RA-VF551_V2-533	SWE-CAM-015;SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-021;NR1L-RVC-022
SYS-RA-VF551_V3-249	SWE-CAM-015	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-260	SWE-CAM-015	VF551_V3	Functional requirement	TC	NR1L-RVC-004
SYS-RA-VF551_V3-261	SWE-CAM-015	VF551_V3	Functional requirement	TC	NR1L-RVC-016
SYS-RA-VF551_V3-262	SWE-CAM-015	VF551_V3	Functional requirement	TC	NR1L-RVC-014
SYS-RA-VF551_V3-264	SWE-CAM-015	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-266	SWE-CAM-015	VF551_V3	Functional requirement	TC	NR1L-RVC-012
SYS-RA-VF551_V33-218	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V33-232	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V33-240	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V33-246	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V33-419	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V33-425	SWE-CAM-015	VF551_V33	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V4-097	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-115	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-145	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-146	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-147	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-148	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-150	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-151	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-155	SWE-CAM-015	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V42-236	SWE-CAM-015;SWE-CAM-018	VF551_V42	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V42-302	SWE-CAM-015;SWE-CAM-018	VF551_V42	Functional Requirement	NO-RECORD	—
SYS-RA-VF617_V5-186	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-209	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-210	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-211	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-224	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-225	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-226	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-227	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-235	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-236	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-237	SWE-CAM-015	(查無)		NO-RECORD	—
SYS-RA-CAM-063	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-034
SYS-RA-CAM-067	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-035
SYS-RA-CAM-068	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-036
SYS-RA-CAM-072	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-025
SYS-RA-CAM-073	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-023
SYS-RA-CAM-074	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-024
SYS-RA-CAM-076	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-046
SYS-RA-CAM-080	SWE-CAM-016	CFTS092	Functional Requirement	NO-RECORD	—
SYS-RA-CAM-081	SWE-CAM-016	CFTS092	Functional Requirement	NO-RECORD	—
SYS-RA-CAM-084	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-037
SYS-RA-CAM-085	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-038
SYS-RA-CAM-089	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-039
SYS-RA-CAM-090	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-040
SYS-RA-CAM-091	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-043
SYS-RA-CAM-092	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-041
SYS-RA-CAM-093	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-042
SYS-RA-CAM-095	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-044
SYS-RA-CAM-096	SWE-CAM-016	CFTS092	Functional Requirement	TC	NR1L-RVC-045
SYS-RA-VF551_V2-502	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-508	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-532	SWE-CAM-016;SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-027
SYS-RA-VF551_V2-541	SWE-CAM-016;SWE-CAM-023	VF551_V2	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：委派 SWE-CAM-016（R-CAM10）
SYS-RA-VF551_V2-543	SWE-CAM-016;SWE-CAM-023	VF551_V2	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：委派 SWE-CAM-016（R-CAM10）
SYS-RA-VF551_V2-544	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-545	SWE-CAM-016	VF551_V2	Functional Requirement	TC	NR1L-RVC-005
SYS-RA-VF551_V2-546	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-547	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-548	SWE-CAM-016	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-549	SWE-CAM-016	VF551_V2	Functional Requirement	TC	NR1L-RVC-006
SYS-RA-VF551_V3-207	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-208	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-209	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-210	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-213	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-214	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-250	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-265	SWE-CAM-016	VF551_V3	Functional requirement	TC	NR1L-RVC-026
SYS-RA-VF551_V3-268	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V3-269	SWE-CAM-016	VF551_V3	Functional requirement	NO-RECORD	—
SYS-RA-VF551_V4-107	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-108	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-109	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-110	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-113	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-114	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-129	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-135	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V4-141	SWE-CAM-016	VF551_V4	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V42-251	SWE-CAM-016	VF551_V42	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V42-299	SWE-CAM-016;SWE-CAM-023	VF551_V42	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：委派 SWE-CAM-016（R-CAM10）
SYS-RA-VF617_V5-199	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-207	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-208	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-222	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-234	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-253	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-266	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-273	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-276	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-279	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-282	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-285	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-288	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-291	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-294	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-297	SWE-CAM-016	(查無)		NO-RECORD	—
SYS-RA-CAM-097	SWE-CAM-017	CFTS092	Functional Requirement	TC	NR1L-RVC-093
SYS-RA-CAM-098	SWE-CAM-017	CFTS092	Functional Requirement	TC	NR1L-RVC-094
SYS-RA-CAM-064	SWE-CAM-018	CFTS092	Functional Requirement	NAMED-IN-REASONING	—
SYS-RA-CAM-065	SWE-CAM-018	CFTS092	Functional Requirement	NO-RECORD	—
SYS-RA-CAM-066	SWE-CAM-018	CFTS092	Functional Requirement	NO-RECORD	—
SYS-RA-CAM-077	SWE-CAM-018	CFTS092	Functional Requirement	TC	NR1L-RVC-028
SYS-RA-CAM-078	SWE-CAM-018	CFTS092	Functional Requirement	TC	NR1L-RVC-007;NR1L-RVC-008;NR1L-RVC-009;NR1L-RVC-010
SYS-RA-CAM-079	SWE-CAM-018	CFTS092	Functional Requirement	NAMED-IN-REASONING	—
SYS-RA-VF551_V2-489	SWE-CAM-018	VF551_V2	Functional Requirement	TC	NR1L-RVC-029
SYS-RA-VF551_V2-490	SWE-CAM-018	VF551_V2	Functional Requirement	PLAN-RECORDED	batch01_plan.tsv：covered_by: NR1L-RVC-009 / -010
SYS-RA-VF551_V2-551	SWE-CAM-018	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-552	SWE-CAM-018	VF551_V2	Functional Requirement	PLAN-RECORDED	batch01_plan.tsv：**不生成** —— hybrid 分支之 PT_SYSTEM_FD_1.ShiftLeverPosition_PT 不可注入（A-CA15）
SYS-RA-VF551_V2-743	SWE-CAM-018	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V2-744	SWE-CAM-018	VF551_V2	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V33-247	SWE-CAM-018	VF551_V33	Functional requirement	TC	NR1L-RVC-030;NR1L-RVC-031
SYS-RA-VF551_V42-225	SWE-CAM-018	VF551_V42	Functional Requirement	NO-RECORD	—
SYS-RA-VF551_V42-264	SWE-CAM-018	VF551_V42	Functional Requirement	PLAN-RECORDED	batch01_plan.tsv：**不生成** —— 條件含 TRANSM2.ShiftLeverPosition，DBC 查無（A-CA23／DR-CAM-f）
SYS-RA-VF551_V42-265	SWE-CAM-018	VF551_V42	Functional Requirement	NO-RECORD	—
SYS-RA-VF617_V5-201	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-202	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-203	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-204	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-205	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-228	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-229	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-230	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-231	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-232	SWE-CAM-018	(查無)		NO-RECORD	—
SYS-RA-VF551_V33-243	SWE-CAM-019	VF551_V33	Functional requirement	TC	NR1L-RVC-213
SYS-RA-VF551_V33-248	SWE-CAM-019	VF551_V33	Functional requirement	PLAN-RECORDED	batch03_plan.tsv：covered_by: V33-243 之 TC —— 逐字同句（另一節）
SYS-RA-VF551_V33-234	SWE-CAM-019	VF551_V33	Functional requirement	TC	NR1L-RVC-214;NR1L-RVC-244;NR1L-RVC-245
SYS-RA-VF551_V33-227	SWE-CAM-020;SWE-CAM-025	VF551_V33	Functional requirement	TC	NR1L-RVC-032;NR1L-RVC-033;NR1L-RVC-249
SYS-RA-VF551_V2-500	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-215
SYS-RA-VF551_V2-503	SWE-CAM-021;SWE-CAM-022	VF551_V2	Functional Requirement	TC	NR1L-RVC-221
SYS-RA-VF551_V2-504	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-216
SYS-RA-VF551_V2-505	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-220
SYS-RA-VF551_V2-506	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-217
SYS-RA-VF551_V2-510	SWE-CAM-021;SWE-CAM-022	VF551_V2	Functional Requirement	TC	NR1L-RVC-222
SYS-RA-VF551_V2-511	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-218
SYS-RA-VF551_V2-512	SWE-CAM-021	VF551_V2	Functional Requirement	TC	NR1L-RVC-219
SYS-RA-VF551_V2-529	SWE-CAM-021;SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-223
SYS-RA-VF551_V3-255	SWE-CAM-021	VF551_V3	Functional requirement	TC	NR1L-RVC-224
SYS-RA-VF551_V4-118	SWE-CAM-021	VF551_V4	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：covered_by: NR1L-RVC-223（V2-529 逐字同句）
SYS-RA-VF551_V4-122	SWE-CAM-021	VF551_V4	Functional Requirement	TC	NR1L-RVC-225
SYS-RA-VF551_V4-132	SWE-CAM-021	VF551_V4	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：covered_by: NR1L-RVC-218（V2-511 逐字同句）
SYS-RA-VF551_V4-137	SWE-CAM-021	VF551_V4	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：covered_by: NR1L-RVC-217（V2-506 逐字同句）
SYS-RA-VF551_V4-139	SWE-CAM-021	VF551_V4	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：covered_by: NR1L-RVC-216（V2-504 逐字同句）
SYS-RA-VF551_V4-143	SWE-CAM-021	VF551_V4	Functional Requirement	PLAN-RECORDED	batch04_plan.tsv：covered_by: NR1L-RVC-215（V2-500 逐字同句）
SYS-RA-VF617_V5-185	SWE-CAM-021	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-190	SWE-CAM-021	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-191	SWE-CAM-021	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-263	SWE-CAM-021	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF551_V4-121	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-226
SYS-RA-VF551_V4-133	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-227
SYS-RA-VF551_V4-134	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-229
SYS-RA-VF551_V4-136	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-231
SYS-RA-VF551_V4-140	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-228
SYS-RA-VF551_V4-142	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-232
SYS-RA-VF551_V4-152	SWE-CAM-022	VF551_V4	Functional Requirement	TC	NR1L-RVC-230
SYS-RA-VF551_V2-526	SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-233
SYS-RA-VF551_V2-527	SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-235
SYS-RA-VF551_V2-530	SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-236
SYS-RA-VF551_V2-540	SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-237
SYS-RA-VF551_V2-542	SWE-CAM-023	VF551_V2	Functional Requirement	TC	NR1L-RVC-238
SYS-RA-VF551_V3-253	SWE-CAM-023	VF551_V3	Functional requirement	TC	NR1L-RVC-234
SYS-RA-VF551_V42-231	SWE-CAM-023	VF551_V42	Functional Requirement	TC	NR1L-RVC-239
SYS-RA-VF551_V42-232	SWE-CAM-023	VF551_V42	Functional Requirement	TC	NR1L-RVC-240
SYS-RA-VF617_V5-088	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-091	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-188	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-196	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-212	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-213	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-214	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-215	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-216	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-217	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-223	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-238	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-239	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-240	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-241	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-242	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-243	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-249	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-250	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-251	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-252	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-254	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-255	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-256	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-257	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-258	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-259	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-260	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-265	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-271	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-272	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-274	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-275	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-277	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-278	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-280	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-281	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-283	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-284	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-286	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-287	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-289	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-290	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-292	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-293	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-295	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-296	SWE-CAM-023	(查無)		PLAN-RECORDED	batch04_plan.tsv：查無（DR-CAM-a）
SYS-RA-VF617_V5-182	SWE-CAM-024	(查無)		TC	NR1L-RVC-248
SYS-RA-VF617_V5-197	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-198	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-200	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-206	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-219	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-220	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-221	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-262	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-264	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-267	SWE-CAM-024	(查無)		NO-RECORD	—
SYS-RA-VF617_V5-270	SWE-CAM-024	(查無)		NO-RECORD	—
