swe_id	kind	book	section	hmi_source_id	title
SWE1-RVC-097	leaf	HeadUnitCameraSystems	28.3.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.3.1	Camera System Unavailable Screen When AUX Not Connected
SWE1-RVC-098	umbrella	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.3.2	Behavior When Wired AUX 1 Missing but Other Wired AUX Present
SWE1-RVC-098-01	leaf	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.3.2	"Display ""Camera system unavailable"" blue screen"
SWE1-RVC-098-02	leaf	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.3.2	Provide More AUX selection on the unavailable screen
SWE1-RVC-099	leaf	HeadUnitCameraSystems	28.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.4.1	Greyed-Out Soft Controls When Wireless AUX Unavailable
SWE1-RVC-100	leaf	HeadUnitCameraSystems	28.4.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.4.2	Popup When Activating Greyed-Out Wireless AUX Control
SWE1-RVC-101	leaf	HeadUnitCameraSystems	28.6.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.6.1.1	More Cams Behavior in Reverse vs Drive/Neutral
SWE1-RVC-102	leaf	HeadUnitCameraSystems	28.6.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.6.1.2	Cross-Reference: Wireless Cameras Connection Pages
SWE1-RVC-103	umbrella	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.1	Image Manipulation Gestures (Pan / Zoom)
SWE1-RVC-103-01	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.1	Pan via drag/swipe gesture
SWE1-RVC-103-02	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.1	Zoom via pinch gesture
SWE1-RVC-104	umbrella	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.2	Image Reset and Latching of Manipulated Settings
SWE1-RVC-104-01	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.2	Reset image to default state
SWE1-RVC-104-02	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.1.2	Manipulated settings latch across sessions
SWE1-RVC-105	umbrella	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	Edit Image Soft Controls (Rotate 90 / Mirror / Reset)
SWE1-RVC-105-01	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	"Access ""Rotate 90"" via Edit image"
SWE1-RVC-105-02	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	"Access ""Mirror Image"" via Edit image"
SWE1-RVC-105-03	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.2	"Access ""Reset"" via Edit image"
SWE1-RVC-106	umbrella	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.3	AUX View Extension Controls (Umbrella)
SWE1-RVC-106-01	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.3	Extend view by 10s via AUX soft control
SWE1-RVC-106-02	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.3	Extend view by 10s via Extend-View soft control
SWE1-RVC-107	leaf	HeadUnitCameraSystems	28.7.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.7.4	Signal Strength and Battery on Wireless AUX Views
SWE1-RVC-108	umbrella	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	Wireless AUX View Editing and Cross-View Access (Umbrella)
SWE1-RVC-108-01	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	Access Edit image from AUX video feed
SWE1-RVC-108-02	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	Access other AUX views below camera feed
SWE1-RVC-108-03	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_28.8.1	Access other AUX views via More AUX button
SWE1-RVC-109	leaf	HeadUnitCameraSystems	29.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.1	Individual AUX Cam Settings Popup via Settings Line Tap
SWE1-RVC-110	umbrella	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	Wireless AUX Cam Settings Popup Actions (Umbrella)
SWE1-RVC-110-01	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	Edit camera name from settings pop-up
SWE1-RVC-110-02	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	Add/Remove as favorite from settings pop-up
SWE1-RVC-110-03	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	Reset selected camera from settings pop-up
SWE1-RVC-110-04	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	Access AUX settings via pencil-icon shortcut
SWE1-RVC-111	leaf	HeadUnitCameraSystems	29.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.1	Individual AUX Cam Settings Popup via Settings Line Tap (Variant)
SWE1-RVC-112	umbrella	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	AUX Cam Settings Popup Actions with Wireless Toggle (Umbrella)
SWE1-RVC-112-01	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	Enable wireless cameras toggle in pop-up
SWE1-RVC-112-02	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	Edit camera name in pop-up
SWE1-RVC-112-03	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	Add/Remove as favorite in pop-up
SWE1-RVC-112-04	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	Delete camera from system in pop-up
SWE1-RVC-113	leaf	HeadUnitCameraSystems	29.2.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.3	Pencil-Icon Shortcut to AUX Settings on Camera App Page
SWE1-RVC-114	umbrella	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.1	Two Entry Paths to Mark AUX Cam as Favorite
SWE1-RVC-114-01	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.1	Mark favorite from AUX Cam settings menu
SWE1-RVC-114-02	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.1	Mark favorite via star icon on camera app page
SWE1-RVC-115	leaf	HeadUnitCameraSystems	30.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.2	"Make-Favorite Flow: Press ""Make Favorite"" in Settings Menu"
SWE1-RVC-116	leaf	HeadUnitCameraSystems	30.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.3	Make-Favorite Confirmation Popup with 5s Auto-Dismiss
SWE1-RVC-117	leaf	HeadUnitCameraSystems	30.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.4	Remove as Favorite Button Toggle After Favorite Set
SWE1-RVC-118	leaf	HeadUnitCameraSystems	30.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.5	Favorite Star Shown on Camera Line in Settings Menu
SWE1-RVC-119	umbrella	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	Favorite Camera Homepage Indicators and Ordering (Umbrella)
SWE1-RVC-119-01	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	Show favorite star inside camera icon
SWE1-RVC-119-02	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	Move favorite camera to favorite filter
SWE1-RVC-119-03	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.6	Label remaining cameras sequentially
SWE1-RVC-120	leaf	HeadUnitCameraSystems	31.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.1	"Edit-Name Flow: Press ""Edit Name"" in Settings Menu"
SWE1-RVC-121	umbrella	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	Camera Name Editing Keyboard Flow (Umbrella)
SWE1-RVC-121-01	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	Display full QWERTY keyboard popup
SWE1-RVC-121-02	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	Typing or backspace overwrites default name
SWE1-RVC-121-03	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.2	OK confirms camera name change
SWE1-RVC-122	leaf	HeadUnitCameraSystems	31.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.3	Settings Menu Title Updates After Name Change
SWE1-RVC-123	leaf	HeadUnitCameraSystems	31.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.4	New Camera Name Reflected in Settings Line Item
SWE1-RVC-124	leaf	HeadUnitCameraSystems	31.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.5	New Camera Name Reflected on Camera App Homepage Soft Button
SWE1-RVC-125	umbrella	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	AUX Camera Name Character Limit and Truncation Rules
SWE1-RVC-125-01	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	Name character limit (2 lines x 7 chars = 14 total)
SWE1-RVC-125-02	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	Truncate at character limit per Core Truncation rules
SWE1-RVC-125-03	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_31.1.6	Do not truncate when full word fits
SWE1-RVC-126	leaf	HeadUnitCameraSystems	33.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.1	"Auto-Enable and Start Pairing on ""Add Camera"" (No Projection)"
SWE1-RVC-127	umbrella	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	Add-Camera Flow with Projection Active (Umbrella)
SWE1-RVC-127-01	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	Display confirmation popup on Add camera
SWE1-RVC-127-02	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	YES: disconnect projection, enable, start pairing
SWE1-RVC-127-03	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.1.2	NO: maintain projection, stop pairing
SWE1-RVC-128	leaf	HeadUnitCameraSystems	33.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_33.2.1	Add Camera Function Locked Out While Vehicle in Drive
SWE1-RVC-129	leaf	HeadUnitCameraSystems	34.1.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.1.1.1	Second-Surface AUX Cam Controls in Back-Up / CHMSL (Variant 2)
SWE1-RVC-130	leaf	HeadUnitCameraSystems	34.1.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.1.2.1	AUX Cameras Icons in Camera Views (Variant 2)
SWE1-RVC-131	leaf	HeadUnitCameraSystems	34.1.3.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.1.3.1	AUX Cam is Always a Selectable Option (Variant)
SWE1-RVC-132	leaf	HeadUnitCameraSystems	34.1.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.1.4.1	"Personalization Settings Grouped under ""Cameras"" (Variant)"
SWE1-RVC-133	leaf	HeadUnitCameraSystems	34.1.5.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.1.5.1	RearView Camera / Cargo Camera / Apps Page Set
SWE1-RVC-134	leaf	HeadUnitCameraSystems	34.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.3.2	X Absent When Camera Screen Accessed via Reverse Shift
SWE1-RVC-135	leaf	HeadUnitCameraSystems	34.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.4.1	CHMSL-Only Camera Configuration Does Not Exist
SWE1-RVC-136	leaf	HeadUnitCameraSystems	34.4.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.4.2	X Absent When Camera Screen Accessed via Reverse Shift (Variant)
SWE1-RVC-137	leaf	HeadUnitCameraSystems	34.4.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.4.3	AUX Cam Button Always Lands on AUX 1 Screen
SWE1-RVC-138	leaf	HeadUnitCameraSystems	34.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.6	AUX Camera Access from Back-Up and Cargo Cam
SWE1-RVC-139	leaf	HeadUnitCameraSystems	34.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.6.1	CHMSL-Only Camera Configuration Does Not Exist (Variant)
SWE1-RVC-140	leaf	HeadUnitCameraSystems	34.6.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.6.2	X Absent When Accessed via Reverse Shift (Cargo Variant)
SWE1-RVC-141	leaf	HeadUnitCameraSystems	34.6.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.6.3	Same AUX Behavior When Accessing from Cargo Cam
SWE1-RVC-142	leaf	HeadUnitCameraSystems	34.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.7.1	DT/HDCC + SVC + Camera App: No AUX via Left-Corner Views
SWE1-RVC-143	umbrella	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.7.2	X Availability in Reverse and Camera Persistence (Umbrella)
SWE1-RVC-143-01	leaf	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.7.2	X not available in REVERSE except as back button
SWE1-RVC-143-02	leaf	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.7.2	Camera image always up while in REVERSE
SWE1-RVC-144	leaf	HeadUnitCameraSystems	34.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.8.1	AUX Button Always Lands on AUX 1 Screen (Variant)
SWE1-RVC-145	leaf	HeadUnitCameraSystems	34.8.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.8.2	Camera System Unavailable Screen When AUX Not Connected (Variant)
SWE1-RVC-146	leaf	HeadUnitCameraSystems	34.8.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.8.3	AUX 2 Selectable When AUX 1 Missing but AUX 2 Connected
SWE1-RVC-147	leaf	HeadUnitCameraSystems	34.8.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.8.4	Same AUX Behavior When Accessing from Cargo Cam (Variant)
SWE1-RVC-148	leaf	HeadUnitCameraSystems	34.9.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.1	Individual AUX Cam Settings Popup via Settings Line Tap (Variant 3)
SWE1-RVC-149	leaf	HeadUnitCameraSystems	34.9.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.2.1	Edit Name of Selected AUX Camera
SWE1-RVC-150	umbrella	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.2.2	Reset Camera Default-Name Restoration (Umbrella)
SWE1-RVC-150-01	leaf	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.2.2	Reset Camera restores default camera name
SWE1-RVC-150-02	leaf	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.2.2	Reset Camera restores default soft-control label
SWE1-RVC-151	leaf	HeadUnitCameraSystems	34.9.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.4	"Edit-Favorite Flow: Press ""Edit Favorite"" in Settings Menu"
SWE1-RVC-152	umbrella	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.5	AUX Camera Name Character Limit and Truncation (Settings Flow)
SWE1-RVC-152-01	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.5	Name character limit (7 chars/line, 2 lines)
SWE1-RVC-152-02	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.5	Truncate at character limit per Core Truncation rules
SWE1-RVC-152-03	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.5	Do not truncate when full word fits
SWE1-RVC-153	leaf	HeadUnitCameraSystems	34.9.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.6	QWERTY Keyboard for Editing Camera Name with OK Confirmation
SWE1-RVC-154	leaf	HeadUnitCameraSystems	34.9.7	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.7	Settings Menu Title Updates After Name Change (Variant)
SWE1-RVC-155	leaf	HeadUnitCameraSystems	34.9.8	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.8	New Camera Name Reflected in Settings Line Item (Variant)
SWE1-RVC-156	leaf	HeadUnitCameraSystems	34.9.9	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.9.9	New Camera Name Reflected on Camera App Soft Button (Variant)
SWE1-RVC-157	leaf	HeadUnitCameraSystems	34.10.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.10.1	User Can Access Connected AUX Cameras
SWE1-RVC-158	leaf	HeadUnitCameraSystems	34.10.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.10.2	Tap AUX Soft Control to Display Camera View Full-Screen
SWE1-RVC-159	leaf	HeadUnitCameraSystems	34.10.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_34.10.3	DT/HDCC + SVC + Camera App: No Left-Corner AUX Access (Variant)
