# CAM-28 §3　VF551_V2：`sys2_vf551_v2_sysra_v01`（既有本）↔ `sys2_vf551_v2_dependency_20260311`（dependency 本）之 Description 差異列
# 比對鍵 = SYS2 Sys-RA-Feature-ID；desc 欄以 \n／\r／\t 逸出。disposition：(a) NO-OP = 以空白與字面 `_x000D_` 正規化後相同
sys_ra_id	anchor	x000D_delta	newline_delta	len_delta	disposition	cited_tcs	desc_existing	desc_dependency
SYS-RA-VF551_V2-523	VF551_V2_PHDCC27_VF_1725	2	0	14	(a) NO-OP	NR1L-RVC-104	· HU display shall not flicker in each of the following scenarios:\n1. Head Unit displays the RVC image\n2. Head Unit display transitions between RVC image and non camera modes.	· HU display shall not flicker in each of the following scenarios:_x000D_\n1. Head Unit displays the RVC image_x000D_\n2. Head Unit display transitions between RVC image and non camera modes.
SYS-RA-VF551_V2-524	VF551_V2_PHDCC27_VF_520	2	0	14	(a) NO-OP	NR1L-RVC-105	· HU display shall not go blank in each of the following scenarios:\n1. Head Unit displays the RVC image\n2. Head Unit display transitions between RVC image and non camera modes.	· HU display shall not go blank in each of the following scenarios:_x000D_\n1. Head Unit displays the RVC image_x000D_\n2. Head Unit display transitions between RVC image and non camera modes.
SYS-RA-VF551_V2-538	VF551_V2_PHDCC27_VF_1663	15	0	105	(a) NO-OP	NR1L-RVC-088	· The Head Unit shall transmit the following signals on LVDS:\n\n- vehicleUpdate_2.VehicleSpeedVSOSig\n- vehicleUpdate_2.LwsAngle\n- vehicleUpdate_2.ShiftLeverPosition\n- vehicleUpdate_2.VC_Steering_Cfactor\n- vehicleUpdate_2.ZoomViewReq\n- vehicleUpdate_2.ASCM_Stat\n- vehicleUpdate_1.VC_VehLineRVCM\n- vehicleUpdate_1.NetCfg_ASCM\n- vehicleUpdate_1.TGW_CAMERA_DISP_STAT\n- gridZoomRequest.DynamicGridRQSts\n- PowerShutDownNotifcation.Power_Down\n- vehicleUpdate_1.VC_WHL_BASE_LENGTH\n- vehicleUpdate_1.VC_RR_DuallyPrsnt\n- vehicleUpdate_2.PAM_Tuning_Set	· The Head Unit shall transmit the following signals on LVDS:_x000D_\n_x000D_\n- vehicleUpdate_2.VehicleSpeedVSOSig_x000D_\n- vehicleUpdate_2.LwsAngle_x000D_\n- vehicleUpdate_2.ShiftLeverPosition_x000D_\n- vehicleUpdate_2.VC_Steering_Cfactor_x000D_\n- vehicleUpdate_2.ZoomViewReq_x000D_\n- vehicleUpdate_2.ASCM_Stat_x000D_\n- vehicleUpdate_1.VC_VehLineRVCM_x000D_\n- vehicleUpdate_1.NetCfg_ASCM_x000D_\n- vehicleUpdate_1.TGW_CAMERA_DISP_STAT_x000D_\n- gridZoomRequest.DynamicGridRQSts_x000D_\n- PowerShutDownNotifcation.Power_Down_x000D_\n- vehicleUpdate_1.VC_WHL_BASE_LENGTH_x000D_\n- vehicleUpdate_1.VC_RR_DuallyPrsnt_x000D_\n- vehicleUpdate_2.PAM_Tuning_Set
SYS-RA-VF551_V2-539	VF551_V2_PHDCC27_VF_1662	6	0	42	(a) NO-OP	NR1L-RVC-196	· The Head Unit shall receive the following signals on LVDS:\n\n- ADAS_LVDS_RRCamera_Cable\n- systemStatus.ExternalErrorStatus\n- systemStatus.InternalErrorStatus\n- systemStatus.Communications_Timeout\n- systemStatus.ZoomViewRes	· The Head Unit shall receive the following signals on LVDS:_x000D_\n_x000D_\n- ADAS_LVDS_RRCamera_Cable_x000D_\n- systemStatus.ExternalErrorStatus_x000D_\n- systemStatus.InternalErrorStatus_x000D_\n- systemStatus.Communications_Timeout_x000D_\n- systemStatus.ZoomViewRes
SYS-RA-VF551_V2-550	VF551_V2_PHDCC27_VF_549	2	0	14	(a) NO-OP	NR1L-RVC-069	· When BCM_FD_10.CmdIgnSts = IGN_LK  is received, then the Head Unit shall do the following:\n1. Transmit PowerShutDownNotifcation.Power_Down = True over LVDS to the RVCM\n2. Provide power to the RVCM over LVDS for the duration Tpower regardless of the internal power modes of the radio.	· When BCM_FD_10.CmdIgnSts = IGN_LK  is received, then the Head Unit shall do the following:_x000D_\n1. Transmit PowerShutDownNotifcation.Power_Down = True over LVDS to the RVCM_x000D_\n2. Provide power to the RVCM over LVDS for the duration Tpower regardless of the internal power modes of the radio.
SYS-RA-VF551_V2-574	VF551_V2_PHDCC27_VF_405	9	0	63	(a) NO-OP	—	· When all of the following conditions hold true:\n- RVC display active on the Radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA\n- Shift lever in "Drive": vehicleUpdate_2.ShiftLeverPosition = "D" OR "L" OR "TIP_Autostick" OR "Plus" OR "Minus" OR "Sport"\n- Vehicle speed below c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX,\n\nthe RVCM shall follow below functions:\na. reset current Backup or CHMSL views to 1X view when the vehicle switches from 'Park' to 'Drive', 'Neutral' to 'Drive' or 'Reverse' to 'Drive'.\nb. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nc. transmit Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nd. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.	· When all of the following conditions hold true:_x000D_\n- RVC display active on the Radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA_x000D_\n- Shift lever in "Drive": vehicleUpdate_2.ShiftLeverPosition = "D" OR "L" OR "TIP_Autostick" OR "Plus" OR "Minus" OR "Sport"_x000D_\n- Vehicle speed below c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX,_x000D_\n_x000D_\nthe RVCM shall follow below functions:_x000D_\na. reset current Backup or CHMSL views to 1X view when the vehicle switches from 'Park' to 'Drive', 'Neutral' to 'Drive' or 'Reverse' to 'Drive'._x000D_\nb. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nc. transmit Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nd. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.
SYS-RA-VF551_V2-576	VF551_V2_PHDCC27_VF_361	10	0	70	(a) NO-OP	—	· When all of the following conditions hold true:\n- RVC display active on the Radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA\n- Shift lever in "Neutral": vehicleUpdate_2.ShiftLeverPosition = N\n- Vehicle speed below  c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX,\n\nthe RVCM shall follow below functions:\na. transmit Backup Camera View as the default when RVCM activates in 'Neutral'.\nb. maintain current View as selected by the user when vehicle switches from 'Park' to 'Neutral', 'Reverse' to 'Neutral' or 'Drive' to 'Neutral'.\nc. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nd. The RVCM transmits Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\ne. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.	· When all of the following conditions hold true:_x000D_\n- RVC display active on the Radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA_x000D_\n- Shift lever in "Neutral": vehicleUpdate_2.ShiftLeverPosition = N_x000D_\n- Vehicle speed below  c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX,_x000D_\n_x000D_\nthe RVCM shall follow below functions:_x000D_\na. transmit Backup Camera View as the default when RVCM activates in 'Neutral'._x000D_\nb. maintain current View as selected by the user when vehicle switches from 'Park' to 'Neutral', 'Reverse' to 'Neutral' or 'Drive' to 'Neutral'._x000D_\nc. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nd. The RVCM transmits Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\ne. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.
SYS-RA-VF551_V2-578	VF551_V2_PHDCC27_VF_356	11	0	77	(a) NO-OP	—	· When all of the following conditions hold true:\n- RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA\n- Shift lever in "Reverse": vehicleUpdate_2.ShiftLeverPosition = R\n- vehicle speed below  c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX.\nthe RVCM shall follow below functions:\na. transmit Backup Camera View as the default when RVCM activates in 'Reverse'.\nb. transmit Backup Camera 1X View when Backup Camera View or Backup Zoomed View is transmitting and switching to Reverse for the first time.\nc. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nd. transmit Backup Camera View 1X when Backup Zoom View (4X) active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\ne. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.\nf. store current Zoom View when switching from Reverse to Neutral OR Reverse to Drive.\ng. recall stored Zoom View and transmit when vehicle switches from Neutral to Reverse or Drive to Reverse.	· When all of the following conditions hold true:_x000D_\n- RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA_x000D_\n- Shift lever in "Reverse": vehicleUpdate_2.ShiftLeverPosition = R_x000D_\n- vehicle speed below  c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX._x000D_\nthe RVCM shall follow below functions:_x000D_\na. transmit Backup Camera View as the default when RVCM activates in 'Reverse'._x000D_\nb. transmit Backup Camera 1X View when Backup Camera View or Backup Zoomed View is transmitting and switching to Reverse for the first time._x000D_\nc. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nd. transmit Backup Camera View 1X when Backup Zoom View (4X) active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\ne. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default._x000D_\nf. store current Zoom View when switching from Reverse to Neutral OR Reverse to Drive._x000D_\ng. recall stored Zoom View and transmit when vehicle switches from Neutral to Reverse or Drive to Reverse.
SYS-RA-VF551_V2-580	VF551_V2_PHDCC27_VF_89	8	0	56	(a) NO-OP	—	· When all of the following conditions hold true:\n- RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA\n- Shift lever in "Park": vehicleUpdate_2.ShiftLeverPosition = P\n- vehicle speed below c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX.\nthe RVCM shall follow below functions:\na. transmit Backup Camera View as the default when activates in 'Park'.\nb. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nc. transmit Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed.\nd. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.	· When all of the following conditions hold true:_x000D_\n- RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIGITAL_RVC_CAMERA_x000D_\n- Shift lever in "Park": vehicleUpdate_2.ShiftLeverPosition = P_x000D_\n- vehicle speed below c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig < c_VEHSPD_MAX._x000D_\nthe RVCM shall follow below functions:_x000D_\na. transmit Backup Camera View as the default when activates in 'Park'._x000D_\nb. transmit Backup Zoomed View when Backup Camera View 1X active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nc. transmit Backup Camera View 1X when Backup Zoom View active and RVCM receives vehicleUpdate_2.ZoomViewReq = Pressed._x000D_\nd. receive vehicleUpdate_2.ZoomViewReq = Not_Pressed as the default.
SYS-RA-VF551_V2-582	VF551_V2_PHDCC27_VF_1661	15	0	105	(a) NO-OP	—	· The RVCM shall acquire the following signals on LVDS:\n\n- vehicleUpdate_2.VehicleSpeedVSOSig\n- vehicleUpdate_2.LwsAngle\n- vehicleUpdate_2.ShiftLeverPosition\n- vehicleUpdate_2.VC_Steering_Cfactor\n- vehicleUpdate_2.ZoomViewReq\n- vehicleUpdate_2.ASCM_Stat\n- vehicleUpdate_1.VC_VehLineRVCM\n- vehicleUpdate_1.NetCfg_ASCM\n- vehicleUpdate_1.TGW_CAMERA_DISP_STAT\n- gridZoomRequest.DynamicGridRQSts\n- PowerShutDownNotifcation.Power_Down\n- vehicleUpdate_1.VC_WHL_BASE_LENGTH\n- vehicleUpdate_1.VC_RR_DuallyPrsnt\n- vehicleUpdate_2.PAM_Tuning_Set	· The RVCM shall acquire the following signals on LVDS:_x000D_\n_x000D_\n- vehicleUpdate_2.VehicleSpeedVSOSig_x000D_\n- vehicleUpdate_2.LwsAngle_x000D_\n- vehicleUpdate_2.ShiftLeverPosition_x000D_\n- vehicleUpdate_2.VC_Steering_Cfactor_x000D_\n- vehicleUpdate_2.ZoomViewReq_x000D_\n- vehicleUpdate_2.ASCM_Stat_x000D_\n- vehicleUpdate_1.VC_VehLineRVCM_x000D_\n- vehicleUpdate_1.NetCfg_ASCM_x000D_\n- vehicleUpdate_1.TGW_CAMERA_DISP_STAT_x000D_\n- gridZoomRequest.DynamicGridRQSts_x000D_\n- PowerShutDownNotifcation.Power_Down_x000D_\n- vehicleUpdate_1.VC_WHL_BASE_LENGTH_x000D_\n- vehicleUpdate_1.VC_RR_DuallyPrsnt_x000D_\n- vehicleUpdate_2.PAM_Tuning_Set
SYS-RA-VF551_V2-583	VF551_V2_PHDCC27_VF_1660	6	0	42	(a) NO-OP	—	· The RVCM shall transmit the following signals on LVDS:\n\n- ADAS_LVDS_RRCamera_Cable\n- systemStatus.ExternalErrorStatus\n- systemStatus.InternalErrorStatus\n- systemStatus.Communications_Timeout\n- systemStatus.ZoomViewRes	· The RVCM shall transmit the following signals on LVDS:_x000D_\n_x000D_\n- ADAS_LVDS_RRCamera_Cable_x000D_\n- systemStatus.ExternalErrorStatus_x000D_\n- systemStatus.InternalErrorStatus_x000D_\n- systemStatus.Communications_Timeout_x000D_\n- systemStatus.ZoomViewRes
SYS-RA-VF551_V2-586	VF551_V2_PHDCC27_VF_1370	2	0	14	(a) NO-OP	—	· When any of the following conditions hold true, the RVCM shall reset current view and current stored View to Backup Camera View 1X :\n- Vehicle speed above c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig > c_VEHSPD_MAX,\n- RVC not active on the radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_NON_CAMERA.	· When any of the following conditions hold true, the RVCM shall reset current view and current stored View to Backup Camera View 1X :_x000D_\n- Vehicle speed above c_VEHSPD_MAX: vehicleUpdate_2.VehicleSpeedVSOSig > c_VEHSPD_MAX,_x000D_\n- RVC not active on the radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_NON_CAMERA.
SYS-RA-VF551_V2-655	VF551_V2_PHDCC27_VF_315	1	0	7	(a) NO-OP	—	The characteristics of the "PROXI" Parameters and their related values are\ndefined in the "PROXI requirements" specific for the vehicle project.	The characteristics of the "PROXI" Parameters and their related values are_x000D_\ndefined in the "PROXI requirements" specific for the vehicle project.
SYS-RA-VF551_V2-721	VF551_V2_PHDCC27_VF_2046	2	0	14	(a) NO-OP	—	CR25482:\nAdded Hybrid_Type proxi and PT_SYSTEM_FD_1.ShiftLeverPosition_PT to the functional digram and requirements.\nAdded diagnostics requirements for PT_SYSTEM_FD_1.ShiftLeverPosition_PT	CR25482:_x000D_\nAdded Hybrid_Type proxi and PT_SYSTEM_FD_1.ShiftLeverPosition_PT to the functional digram and requirements._x000D_\nAdded diagnostics requirements for PT_SYSTEM_FD_1.ShiftLeverPosition_PT
SYS-RA-VF551_V2-743	VF551_V2_PDT27_VF_1808	0	0	1	(a) NO-OP	—	The HU shall set ShiftLeverPosition to TRANSM_FD_4.ShiftLeverPosition when Hybrid_Type != "Range Electric Paradigm Breaker" OR "Battery Electric Vehicle"	The HU shall set ShiftLeverPosition to TRANSM_FD_4.ShiftLeverPosition when Hybrid_Type != "Range Electric Paradigm Breaker" OR "Battery Electric Vehicle" 
