swe_id	test_set	kind	sys1_book	section	spec_reference	title	verification_point	axis	est_tc	note
SWE1-RVC-063	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.4.1	"Camera Personalization Settings Grouped under ""Cameras"" Line"	Personalization settings to be grouped within the “Cameras” line	none	1	
SWE1-RVC-064	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.5.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.5.1	HMI Behavior Pattern V-3 for Push Button Control	HMI BP V-3: Push Button Control	none	1	
SWE1-RVC-065	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.6.1	Equipped Camera Feature Set (RVC / CHMSL / TRG / FFCTL / SVC)	Rear View Camera, CHMSL/Cargo Camera, Trailer Reverse Guidance, FFCTL, and Vehicle Surround View when equipped	PROXI 配備	1	
SWE1-RVC-066	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.6.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.6.2	Camera Access via Apps Drawer	Apps Drawer	none	1	
SWE1-RVC-067	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.6.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.6.3	Camera Access via Camera App Home Page	Camera app home page	none	1	
SWE1-RVC-068	AUX Camera Access	leaf	HeadUnitCameraSystems	27.2.6.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.2.6.4	Selected View Soft Control Highlight (Second Surface)	Selected View soft control will be highlighted	none	1	
SWE1-RVC-069	AUX Camera Access	leaf	HeadUnitCameraSystems	27.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.3.2	First Surface Has No Additional Requirements	First surface needs: N/A	none	1	
SWE1-RVC-070	AUX Camera Access	leaf	HeadUnitCameraSystems	27.3.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.3.3	Camera Pop-Up Messages per R1 HMI Pop-Up List	Pop-up Messages  Please refer also to R1 HMI popup list for final text_x000D_ (image: %E5%9C%96%E7%89%87_1143…	none	1	
SWE1-RVC-071	AUX Camera Access	leaf	HeadUnitCameraSystems	27.3.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.3.4.1	Camera Connection Process Lockout when Vehicle in Motion	Camera connection process is locked out when vehicle is in motion.	none	1	
SWE1-RVC-072	AUX Camera Access	leaf	HeadUnitCameraSystems	27.3.5.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.3.5.1	Wireless Camera Authentication via QR-Code WiFi Credentials	Head unit will authenticate the camera by passing WiFi network credentials via QR code scan per Cyber Security…	none	1	
SWE1-RVC-073	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.1	Wireless Cameras Setting Toggle to Enable	In order to enable wireless cameras, the user has to activate the ‘enable wireless cameras’ setting._x000D_ (i…	none	1	
SWE1-RVC-074	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.2	Wireless Cameras Toggle Popup When Projection Session Active	If a wireless projection session is active while selecting the setting, a popup is displayed.	none	1	
SWE1-RVC-075	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.2.1	Wireless Toggle YES Disconnects Projection and Enables Wireless	If the user presses yes, wireless aux cameras are enabled and the wireless projection session is disconnected.	none	1	
SWE1-RVC-076	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.2.2	Wireless Toggle NO Maintains Projection and Keeps Wireless Disabled	If the user presses no, the wireless projection session is maintained and wireless cameras are not enabled.	none	1	
SWE1-RVC-077	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.3	Wireless Toggle Activates Silently When No Projection Active	If the setting is selected without any wireless projection session active, wireless cameras are activated with…	none	1	
SWE1-RVC-078	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.4	Enable Wireless Cameras Setting Updates Dynamically	The ‘Enable wireless cameras’ setting is dynamically updated.	none	1	
SWE1-RVC-079	AUX Camera Access	leaf	HeadUnitCameraSystems	27.4.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.4.5	Projection Plug-In Popup Disables Wireless Cameras	If the Enable Wireless Cameras setting is enabled (setting ON) and the user plugs in a projection device (CarP…	none	1	
SWE1-RVC-080	AUX Camera Access	leaf	HeadUnitCameraSystems	27.5.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.5.1	Connecting Message When Wireless AUX Cam Wakes from Sleep	If the ‘Enable wireless cameras’ setting is ON, when a wireless aux camera is selected from any location, the …	none	1	
SWE1-RVC-081	AUX Camera Access	leaf	HeadUnitCameraSystems	27.5.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.5.2	Wireless Setting Auto-Enables on AUX Selection (No Projection)	When a wireless aux camera is selected from any location, if the ‘Enable wireless cameras’ setting is OFF but …	none	1	
SWE1-RVC-082	AUX Camera Access	umbrella	HeadUnitCameraSystems	27.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.6.1	Wireless AUX Selection Popup with Projection Active (Setting OFF)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-082-01	AUX Camera Access	leaf	HeadUnitCameraSystems	27.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.6.1	Display confirmation popup on selection	If the ‘Enable wireless cameras’ setting is OFF, and a wireless projection session is active, when a wireless …	none	1	
SWE1-RVC-082-02	AUX Camera Access	leaf	HeadUnitCameraSystems	27.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.6.1	YES auto-enables the setting	If the ‘Enable wireless cameras’ setting is OFF, and a wireless projection session is active, when a wireless …	none	1	
SWE1-RVC-083	AUX Camera Access	leaf	HeadUnitCameraSystems	27.6.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.6.2	Connecting Message for Sleeping Wireless AUX Camera	The camera may be asleep and take up to a few seconds to activate. When this occurs, a message will show letti…	none	1	
SWE1-RVC-084	AUX Camera Access	leaf	HeadUnitCameraSystems	27.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.7.1	Wired and Wireless AUX Access via Controls Page and Apps Drawer	All Wired and Wireless Aux cameras will be accessible via the controls page and apps drawer	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-085	AUX Camera Access	leaf	HeadUnitCameraSystems	27.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.7.2	AUX Soft Controls Not on Controls Page When Camera App Present	If the camera app is present, the soft controls will not be on the controls page	PROXI 配備	1	互參 A 本 SWE-CAM-024
SWE1-RVC-086	AUX Camera Access	leaf	HeadUnitCameraSystems	27.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.7.3	Cross-Reference: Wireless Cameras Connection Pages	For details about wireless cameras connection please refer to ‘Wireless cameras connection’ pages	none	1	
SWE1-RVC-087	AUX Camera Access	leaf	HeadUnitCameraSystems	27.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.8.1	More Aux Button Opens Popup of Available AUX Cameras	When “More Aux” button is pressed a popup opens up with all available aux cameras as selectable buttons	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-088	AUX Camera Access	leaf	HeadUnitCameraSystems	27.8.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.8.2	Selecting New View in Popup Switches to That View	Selecting a new view takes you to the new view	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-089	AUX Camera Access	leaf	HeadUnitCameraSystems	27.8.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.8.3	"Pressing ""More AUX"" Again Closes the Popup"	Selecting the “More AUX” again closes the popup	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-090	AUX Camera Access	leaf	HeadUnitCameraSystems	27.8.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.8.4	Signal Strength and Battery Shown Below More AUX Button	Signal strength and battery for each wireless camera is indicated below More AUX button	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-091	AUX Camera Access	leaf	HeadUnitCameraSystems	27.8.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_27.8.5	Cross-Reference: Wireless Cameras Connection Pages	For details about wireless cameras connection please refer to ‘Wireless cameras connection’ pages.	none	1	
SWE1-RVC-092	Camera View Switching	leaf	HeadUnitCameraSystems	28.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.1	More Cams Button Provides Access to Camera App Popup	More Cams Button is present in the More AUX row of buttons. It will provide access to the camera app popup as …	PROXI 配備	1	互參 A 本 SWE-CAM-024
SWE1-RVC-093	Camera View Switching	leaf	HeadUnitCameraSystems	28.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.2.1	Check Entire Surroundings Shown 5s on AUX Cam Access	When aux cam is accessed,“check entire surroundings message is shown for 5 seconds.	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-094	Camera View Switching	leaf	HeadUnitCameraSystems	28.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.2.2	"AUX Access Does Not Reset ""Check Entire Surroundings"" Timer"	Accessing aux camera does not reset“Check Entire Surroundings” timer.	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-095	Camera View Switching	leaf	HeadUnitCameraSystems	28.2.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.2.3	WiFi Signal and Battery Shown After 5s for Wireless AUX	After 5 seconds, the WiFi signal strength and battery level is shown for wireless cameras	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-096	Camera View Switching	leaf	HeadUnitCameraSystems	28.2.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.2.4	X Returns to Previous Screen from AUX Camera	If user presses “X” the screen will return to the previous screen from which aux camera was accessed (X functi…	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-097	Camera View Switching	leaf	HeadUnitCameraSystems	28.3.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.3.1	Camera System Unavailable Screen When AUX Not Connected	If AUX camera is not connected, display blue screen “camera system unavailable”	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-098	Camera View Switching	umbrella	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.3.2	Behavior When Wired AUX 1 Missing but Other Wired AUX Present	—	—	0	UMBRELLA — covered by children
SWE1-RVC-098-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.3.2	"Display ""Camera system unavailable"" blue screen"	If a Wired AUX is connected, but Wired AUX 1 is not connected, system shall display blue screen “camera system…	none	1	
SWE1-RVC-098-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.3.2	Provide More AUX selection on the unavailable screen	If a Wired AUX is connected, but Wired AUX 1 is not connected, system shall display blue screen “camera system…	none	1	
SWE1-RVC-099	Camera View Switching	leaf	HeadUnitCameraSystems	28.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.4.1	Greyed-Out Soft Controls When Wireless AUX Unavailable	When Wireless Auxiliary cameras are not available (not present or not available for use), the associated soft …	PROXI 配備	1	互參 A 本 SWE-CAM-024
SWE1-RVC-100	Camera View Switching	leaf	HeadUnitCameraSystems	28.4.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.4.2	Popup When Activating Greyed-Out Wireless AUX Control	When attempted to activate when greyed out, a popup appears_x000D_ (image: %E5%9C%96%E7%89%87_571211555.png) _…	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-101	Camera View Switching	leaf	HeadUnitCameraSystems	28.6.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.6.1.1	More Cams Behavior in Reverse vs Drive/Neutral	When in reverse, the “More Cams” will allow users out of camera views when in Neutral or Drive, and it will fu…	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-102	Camera View Switching	leaf	HeadUnitCameraSystems	28.6.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.6.1.2	Cross-Reference: Wireless Cameras Connection Pages	For details about wireless cameras connection please refer to ‘Wireless cameras connection’ pages	none	1	
SWE1-RVC-103	Camera View Switching	umbrella	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.1	Image Manipulation Gestures (Pan / Zoom)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-103-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.1	Pan via drag/swipe gesture	Manipulate the image (zoom/pan, rotate image, mirror image)_x000D_ -The pan functionality will be a drag/ swip…	none	1	
SWE1-RVC-103-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.1	Zoom via pinch gesture	Manipulate the image (zoom/pan, rotate image, mirror image)_x000D_ -The pan functionality will be a drag/ swip…	none	1	
SWE1-RVC-104	Camera View Switching	umbrella	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.2	Image Reset and Latching of Manipulated Settings	—	—	0	UMBRELLA — covered by children
SWE1-RVC-104-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.2	Reset image to default state	Reset the image once it’s been manipulated_x000D_ -Manipulated settings will latch(zoom/pan, rotate image 90 d…	none	1	
SWE1-RVC-104-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.1.2	Manipulated settings latch across sessions	Reset the image once it’s been manipulated_x000D_ -Manipulated settings will latch(zoom/pan, rotate image 90 d…	none	1	
SWE1-RVC-105	Camera View Switching	umbrella	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.2	Edit Image Soft Controls (Rotate 90 / Mirror / Reset)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-105-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.2	"Access ""Rotate 90"" via Edit image"	User selects Edit image to access the “Rotate 90”, “Mirror Image” and “Reset” soft controls	none	1	
SWE1-RVC-105-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.2	"Access ""Mirror Image"" via Edit image"	User selects Edit image to access the “Rotate 90”, “Mirror Image” and “Reset” soft controls	none	1	
SWE1-RVC-105-03	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.2	"Access ""Reset"" via Edit image"	User selects Edit image to access the “Rotate 90”, “Mirror Image” and “Reset” soft controls	none	1	
SWE1-RVC-106	Camera View Switching	umbrella	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.3	AUX View Extension Controls (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-106-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.3	Extend view by 10s via AUX soft control	User can extend the view an additional 10 seconds above thresholds by pressing the AUX soft control or by pres…	PROXI 配備	1	
SWE1-RVC-106-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.3	Extend view by 10s via Extend-View soft control	User can extend the view an additional 10 seconds above thresholds by pressing the AUX soft control or by pres…	PROXI 配備	1	
SWE1-RVC-107	Camera View Switching	leaf	HeadUnitCameraSystems	28.7.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.7.4	Signal Strength and Battery on Wireless AUX Views	Signal strength and battery be available on wireless aux views	none	1	互參 A 本 SWE-CAM-024
SWE1-RVC-108	Camera View Switching	umbrella	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.8.1	Wireless AUX View Editing and Cross-View Access (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-108-01	Camera View Switching	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.8.1	Access Edit image from AUX video feed	From the AUX camera video feed, the user can Edit the image as in the landscape version in the Wireless Camera…	none	1	
SWE1-RVC-108-02	Camera View Switching	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.8.1	Access other AUX views below camera feed	From the AUX camera video feed, the user can Edit the image as in the landscape version in the Wireless Camera…	none	1	
SWE1-RVC-108-03	Camera View Switching	leaf	HeadUnitCameraSystems	28.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_28.8.1	Access other AUX views via More AUX button	From the AUX camera video feed, the user can Edit the image as in the landscape version in the Wireless Camera…	none	1	
SWE1-RVC-109	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.1	Individual AUX Cam Settings Popup via Settings Line Tap	The user can access the individual AUX Cam settings pop-up by pressing anywhere on the camera line item in the…	none	1	
SWE1-RVC-110	AUX Camera Settings	umbrella	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.2	Wireless AUX Cam Settings Popup Actions (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-110-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.2	Edit camera name from settings pop-up	From this pop-up the user can:_x000D_ -Edit the name of the selected camera_x000D_ -Add/Remove as a favorite_x…	none	1	
SWE1-RVC-110-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.2	Add/Remove as favorite from settings pop-up	From this pop-up the user can:_x000D_ -Edit the name of the selected camera_x000D_ -Add/Remove as a favorite_x…	none	1	
SWE1-RVC-110-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.2	Reset selected camera from settings pop-up	From this pop-up the user can:_x000D_ -Edit the name of the selected camera_x000D_ -Add/Remove as a favorite_x…	none	1	
SWE1-RVC-110-04	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.1.2	Access AUX settings via pencil-icon shortcut	From this pop-up the user can:_x000D_ -Edit the name of the selected camera_x000D_ -Add/Remove as a favorite_x…	none	1	
SWE1-RVC-111	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.1	Individual AUX Cam Settings Popup via Settings Line Tap (Variant)	The user can access the individual AUX Cam settings pop-up by pressing anywhere on the camera line item in the…	none	1	
SWE1-RVC-112	AUX Camera Settings	umbrella	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.2	AUX Cam Settings Popup Actions with Wireless Toggle (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-112-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.2	Enable wireless cameras toggle in pop-up	From this pop-up the user can:_x000D_ -Enable wireless cameras_x000D_ -Edit the name of the selected camera_x0…	none	1	
SWE1-RVC-112-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.2	Edit camera name in pop-up	From this pop-up the user can:_x000D_ -Enable wireless cameras_x000D_ -Edit the name of the selected camera_x0…	none	1	
SWE1-RVC-112-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.2	Add/Remove as favorite in pop-up	From this pop-up the user can:_x000D_ -Enable wireless cameras_x000D_ -Edit the name of the selected camera_x0…	none	1	
SWE1-RVC-112-04	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.2	Delete camera from system in pop-up	From this pop-up the user can:_x000D_ -Enable wireless cameras_x000D_ -Edit the name of the selected camera_x0…	none	1	
SWE1-RVC-113	AUX Camera Settings	leaf	HeadUnitCameraSystems	29.2.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_29.2.3	Pencil-Icon Shortcut to AUX Settings on Camera App Page	User can also access AUX settings by pressing the pencil icon in the camera app home Page AUX filter	none	1	
SWE1-RVC-114	AUX Camera Settings	umbrella	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.1	Two Entry Paths to Mark AUX Cam as Favorite	—	—	0	UMBRELLA — covered by children
SWE1-RVC-114-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.1	Mark favorite from AUX Cam settings menu	The User can make an AUX cam a favorite by selecting the camera in AUX Cam settings menu, and pressing the “Ma…	車型	1	
SWE1-RVC-114-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.1	Mark favorite via star icon on camera app page	The User can make an AUX cam a favorite by selecting the camera in AUX Cam settings menu, and pressing the “Ma…	車型	1	
SWE1-RVC-115	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.2	"Make-Favorite Flow: Press ""Make Favorite"" in Settings Menu"	From the AUX Cam settings menu, the user presses “Make Favorite”._x000D_ (image: image159.png)	none	1	
