swe_id	source_requirement_id	book	vf_chapter	chapter_source	ee	category	source_description
SWE-CAM-006	SYS-RA-VF551_V42-266	VF551_V42	1.11.1.2.0.3.2	I欄	ATL-Mi	Functional Requirement	LTM shall continue to: copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data and display the
SWE-CAM-006	SYS-RA-VF551_V42-268	VF551_V42	1.11.1.2.0.3.2	I欄	ATL-Mi	Functional Requirement	"stop to copy the ADAS_LVDS_RRCamera_Cable into Rear_Camera_Repetition.Data set Rear_Camera_Enable.Info equal to ""False"""
SWE-CAM-006	SYS-RA-VF551_V42-271	VF551_V42	1.11.1.2.0.4	I欄	ATL-Mi	Functional Requirement	copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data and display the rearview image.
SWE-CAM-006	SYS-RA-VF551_V42-274	VF551_V42	1.11.1.2.0.4	I欄	ATL-Mi	Functional Requirement	not copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data and not display the rearview image.
SWE-CAM-006	SYS-RA-VF551_V42-277	VF551_V42	1.11.1.2.0.4.1	I欄	ATL-Mi	Functional Requirement	LTM shall stop to copy the ADAS_LVDS_RRCamera_Cable into Rear_Camera_Repetition.Data if one of the following conditions
SWE-CAM-006	SYS-RA-VF551_V42-285	VF551_V42	1.11.1.2.0.4.1	I欄	ATL-Mi	Functional Requirement	LTM shall stop to copy the ADAS_LVDS_RRCamera_Cable into Rear_Camera_Repetition.Data if one of the following conditions
SWE-CAM-006	SYS-RA-VF551_V42-301	VF551_V42	1.11.1.2.0.5	I欄	ATL-Mi	Functional Requirement	stop to copy the ADAS_LVDS_RRCamera_Cable output video into Rear_Camera_Repetition.Data set the internal signal RVC_Ima
SWE-CAM-006	SYS-RA-VF551_V42-592	VF551_V42	1.13.2.1.2.0.4	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM does not receive the AD"
SWE-CAM-006	SYS-RA-VF551_V42-593	VF551_V42	1.13.2.1.2.0.4	I欄	ATL-Mi	Functional Requirement	"Once the LTM receives the LVDS Video Signal, LTM shall: set the DTC to not present according to the ""TLM Diagnostic Req"
SWE-CAM-006	SYS-RA-VF617_V5-195	(查無)					
SWE-CAM-007	SYS-RA-VF551_V42-210	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	LTM shall scale the image received by RVCM over LVDS, according to the PROXI parameter Radio_Display_Type. Refer to HMI
SWE-CAM-008	SYS-RA-VF551_V2-449	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	b. Head Unit shall not send LVDS gridZoomRequest.DynamicGridRQSts = SNA to RVCM.
SWE-CAM-008	SYS-RA-VF551_V2-450	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. When IPC_VEHICLE_SETUP.DynamicGrid is missing OR until received during wake up, the HU shall set LVDS gridZoomReques
SWE-CAM-008	SYS-RA-VF551_V2-451	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate the value of the FD-CAN8 IPC_VEHICLE_SETUP.DynamicGrid to LVDS gridZoomRequest.DynamicGridRQS
SWE-CAM-008	SYS-RA-VF551_V2-477	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The HU shall never send gridZoomRequest.DynamicGridRQSts = [SNA] to RVCM.
SWE-CAM-008	SYS-RA-VF551_V2-478	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· When there is no user change to Dynamic Gridlines, the HU shall send the default value gridZoomRequest.DynamicGridRQSt
SWE-CAM-008	SYS-RA-VF551_V2-479	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· When the customer selects to disable the Rear view Camera Dynamic Gridlines, the HU shall send gridZoomRequest.Dynamic
SWE-CAM-008	SYS-RA-VF551_V2-480	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· When the customer selects to enable the Rear view Camera Dynamic Gridlines, the HU shall send gridZoomRequest.DynamicG
SWE-CAM-008	SYS-RA-VF551_V2-538	VF551_V2	1.13.2.2.6	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall transmit the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.Lw
SWE-CAM-008	SYS-RA-VF551_V2-582	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall acquire the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.LwsAngle
SWE-CAM-008	SYS-RA-VF551_V3-284	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate BH-CAN IPC_VEHICLE_SETUP.DynamicGrid to LVDS gridZoomRequest.DynamicGridRQSts a) The Head Un
SWE-CAM-008	SYS-RA-VF551_V42-319	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	"IF the internal signal DynamicGrid.Req is equal to ""ON"" THEN LTM shall send LVDS gridZoomRequest.DynamicGridRQSts e"
SWE-CAM-008	SYS-RA-VF551_V42-320	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	"IF the internal signal DynamicGrid.Req is equal to ""OFF"" THEN LTM shall send LVDS gridZoomRequest.DynamicGridRQSts"
SWE-CAM-009	SYS-RA-VF551_V2-214	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.Communications_Timeout signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-009	SYS-RA-VF551_V2-215	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.Communications_Timeout signal equal to True, the Head
SWE-CAM-009	SYS-RA-VF551_V2-217	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.ExternalErrorStatus signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-009	SYS-RA-VF551_V2-218	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.ExternalErrorStatus signal equal to True, the Head Uni
SWE-CAM-009	SYS-RA-VF551_V2-220	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· Once the systemStatus.InternalErrorStatus signal is set to False, the Head Unit shall: o Clear the DTC
SWE-CAM-009	SYS-RA-VF551_V2-221	VF551_V2	1.10.2.1	I欄	ATL-Hi	Functional Requirement	· When Ignition is On AND the Head Unit receives the systemStatus.InternalErrorStatus signal equal to True, the Head Uni
SWE-CAM-009	SYS-RA-VF551_V2-485	VF551_V2	1.13.2	I欄	ATL-Hi	Functional Requirement	· When all of the following conditions hold true: - RVC display active on the Radio vehicleUpdate_1.TGW_CAMERA_DISP_STAT
SWE-CAM-009	SYS-RA-VF551_V2-486	VF551_V2	1.13.2	I欄	ATL-Hi	Functional Requirement	· When all of the below conditions hold true: - RVC active on the Radio: vehicleUpdate_1.TGW_CAMERA_DISP_STAT = DISP_DIG
SWE-CAM-009	SYS-RA-VF551_V2-539	VF551_V2	1.14	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall receive the following signals on LVDS: - ADAS_LVDS_RRCamera_Cable - systemStatus.ExternalErrorSta
SWE-CAM-009	SYS-RA-VF551_V2-569	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	c. When Zoom function is inactive due to internal or external errors, RVCM shall transmit systemStatus.ZoomViewRes = SN
SWE-CAM-009	SYS-RA-VF551_V2-570	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	b. When current view is Backup Zoomed View, RVCM shall transmit systemStatus.ZoomViewRes = 4X to the Radio via LVDS .
SWE-CAM-009	SYS-RA-VF551_V2-571	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	a. When current view is Backup Camera View, RVCM shall transmit systemStatus.ZoomViewRes = 1X to the Radio via LVDS.
SWE-CAM-009	SYS-RA-VF551_V2-583	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall transmit the following signals on LVDS: - ADAS_LVDS_RRCamera_Cable - systemStatus.ExternalErrorStatus
SWE-CAM-009	SYS-RA-VF551_V3-194	VF551_V3	1.10.1.5	I欄	ATL-Mi	Out of scope	a) The RVCM shall transmit systemStatus.ZoomViewRes = [1X] to the Radio via LVDS when current view is Backup Camera View
SWE-CAM-009	SYS-RA-VF551_V3-195	VF551_V3	1.10.1.5	I欄	ATL-Mi	Out of scope	b) The RVCM shall transmit systemStatus.ZoomViewRes = [4X] to the Radio via LVDS when current view is Backup Zoomed View
SWE-CAM-009	SYS-RA-VF551_V3-196	VF551_V3	1.10.1.5	I欄	ATL-Mi	Out of scope	c) The RVCM shall transmit systemStatus.ZoomViewRes = [SNA] to the Radio via LVDS when Zoom function is disabled in the
SWE-CAM-009	SYS-RA-VF551_V3-527	VF551_V3	1.13.2.2.1	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.InternalErrorStatus signal equal to True the Head Unit shall: o Set a DTC On
SWE-CAM-009	SYS-RA-VF551_V3-529	VF551_V3	1.13.2.2.2	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.ExternalErrorStatus signal equal to True the Head Unit shall: o Set a DTC On
SWE-CAM-009	SYS-RA-VF551_V3-531	VF551_V3	1.13.2.2.3	I欄	ATL-Mi	Functional requirement	· If Head Unit receives the systemStatus.Communications_Timeout signal equal to True the Head Unit shall: o Set a DTC
SWE-CAM-009	SYS-RA-VF551_V42-583	VF551_V42	1.13.2.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal syst"
SWE-CAM-009	SYS-RA-VF551_V42-584	VF551_V42	1.13.2.1.2.0.1	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.InternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-009	SYS-RA-VF551_V42-586	VF551_V42	1.13.2.1.2.0.2	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal sy"
SWE-CAM-009	SYS-RA-VF551_V42-587	VF551_V42	1.13.2.1.2.0.2	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.ExternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-009	SYS-RA-VF551_V42-589	VF551_V42	1.13.2.1.2.0.3	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal s"
SWE-CAM-009	SYS-RA-VF551_V42-590	VF551_V42	1.13.2.1.2.0.3	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.InternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-009	SYS-RA-VF551_V42-600	VF551_V42	1.13.2.1.2.0.7	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM receives the signal sy"
SWE-CAM-009	SYS-RA-VF551_V42-601	VF551_V42	1.13.2.1.2.0.7	I欄	ATL-Mi	Functional Requirement	"Once the systemStatus.ExternalErrorStatus signal is set to ""False"", LTM shall: set the DTC to not present according to"
SWE-CAM-010	SYS-RA-VF551_V2-443	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate PROXI Dual_Rear_Wheels_Present value to the LVDS signal: vehicleUpdate_1.VC_RR_DuallyPrsnt
SWE-CAM-010	SYS-RA-VF551_V2-444	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate PROXI Wheelbase to LVDS vehicleUpdate_1.VC_WHL_BASE_LENGTH
SWE-CAM-010	SYS-RA-VF551_V2-445	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate PROXI CAN node 27 (ASM/ASCM) value to LVDS vehicleUpdate_1.NetCfg_ASCM
SWE-CAM-010	SYS-RA-VF551_V2-446	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_DJ when PROXI Vehicle_Line_Configuration = HD
SWE-CAM-010	SYS-RA-VF551_V2-447	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_D2 when PROXI Vehicle_Line_Configuration = H
SWE-CAM-010	SYS-RA-VF551_V2-484	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall send vehicleUpdate_2.ZoomViewReq = Default when RVC display not active on the Radio: vehicleUpdate
SWE-CAM-010	SYS-RA-VF551_V2-519	VF551_V2	1.13.2.1.10	I欄	ATL-Hi	Functional Requirement	When none of the camera views are displayed on the Radio, then the head unit shall transmit following signals: - TELEMAT
SWE-CAM-010	SYS-RA-VF551_V2-520	VF551_V2	1.13.2.2	I欄	ATL-Hi	Functional Requirement	When Digital RVC configuration is True and display is active, the head unit shall transmit following signals: - TELEMAT
SWE-CAM-010	SYS-RA-VF551_V2-578	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· When all of the following conditions hold true: - RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CA
SWE-CAM-010	SYS-RA-VF551_V2-580	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· When all of the following conditions hold true: - RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CA
SWE-CAM-010	SYS-RA-VF551_V2-582	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall acquire the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.LwsAngle
SWE-CAM-010	SYS-RA-VF551_V2-751	VF551_V2	1.10.3.2	I欄		Functional Requirement	· The Head Unit shall gate and send vehicleUpdate_1.VC_VehLineRVCM = VEH_DT when PROXI Vehicle_Line_Configuration = DT.
SWE-CAM-010	SYS-RA-VF551_V3-185	VF551_V3	1.10.1.1	I欄	ATL-Mi	Out of scope	· The RVCM shall follow below functions when RVC display active on the Radio: LVDS message vehicleUpdate_1.TGW_CAMERA_DI
SWE-CAM-010	SYS-RA-VF551_V3-286	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate PROXI Wheelbase to LVDS vehicleUpdate_1.VC_WHL_BASE_LENGTH a) The Head Unit shall send LVDS
SWE-CAM-010	SYS-RA-VF551_V3-287	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate PROXI Vehicle_Line_Configuration to LVDS vehicleUpdate_1.VC_VehLineRVCM. a) The Head Unit sh
SWE-CAM-010	SYS-RA-VF551_V3-288	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate PROXI Gear_Box_Type to vehicleUpdate_1.VC_Trans_Equipped. a) The Head Unit shall send LVDS v
SWE-CAM-010	SYS-RA-VF551_V42-323	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	"LTM shall send: - vehicleUpdate_1.VC_Trans_Equipped equal to ""Automatic"" IF the PROXI parameter Gear_Box_Type is differ"
SWE-CAM-010	SYS-RA-VF551_V42-326	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	"LTM shall send: - vehicleUpdate_1.VC_WHL_BASE_LENGTH equal to ""Not_Used"" IF the PROXI parameter Wheelbase is equal to """
SWE-CAM-010	SYS-RA-VF551_V42-322	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	Gear_Box_Type to vehicleUpdate_1.VC_Trans_Equipped
SWE-CAM-010	SYS-RA-VF551_V42-327	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	The LTM shall gate and send the signal vehicleUpdate_1.VC_VehLineRVCM equal to [VEH_637MCA] when PROXI Vehicle_Line_Con
SWE-CAM-011	SYS-RA-VF551_V2-746	VF551_V2	1.10.3.2	I欄		Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.LwsAngle = SNA when FD-CAN8 EPS_FD_1.LwsAngle is missing.
SWE-CAM-011	SYS-RA-VF551_V3-282	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate BH-CAN STATUS_CCAN5.ShiftLeverPosition to LVDS vehicleUpdate_2.ShiftLeverPosition a) The Hea
SWE-CAM-011	SYS-RA-VF551_V3-283	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate BH-CAN STATUS_CCAN4.ReverseGearSts to LVDS vehicleUpdate_2.ReverseGearSts a) The Head Unit s
SWE-CAM-011	SYS-RA-VF551_V2-453	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate FD-CAN8 ASCM_FD_2.ASCM_Stat to LVDS vehicleUpdate_2.ASCM_Stat
SWE-CAM-011	SYS-RA-VF551_V2-456	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.ShiftLeverPosition = SNA when FD-CAN8 TRANSM_FD_4.ShiftLeverPosition is miss
SWE-CAM-011	SYS-RA-VF551_V3-280	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate BH-CAN STATUS_CCAN3.VehicleSpeedVSOSig to LVDS vehicleUpdate_2.VehicleSpeedVSOSig a) The Hea
SWE-CAM-011	SYS-RA-VF551_V2-747	VF551_V2	1.10.3.2	I欄		Functional Requirement	The Head Unit shall gate FD-CAN8 TRANSM_FD_4.ShiftLeverPosition to LVDS vehicleUpdate_2.ShiftLeverPosition when Hybrid_T
SWE-CAM-011	SYS-RA-VF551_V42-314	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	"- IF the LTM does not receive the signal GE.LwsAngle, LTM shall send LVDS vehicleUpdate_2.LwsAngle equal to ""SNA""."
SWE-CAM-011	SYS-RA-VF551_V2-748	VF551_V2	1.10.3.2	I欄		Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.ShiftLeverPosition = SNA when FD-CAN8 TRANSM_FD_4.ShiftLeverPosition is miss
SWE-CAM-011	SYS-RA-VF551_V2-750	VF551_V2	1.10.3.2	I欄		Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.ShiftLeverPosition = SNA when FD-CAN8 PT_SYSTEM_FD_1.ShiftLeverPosition_PT
SWE-CAM-011	SYS-RA-VF551_V2-458	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.LwsAngle = SNA when FD-CAN8 STEERING1.LwsAngle_SCCM is missing.
SWE-CAM-011	SYS-RA-VF551_V2-460	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.VehicleSpeedVSOSig = SNA when FD-CAN8 BRAKE_FD_2.VehicleSpeedVSOSig is missi
SWE-CAM-011	SYS-RA-VF551_V42-312	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	- IF the LTM does not receive the signal STATUS_CCAN3.VehicleSpeedVSOSig, LTM shall send LVDS vehicleUpdate_2.VehicleSpe
SWE-CAM-011	SYS-RA-VF551_V2-749	VF551_V2	1.10.3.2	I欄		Functional Requirement	The Head Unit shall gate FD-CAN8 PT_SYSTEM_FD_1.ShiftLeverPosition_PT to LVDS vehicleUpdate_2.ShiftLeverPosition when Hy
SWE-CAM-011	SYS-RA-VF551_V2-455	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	The Head Unit shall gate FD-CAN8 PT_SYSTEM_FD_1.ShiftLeverPosition_PT to LVDS vehicleUpdate_2.ShiftLeverPosition when Hy
SWE-CAM-011	SYS-RA-VF551_V2-442	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate PROXI PAM_Tuning_Set value to the LVDS signal: vehicleUpdate_2.PAM_Tuning_Set
SWE-CAM-011	SYS-RA-VF551_V2-448	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate PROXI Steering_Ratio_Rack_Pinion_Type to LVDS vehicleUpdate_2.VC_Steering_Cfactor
SWE-CAM-011	SYS-RA-VF551_V42-317	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	- IF the LTM does not receive the signal STATUS_CCAN3.VehicleSpeedVSOSig, LTM shall send LVDS vehicleUpdate_2.VehicleSpe
SWE-CAM-011	SYS-RA-VF551_V2-745	VF551_V2	1.10.2	I欄		Functional Requirement	The Head Unit shall gate FD-CAN8 EPS_FD_1.LwsAngle to LVDS vehicleUpdate_2.LwsAngle
SWE-CAM-011	SYS-RA-VF551_V42-310	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	- IF the LTM does not receive the signal ENGINE1.ReverseGearSts, THEN LTM shall send LVDS vehicleUpdate_2.ReverseGearSts
SWE-CAM-011	SYS-RA-VF551_V2-483	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall never send vehicleUpdate_2.ZoomViewReq = SNA to RVCM.
SWE-CAM-011	SYS-RA-VF551_V2-454	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.ShiftLeverPosition = SNA when FD-CAN8 PT_SYSTEM_FD_1.ShiftLeverPosition_PT
SWE-CAM-011	SYS-RA-VF551_V3-281	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate BH-CAN STATUS_CCAN5.LWSAngle to LVDS STATUS_CCAN5.LWSAngle a) The Head Unit shall send LVDS
SWE-CAM-011	SYS-RA-VF551_V2-461	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate FD-CAN8 BRAKE_FD_2.VehicleSpeedVSOSig to LVDS vehicleUpdate_2.VehicleSpeedVSOSig
SWE-CAM-011	SYS-RA-VF551_V2-452	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit sends LVDS vehicleUpdate_2.ASCM_Stat= SNA when FD-CAN8 ASCM_FD_2.ASCM_Stat is missing.
SWE-CAM-011	SYS-RA-VF551_V3-285	VF551_V3	1.10.3.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall gate PROXI Steering_Ratio_Rack_Pinion_Type to LVDS vehicleUpdate_2.VC_Steering_Cfactor a) The Hea
SWE-CAM-011	SYS-RA-VF551_V2-459	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate FD-CAN8 STEERING1.LwsAngle_SCCM to LVDS vehicleUpdate_2.LwsAngle
SWE-CAM-011	SYS-RA-VF551_V3-271	VF551_V3	1.10.2.4	I欄	ATL-Mi	Functional requirement	· The Head Unit shall never send vehicleUpdate_2.ZoomViewReq = [SNA] to RVCM.
SWE-CAM-011	SYS-RA-VF551_V2-457	VF551_V2	1.13.1	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall gate FD-CAN8 TRANSM_FD_4.ShiftLeverPosition to LVDS vehicleUpdate_2.ShiftLeverPosition when Hybrid
SWE-CAM-011	SYS-RA-VF551_V42-308	VF551_V42	1.11.2.1	I欄	ATL-Mi	Functional Requirement	- IF the LTM does not receive the signal TRANSM2.ShiftLeverPosition, LTM shall send LVDS vehicleUpdate_2.ShiftLeverPosit
SWE-CAM-012	SYS-RA-VF551_V2-550	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	· When BCM_FD_10.CmdIgnSts = IGN_LK is received, then the Head Unit shall do the following: 1. Transmit PowerShutDownNo
SWE-CAM-012	SYS-RA-VF551_V2-553	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit shall transmit PowerShutDownNotifcation.Power_Down = False.
SWE-CAM-012	SYS-RA-VF551_V2-582	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall acquire the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.LwsAngle
SWE-CAM-012	SYS-RA-VF551_V3-205	VF551_V3	1.10.2	I欄	ATL-Mi	Non Functional requirement	· The Head Unit shall provide power to the RVCM within 500ms when STATUS_BH_BCM2.CmdIgnSts = [RUN OR IGN_START] is recei
SWE-CAM-012	SYS-RA-VF551_V42-216	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"LTM shall send PowerShutDownNotification.Power _Down equal to ""False"" to the RVCM over LVDS and provide power to the RVC"
SWE-CAM-012	SYS-RA-VF551_V42-219	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"send PowerShutDownNotification.Power _Down equal to ""True"" to the RVCM over LVDS. and it shall provide power to RVCM ove"
SWE-CAM-013	SYS-RA-VF551_V42-592	VF551_V42	1.13.2.1.2.0.4	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM does not receive the AD"
SWE-CAM-013	SYS-RA-VF551_V42-593	VF551_V42	1.13.2.1.2.0.4	I欄	ATL-Mi	Functional Requirement	"Once the LTM receives the LVDS Video Signal, LTM shall: set the DTC to not present according to the ""TLM Diagnostic Req"
SWE-CAM-013	SYS-RA-VF551_V42-595	VF551_V42	1.13.2.1.2.0.5	I欄	ATL-Mi	Functional Requirement	"IF LTM_OperationalModeSts.Info is equal to ""Ignition_On"" or ""Ignition_On_Prplsn_On"" AND the LTM does not receive the STA"
SWE-CAM-014	SYS-RA-VF551_V2-550	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	· When BCM_FD_10.CmdIgnSts = IGN_LK is received, then the Head Unit shall do the following: 1. Transmit PowerShutDownNo
SWE-CAM-014	SYS-RA-VF551_V2-553	VF551_V2	1.14.1	I欄	ATL-Hi	Functional Requirement	a. The Head Unit shall transmit PowerShutDownNotifcation.Power_Down = False.
SWE-CAM-014	SYS-RA-VF551_V2-582	VF551_V2	1.14.1	I欄	ATL-Hi	Out of Scope	· The RVCM shall acquire the following signals on LVDS: - vehicleUpdate_2.VehicleSpeedVSOSig - vehicleUpdate_2.LwsAngle
SWE-CAM-014	SYS-RA-VF551_V3-205	VF551_V3	1.10.2	I欄	ATL-Mi	Non Functional requirement	· The Head Unit shall provide power to the RVCM within 500ms when STATUS_BH_BCM2.CmdIgnSts = [RUN OR IGN_START] is recei
SWE-CAM-014	SYS-RA-VF551_V3-206	VF551_V3	1.10.2	I欄	ATL-Mi	Functional requirement	· The Head Unit shall send PowerShutDownNotifcation.Power_Down = [True] over LVDS to the RVCM and the radio shall provid
SWE-CAM-014	SYS-RA-VF551_V42-216	VF551_V42	1.11.1.2	I欄	ATL-Mi	Functional Requirement	"LTM shall send PowerShutDownNotification.Power _Down equal to ""False"" to the RVCM over LVDS and provide power to the RVC"
SWE-CAM-015	SYS-RA-VF551_V2-488	VF551_V2	1.13.2	I欄	ATL-Hi	Functional Requirement	· When all of the following conditions hold True: - BCM_FD_10.CmdIgnSts = RUN - RVC image active - Shift Lever changes t
SWE-CAM-015	SYS-RA-VF551_V2-492	VF551_V2	1.13.2.1.1	I欄	ATL-Hi	Functional Requirement	· When Head Unit is in Manual Display mode AND RVC image is active, the Head Unit shall continue to display RVC image un
SWE-CAM-015	SYS-RA-VF551_V2-493	VF551_V2	1.13.2.1.2	I欄	ATL-Hi	Functional Requirement	· The Head Unit shall stay in Manual Display Mode and display the RVC image as operating in Manual mode, when all of the
