sheet_row	sys_ra_feature_id	title_source_description	chapter_for_vf	vf_suffix	document_id	signal_names_in_description	n_signals	n_solved_signals	tc_status
500	Sys-RA-VF665_V43_VSM-499	"IF the user sets ""Month1_Setting.Req"" internal signals THEN TLM updates and sends the Month information to VF456 through ""Month1_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_524	VF665_V43_R3	Month1_Setting.Info | Month1_Setting.Req	2	0	interim_leaf
502	Sys-RA-VF665_V43_VSM-501	"IF the user sets ""Month2_Setting.Req"" internal signals THEN TLM updates and sends the Month information to VF456 through ""Month2_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_712	VF665_V43_R3	Month2_Setting.Info | Month2_Setting.Req	2	0	interim_leaf
504	Sys-RA-VF665_V43_VSM-503	"IF the user sets ""Year1_Setting.Req"" internal signals THEN TLM updates and sends the Year information to VF456 through ""Year1_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_525	VF665_V43_R3	Year1_Setting.Info | Year1_Setting.Req	2	0	interim_leaf
506	Sys-RA-VF665_V43_VSM-505	"IF the user sets ""Year2_Setting.Req"" internal signals THEN TLM updates and sends the Year information to VF456 through ""Year2_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_713	VF665_V43_R3	Year2_Setting.Info | Year2_Setting.Req	2	0	interim_leaf
508	Sys-RA-VF665_V43_VSM-507	"IF the user sets ""Year3_Setting.Req"" internal signals THEN TLM updates and sends the Year information to VF456 through ""Year3_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_714	VF665_V43_R3	Year3_Setting.Info | Year3_Setting.Req	2	0	interim_leaf
510	Sys-RA-VF665_V43_VSM-509	"IF the user sets ""Year4_Setting.Req"" internal signals THEN TLM updates and sends the Year information to VF456 through ""Year4_Setting.Info"" internal signal"	01.11.01.01.08.03	VF_715	VF665_V43_R3	Year4_Setting.Info | Year4_Setting.Req	2	0	interim_leaf
512	Sys-RA-VF665_V43_VSM-511	"TLM receives ""Time_Date_Setting_Feedback.Info"" from VF456 to update time and date information in the setup menu."	01.11.01.01.08.03	VF_2829	VF665_V43_R3	Time_Date_Setting_Feedback.Info	1	0	interim_leaf
514	Sys-RA-VF665_V43_VSM-513	"IF ""Auto_Close_Menu"" PROXI parameter is equal to ""Disabled"" THEN TLM shall not display the Speed Lock Door menu item and the user can not perform any settin"	01.11.01.01.09	VF_1390	VF665_V43_R3	Auto_Close_Menu	1	0	interim_leaf
515	Sys-RA-VF665_V43_VSM-514	"IF ""Auto_Close_Menu"" PROXI parameter is equal to ""Enabled"" THEN TLM shall display the Speed Lock Door menu item and the user can perform setting."	01.11.01.01.09	VF_528	VF665_V43_R3	Auto_Close_Menu	1	0	interim_leaf
516	Sys-RA-VF665_V43_VSM-515	"IF the user sets ""Speed_Lock_Door_Enable.Req"" internal signals to ""Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req"" B-CAN signal equal to ""Enable"" and sends this signal to IPC"	01.11.01.01.09	VF_553	VF665_V43_R3	Speed_Lock_Door_Enable.Req | TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req	2	1	interim_leaf
517	Sys-RA-VF665_V43_VSM-516	"IF the user sets ""Speed_Lock_Door_Enable.Req"" internal signals to ""Not_Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req"" B-CAN signal equal to ""Not_Enable"" and sends this signal to IPC"	01.11.01.01.09	VF_554	VF665_V43_R3	Speed_Lock_Door_Enable.Req | TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req	2	1	interim_leaf
518	Sys-RA-VF665_V43_VSM-517	"WHEN TLM receives ""IPC_VEHICLE_SETUP.SpeedLockDoorEnable"" message THEN TLM updates the Speed Lock Door information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.09	VF_555	VF665_V43_R3	IPC_VEHICLE_SETUP.SpeedLockDoorEnable | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
520	Sys-RA-VF665_V43_VSM-519	The LTM/ETM shall display the Unit Custom setting to allow the customer the ability to modify the measurement units setting.	01.11.01.01.10	VF_3566	VF665_V43_R3		0	0	interim_leaf
522	Sys-RA-VF665_V43_VSM-521	"IF ""Odo_Units Change"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the Distance Measurement Unit menu item and the user can not perform any setting."	01.11.01.01.10.01	VF_3568	VF665_V43_R3	Odo_Units Change	1	0	interim_leaf
523	Sys-RA-VF665_V43_VSM-522	"IF ""Odo_Units Change"" PROXI parameter is equal to ""present"" THEN TLM shall display the Distance Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.01	VF_3569	VF665_V43_R3	Odo_Units Change	1	0	interim_leaf
524	Sys-RA-VF665_V43_VSM-523	"IF the user sets ""Distance_Unit_Setting.Req"" internal signals to ""Km"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req"" B-CAN signal equal to ""Km"" and sends this signal to IPC"	01.11.01.01.10.01	VF_3570	VF665_V43_R3	Distance_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req	2	1	interim_leaf
525	Sys-RA-VF665_V43_VSM-524	"IF the user sets ""Distance_Unit_Setting.Req"" internal signals as ""Miles"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req"" B-CAN signal equal to ""Miles"" and sends this signal to IPC"	01.11.01.01.10.01	VF_3571	VF665_V43_R3	Distance_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req	2	1	interim_leaf
526	Sys-RA-VF665_V43_VSM-525	"WHEN TLM receives ""IPC_VEHICLE_SETUP.DistanceUnit"" message THEN TLM updates the Distance Measurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.01	VF_3572	VF665_V43_R3	IPC_VEHICLE_SETUP.DistanceUnit | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
528	Sys-RA-VF665_V43_VSM-527	"IF ""Fuel_Type"" PROXI parameter is different to ""CNG"" or ""GPL"" THEN TLM shall display the Consumption Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.02	VF_3574	VF665_V43_R3	Fuel_Type	1	0	interim_leaf
529	Sys-RA-VF665_V43_VSM-528	"IF ""Odo_Units_Change"" PROXI parameter is equal to ""present"" AND ""Distance_Unit_Setting.Req"" is equal to ""km"" THEN TLM shall display only the menu items ""Km_Per_Litre"" and ""Litres_Per_100Km"""	01.11.01.01.10.02	VF_3575	VF665_V43_R3	Distance_Unit_Setting.Req | Odo_Units_Change	2	0	interim_leaf
530	Sys-RA-VF665_V43_VSM-529	"IF ""Consumption_Unit_Setting.Req"" is equal to ""Km_Per_Litre"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Km_Per_Litre"" value."	01.11.01.01.10.02	VF_3576	VF665_V43_R3	Consumption_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	interim_leaf
531	Sys-RA-VF665_V43_VSM-530	"IF ""Consumption_Unit_Setting.Req"" is equal to ""Litres_Per_100Km"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Litres_Per_100Km"" value."	01.11.01.01.10.02	VF_3577	VF665_V43_R3	Consumption_Unit_Setting.Req | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	interim_leaf
532	Sys-RA-VF665_V43_VSM-531	"IF ""Odo_Units_Change"" PROXI parameter is equal to ""present"" AND ""Distance_Unit_Setting.Req"" is equal to ""miles"" THEN TLM shall display only the Consumption Unit menu item related to ""mpg"""	01.11.01.01.10.02	VF_3578	VF665_V43_R3	Distance_Unit_Setting.Req | Odo_Units_Change	2	0	interim_leaf
534	Sys-RA-VF665_V43_VSM-533	"IF ""Country_Code"" PROXI parameter is equal to ""United States of America"" OR ""GRENADA"" OR ""BURMA"" OR ""MEXICO"" OR ""CANADA"" OR ""PUERTO RICO"" OR ""LIBERIA"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Miles_Per_Gallon_US"" value."	01.11.01.01.10.02	VF_3580	VF665_V43_R3	Country_Code | TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	2	1	interim_leaf
535	Sys-RA-VF665_V43_VSM-534	"ELSE THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"" to ""Miles_Per_Gallon_UK"" value."	01.11.01.01.10.02	VF_3581	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req	1	1	interim_leaf
536	Sys-RA-VF665_V43_VSM-535	"WHEN TLM receives ""IPC_VEHICLE_SETUP.ConsumptionUnit"" message THEN TLM updates the Consumption Measurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.02	VF_3582	VF665_V43_R3	IPC_VEHICLE_SETUP.ConsumptionUnit | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
537	Sys-RA-VF665_V43_VSM-536	ELSE THEN TLM shall not display the Consumption Measurement Unit menu item and the user can not perform setting.	01.11.01.01.10.02	VF_3583	VF665_V43_R3		0	0	interim_leaf
539	Sys-RA-VF665_V43_VSM-538	"IF ""External_Temperature_Sensor"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the External Temperature Measurement Unit menu item and the user can not perform any setting."	01.11.01.01.10.03	VF_3585	VF665_V43_R3	External_Temperature_Sensor	1	0	interim_leaf
540	Sys-RA-VF665_V43_VSM-539	"IF ""External_Temperature_Sensor"" PROXI parameter is equal to ""present"" THEN TLM shall display the External Temperature Measurement Unit menu item and the user can perform setting."	01.11.01.01.10.03	VF_3586	VF665_V43_R3	External_Temperature_Sensor	1	0	interim_leaf
541	Sys-RA-VF665_V43_VSM-540	"IF the user sets ""Temperature_Unit_Setting.Req"" internal signals to ""°C"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req"" B-CAN signal equal to ""°C"" and sends this signal to IPC"	01.11.01.01.10.03	VF_3587	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req | Temperature_Unit_Setting.Req	2	1	interim_leaf
542	Sys-RA-VF665_V43_VSM-541	"IF the user sets ""Temperature_Unit_Setting.Req"" internal signals to ""°F"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req"" B-CAN signal equal to ""°F"" and sends this signal to IPC"	01.11.01.01.10.03	VF_3588	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req | Temperature_Unit_Setting.Req	2	1	interim_leaf
543	Sys-RA-VF665_V43_VSM-542	"WHEN TLM receives ""IPC_VEHICLE_SETUP.TemperatureUnit"" message THEN TLM updates the External TemperatureMeasurement Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.03	VF_3589	VF665_V43_R3	IPC_VEHICLE_SETUP.TemperatureUnit | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
545	Sys-RA-VF665_V43_VSM-544	"IF ""Tyre_Pressure_Unit_Menu"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Tyre Pressure Unit menu item and the user can not perform any setting."	01.11.01.01.10.04	VF_3591	VF665_V43_R3	Tyre_Pressure_Unit_Menu	1	0	interim_leaf
546	Sys-RA-VF665_V43_VSM-545	"IF ""Tyre_Pressure_Unit_Menu"" PROXI parameter is equal to ""Present"" THEN TLM shall display the Tyre Pressure Unit menu item and the user can perform setting."	01.11.01.01.10.04	VF_3592	VF665_V43_R3	Tyre_Pressure_Unit_Menu	1	0	interim_leaf
547	Sys-RA-VF665_V43_VSM-546	"IF the user sets ""Tyre_Pressure_Unit_Setting.Req"" internal signals to "" kPa"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to ""kPa"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3593	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req | Tyre_Pressure_Unit_Setting.Req	2	1	interim_leaf
548	Sys-RA-VF665_V43_VSM-547	"IF the user sets ""Tyre_Pressure_Unit_Setting.Req"" internal signals to "" psi"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to "" psi"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3594	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req | Tyre_Pressure_Unit_Setting.Req	2	1	interim_leaf
549	Sys-RA-VF665_V43_VSM-548	"IF the user sets ""TyrePressureUnit_Req"" internal signals to "" bar"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req"" B-CAN signal equal to ""bar"" and sends this signal to IPC"	01.11.01.01.10.04	VF_3595	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req	1	1	interim_leaf
550	Sys-RA-VF665_V43_VSM-549	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.TyrePressureUnit"" message THEN TLM updates the Tyre Pressure Unit information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.10.04	VF_3596	VF665_V43_R3	IPC_VEHICLE_SETUP2.TyrePressureUnit | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
553	Sys-RA-VF665_V43_VSM-552	"display the ""Language"" menu item. display the language SETS described in ""Market Configuration Table"" document according to ""Country_Code"" PROXI parameter"	01.11.01.01.11	VF_3180	VF665_V43_R3	Country_Code	1	0	interim_leaf
554	Sys-RA-VF665_V43_VSM-553	"IF the user sets a language througt ""Language_Setting.Req"" internal signal THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.LanguageSelection_Req"" to the corresponding selected value."	01.11.01.01.11	VF_1276	VF665_V43_R3	Language_Setting.Req | TELEMATIC_VEHICLE_SETUP.LanguageSelection_Req	2	1	interim_leaf
555	Sys-RA-VF665_V43_VSM-554	"WHEN TLM receives ""IPC_VEHICLE_SETUP.LanguageSelection"" message THEN TLM updates the Language information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.11	VF_1277	VF665_V43_R3	IPC_VEHICLE_SETUP.LanguageSelection | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
556	Sys-RA-VF665_V43_VSM-555	IF TLM receives a negative Ack from IPC THEN the TLM has to maintain the language previously selected.	01.11.01.01.11	VF_1278	VF665_V43_R3		0	0	interim_leaf
558	Sys-RA-VF665_V43_VSM-557	"IF ""DRL_Menù_Enable"" PROXI parameter is equal to ""Disabled"" THEN TLM shall not display the DRL menu item and the user can not perform any setting."	01.11.01.01.12	VF_444	VF665_V43_R3	DRL_Menù_Enable	1	0	interim_leaf
559	Sys-RA-VF665_V43_VSM-558	"IF ""DRL_Menù_Enable"" PROXI parameter is equal to ""Enabled"" THEN TLM shall display the DRL menu item and the user can perform setting."	01.11.01.01.12	VF_445	VF665_V43_R3	DRL_Menù_Enable	1	0	interim_leaf
560	Sys-RA-VF665_V43_VSM-559	"IF the user sets ""DRL_Enable.Req"" internal signals to ""Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DRLEnable_Req"" B-CAN signal equal to ""True"" and sends this signal to IPC"	01.11.01.01.12	VF_446	VF665_V43_R3	DRL_Enable.Req | TELEMATIC_VEHICLE_SETUP.DRLEnable_Req	2	1	interim_leaf
561	Sys-RA-VF665_V43_VSM-560	"IF the user sets ""DRL_Enable.Req"" internal signals to ""Disable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.DRLEnable_Req"" B-CAN signal equal to ""False"" and sends this signal to IPC"	01.11.01.01.12	VF_447	VF665_V43_R3	DRL_Enable.Req | TELEMATIC_VEHICLE_SETUP.DRLEnable_Req	2	1	interim_leaf
562	Sys-RA-VF665_V43_VSM-561	"WHEN TLM receives ""IPC_VEHICLE_SETUP.DRLEnable"" message THEN TLM updates the DRL information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.12	VF_448	VF665_V43_R3	IPC_VEHICLE_SETUP.DRLEnable | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
564	Sys-RA-VF665_V43_VSM-563	"IF ""Twilight_Sensor"" PROXI parameter is equal to ""absent"" THEN TLM shall not display the External Light Sensor menu item and the user can not perform any setting."	01.11.01.01.13	VF_488	VF665_V43_R3	Twilight_Sensor	1	0	interim_leaf
565	Sys-RA-VF665_V43_VSM-564	"IF ""Twilight_Sensor"" PROXI parameter is equal to ""present"" THEN TLM shall display the External Light Sensor menu item and the user can perform setting."	01.11.01.01.13	VF_489	VF665_V43_R3	Twilight_Sensor	1	0	interim_leaf
566	Sys-RA-VF665_V43_VSM-565	"IF the user sets ""External_Light_Sensor_Level.Req"" internal signal to ""Level_1"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req"" B-CAN signal equal to ""Level_1"" and sends this signal to IPC"	01.11.01.01.13	VF_503	VF665_V43_R3	External_Light_Sensor_Level.Req | TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req	2	1	interim_leaf
567	Sys-RA-VF665_V43_VSM-566	"IF the user sets ""External_Light_Sensor_Level_Setting.Req"" internal signal to ""Level_2"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req"" B-CAN signal equal to ""Level_2"" and sends this signal to IPC"	01.11.01.01.13	VF_504	VF665_V43_R3	External_Light_Sensor_Level_Setting.Req | TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req	2	1	interim_leaf
568	Sys-RA-VF665_V43_VSM-567	"IF the user sets ""External_Light_Sensor_Level_Setting.Req"" internal signal to ""Level_3"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req"" B-CAN signal equal to ""Level_3"" and sends this signal to IPC"	01.11.01.01.13	VF_505	VF665_V43_R3	External_Light_Sensor_Level_Setting.Req | TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req	2	1	interim_leaf
569	Sys-RA-VF665_V43_VSM-568	"WHEN TLM receives ""IPC_VEHICLE_SETUP.ExternalLightSensorLevel"" message THEN TLM updates the External light Sensor information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.13	VF_506	VF665_V43_R3	IPC_VEHICLE_SETUP.ExternalLightSensorLevel | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
571	Sys-RA-VF665_V43_VSM-570	TLM shall display the Headlights Off Delay menu item and the user can perform setting.	01.11.01.01.14	VF_2122	VF665_V43_R3		0	0	interim_leaf
572	Sys-RA-VF665_V43_VSM-571	"IF the user sets ""Headlights_Off_Delay_Setting.Req"" internal signal to "" 0 "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req "" B-CAN signal equal to "" 0 "" and sends this signal to IPC"	01.11.01.01.14	VF_2123	VF665_V43_R3	Headlights_Off_Delay_Setting.Req | TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req	2	1	interim_leaf
573	Sys-RA-VF665_V43_VSM-572	"IF the user sets ""Headlights_Off_Delay_Setting.Req "" internal signal to "" 30 "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req "" B-CAN signal equal to "" 30 "" and sends this signal to IPC"	01.11.01.01.14	VF_2124	VF665_V43_R3	Headlights_Off_Delay_Setting.Req | TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req	2	1	interim_leaf
574	Sys-RA-VF665_V43_VSM-573	"IF the user sets ""Headlights_Off_Delay_Setting.Req "" internal signal to "" 60 "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req "" B-CAN signal equal to "" 60 "" and sends this signal to IPC"	01.11.01.01.14	VF_2125	VF665_V43_R3	Headlights_Off_Delay_Setting.Req | TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req	2	1	interim_leaf
575	Sys-RA-VF665_V43_VSM-574	"IF the user sets ""Headlights_Off_Delay_Setting.Req "" internal signal to "" 90 "" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req "" B-CAN signal equal to "" 90 "" and sends this signal to IPC"	01.11.01.01.14	VF_2126	VF665_V43_R3	Headlights_Off_Delay_Setting.Req | TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req	2	1	interim_leaf
576	Sys-RA-VF665_V43_VSM-575	"WHEN TLM receives ""IPC_VEHICLE_SETUP2.HeadlightsOffDelay"" message THEN TLM updates the Headlights Off Delay information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.14	VF_2137	VF665_V43_R3	IPC_VEHICLE_SETUP2.HeadlightsOffDelay | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
578	Sys-RA-VF665_V43_VSM-577	"IF ""CAN node 51 (LBSS)"" == ""Absent"" OR ""CAN node 52 (RBSS)"" == ""Absent"" THEN TLM shall not display the Blind Spot Detection menu item and the user can not perform any setting."	01.11.01.01.15	VF_1158	VF665_V43_R3		0	0	interim_leaf
579	Sys-RA-VF665_V43_VSM-578	"IF ""CAN node 51 (LBSS)"" == ""Present"" AND ""CAN node 52 (RBSS)"" == ""Present"" THEN TLM shall display the Blind Spot Detection menu item and the user can perform setting."	01.11.01.01.15	VF_1157	VF665_V43_R3		0	0	interim_leaf
580	Sys-RA-VF665_V43_VSM-579	"IF the user sets ""Blind_Spot_Detection_Setting.Req"" internal signal to ""Enable_LED"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.BSDEnable_Req"" B-CAN signal equal to ""Enable_LED"" and sends this signal to IPC"	01.11.01.01.15	VF_1159	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.BSDEnable_Req	1	0	interim_leaf
581	Sys-RA-VF665_V43_VSM-580	"IF the user sets ""Blind_Spot_Detection_Setting.Req"" internal signal to ""Enable_ LED_Chime"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.BSDEnable_Req"" B-CAN signal equal to ""Enable_ LED_Chime"" and sends this signal to IPC"	01.11.01.01.15	VF_1160	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.BSDEnable_Req	1	0	interim_leaf
582	Sys-RA-VF665_V43_VSM-581	"IF the user sets ""Blind_Spot_Detection_Setting.Req"" internal signal to ""Not_Enable"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.BSDEnable_Req"" B-CAN signal equal to ""Not_Enable"" and sends this signal to IPC"	01.11.01.01.15	VF_1161	VF665_V43_R3	TELEMATIC_VEHICLE_SETUP.BSDEnable_Req	1	0	interim_leaf
583	Sys-RA-VF665_V43_VSM-582	"WHEN TLM receives ""IPC_VEHICLE_SETUP.BSDEnable"" message THEN TLM updates the Blind Spot information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.15	VF_1162	VF665_V43_R3	IPC_VEHICLE_SETUP.BSDEnable | TLM_Vehicle_Setup_Menu.Info	2	0	interim_leaf
585	Sys-RA-VF665_V43_VSM-584	"IF ""Passive_Entry_Menu"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Passive Entry menu item and the user can not perform any setting."	01.11.01.01.16	VF_1392	VF665_V43_R3	Passive_Entry_Menu	1	0	interim_leaf
586	Sys-RA-VF665_V43_VSM-585	"IF ""Passive_Entry_Menu"" PROXI parameter is equal to ""Present"" THEN TLM shall display the Passive Entry menu item and the user can perform setting."	01.11.01.01.16	VF_1393	VF665_V43_R3	Passive_Entry_Menu	1	0	interim_leaf
587	Sys-RA-VF665_V43_VSM-586	"IF the user sets ""Passive_Entry_Enable.Req"" internal signals to ""On"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req"" B-CAN signal equal to ""On"" and sends this signal to IPC"	01.11.01.01.16	VF_1418	VF665_V43_R3	Passive_Entry_Enable.Req | TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req	2	1	interim_leaf
588	Sys-RA-VF665_V43_VSM-587	"IF the user sets ""Passive_Entry_Enable.Req"" internal signals to ""Off"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req"" B-CAN signal equal to ""Off"" and sends this signal to IPC"	01.11.01.01.16	VF_1419	VF665_V43_R3	Passive_Entry_Enable.Req | TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req	2	1	interim_leaf
589	Sys-RA-VF665_V43_VSM-588	"WHEN TLM receives ""IPC_VEHICLE_SETUP.PassiveEntry"" message THEN TLM updates the Passive Entry information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.16	VF_1420	VF665_V43_R3	IPC_VEHICLE_SETUP.PassiveEntry | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
591	Sys-RA-VF665_V43_VSM-590	"IF ""Remote_Door_Unlock_Menu"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Remote Door Unlock menu item and the user can not perform any setting."	01.11.01.01.17	VF_1422	VF665_V43_R3	Remote_Door_Unlock_Menu	1	0	interim_leaf
592	Sys-RA-VF665_V43_VSM-591	"IF ""Remote_Door_Unlock_Menu"" PROXI parameter is equal to ""Present"" THEN TLM shall display the Remote Door Unlock menu item and the user can perform setting."	01.11.01.01.17	VF_1423	VF665_V43_R3	Remote_Door_Unlock_Menu	1	0	interim_leaf
593	Sys-RA-VF665_V43_VSM-592	"IF the user sets ""Remote_Door_Unlock_Setting.Req"" internal signals to ""Driver"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock._Req"" B-CAN signal equal to ""Driver"" and sends this signal to IPC"	01.11.01.01.17	VF_1448	VF665_V43_R3	Remote_Door_Unlock_Setting.Req | TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock	2	0	interim_leaf
594	Sys-RA-VF665_V43_VSM-593	"IF the user sets ""Remote_Door_Unlock_Setting.Req"" internal signals to ""All"" THEN TLM shall set ""TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock._Req"" B-CAN signal equal to ""All"" and sends this signal to IPC"	01.11.01.01.17	VF_1449	VF665_V43_R3	Remote_Door_Unlock_Setting.Req | TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock	2	0	interim_leaf
595	Sys-RA-VF665_V43_VSM-594	"WHEN TLM receives ""IPC_VEHICLE_SETUP.RemoteDoorUnlock"" message THEN TLM updates the Remote Door Unlock information on its display through ""TLM_Vehicle_Setup_Menu.Info"" internal signal"	01.11.01.01.17	VF_1450	VF665_V43_R3	IPC_VEHICLE_SETUP.RemoteDoorUnlock | TLM_Vehicle_Setup_Menu.Info	2	1	interim_leaf
597	Sys-RA-VF665_V43_VSM-596	"IF ""Horn_Chirp_Menu"" PROXI parameter is equal to ""Absent"" THEN TLM shall not display the Sound Horn with Lock Unlock menu item and the user can not perform any setting."	01.11.01.01.18	VF_3285	VF665_V43_R3	Horn_Chirp_Menu	1	0	interim_leaf
598	Sys-RA-VF665_V43_VSM-597	"IF ""Horn_Chirp_Menu"" PROXI parameter is equal to ""Present"" AND Model_Year>= 20 THEN TLM shall display the Sound Horn with Lock Unlock menu item and the user can perform setting."	01.11.01.01.18	VF_3286	VF665_V43_R3	Horn_Chirp_Menu | Model_Year	2	0	interim_leaf
