sheet_row	polarion_id	melco_id	chapter_for_vf	document_id	function_level1	verification_method_trunc	denominator	mark
615	NRL-376074		01.11.01.01.21	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
616	NRL-376075		01.11.01.01.21	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
617	NRL-376076		01.11.01.01.21	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
618	NRL-376077		01.11.01.01.21	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
620	NRL-376079		01.11.01.01.22	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
621	NRL-376080		01.11.01.01.22	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
623	NRL-376082		01.11.01.01.23	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
624	NRL-376083		01.11.01.01.23	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
626	NRL-376085		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
627	NRL-376086		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
628	NRL-376087		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
629	NRL-376088		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
632	NRL-376091		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
633	NRL-376092		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
634	NRL-376093		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
635	NRL-376094		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
636	NRL-376095		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
639	NRL-376098		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
640	NRL-376099		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
641	NRL-376100		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
642	NRL-376101		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
643	NRL-376102		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
644	NRL-376103		01.11.01.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
646	NRL-376105		01.11.01.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
647	NRL-376106		01.11.01.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
648	NRL-376107		01.11.01.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
649	NRL-376108		01.11.01.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
650	NRL-376109		01.11.01.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
652	NRL-376111		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
653	NRL-376112		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
654	NRL-376113		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
655	NRL-376114		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
656	NRL-376115		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
657	NRL-376116		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
658	NRL-376117		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
659	NRL-376118		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
660	NRL-376119		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
662	NRL-376121		01.11.01.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
664	NRL-376123		01.11.01.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
665	NRL-376124		01.11.01.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
666	NRL-376125		01.11.01.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
667	NRL-376126		01.11.01.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
668	NRL-376127		01.11.01.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
670	NRL-376129		01.11.01.01.28	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
671	NRL-376130		01.11.01.01.28	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
672	NRL-376131		01.11.01.01.28	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
674	NRL-376133		01.11.01.01.29	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
675	NRL-376134		01.11.01.01.29	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
676	NRL-376135		01.11.01.01.29	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
678	NRL-376137		01.11.01.01.30	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
679	NRL-376138		01.11.01.01.30	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
680	NRL-376139		01.11.01.01.30	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
682	NRL-376141		01.11.01.01.31	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
683	NRL-376142		01.11.01.01.31	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
684	NRL-376143		01.11.01.01.31	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
685	NRL-376144		01.11.01.01.31	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
687	NRL-376146		01.11.01.01.32	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
688	NRL-376147		01.11.01.01.32	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
689	NRL-376148		01.11.01.01.32	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
690	NRL-376149		01.11.01.01.32	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
790	NRL-376249		01.13.02.01.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
793	NRL-376252		01.13.02.01.02	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
795	NRL-376254		01.13.02.01.03	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
796	NRL-376255		01.13.02.01.03	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
797	NRL-376256		01.13.02.01.03	VF665_V43_R3	2. 系統特定診斷(System-Specific Diagnostics)	1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation	IN	
813	NRL-376272		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
814	NRL-376273		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
815	NRL-376274		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
816	NRL-376275		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
817	NRL-376276		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
818	NRL-376277		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
819	NRL-376278		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
820	NRL-376279		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
821	NRL-376280		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
822	NRL-376281		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
823	NRL-376282		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
824	NRL-376283		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
825	NRL-376284		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
826	NRL-376285		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
827	NRL-376286		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
828	NRL-376287		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
829	NRL-376288		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
830	NRL-376289		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
831	NRL-376290		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
832	NRL-376291		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
833	NRL-376292		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
834	NRL-376293		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
835	NRL-376294		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
836	NRL-376295		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
837	NRL-376296		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
838	NRL-376297		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
839	NRL-376298		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
840	NRL-376299		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
841	NRL-376300		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
842	NRL-376301		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
843	NRL-376302		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
844	NRL-376303		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
845	NRL-376304		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
846	NRL-376305		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
847	NRL-376306		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	IN	
870	NRL-376329		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
871	NRL-376330		01.14.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)		IN	
876	NRL-376335		01.14.02.01.01	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
878	NRL-376337		01.14.02.01.02	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
880	NRL-376339		01.14.02.01.03	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
882	NRL-376341		01.14.02.01.04	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
884	NRL-376343		01.14.02.01.05	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
886	NRL-376345		01.14.02.01.06	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
888	NRL-376347		01.14.02.01.07	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
890	NRL-376349		01.14.02.01.08	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
892	NRL-376351		01.14.02.01.09	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
894	NRL-376353		01.14.02.01.10	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
896	NRL-376355		01.14.02.01.11	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
898	NRL-376357		01.14.02.01.12	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
900	NRL-376359		01.14.02.01.13	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
902	NRL-376361		01.14.02.01.14	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
904	NRL-376363		01.14.02.01.15	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
906	NRL-376365		01.14.02.01.16	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
908	NRL-376367		01.14.02.01.17	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
910	NRL-376369		01.14.02.01.18	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
912	NRL-376371		01.14.02.01.19	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
914	NRL-376373		01.14.02.01.20	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
916	NRL-376375		01.14.02.01.21	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
918	NRL-376377		01.14.02.01.22	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
920	NRL-376379		01.14.02.01.23	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
922	NRL-376381		01.14.02.01.24	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
924	NRL-376383		01.14.02.01.25	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
926	NRL-376385		01.14.02.01.26	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
928	NRL-376387		01.14.02.01.27	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
930	NRL-376389		01.14.02.01.28	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
932	NRL-376391		01.14.02.01.29	VF665_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	IN	
991	NRL-385520		01.08.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	"""1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation"""	EXCLUDED	VF655_誤植疑義(DR-VT2)
993	NRL-385522		01.11.01.01.07	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (Vector CANoe / CANalyzer)  HMI functional test  Signal value verification against DBC  Integration	EXCLUDED	VF655_誤植疑義(DR-VT2)
994	NRL-385523		01.11.01.01.07	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Verified by in-vehicle testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
995	NRL-385524		01.11.01.01.07	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI functional verification  Signal-to-display consistency testing  Integratio	EXCLUDED	VF655_誤植疑義(DR-VT2)
997	NRL-385526		01.11.01.01.10	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	HMI functional testing  User interaction test  Boundary condition validation  UI navigation validation	EXCLUDED	VF655_誤植疑義(DR-VT2)
999	NRL-385528		01.11.01.01.10.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1000	NRL-385529		01.11.01.01.10.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1001	NRL-385530		01.11.01.01.10.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation  HMI interaction test  Integration test with IPC  Signal verification against DBC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1002	NRL-385531		01.11.01.01.10.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation  HMI interaction testing  LID-to-CAN mapping verification  Integration test with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1003	NRL-385532		01.11.01.01.10.01	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation  HMI functional verification  LID-to-CAN mapping validation  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1005	NRL-385534		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	PROXI configuration simulation test  HMI validation test  Variant configuration testing  LID mapping verification	EXCLUDED	VF655_誤植疑義(DR-VT2)
1006	NRL-385535		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1007	NRL-385536		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test (select Km_Per_Litre)  Signal verification against DBC co	EXCLUDED	VF655_誤植疑義(DR-VT2)
1008	NRL-385537		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test  Signal verification against DBC coding  Integration test	EXCLUDED	VF655_誤植疑義(DR-VT2)
1009	NRL-385538		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1010	NRL-385539		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1011	NRL-385540		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	PROXI simulation testing (VC_COUNTRY variants)  CAN trace validation (CANoe / CANalyzer)  Market configuration validatio	EXCLUDED	VF655_誤植疑義(DR-VT2)
1012	NRL-385541		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	PROXI configuration simulation (VC_COUNTRY variants)  CAN trace validation  Market configuration validation  Integration	EXCLUDED	VF655_誤植疑義(DR-VT2)
1013	NRL-385542		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI functional test  Signal coding verification against DBC  Integration test 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1014	NRL-385543		01.11.01.01.10.02	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	HMI functional test (menu visibility + interaction lock)  UI navigation test  Condition simulation (the related IF condi	EXCLUDED	VF655_誤植疑義(DR-VT2)
1016	NRL-385545		01.11.01.01.10.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1017	NRL-385546		01.11.01.01.10.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1018	NRL-385547		01.11.01.01.10.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test  Signal verification against DBC coding  Integration test	EXCLUDED	VF655_誤植疑義(DR-VT2)
1019	NRL-385548		01.11.01.01.10.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test  Signal coding verification  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1020	NRL-385549		01.11.01.01.10.03	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI functional test  Signal-to-display consistency verification  Integration t	EXCLUDED	VF655_誤植疑義(DR-VT2)
1022	NRL-385551		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1023	NRL-385552		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1024	NRL-385553		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation  HMI interaction test  Signal verification against DBC  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1025	NRL-385554		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test  Signal coding verification  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1026	NRL-385555		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI interaction test  Signal coding verification  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
1027	NRL-385556		01.11.01.01.10.04	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI functional test  Signal-to-display consistency verification  Integration t	EXCLUDED	VF655_誤植疑義(DR-VT2)
1029	NRL-385558		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1030	NRL-385559		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1031	NRL-385560		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation using CANoe / CANalyzer  Timer behavior validation  HMI functional validation  Integration test wit	EXCLUDED	VF655_誤植疑義(DR-VT2)
1032	NRL-385561		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Unit test for timer initialization  Timer expiration simulation  Integration testing within EPB Maintenance Mode workflo	EXCLUDED	VF655_誤植疑義(DR-VT2)
1034	NRL-385563		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace analysis (transition validation)  HMI verification test  Timer reset validation  Integration testing with IPC 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1035	NRL-385564		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Timer reset verification  Integration testing with IPC	EXCLUDED	VF655_誤植疑義(DR-VT2)
