sheet	row	col	tc_id	rule	old_text	new_text	mechanical
Test Case Specification&Result	124	13	NR1L-PowerManagement-123	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	126	12	NR1L-PowerManagement-125	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	134	12	NR1L-PowerManagement-133	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	135	12	NR1L-PowerManagement-134	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	138	12	NR1L-PowerManagement-137	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	139	12	NR1L-PowerManagement-138	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	140	12	NR1L-PowerManagement-139	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	141	12	NR1L-PowerManagement-140	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	142	12	NR1L-PowerManagement-141	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	143	12	NR1L-PowerManagement-142	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	145	12	NR1L-PowerManagement-144	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	146	12	NR1L-PowerManagement-145	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	147	12	NR1L-PowerManagement-146	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	148	12	NR1L-PowerManagement-147	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	161	12	NR1L-PowerManagement-157	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	170	12	NR1L-PowerManagement-027	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	170	13	NR1L-PowerManagement-027	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	173	12	NR1L-PowerManagement-030	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	174	10	NR1L-PowerManagement-031	P-v3→v4:bare	$BCM_FD_27.Comfort_Enable_Time$		N
Test Case Specification&Result	174	12	NR1L-PowerManagement-031	P-v3→v4:bare	$BCM_FD_27.Comfort_Enable_Time$		N
Test Case Specification&Result	174	12	NR1L-PowerManagement-031	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	174	13	NR1L-PowerManagement-031	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 2 (Timed) is received	STATUS_TELEMATIC.PowerSts_Telematic = 2 (Timed) is sent	Y
Test Case Specification&Result	174	13	NR1L-PowerManagement-031	P-v3→v4:bare	$BCM_FD_27.Comfort_Enable_Time$		N
Test Case Specification&Result	175	12	NR1L-PowerManagement-159	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	176	12	NR1L-PowerManagement-160	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	177	12	NR1L-PowerManagement-161	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	178	12	NR1L-PowerManagement-162	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	179	12	NR1L-PowerManagement-163	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	180	12	NR1L-PowerManagement-164	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	186	12	NR1L-PowerManagement-005	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	186	12	NR1L-PowerManagement-005	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	186	13	NR1L-PowerManagement-005	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	191	12	NR1L-PowerManagement-010	P-v3→v4:bare	$TELEMATIC_FD_13.AUD_LVL$		N
Test Case Specification&Result	192	12	NR1L-PowerManagement-011	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Actv$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Actv = 1 (Active)	Y
Test Case Specification&Result	192	12	NR1L-PowerManagement-011	P-v3→v4:send	Send the signal $STATUS_LIN.PN14_LS_Lvl7$ = 1 (Active)	Send CAN: STATUS_LIN.PN14_LS_Lvl7 = 1 (Active)	Y
Test Case Specification&Result	193	12	NR1L-PowerManagement-012	P-v3→v4:send	Send the signal $STATUS_LIN.Batt_ST_Crit$ = 1 (True)	Send CAN: STATUS_LIN.Batt_ST_Crit = 1 (True)	Y
Test Case Specification&Result	195	12	NR1L-PowerManagement-014	P-v3→v4:bare	$TELEMATIC_FD_13.AUD_LVL$		N
Test Case Specification&Result	198	12	NR1L-PowerManagement-166	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	199	12	NR1L-PowerManagement-167	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	200	12	NR1L-PowerManagement-168	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	201	12	NR1L-PowerManagement-169	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	201	13	NR1L-PowerManagement-169	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	202	12	NR1L-PowerManagement-170	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	203	12	NR1L-PowerManagement-171	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	204	12	NR1L-PowerManagement-284	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	204	13	NR1L-PowerManagement-284	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	205	12	NR1L-PowerManagement-285	P-v3→v4:send	Send the signal $BCM_FD_27.Comfort_Enable_Act$ = 0 (DR-PW26)	Send CAN: BCM_FD_27.Comfort_Enable_Act = 0 (DR-PW26)	Y
Test Case Specification&Result	205	12	NR1L-PowerManagement-285	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	205	13	NR1L-PowerManagement-285	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 1 (Standby) is received	STATUS_TELEMATIC.PowerSts_Telematic = 1 (Standby) is sent	Y
Test Case Specification&Result	205	13	NR1L-PowerManagement-285	P-v3→v4:bare	$BCM_FD_27.Comfort_Enable_Act$		N
Test Case Specification&Result	212	12	NR1L-PowerManagement-231	P-v3→v4:bare	$RADIO_B4.Radio_Theme$		N
Test Case Specification&Result	213	12	NR1L-PowerManagement-232	P-v3→v4:bare	$RADIO_B4.Radio_Theme$		N
Test Case Specification&Result	227	12	NR1L-PowerManagement-246	P-v3→v4:bare	$RADIO_B4.Radio_Theme$		N
Test Case Specification&Result	228	12	NR1L-PowerManagement-247	P-v3→v4:bare	$RADIO_B4.Radio_Theme$		N
Test Case Specification&Result	243	12	NR1L-PowerManagement-179	P-v3→v4:send	Send the signal $STATUS_BH_BCM2.CmdIgnSts$ = 5 (START)	Send CAN: STATUS_BH_BCM2.CmdIgnSts = 5 (START)	Y
Test Case Specification&Result	243	12	NR1L-PowerManagement-179	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	243	13	NR1L-PowerManagement-179	P-v3→v4:recv	The signal value $STATUS_BH_BCM2.CmdIgnSts$ = 5 (START) is received	STATUS_BH_BCM2.CmdIgnSts = 5 (START) is sent	Y
Test Case Specification&Result	244	12	NR1L-PowerManagement-180	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	249	12	NR1L-PowerManagement-184	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	249	12	NR1L-PowerManagement-184	P-v3→v4:bare	$STATUS_BH_BCM1.OperationalModeSts$		N
Test Case Specification&Result	249	12	NR1L-PowerManagement-184	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-202	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_STAT$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_X_COORD$		N
Test Case Specification&Result	273	12	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_Y_COORD$		N
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:recv	The signal value $STATUS_TELEMATIC.PowerSts_Telematic$ = 3 (Idle) is received	STATUS_TELEMATIC.PowerSts_Telematic = 3 (Idle) is sent	Y
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:recv	The signal value $TELEMATIC_FD_5.CM_TCH_STAT$ = 1 (TCH_PSD) is received	TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent	Y
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:recv	The signal value $TELEMATIC_FD_5.CM_TCH_STAT$ = 1 (TCH_PSD) is received	TELEMATIC_FD_5.CM_TCH_STAT = 1 (TCH_PSD) is sent	Y
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_X_COORD$		N
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_Y_COORD$		N
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_X_COORD$		N
Test Case Specification&Result	273	13	NR1L-PowerManagement-202	P-v3→v4:bare	$TELEMATIC_FD_5.CM_TCH_Y_COORD$		N
Test Case Specification&Result	296	12	NR1L-PowerManagement-225	P-v3→v4:bare	$STATUS_TELEMATIC.PowerSts_Telematic$		N
Test Case Specification&Result	10		NR1L-PowerManagement-261	X-nav	4. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	14		NR1L-PowerManagement-264	X-nav	1. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	17		NR1L-PowerManagement-267	X-nav	4. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	22		NR1L-PowerManagement-272	X-nav	1. Attempt to open a Customer setting screen to check that it is disabled	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	24		NR1L-PowerManagement-273	X-nav	7. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	26		NR1L-PowerManagement-275	X-nav	7. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	28		NR1L-PowerManagement-277	X-nav	4. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	71		NR1L-PowerManagement-081	X-nav	"2. Read the HU screen and check that the ""Rear View Camera"" video is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	95		NR1L-PowerManagement-105	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	96		NR1L-PowerManagement-106	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	128		NR1L-PowerManagement-127	X-nav	1. Leave the HU in Standby mode without requesting an HMI screen	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	128		NR1L-PowerManagement-127	X-nav	"2. Read the HU screen and check that the ""Display Backlight"" is off while no HMI"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	129		NR1L-PowerManagement-128	X-nav	1. Request an HMI screen to be displayed while the HU is in Standby mode	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	129		NR1L-PowerManagement-128	X-nav	"2. Read the HU screen and check that the ""Display Backlight"" is off while no HMI"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	136		NR1L-PowerManagement-135	X-nav	"2. Read the HU screen and check that the ""Rear View Camera"" video is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	137		NR1L-PowerManagement-136	X-nav	"2. Read the HU screen and check that the ""Rear View Camera"" video is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	149		NR1L-PowerManagement-148	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	149		NR1L-PowerManagement-148	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	150		NR1L-PowerManagement-149	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	150		NR1L-PowerManagement-149	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	151		NR1L-PowerManagement-150	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	151		NR1L-PowerManagement-150	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	152		NR1L-PowerManagement-151	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	152		NR1L-PowerManagement-151	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	153		NR1L-PowerManagement-152	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	153		NR1L-PowerManagement-152	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	154		NR1L-PowerManagement-153	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	155		NR1L-PowerManagement-154	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	156		NR1L-PowerManagement-155	X-nav	"3. Apply ENTER_FULL_OPERATION and read the ""Brand Logo Screen"""	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	165		NR1L-PowerManagement-022	X-nav	1. Open the timeout setting entry in the TLM menu	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	166		NR1L-PowerManagement-023	X-nav	1. Open the timeout setting entry in the TLM menu	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	167		NR1L-PowerManagement-024	X-nav	1. Open the timeout setting entry in the TLM menu	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	168		NR1L-PowerManagement-025	X-nav	1. Open the timeout setting entry in the TLM menu	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	169		NR1L-PowerManagement-026	X-nav	1. Open the timeout setting entry in the TLM menu	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	170		NR1L-PowerManagement-027	X-nav	"2. Read the ""Call Screen"" on the paired phone and check that it shows the call a"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	170		NR1L-PowerManagement-027	X-nav	"5. Read the HU screen and check that the ""Incoming Call"" pop-up is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	175		NR1L-PowerManagement-159	X-nav	"2. Read the HU screen and check that the ""Call Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	176		NR1L-PowerManagement-160	X-nav	"2. Read the HU screen and check that the ""Call Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	177		NR1L-PowerManagement-161	X-nav	"2. Read the HU screen and check that the ""Call Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	181		NR1L-PowerManagement-165	X-nav	2. Bring the HU to FULL OPERATION again and read the screen to check the disclai	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	182		NR1L-PowerManagement-001	X-nav	"3. Read the HU screen and check the ""Splash Screen"" against that time on the rec"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	183		NR1L-PowerManagement-002	X-nav	"3. Read the HU screen and check the ""Splash Screen"" against that time on the rec"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	184		NR1L-PowerManagement-003	X-nav	"3. Read the HU screen and check the ""Splash Screen"" against that time on the rec"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	185		NR1L-PowerManagement-004	X-nav	"3. Read the HU screen at that time and check that the ""Splash Screen"" is shown o"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	185		NR1L-PowerManagement-004	X-nav	"5. Read the HU screen before and after that time and check that the ""Standard Sc"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	192		NR1L-PowerManagement-011	X-nav	"4. Read the ""Call Screen"" on the paired phone and check that it still shows the "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	193		NR1L-PowerManagement-012	X-nav	"3. Read the ""Call Screen"" on the paired phone and check that it still shows the "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	201		NR1L-PowerManagement-169	X-nav	"3. Read the HU screen and check that the ""FOTA update available"" pop-up is shown"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	201		NR1L-PowerManagement-169	X-nav	"5. Read the HU screen and check that the ""FOTA update available"" pop-up is still"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	202		NR1L-PowerManagement-170	X-nav	1. Dismiss the FOTA pop-up on the screen	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	204		NR1L-PowerManagement-284	X-nav	"3. Read the HU screen and check that the ""FOTA update available"" pop-up is shown"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	204		NR1L-PowerManagement-284	X-nav	"5. Read the HU screen and check that the ""FOTA update available"" pop-up is no lo"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	205		NR1L-PowerManagement-285	X-nav	"3. Read the HU screen and check that the ""FOTA update available"" pop-up is shown"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	207		NR1L-PowerManagement-173	X-nav	"2. Read the HU screen and check that it goes dark and then shows the ""Splash Scr"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	209		NR1L-PowerManagement-228	X-nav	"2. Read the ""Theme"" applied on the HU screen"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	210		NR1L-PowerManagement-229	X-nav	"2. Read the ""Theme"" applied on the HU screen"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	211		NR1L-PowerManagement-230	X-nav	"2. Read the ""PDO Branded Element"" shown on the HU screen"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	214		NR1L-PowerManagement-233	X-nav	"2. Read the branded text on the HU screen and check that it is rendered in the """	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	215		NR1L-PowerManagement-234	X-nav	"2. Read the branded text on the HU screen and check that it is rendered in the """	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	216		NR1L-PowerManagement-235	X-nav	"2. Read the branded text on the HU screen and check that it is rendered in the """	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	220		NR1L-PowerManagement-239	X-nav	"2. Read the ""Profile"" screen and check that its avatar list is the ""<Brand> avat"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	221		NR1L-PowerManagement-240	X-nav	"2. Read the ""Profile"" screen and check that its avatar list is the ""<Brand> avat"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	222		NR1L-PowerManagement-241	X-nav	"2. Read the ""Profile"" screen and check that its avatar list is the ""<Brand> avat"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	223		NR1L-PowerManagement-242	X-nav	"2. Read the climate screen and check which ""Recirc Icon"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	224		NR1L-PowerManagement-243	X-nav	"2. Read the climate screen and check which ""Recirc Icon"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	230		NR1L-PowerManagement-249	X-nav	"2. Read the seat settings screen and check which ""Seat Graphic"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	231		NR1L-PowerManagement-286	X-nav	"2. Read the seat settings screen and check that the ""M240 seat graphics"" are sho"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	232		NR1L-PowerManagement-250	X-nav	"2. Read the ""Performance Gauges"" screen and check which ""Performance Gauges"" are"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	242		NR1L-PowerManagement-178	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"" is no longer playe"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	243		NR1L-PowerManagement-179	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"" is no longer playe"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	244		NR1L-PowerManagement-180	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"" is no longer playe"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	246		NR1L-PowerManagement-182	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"" is not played on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	246		NR1L-PowerManagement-182	X-nav	"4. Read the HU screen and check that the ""Start-up Animation"" is played on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	247		NR1L-PowerManagement-287	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"" is not played on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	247		NR1L-PowerManagement-287	X-nav	5. Repeat the door event and read the HU screen	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	248		NR1L-PowerManagement-183	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"", the ""Splash Scree"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	249		NR1L-PowerManagement-184	X-nav	"4. Read the HU screen and check that the ""Splash Screen"" is not shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	256		NR1L-PowerManagement-185	X-nav	"3. Apply ENTER_FULL_OPERATION and read the ""Brand Logo Screen"""	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	263		NR1L-PowerManagement-192	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	263		NR1L-PowerManagement-192	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	264		NR1L-PowerManagement-193	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	264		NR1L-PowerManagement-193	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	265		NR1L-PowerManagement-194	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	265		NR1L-PowerManagement-194	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	266		NR1L-PowerManagement-195	X-nav	2. Apply ENTER_FULL_OPERATION and let the brand logo screen be shown	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	266		NR1L-PowerManagement-195	X-nav	"3. Read the ""Brand Logo Screen"" and check which of the named logos is shown on i"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	267		NR1L-PowerManagement-196	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	268		NR1L-PowerManagement-197	X-nav	"2. Read the HU screen and check that the ""Splash Screen"" is shown on it"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	273		NR1L-PowerManagement-202	X-nav	"3. Read the HU screen and check that only the ""Splash Screen"" is shown on it and"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	273		NR1L-PowerManagement-202	X-nav	4. Touch the screen and read the bus trace	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	274		NR1L-PowerManagement-203	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"", the ""Splash Scree"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	275		NR1L-PowerManagement-204	X-nav	"2. Read the HU screen and check that the ""Start-up Animation"", the ""Splash Scree"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
