path	size	sha256	filename	doc_id_or_NONE	dup_group	note
features/vehicle_setting/inputs/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	295635	0a37121f4670b0b707885170448a8de6e5f8bf7e1b27158ee74d6b5b1d759a46	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	NONE		NAME_COLLISION
forms/HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	296368	8d04e51a56d6391d439755a052f080cf52e1953e3527ed20e6d201f042739c00	HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx	NONE		NAME_COLLISION
features/ics_management/inputs/ICS_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	47625	b853c336c28e51f8591672a8440980ad308f4ea0a6b05afa7a27a3bff7d0fda7	ICS_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE		
features/bed_lowering/inputs/INPUTS.sha256	468	02e868e99077d58328a334ea9608c8f12a2aee7f0d81fa1d7a3d6d178e96a830	INPUTS.sha256	NONE		NAME_COLLISION;META
features/vehicle_setting/inputs/INPUTS.sha256	5138	527f9151e8e473fee51c81fa0593fbf0fb649b23bf31b0646263b5ac09a13bf1	INPUTS.sha256	NONE		NAME_COLLISION;META
_intake/AMFM/INTAKE.md	369	5e17534c9f4e29b38c123a15bf93e6b6e17ba1fb7e28fc783ad9c75ce02c9748	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Comfort/INTAKE.md	372	95c81f7eb09bcf75e1ac80ee94bfa8801de723743c9e84695339eed7cd7e288d	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Display/INTAKE.md	1114	07d0fadd4ef92687c890a070934ddf85b59030ed4029f19ae00500350de53541	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Privacy/INTAKE.md	372	9971f127494bbd9c929b4908fd4a7dee7bb5ff98a977bfeb62b9f3357f43f7f0	INTAKE.md	NONE		NAME_COLLISION;META
_intake/SW_Update/INTAKE.md	1565	723b09a30076ba225c5e988907849bd55a091808e78c88362c0be39c1ab9f131	INTAKE.md	NONE		NAME_COLLISION;META
_intake/SXM/INTAKE.md	625	22b932177bd9d67930e30fa4dbdc0a044e853e212aecb19f87beb04129c33225	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Time_Management/INTAKE.md	380	eb8d7673cf8379f64e56c1c3d9a2e09e04ed98081b31e11f23393ccf5e1ec119	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Vehicle_Category/INTAKE.md	952	b1c1d64384cb09a5f95c4ff02838cf7f3244dd0d0a64369fea2199f1343b9880	INTAKE.md	NONE		NAME_COLLISION;META
_intake/Popup/INTAKE.sha256	391	f63c646f8dccccbab338c678105a4bbf8d3367de7f6017b60ff2be8db4975625	INTAKE.sha256	NONE		META
forms/LOOKUP_MISSES.md	7953	ca378c9c60f5f53b79ea499cc5d52c8971b4f9f0299d42f8191af9f3806328c4	LOOKUP_MISSES.md	NONE		
features/time_management/inputs/Logical Identifiers and CAN Mapping v1_76.xlsx	622158	9a751a72167aec2a1d8430da7ca1a57e79fd5bd4149ca39cf600827f9d7e2d57	Logical Identifiers and CAN Mapping v1_76.xlsx	NONE		NAME_COLLISION
features/vehicle_setting/inputs/Logical Identifiers and CAN Mapping v1_76.xlsx	622949	ffceac36e9db145dc0311a25435b15249835e077bab264e71a95b0fb37a98ef4	Logical Identifiers and CAN Mapping v1_76.xlsx	NONE		NAME_COLLISION
forms/Logical Identifiers and CAN Mapping v1_78.xlsx	623612	a01e1679c706cd454daf82573a732fe5ad5eedb3865083897cb18c970b312433	Logical Identifiers and CAN Mapping v1_78.xlsx	NONE		
features/power_moding/inputs/MANIFEST.sha256	913	8a51e93722274df6b51cfefb1a95d6d411fe326a1dd75089d7ba70b48a4601ca	MANIFEST.sha256	NONE		
features/power/inputs/derived/O1584.jpg	826145	ca3dbcab8680c73f7304cb77c2c06a4c53e6213b538979e4919f0eedfbd93740	O1584.jpg	NONE		
features/power/inputs/derived/O1584_std.wmf	131198	0ed3550c5287d384fc02051f15f7c4801f433720424b5339e41a8701554e24ff	O1584_std.wmf	NONE		
features/power/inputs/derived/O829_TLM_state_machine.jpg	970273	b736d770962ff4a7d85d52d72bffb4c53e52c18592758a5b92114acf20635d78	O829_TLM_state_machine.jpg	NONE		
features/power/inputs/derived/O829_quadrant_q1.jpg	250953	6beb07ef9487455212cfd424871daebcf66ed722aa36946b426dbaa73fb2e1eb	O829_quadrant_q1.jpg	NONE		
features/power/inputs/derived/O829_quadrant_q2.jpg	191363	627d6159e01ce8907ed33437309f86121aa139f590ec07825e2bf92efb4a9f18	O829_quadrant_q2.jpg	NONE		
features/power/inputs/derived/O829_quadrant_q3.jpg	253676	84b9705e95094a36d910e786b1cd48374f2662b1be94880f0dfce08c948c7f75	O829_quadrant_q3.jpg	NONE		
features/power/inputs/derived/O829_quadrant_q4.jpg	343699	98a80463d115009cde04a54862eaf2312f662865f244fb657380376a25563bd3	O829_quadrant_q4.jpg	NONE		
features/power/inputs/derived/O829_std.wmf	1570764	c28c19e4ebac033683d9a1a8d0f946a6f80aad7aa20a5257441fa2af984b4aff	O829_std.wmf	NONE		
features/display/inputs/Operative_States_Management_-_LTM_with_ICS_and_DCSD_VF169_V2_R1.docx	195732	5548f9a603af8e800ce1ddb11445855f15f34278f945d21e90c62034fc1e90da	Operative_States_Management_-_LTM_with_ICS_and_DCSD_VF169_V2_R1.docx	NONE		
forms/P363_BH-CAN [07338]_3A_R2.dbc	332522	a51079be6e98e6e5d907b7c44bc77663daadbed60e63418dd9dd9f2b07188abd	P363_BH-CAN [07338]_3A_R2.dbc	NONE		
features/vehicle_setting/inputs/PDO Graphics Release - SR24_SR25_Post2A_CR27516_CR27517.pdf	208824	7c26bb9341872ecf587c3df71b40a4245409405df8f040ffc9a34b472709187d	PDO Graphics Release - SR24_SR25_Post2A_CR27516_CR27517.pdf	NONE		
features/vehicle_setting/inputs/PDO Theme Config V3.4.xlsx	44465	0079740c65af0431886753ca0a8a3b44a5f488963b4b294fc8872e41a8df8a23	PDO Theme Config V3.4.xlsx	NONE		
features/vehicle_setting/inputs/PDT25_E3A_R4_FDCAN8_vs_PDT25_E3A_R5_FDCAN8.xlsx	23156	74d11e1bc9c3f7a656f8127a665b4b5c4aa8d47a1712845db3670c25352202e2	PDT25_E3A_R4_FDCAN8_vs_PDT25_E3A_R5_FDCAN8.xlsx	NONE		
forms/PDT27_E2A_R1_BHCAN2.dbc	167226	46cb73f3db62ac9fba6ad8010d7930661983faf01383c022c52ba3c37de1cc60	PDT27_E2A_R1_BHCAN2.dbc	NONE		
forms/PDT27_E2A_R1_FDCAN8.dbc	1106532	2a86c4bf3e670d71b362d430b446d8d157c74b94429e833362f81f4a48f6a22e	PDT27_E2A_R1_FDCAN8.dbc	NONE		
features/vehicle_setting/inputs/PDT27_E2A_R4_BHCAN.dbc	442200	9ef1ec9830fc8018b23d0e36dbd7ca6023b9b0a03124095726eb5583a01930d0	PDT27_E2A_R4_BHCAN.dbc	NONE		
features/vehicle_setting/inputs/PDT27_E2A_R5_FDCAN8.dbc	1177931	51c8fd6092925071bbf443711e5161d78df292de232dc7427b1cceaa8f181cd2	PDT27_E2A_R5_FDCAN8.dbc	NONE		
features/vehicle_setting/inputs/PROXI_HDCC27_R3_20250424.xlsx	743785	e7c2020f01c3d58db431babe7f8a41acbe528c451bd37ef6bb84f1b312be6ff2	PROXI_HDCC27_R3_20250424.xlsx	NONE	G026	
forms/PROXI_HDCC27_R3_20250424.xlsx	743785	e7c2020f01c3d58db431babe7f8a41acbe528c451bd37ef6bb84f1b312be6ff2	PROXI_HDCC27_R3_20250424.xlsx	NONE	G026	
_intake/SW_Update/Pop Up List HMI R1 (26PI).xlsx	2951835	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	Pop Up List HMI R1 (26PI).xlsx	NONE	G028	
features/display/inputs/Pop Up List HMI R1 (26PI).xlsx	2951835	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	Pop Up List HMI R1 (26PI).xlsx	NONE	G028	
features/sw_update/inputs/Pop Up List HMI R1 (26PI).xlsx	2951835	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	Pop Up List HMI R1 (26PI).xlsx	NONE	G028	
features/vehicle_category/inputs/Pop Up List HMI R1 (26PI).xlsx	2951835	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	Pop Up List HMI R1 (26PI).xlsx	NONE	G028	
forms/Pop Up List HMI R1 (26PI).xlsx	2951835	ff47b7be63e5824cafe35deda9f9ddd0a63f6ea458169ef73689a1c559ea13ea	Pop Up List HMI R1 (26PI).xlsx	NONE	G028	
features/comfort/inputs/Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx	2954703	b0827f02c1a0a69b266fd92287557326b4e565942616dc49cca31672e4afa30b	Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx	NONE	G019	
features/user_profiles/inputs/Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx	2954703	b0827f02c1a0a69b266fd92287557326b4e565942616dc49cca31672e4afa30b	Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx	NONE	G019	
features/display/inputs/Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf	1035049	dc078763c67b52388eba8edf5c461515cfd2d92dd3a78dba0ce4e365e43ccc2f	Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf	NONE	G025	
forms/Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf	1035049	dc078763c67b52388eba8edf5c461515cfd2d92dd3a78dba0ce4e365e43ccc2f	Pop Up List Priority Matrix HMI R1 SR24 1A (May 3 2021).pdf	NONE	G025	
features/power_moding/inputs/Power Moding HMI Logic and Flow R1 SR24 2A DCR22412 (January 24 2023).pdf	529984	ff43664eec22691a9e6e35702e0692ce2b8c09d53cb878a541d5f8c436b2e786	Power Moding HMI Logic and Flow R1 SR24 2A DCR22412 (January 24 2023).pdf	NONE		
features/power_moding/inputs/Power Moding HMI State Matrix R1 SR24 Post 2A DCR21421 (August 3 2022).xlsx	100941	04315dd0e3fa510eb99eadcef563bb2f822b40bbb556c1ce807f7041eec710c1	Power Moding HMI State Matrix R1 SR24 Post 2A DCR21421 (August 3 2022).xlsx	NONE		
features/power/inputs/Power_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	85210	2284abf5e6c17e4d1a082cf70d676b6551e16e023387c642f3fd1959c3478c8d	Power_Management_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE		
forms/Project__637MCA_BH-CAN_R1_(29_01_2025)_plusCR19670.dbc	425072	5cac2abcecdf37e2f07991e26dc4cf748fe24874fde93af77a85ea8936d3ed16	Project__637MCA_BH-CAN_R1_(29_01_2025)_plusCR19670.dbc	NONE		
forms/R1L FIP 总控表 V1.1.0.xlsx	8904357	c25b456da7a81b9525ef2a46e200774f339b568ced805eb77a9447a6456f6794	R1L FIP 总控表 V1.1.0.xlsx	NONE		
features/sxm/inputs/R1LR Atl-H 25PI3.5-Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1224.reqifz	1263447	325dba60d1c917602f90d540c382c6bf42ab2ec015dd094ba74d6dd3974e1659	R1LR Atl-H 25PI3.5-Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1224.reqifz	NONE		
features/power/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_009_Wake-up and Power-up_SR26_20250909-1658.docx	154588	eb3eb0861363fc1d85c6127564355a7414ecd37eac0800336bb0d2e9b2911a26	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_009_Wake-up and Power-up_SR26_20250909-1658.docx	NONE		
features/power/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_010_Power Down _SR26_20250909-1658.doc	245248	47c402a01b1a2e3a537797843b968ad621fc2bbc6f7a416a33dfe490247ea505	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_010_Power Down _SR26_20250909-1658.doc	NONE		
features/time_management/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_036_HMI Framework_SR26_20250909-1815.doc	92160	adcb4ca8d0ec31502984d612a16d9f8670ff5d4d324c27179eaee66f5ebd65b2	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_036_HMI Framework_SR26_20250909-1815.doc	NONE		
features/vehicle_setting/inputs/R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250909-1816.docx	258658	87fe31774eeab35cf3d209d50f187ace8a756298b7027d139f70e30943ce7060	R1LR_Atl-H_25PI3.5_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250909-1816.docx	NONE		
features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date _SR26_20250909-1851.docx	81015	564b86517ce240b2699af2d702e838687fd276be3201de879054b57e0b6d3758	R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date _SR26_20250909-1851.docx	NONE		
features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date_20250910_1122.reqifz	336074	488469ce009eefc30010602da3d56a5f2459469332cef60b304b6f90980ee337	R1LR_Atl-H_25PI3.5_Cabin_CFTS _015 Time and Date_20250910_1122.reqifz	NONE		
features/time_management/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS_014 Internationalization Localization_SR26_20250909-1851.doc	526848	e0ad80c211223973d8a29000c0fce95e8e73982641d0851f998ec1c6ab2648d3	R1LR_Atl-H_25PI3.5_Cabin_CFTS_014 Internationalization Localization_SR26_20250909-1851.doc	NONE		
_intake/SXM/R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD _SR26_20250909-1852.doc	1438720	f2004bd79bda6581b45acb580c4c41c280e8013a60c5b84b6dda45466f4b7045	R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD _SR26_20250909-1852.doc	NONE		
_intake/SXM/R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD_20250910_1124.reqifz	1790642	c9bbd3b89575850204a8ba8c7894f52c06d0b7e3cbd5c9b5aa0393d160731a4a	R1LR_Atl-H_25PI3.5_Cabin_CFTS_020 ICS and DCSD_20250910_1124.reqifz	NONE		
features/comfort/inputs/R1LR_Atl-H_25PI3.5_Cabin_CFTS_043 HVAC Controls and Displays _SR26_20250909-1852.doc	2469376	6373bd860fc8eee77d585e7fe931d99eb28fa0fac8dc0ee2531d3947f949f950	R1LR_Atl-H_25PI3.5_Cabin_CFTS_043 HVAC Controls and Displays _SR26_20250909-1852.doc	NONE		
features/audio_mgmt/inputs/R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 019_Audio Management_20250910_1235.pdf	3015554	2db186009a44848dac0036af41107b30f34158159022c677a558281cfc3e6ca2	R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 019_Audio Management_20250910_1235.pdf	NONE		
features/sxm/inputs/R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1239.docx	148585	e5c12e9e0d0f3dd905574fe606bba636e7b51dd3246525def1cbd57fcd29f69f	R1LR_Atl-H_25PI3.5_Multimedia - Radio and Audio_CFTS 024_Specific HU Radio Functions_20250910_1239.docx	NONE		
features/privacy/inputs/R1LR_Atl-H_25PI3.5_Privacy_CFTS_022 Functional Specification_20250910_1708.docx	79276	5eb0dd739f002fe04e4891ceb9fd7d233b4e128a8b35eadce8ad6a631854dd78	R1LR_Atl-H_25PI3.5_Privacy_CFTS_022 Functional Specification_20250910_1708.docx	NONE		
_intake/SW_Update/R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx	133530	9aa9400b3c97bfd893d13a4ba583c402e39ef415f5c517bcc4a0c9fe47336fb6	R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx	NONE	G015	
features/sw_update/inputs/R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx	133530	9aa9400b3c97bfd893d13a4ba583c402e39ef415f5c517bcc4a0c9fe47336fb6	R1LR_Atl-H_25PI4.5 Dec Release-xOTA_CFTS_57 Reflash_20251202-2111.docx	NONE	G015	
_intake/Display/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	292827	8696d1f596e3367754b092ff6d810cccff6258f46d6e90f8c0b30864314a30f3	R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	NONE	G012	
features/display/inputs/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	292827	8696d1f596e3367754b092ff6d810cccff6258f46d6e90f8c0b30864314a30f3	R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	NONE	G012	
features/ics_management/inputs/R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	292827	8696d1f596e3367754b092ff6d810cccff6258f46d6e90f8c0b30864314a30f3	R1LR_Atl-H_26PI1.5 Mar Release-Cabin_CFTS_020 ICS and DCSD _20260310-1533.docx	NONE	G012	
features/display/inputs/R1LR_Atl-H_26PI2.5 Jun Release-Activation and Configuration_CFTS_013_Radio Error Management_20260608-1149.docx	520083	00d47c9e3bf6e4528d247921c5a82bf76f53d542bf7350ef23c127b9276c892f	R1LR_Atl-H_26PI2.5 Jun Release-Activation and Configuration_CFTS_013_Radio Error Management_20260608-1149.docx	NONE		
features/ics_management/inputs/R1LR_Atl-H_26PI2.5 Jun Release-Privacy_CFTS_022 Functional Specification_20260608-1205.docx	176134	7acfa462533d143c8099933e5b9e707f1c36aa3be95f5d8d0875b42a1f917fef	R1LR_Atl-H_26PI2.5 Jun Release-Privacy_CFTS_022 Functional Specification_20260608-1205.docx	NONE		
features/comfort/inputs/SR24 R1 Market Configuration Table v1.6.xlsx	279779	ae4cf0b929b033ac3baabf9d2e6e7497da5539d3f774be30d52d636a67816cfc	SR24 R1 Market Configuration Table v1.6.xlsx	NONE	G018	NAME_COLLISION
features/time_management/inputs/SR24 R1 Market Configuration Table v1.6.xlsx	279779	ae4cf0b929b033ac3baabf9d2e6e7497da5539d3f774be30d52d636a67816cfc	SR24 R1 Market Configuration Table v1.6.xlsx	NONE	G018	NAME_COLLISION
forms/SR24 R1 Market Configuration Table v1.6.xlsx	274486	7e865d557e42c8b00fbb92ed58ae4e94bb1d561c5fdf01c6af32a70821fe7dc9	SR24 R1 Market Configuration Table v1.6.xlsx	NONE		NAME_COLLISION
forms/SR26 Default Settings and PNet ECU Configuration v1_0.xlsx	69667	8f3ae50edd9e8355d1e300bc71980dd099c2ad8e2a1b3de04ec329ff7c34126c	SR26 Default Settings and PNet ECU Configuration v1_0.xlsx	NONE		
features/audio_mgmt/inputs/SWE.1_Audio_Management_Pending_For_Review.xlsx	93993	b5a4295747d1777fdd522f2c2cdc8f255c5ba70412b987514dcf913ad8685f8f	SWE.1_Audio_Management_Pending_For_Review.xlsx	NONE		
features/privacy/inputs/SWE1_CFTS_022-Privacy_Features.xlsx	63786	190e6f3ebaee5fe7ccc5a79014278777a179730409c9a215e77926f200c8a7fe	SWE1_CFTS_022-Privacy_Features.xlsx	NONE		
features/sxm/inputs/SWE1_SXM_FM-WI-FSM-037-A03 STLA 報告_SWRA STLA Report_SWRA_20260406.xlsx	173426	1f7108ba62f23cdcff60299598d29b5ce08f054ffc688caba248b0d91a6f5647	SWE1_SXM_FM-WI-FSM-037-A03 STLA 報告_SWRA STLA Report_SWRA_20260406.xlsx	NONE		
features/time_management/inputs/SWE1_Secure_Date&Time.xlsx	46336	3d692e75b3bf1dc7359443483a551145f4696b3f2c509d3019569ef7139ee279	SWE1_Secure_Date&Time.xlsx	NONE		
features/comfort/inputs/SYS1_CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope.xlsx	914043	cbe747aa139fda4dedceb87c89e9c07c48188e064104dd7d22adaf8be478abbc	SYS1_CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope.xlsx	NONE		
features/bed_lowering/inputs/SYS1_HMI_Bed_Lowering_Mode_HMI_Logic_and_Flow_R1_SR24_1A_(June_21_2021).xlsx	35171	487354fa935dbc5397428dc633d1fa707fc77f7e5250db3f00c0aa310299a7fa	SYS1_HMI_Bed_Lowering_Mode_HMI_Logic_and_Flow_R1_SR24_1A_(June_21_2021).xlsx	NONE		
_intake/Popup/SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx	61837	d9a16eed89203e4c110fd4882f84124c4e6c86654ef3bc2cc6d99732456e2e11	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx	core_hmi_lf_sys1	G024	
sources/raw/core_hmi_lf_sys1/SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx	61837	d9a16eed89203e4c110fd4882f84124c4e6c86654ef3bc2cc6d99732456e2e11	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023).xlsx	core_hmi_lf_sys1	G024	
features/driver_distraction/inputs/SYS1_HMI_Driver_Lockout_HMI_Logic_and_Flow_R1_SR24_1A_(May_3_2021).xlsx	29980	505a06ce6a9a35422411dad0219673e10a8d2808002e66ded95cbbeb028f7b7c	SYS1_HMI_Driver_Lockout_HMI_Logic_and_Flow_R1_SR24_1A_(May_3_2021).xlsx	NONE		
features/user_profiles/inputs/SYS1_HMI_Personal_Account_HMI_Logic_and_Flow_R1L-R_(February_10_2023).xlsx	60091	368d5874aa23e49c007251ece84de8901f873a7f51ab09b788122b164d365b05	SYS1_HMI_Personal_Account_HMI_Logic_and_Flow_R1L-R_(February_10_2023).xlsx	NONE		
features/power_moding/inputs/SYS1_HMI_Power_Moding_HMI_Logic_and_Flow_R1_SR24_2A.xlsx	38722	9c5cc28974f3fcbbfd3cc913532a1d3c64015981d3f2c07425cd9e61fa951f34	SYS1_HMI_Power_Moding_HMI_Logic_and_Flow_R1_SR24_2A.xlsx	NONE		
_intake/SW_Update/SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx	69245	76268e2b6282be85ac52b74985ff6b862260923411d1c4657025e2482575efd3	SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx	NONE	G011	
features/sw_update/inputs/SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx	69245	76268e2b6282be85ac52b74985ff6b862260923411d1c4657025e2482575efd3	SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx	NONE	G011	
_intake/Vehicle_Category/SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx	47458	1fcc87116ac3893602f933ea10b2116895265ea0375ed88d0bf02ebcdeb091d6	SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx	NONE	G002	
features/vehicle_category/inputs/SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx	47458	1fcc87116ac3893602f933ea10b2116895265ea0375ed88d0bf02ebcdeb091d6	SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx	NONE	G002	
features/vehicle_setting/inputs/SYS2  R1LR_Atl-H_25PI1.1_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250815-1022_20260324_Version3_Released.xlsx	323327	8c2977b56e216b5d2e1aef1714c3be90f2d6ed3f451812fc4412dcb1c23eaf0b	SYS2  R1LR_Atl-H_25PI1.1_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250815-1022_20260324_Version3_Released.xlsx	NONE		
features/audio_mgmt/inputs/SYS2-CFTS019-CIP_Radio_DSPPP_Accepted-5reqsRARs.xlsx	97297	93f63499d5b88a69078a8972701f02b5507c745c3cf78d15357acf036ebb8839	SYS2-CFTS019-CIP_Radio_DSPPP_Accepted-5reqsRARs.xlsx	NONE		
features/audio_mgmt/inputs/SYS2-CFTS019-PF R1L-R v1 _RadioPerformanceStandard_Part-1_Released.xlsx	76470	c67725b786786a66a1ba4b040d61884a588d47c0430f18dbda78cbc24f19345b	SYS2-CFTS019-PF R1L-R v1 _RadioPerformanceStandard_Part-1_Released.xlsx	NONE		
features/audio_mgmt/inputs/SYS2-CFTS019-R1 Series Radio EQ Document Version 1.8_Accepted-oneRAR.xlsx	591806	0845d35756620b42d0c8741b236323ed33755aa9dfb798f7d5e47a1591ab6969	SYS2-CFTS019-R1 Series Radio EQ Document Version 1.8_Accepted-oneRAR.xlsx	NONE		
features/display/inputs/SYS2_CFTS013_Radio_Error_Management-Associated_Display.xlsx	85518	1036b2af9f655441cc01bed6e2780a359334d8b10fca5d1bf693fb7137b911b0	SYS2_CFTS013_Radio_Error_Management-Associated_Display.xlsx	NONE		
features/comfort/inputs/SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx	216266	1c0b2abf659f4911412577356623d0760193a4c19badb5cea8265aadd586a4e6	SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx	NONE	G001	
features/display/inputs/SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx	216266	1c0b2abf659f4911412577356623d0760193a4c19badb5cea8265aadd586a4e6	SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx	NONE	G001	
features/power/inputs/SYS2_CFTS_009_Wake_Up_and_Power_Up_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	227822	6af7bfd314a28b3925636b642dc80c87918b50136fb8fa264563b3dc117eb592	SYS2_CFTS_009_Wake_Up_and_Power_Up_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	NONE		
features/power/inputs/SYS2_CFTS_010_Power_down_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	64422	f318b14623fcbf972c6d0428408a6cf5297cbe7d0a710c7fafb8a0e05f538e61	SYS2_CFTS_010_Power_down_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	NONE		
features/time_management/inputs/SYS2_CFTS_015_Time and Date _SR26_V1_Including_Delta_Released.xlsx	210688	ecf665a11eaf859c0e8ea2a9caba41cf94196dabe46772cfd3f9e805c432dec1	SYS2_CFTS_015_Time and Date _SR26_V1_Including_Delta_Released.xlsx	NONE		
_intake/Display/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	193683	421c8eef3f5cb01a2d4d4768b41d38897009c53cdfdff2ff1b6ab80ba72adb1d	SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	NONE	G006	
