path	sha8	which	sheets
features/sw_update/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_prepared.xlsx	b68117a2	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260817_rowsort.xlsx	235f2ca7	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260816_prepared_ext.xlsx	6d53056e	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_split151.xlsx	875d5372	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch10.xlsx	07c28b46	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch7.xlsx	0bbe5892	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260816_extdocs.xlsx	03663159	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch11.xlsx	63c549f0	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260817_merged.xlsx	25fbfc7a	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_verbatim.xlsx	a558f0e1	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_pilot.xlsx	b4ad82c2	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch16.xlsx	9ccbc170	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_blocked2.xlsx	2ccf9136	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260817_itemfmt.xlsx	97e469fe	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_enumsplit.xlsx	c9fda8f3	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_registry.xlsx	7c1c6e06	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_rc42_1.xlsx	8448906d	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_sourceclass.xlsx	d3244e4f	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch14.xlsx	2bcb21cf	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260816.xlsx	8d17ceca	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch15.xlsx	a590d56c	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch12.xlsx	865be17d	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch8.xlsx	3dc7b421	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_readability.xlsx	7d1a275a	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch9.xlsx	2341b8ae	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260817_itemdef.xlsx	2f87c5e8	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/output/archive/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Comfort_20260815_batch13.xlsx	f94f3ff4	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/comfort/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	cd876c20	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/bed_lowering/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_BedLowering_20260902.presl07.bak.xlsx	b0ee608d	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/bed_lowering/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_BedLowering_20260902.xlsx	a0331aa6	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/bed_lowering/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_BedLowering_20260827.xlsx	efa1da4c	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/bed_lowering/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_BedLowering_20260902.presl09.bak.xlsx	fe5b423b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vsm_v43/sandbox/base/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/display/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_Display_20260826.xlsx	06972455	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/display/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vsm_v42/sandbox/base/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vsm_v42/delivered/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VehicleSetupManagementR1Low_20260902.xlsx	abc7f8ae	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vehicle_category/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VehicleCategory_20260827_working.xlsx	c470defd	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vehicle_category/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VehicleCategory_20260902_working.xlsx	f9bbeffc	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vehicle_category/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_VehicleCategory_20260902_working.presl07.bak.xlsx	3a1b5f40	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/vehicle_category/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/time_management/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260825.xlsx	717d48d8	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/time_management/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/sxm/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SXM_20260813.xlsx	0b9cb4f6	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/sxm/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SXM_20260810.xlsx	cd876c20	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/power_moding/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModing_20260826_writeback_rev2.xlsx	01e917b8	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/power_moding/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModing_20260826_writeback_rev3.xlsx	8f471ddf	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/power_moding/output/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModing_20260825_writeback.xlsx	070ef73c	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
features/power_moding/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerModingHMI_20260819.xlsx	2be63feb	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | Test Case Framework | QS Suggestion | 下拉選單
features/power_moding/inputs/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260817_ext.xlsx	6372fb6b	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
output/superseded/SUPERSEDED-20260819__FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_PowerManagement_20260816.xlsx	dc0d2ee0	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Reference | Test Case Framework | QS Suggestion | 下拉選單
docs/test/Dealer Mode/SWE6/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	069687e4	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
docs/test/Dealer Mode/Review/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS012_DealerMode_20260417(done).xlsx	187827ca	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/test/Player/SWE6/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_20260121.xlsx	069687e4	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
docs/test/Player/Review/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS025_PlayerFunctions_20260625(done).xlsx	ee10ea15	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/05_Player/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS025_PlayerFunctions_20260312(Review).xlsx	6c445247	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/05_Player/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS025_PlayerFunctions_20260107.xlsx	1da75221	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/05_Player/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS025_PlayerFunctions_20260412(Refine).xlsx	49b09b83	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/05_Player/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS025_PlayerFunctions_20260625(done).xlsx	f986a173	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/06_SWC/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SWC_20260628(done_AACPonly).xlsx	7dd8f173	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
docs/Report/compare/06_SWC/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_SWC_20260529.xlsx	1401f83a	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
docs/Report/compare/04_NotificationHMI/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_HMI_Notification_20260303.xlsx	4b2e5173	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/04_NotificationHMI/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_HMI_Notification_20260309(Review).xlsx	30546cab	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Test Case Framework | Reference | QS Suggestion | 下拉選單
docs/Report/compare/01_Anti-theft/FM-WI-FSM-036-A01 測試用例規範與結果_SWQT Test Case Specification & Result_SWQT_CFTS016_AntiTheft_20260224(Review).xlsx	b0061038	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Specification Reference  | Reference | QS Suggestion | 下拉選單
docs/Report/compare/01_Anti-theft/FM-WI-FSM-036-A01 測試用例規範與結果_SWQT Test Case Specification & Result_SWQT_CFTS016_AntiTheft_20251111(Review).xlsx	398f35ad	A(&Result)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification&Result | Reference | QS Suggestion | 下拉選單
docs/Report/compare/01_Anti-theft/FM-WI-FSM-036-A01 測試用例規範與結果_SWQT Test Case Specification & Result_SWQT_CFTS016_AntiTheft_20260310(Refine).xlsx	2db8b8ba	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Test Case Framework | Specification Reference  | Reference | QS Suggestion | 下拉選單
docs/Report/compare/01_Anti-theft/FM-WI-FSM-036-A01 測試用例規範與結果_SWQT Test Case Specification & Result_SWQT_CFTS016_AntiTheft20251223(Refine).xlsx	69359c4a	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Specification Reference  | Reference | QS Suggestion | 下拉選單
docs/Report/compare/03_HFP/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS026_HandsFreePhone_20260105.xlsx	a3c68908	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | Reference | QS Suggestion | 下拉選單
docs/Report/compare/03_HFP/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS026_HandsFreePhone_20260316(Refine).xlsx	a2844a90	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | 下拉選單 | Reference | QS Suggestion
docs/Report/compare/03_HFP/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_CFTS026_HandsFreePhone_20260311(Review).xlsx	354ec6af	B(測試用例規範)	Cover_old | ChangeHistory_old | Cover 封面 | ChangeHistory 修訂履歷 | Product Document 記錄封面頁 | Test Case Specification 測試用例規範 | 下拉選單 | Reference | QS Suggestion
