layer	unit	status	rows	test_item	test_set	pre	input	proc	er	spec	total	note
json	features/home/generated/SWE1-HMI-HOME-090.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-042.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-043.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-044.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-045.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-046.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-047.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-048.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-049.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-050.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-051.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-052.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-053.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-054.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-055.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-056.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-057.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-058.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-059.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-060.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-061.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-062.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-063.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-064.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-065.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-066.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-067.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-068.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-069.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-070.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-071.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-072.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-073.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-074.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-075.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-076.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-077.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-078.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-COM-079.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-002.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-003.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-004.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-005.json	已掃	6	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-006.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-007.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-008.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-009.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-010.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-012.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-013.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-014.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-015.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-016.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-017.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-018.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-019.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-020.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-021.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-022.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-023.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-024.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-025.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-026.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-027.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-028.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-029.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-030.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-031.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-032.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-033.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-034.json	已掃	5	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-INT-035.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-062.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-063.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-064.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-065.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-066.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-067.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-068.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-069.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-070.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-071.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-072.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-073.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-074.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-075.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-076.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-077.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-078.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-079.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-080.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-081.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-082.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-083.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-084.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-085.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-086.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-087.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-088.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-089.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-090.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-091.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-092.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-093.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-094.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-095.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-096.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-PLA-097.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-032.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-033.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-034.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-035.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-036.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-037.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-038.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-039.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-040.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-041.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-042.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-043.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-044.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-045.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-046.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-047.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-048.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-049.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-050.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-051.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-052.json	已掃	5	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-053.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-054.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-055.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-056.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-057.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-058.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-059.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-060.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-061.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-062.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-063.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-064.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-065.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-066.json	已掃	3	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-067.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-068.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-069.json	已掃	5	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-070.json	已掃	5	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-071.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-072.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-073.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-074.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-075.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-076.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-077.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-078.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-079.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-080.json	已掃	6	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-081.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-082.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/media/generated/SWE1-MEDIA-RAD-083.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_001_power_down.json	已掃	17	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_002_timeout_settings.json	已掃	27	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_003_power_state_a.json	已掃	67	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_004_power_state_b.json	已掃	51	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_005_startup_display.json	已掃	69	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_006_branding_theme.json	已掃	35	0	0	0	0	0	0	0	0	
json	features/power/generated/batch_007_power_state_c.json	已掃	24	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch01.json	已掃	9	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch02.json	已掃	8	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch03.json	已掃	9	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch04.json	已掃	13	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch05.json	已掃	10	0	0	0	0	0	0	0	0	
json	features/power_moding/generated/batch06.json	已掃	5	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-001.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-002.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-003.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-004.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-005.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-006.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-007.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-008.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-009.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/privacy/generated/SWE1-HMI-PRIVACY_FEATURES-010.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-001.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-002.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-003.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-004.json	已掃	4	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-005.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-006.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-007.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-008.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-009.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-010.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-011.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-012.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-013.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-014.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-015.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-016.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-017.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-018.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-019.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-020.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-021.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-022.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-023.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-024.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-025.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-026.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-027.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-028.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-029.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-030.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-031.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-032.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-033.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-034.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-035.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-036.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-037.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-038.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-039.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-040.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-041.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-042.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-043.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-044.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-045.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-046.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-047.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-048.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-049.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-050.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-051.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-052.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-053.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-054.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-055.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-056.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-057.json	已掃	2	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-058.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-059.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-060.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-061.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-062.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-063.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-064.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-065.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-066.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-067.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-068.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-069.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-070.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-071.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-072.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-073.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-074.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-075.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-076.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-077.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-078.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-079.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-080.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-081.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-082.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-083.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-084.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-085.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-086.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-087.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-088.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-089.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-090.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-091.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-092.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-093.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-094.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-095.json	已掃	1	0	0	0	0	0	0	0	0	
json	features/sxm/generated/SWE-RA-SXM-096.json	已掃	1	0	0	0	0	0	0	0	0	
