needle	path	line	category	text
FICTITIOUS	docs/fw036/upstream/02_pm_remediation.md	78	doc	變動格數 188｜涉及 sheet {'Test Case Specification&Result'}｜涉及欄 ['I','J','K','L']
FICTITIOUS	docs/fw036/upstream/02_pm_remediation.md	90	doc	patched sheets: {'Test Case Specification&Result': 188}
FICTITIOUS	docs/fw036/upstream/16_pm_full_rewrite.md	319	doc	Test Case Specification&Result: 3 個 DV
FICTITIOUS	docs/fw036/upstream/18_pm_trackC.md	124	doc	`Test Case Specification&Result` 3 個 DV；`surgical_save` 回報
MASTER	docs/dev/PIPELINE_DESIGN.md	342	doc	| `parser.py` | 127 | 解析 TC spec workbook;預期 sheet `Product Document 記錄封面頁` + `Test Case Specification 測試用例規範`;檔名規則 `*_SWQT_{TestGroup}_YYYYMMDD.xlsx` 取 Test Gr
FICTITIOUS	docs/dev/API_CONTRACT.md	311	doc	| `workbook` | file | yes | `.xlsx` / `.xlsm`. Same shape the Generate path expects (`Test Case Specification&Result` sheet, header row 9). |
FICTITIOUS	docs/dev/API_CONTRACT.md	321	doc	"""sheet"": ""Test Case Specification&Result"","
FICTITIOUS	features/power/feature.yaml	29	feature.yaml	"sheet: ""Test Case Specification&Result"""
FICTITIOUS	features/power/RULINGS.md	1213	doc	附帶查得**分頁名亦不同**：Power `Test Case Specification&Result`，
MASTER	features/power/RULINGS.md	1214	doc	另二者 `Test Case Specification 測試用例規範` —— 為不同範本版本。
MASTER	features/power/RULINGS.md	11564	doc	分頁 `Test Case Specification 測試用例規範`，表頭 r9、資料 r10–r475）：
FICTITIOUS	features/power/ANOMALIES.md	82	doc	| A-PW47 | **Power 之工作簿分頁名與另二 feature 不同** | Power：`Test Case Specification&Result`；Comfort / Privacy：`Test Case Specification 測試用例規範`。Power 35 欄、另二者 34 欄 | **新
MASTER	features/power/ANOMALIES.md	82	doc	| A-PW47 | **Power 之工作簿分頁名與另二 feature 不同** | Power：`Test Case Specification&Result`；Comfort / Privacy：`Test Case Specification 測試用例規範`。Power 35 欄、另二者 34 欄 | **新
MASTER	features/power/docs/handoff/51_anchor_repair.md	160	doc	分頁 `Test Case Specification 測試用例規範`，表頭 r9、資料 r10–r475）：
FICTITIOUS	features/power/docs/handoff/55_review_findings.md	3	doc	- 對象：`FM-WI-FSM-036-A01_…_PowerManagement_20260824.xlsx`，`Test Case Specification&Result` 分頁，390 資料列
FICTITIOUS	features/power/docs/handoff/02_rebaseline.md	121	doc	FW036「Test Case Specification&Result」：表頭 r9，資料 r10–r221
FICTITIOUS	features/power/docs/handoff/01_intake.md	108	doc	- FW036 `Test Case Specification&Result`：表頭 r9，資料 r10–r221
FICTITIOUS	features/power/docs/upstream/11_template_verify.md	56	doc	| **分頁** | 10 個，`Test Case Specification&Result` | 9 個，`…測試用例規範` | 同 Comfort | **Power 獨有**（多 `Test Case Framework`） |
FICTITIOUS	features/power/docs/upstream/03_framework_inputs.md	134	doc	| FW036 `Test Case Specification&Result` | 表頭 r9；r10–r221 | 212 列，非空 0；sheet max_row=221 | 相符 |
FICTITIOUS	features/power/docs/upstream/02_rebaseline.md	185	doc	| FW036 `Test Case Specification&Result` | 表頭 r9；資料 r10–r221 | 表頭 r9（c2–c35 共 34 欄具標頭，c1 無標頭無資料）；max_row = 221 | 相符 |
FICTITIOUS	features/power/docs/upstream/10_column_verify.md	35	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/docs/upstream/10_column_verify.md	36	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | 已交付、已驗收 |
MASTER	features/power/docs/upstream/10_column_verify.md	37	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | 已交付、已驗收 |
FICTITIOUS	features/power/docs/upstream/10_column_verify.md	39	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/docs/upstream/10_column_verify.md	40	doc	> 另二者為 `Test Case Specification 測試用例規範`。二者為不同範本版本。→ A-PW47
FICTITIOUS	features/power/docs/upstream/09_phase4_batch1.md	114	doc	"| `workbook.sheet` / `header_row` | `""Test Case Specification&Result""` / `9` | **相符**（03 包 G12） |"
FICTITIOUS	features/power/docs/upstream/12_pilot_fixes.md	49	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/docs/upstream/12_pilot_fixes.md	49	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/b10/pm_10a_20260821.json	77	doc	"""sheet"": ""Test Case Specification&Result"","
FICTITIOUS	features/power/sandbox/b10/pm_10a_20260821.md	5	doc	- sheet：`Test Case Specification&Result`（header 第 9 列）
FICTITIOUS	features/power/sandbox/b02/pm_remediated_20260821.md	5	doc	- sheet：`Test Case Specification&Result`（header 第 9 列）
FICTITIOUS	features/power/sandbox/b02/pm_batch2_20260821.json	77	doc	"""sheet"": ""Test Case Specification&Result"","
FICTITIOUS	features/power/sandbox/b02/pm_batch2_20260821.md	5	doc	- sheet：`Test Case Specification&Result`（header 第 9 列）
FICTITIOUS	features/power/sandbox/b02/pm_remediated_20260821.json	77	doc	"""sheet"": ""Test Case Specification&Result"","
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T004053Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T004053Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T004053Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T004053Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T004053Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T004053Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T004053Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T092155Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092155Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092155Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T092155Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T092155Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T092155Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T092155Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T092556Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092556Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092556Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T092556Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T092556Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T092556Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T092556Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T013311Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T013311Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T013311Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T013311Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T013311Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T013311Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T013311Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T113858Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T113858Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T113858Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T113858Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T113858Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T113858Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T113858Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T093836Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T093836Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T093836Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T093836Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T093836Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T093836Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T093836Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
