req_id	split_index	gen2_delivered	gen3_new	tc_title
SWE-PM-093	229	NR1L-PowerManagement-206	NR1L-PowerManagement-229	A mode change cancels a start-up animation in progress
SWE-PM-093	230	NR1L-PowerManagement-207	NR1L-PowerManagement-230	An ignition crank event cancels a start-up animation in progress
SWE-PM-093	231	NR1L-PowerManagement-208	NR1L-PowerManagement-231	A mode change to TIMED MODE cancels a start-up animation in progress
SWE-PM-093	232	NR1L-PowerManagement-209	NR1L-PowerManagement-232	An open driver door makes the HU skip the animation on a mode change
SWE-PM-093	233	NR1L-PowerManagement-210	NR1L-PowerManagement-233	A second start-up animation waits for the wakeup cycle or thirty minutes
SWE-PM-094	234	NR1L-PowerManagement-211	NR1L-PowerManagement-234	The startup animation is displayed separately from the other startup screens
SWE-PM-095	235	NR1L-PowerManagement-212	NR1L-PowerManagement-235	Leaving the SNA value resumes the state diagram without a splash screen
SWE-PM-096	236	NR1L-PowerManagement-213	NR1L-PowerManagement-236	The season changes to Summer at the December date
SWE-PM-096	237	NR1L-PowerManagement-214	NR1L-PowerManagement-237	The season changes to Fall at the March date
SWE-PM-096	238	NR1L-PowerManagement-215	NR1L-PowerManagement-238	The season changes to Winter at the June date
SWE-PM-096	239	NR1L-PowerManagement-216	NR1L-PowerManagement-239	The season changes to Spring at the September date
SWE-PM-096	240	NR1L-PowerManagement-217	NR1L-PowerManagement-240	A season change plays the new season startup animation
SWE-PM-096	241	NR1L-PowerManagement-218	NR1L-PowerManagement-241	No season change plays the normal brand based startup animation
SWE-PM-097	242	NR1L-PowerManagement-219	NR1L-PowerManagement-242	The Fiat Latam startup animation selection replaces the vehicle brand logo
SWE-PM-098	243	NR1L-PowerManagement-220	NR1L-PowerManagement-243	The always setting plays a startup sound with the animation
SWE-PM-099	244	NR1L-PowerManagement-221	NR1L-PowerManagement-244	The once a day setting plays the startup sound on the first startup of the day
SWE-PM-099	245	NR1L-PowerManagement-222	NR1L-PowerManagement-245	A change of the customer selected date allows the sound to play again
SWE-PM-099	246	NR1L-PowerManagement-223	NR1L-PowerManagement-246	Passing midnight allows the startup sound to play again
SWE-PM-099	247	NR1L-PowerManagement-224	NR1L-PowerManagement-247	An automatic time zone adjustment allows the startup sound to play again
SWE-PM-100	248	NR1L-PowerManagement-225	NR1L-PowerManagement-248	The never setting plays no startup sound with the animation
SWE-PM-101	249	NR1L-PowerManagement-226	NR1L-PowerManagement-249	No audio brand without SDARS shows the vehicle brand logo only
SWE-PM-101	250	NR1L-PowerManagement-227	NR1L-PowerManagement-250	Beats brand white without SDARS adds the Beats logo
SWE-PM-101	251	NR1L-PowerManagement-228	NR1L-PowerManagement-251	SDARS present without audio brand adds the Sirius logo
SWE-PM-101	252	NR1L-PowerManagement-229	NR1L-PowerManagement-252	SDARS present with beats brand white adds both logos
SWE-PM-102	253	NR1L-PowerManagement-230	NR1L-PowerManagement-253	The special package drives the Klipsch Splash Screen on the 2025 model year
SWE-PM-102	254	NR1L-PowerManagement-231	NR1L-PowerManagement-254	The splash screen type drives the Klipsch Splash Screen after the 2025 model year
SWE-PM-103	255	NR1L-PowerManagement-232	NR1L-PowerManagement-255	Audio is off and only the Splash Screen is allowed in this status
SWE-PM-103	256	NR1L-PowerManagement-233	NR1L-PowerManagement-256	Audio is off and only the Splash Screen is allowed in Ignition Pre_Start
SWE-PM-103	257	NR1L-PowerManagement-234	NR1L-PowerManagement-257	Audio is off and only the Splash Screen is allowed in Ignition Start
SWE-PM-103	258	NR1L-PowerManagement-235	NR1L-PowerManagement-258	Audio is off and only the Splash Screen is allowed in Ignition Cranking
SWE-PM-103	259	NR1L-PowerManagement-236	NR1L-PowerManagement-259	ICS stays available while DTV is off in this status
SWE-PM-104	260	NR1L-PowerManagement-237	NR1L-PowerManagement-260	The splash and disclaimer screens appear on the first transition to Timed
SWE-PM-104	261	NR1L-PowerManagement-238	NR1L-PowerManagement-261	The splash and disclaimer screens appear on the first transition to Full Operation
SWE-PM-104	262	NR1L-PowerManagement-239	NR1L-PowerManagement-262	The disclaimer appears on the first transition from Idle
SWE-PM-104	263	NR1L-PowerManagement-240	NR1L-PowerManagement-263	The disclaimer appears on the first transition from Standby
SWE-PM-104	264	NR1L-PowerManagement-241	NR1L-PowerManagement-264	The disclaimer appears on the first transition from Partial Operation
SWE-PM-105	265	NR1L-PowerManagement-242	NR1L-PowerManagement-265	An ongoing call temporarily skips the disclaimer and splash screens
SWE-PM-105	266	NR1L-PowerManagement-243	NR1L-PowerManagement-266	A backup camera view temporarily skips the disclaimer and splash screens
SWE-PM-105	267	NR1L-PowerManagement-244	NR1L-PowerManagement-267	An incoming call temporarily skips the disclaimer and splash screens
SWE-PM-105	268	NR1L-PowerManagement-245	NR1L-PowerManagement-268	An outgoing call temporarily skips the disclaimer and splash screens
SWE-PM-105	269	NR1L-PowerManagement-246	NR1L-PowerManagement-269	A climate pop-up temporarily skips the disclaimer and splash screens
SWE-PM-105	270	NR1L-PowerManagement-247	NR1L-PowerManagement-270	An SOS or Assist call temporarily skips the disclaimer and splash screens
SWE-PM-105	271	NR1L-PowerManagement-248	NR1L-PowerManagement-271	A FOTA pop up temporarily skips the disclaimer and splash screens
SWE-PM-105	272	NR1L-PowerManagement-249	NR1L-PowerManagement-272	The skipped screens are displayed at the next transition in the bus cycle
SWE-PM-106	273	NR1L-PowerManagement-250	NR1L-PowerManagement-273	The SOS button variant selects the SOS disclaimer text
SWE-PM-107	274	NR1L-PowerManagement-251	NR1L-PowerManagement-274	The help button variant replaces the SOS text in the disclaimer
SWE-PM-108	275	NR1L-PowerManagement-252	NR1L-PowerManagement-275	A non Maserati brand shows the core disclaimer once every thirty ignition cycles
SWE-PM-109	276	NR1L-PowerManagement-253	NR1L-PowerManagement-276	A GDPR market with the TBM present follows the GDPR non Maserati startup flow
SWE-PM-110	277	NR1L-PowerManagement-254	NR1L-PowerManagement-277	A missing TBM follows the non GDPR non Maserati startup flow
SWE-PM-110	278	NR1L-PowerManagement-255	NR1L-PowerManagement-278	An unmarked country follows the non GDPR non Maserati startup flow
SWE-PM-111	279	NR1L-PowerManagement-256	NR1L-PowerManagement-279	A missing TBM adds the ADAS text to the disclaimer
SWE-PM-111	280	NR1L-PowerManagement-257	NR1L-PowerManagement-280	A country not requiring SOS or geolocation adds the ADAS text
SWE-PM-113	281	NR1L-PowerManagement-258	NR1L-PowerManagement-281	A geolocation and SOS market adds the ADAS and SOS text
SWE-PM-114	282	NR1L-PowerManagement-259	NR1L-PowerManagement-282	An incoming call from IDLE bypasses the not yet shown disclaimer screen
SWE-PM-115	283	NR1L-PowerManagement-260	NR1L-PowerManagement-283	The disclaimer bypassed for a call is shown at the next FULL OPERATION
