kind	target	file	line	text	prune_class
revision	REV-03	docs/REVISIONS.md	31	## REV-03 —— 下放包 01 §五 T9「reference 七項」	a 純編號引用
revision	REV-05	docs/REVISIONS.md	46	## REV-05 —— 下放包 01 §八 `recon_assertions` 四鍵	a 純編號引用
revision	REV-06	docs/REVISIONS.md	57	## REV-06 —— 下放包 01 §4.2 之分類計數（24 ＋ 18 → 25 ＋ 17）	a 純編號引用
revision	REV-07	data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。	a 純編號引用
revision	REV-08	docs/REVISIONS.md	91	## REV-08 —— 下放包 01 §五 T5「16 列」之口徑	a 純編號引用
revision	REV-08	docs/REVISIONS.md	163	- **與 REV-08 同型**（T5 指令寫「16 列」而 id 區間 `057~064` 實為 22 列）。	a 純編號引用
revision	REV-09	docs/REVISIONS.md	101	## REV-09 —— R-VC11(b) 作廢：粒度錯配	a 純編號引用
revision	REV-10	docs/REVISIONS.md	120	## REV-10 —— priority 定案：八筆抬升撤銷、一筆改判	a 純編號引用
revision	REV-11	RULINGS.md	629	分析層同期之 REV-11 為 R-VC15 之由來，二者為同一病灶之跨母體版與	a 純編號引用
revision	REV-11	DECISIONS.md	127	> 章 13 之 leaf 母體為 **PM 12 ＋ VS 4**（REV-11／REV-14）。	a 純編號引用
revision	REV-11	docs/REVISIONS.md	145	## REV-11 —— 下放包 05 §2.3「章 13 恰等於 FROP=PM 之 16 筆」：跨母體互援	a 純編號引用
revision	REV-11	docs/REVISIONS.md	173	- **判讀**：二者**同屬 section 母體**，故非 REV-11 之跨母體互援。	a 純編號引用
revision	REV-11	docs/REVISIONS.md	219	（REV-11 跨母體版、REV-12 同母體版），二者皆已處置並各自立條	a 純編號引用
revision	REV-11	docs/REVISIONS.md	241	## REV-14 —— 下放包 24 §3.1「FROP = Power Management 全批」：REV-11 之病灶再現	a 純編號引用
revision	REV-11	docs/REVISIONS.md	254	且已具名該四筆）。**REV-11 就是為同一個病灶而立的。**	a 純編號引用
revision	REV-11	framework.md	147	> 為跨母體互援，已由 R-VC15 作廢（`docs/REVISIONS.md` REV-11）。	a 純編號引用
revision	REV-11	docs/TABLE_A_frop_crossdomain.md	47	本節之設立是因為第二個 17 是本輪新算出來的 —— **REV-11／REV-14 兩次教訓	a 純編號引用
revision	REV-12	RULINGS.md	628	立條由來：執行層於 T45 自查所得（REV-12）。	a 純編號引用
revision	REV-12	docs/REVISIONS.md	219	（REV-11 跨母體版、REV-12 同母體版），二者皆已處置並各自立條	a 純編號引用
revision	REV-14	RULINGS.md	600	> 本輪為其**第二次被重新量出來**（REV-14）。	a 純編號引用
revision	REV-14	ANOMALIES.md	1076	而本輪是**第一次有人回去讀那三格**。與 REV-14 同族：	a 純編號引用
revision	REV-14	ANOMALIES.md	1096	**與 REV-14 之分野**（本輪定性）：	a 純編號引用
revision	REV-14	ANOMALIES.md	1097	REV-14 是**台帳寫對而沒人讀**；本件是**台帳本身就寫錯了**。	a 純編號引用
revision	REV-14	DECISIONS.md	127	> 章 13 之 leaf 母體為 **PM 12 ＋ VS 4**（REV-11／REV-14）。	a 純編號引用
revision	REV-14	docs/REVISIONS.md	241	## REV-14 —— 下放包 24 §3.1「FROP = Power Management 全批」：REV-11 之病灶再現	a 純編號引用
revision	REV-14	docs/REVISIONS.md	264	記明以免誤以為 REV-14 之後同型不會再犯。	a 純編號引用
revision	REV-14	docs/TABLE_A_frop_crossdomain.md	7	- **本表不引用任何既有敘述之數字** —— 承 REV-14，全部重測	a 純編號引用
revision	REV-14	docs/TABLE_A_frop_crossdomain.md	47	本節之設立是因為第二個 17 是本輪新算出來的 —— **REV-11／REV-14 兩次教訓	a 純編號引用
revision	REV-14	docs/TABLE_A_frop_crossdomain.md	75	## 2. 對照 —— 章 13 之 FROP 組成（REV-14 之標的）	a 純編號引用
ruling	R-VC1	RULINGS.md	14	R-VC1（feature 身分與 test_group）	a 純編號引用
ruling	R-VC1	RULINGS.md	533	Layer 1 Test Group ＝ `Vehicle Category`（R-VC1）。	a 純編號引用
ruling	R-VC1	RULINGS.md	676	`UserProfiles`）—— 該慣例非由 `feature` 字串機械推導，見 R-VC1 之註。	a 純編號引用
ruling	R-VC1	ANOMALIES.md	13	| A-VC4 | `new_feature.py` 之 abbr 推導得 `VE`，非 R-VC1 之 `VC` | PENDING | 全域排程（包 02 §四）|	b 清單成員
ruling	R-VC1	framework.md	17	| Layer 1 — Test Group | `Vehicle Category`（R-VC1）| 工作簿 **G 欄** |	b 清單成員
ruling	R-VC1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	5	`UserProfiles`）—— 該慣例非由 `feature` 字串機械推導，見 R-VC1 之註。	a 純編號引用
ruling	R-VC1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	17	| feature | `Vehicle Category` | R-VC1 |	b 清單成員
ruling	R-VC1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	18	| slug | `vehicle_category` | R-VC1 |	b 清單成員
ruling	R-VC1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	19	| `test_group`（工作簿 G 欄）| `Vehicle Category` | R-VC1 |	b 清單成員
ruling	R-VC10	RULINGS.md	278	R-VC10（素材之 paths / reference 分工）	a 純編號引用
ruling	R-VC10	DATA_REQUESTS.md	211	已窮舉，見 R-VC10）。請提供該件，或說明其取得方式。	a 純編號引用
ruling	R-VC10	docs/REVISIONS.md	33	- **修訂依據**：R-VC10（下放包 02 §二）	a 純編號引用
ruling	R-VC10	docs/REVISIONS.md	42	- **修訂依據**：R-VC10（下放包 02 §二）	a 純編號引用
ruling	R-VC10	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	92	（下放包 02 R-VC10 之明文排除依據；`feature.yaml` 之 `reference:`	a 純編號引用
ruling	R-VC11	RULINGS.md	314	R-VC11（TC priority 之判定；R-VC6(a) 之落地）	a 純編號引用
ruling	R-VC11	RULINGS.md	434	R-VC13（R-VC11(b) 之修訂：上游約束改為章級）	a 純編號引用
ruling	R-VC11	RULINGS.md	459	R-VC11 之 (a) 主判準與 (c) 分歧揭露**不變**，繼續適用。	a 純編號引用
ruling	R-VC11	RULINGS.md	483	該風險依 R-VC11(c) 記於該 TC 之 `reasoning`。	a 純編號引用
ruling	R-VC11	DATA_REQUESTS.md	165	回覆到後 R-VC11(b) 之邊界重審。	a 純編號引用
ruling	R-VC11	DECISIONS.md	89	- 判準：R-VC11(a) 之 IN §10.2 rubric 逐 TC 判 ＋ R-VC13 之**章級**	a 純編號引用
ruling	R-VC11	DECISIONS.md	94	- 生成時之附帶義務（R-VC11(c)）：`VC-035-03`／`VC-036-02`（本地 P0	a 純編號引用
ruling	R-VC11	docs/REVISIONS.md	101	## REV-09 —— R-VC11(b) 作廢：粒度錯配	a 純編號引用
ruling	R-VC11	docs/REVISIONS.md	115	- **不變**：R-VC11 之 (a) 主判準與 (c) 分歧揭露繼續適用。	a 純編號引用
ruling	R-VC11	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |	b 清單成員
ruling	R-VC12	RULINGS.md	976	R-VC12 之二(b)(c)(d) 與其餘各款**不變**。	a 純編號引用
ruling	R-VC12	ANOMALIES.md	1081	**R-VC12 二(a) 是用它自己所禁之方法立的。**	a 純編號引用
ruling	R-VC12	ANOMALIES.md	1083	R-VC12 之立條由來，為分析層於下放包 06 §一自認之第二次同類錯誤 ——	a 純編號引用
ruling	R-VC12	DATA_REQUESTS.md	152	self-test 之已知標的（§10.1 應同時列出本欄與 R-VC12 二(a) 二處）。	a 純編號引用
ruling	R-VC12	docs/REVISIONS.md	59	- **修訂依據**：R-VC12 一（下放包 03 §二）	a 純編號引用
ruling	R-VC12	docs/REVISIONS.md	74	- **修訂依據**：R-VC12 二（下放包 03 §二）	a 純編號引用
ruling	R-VC12	docs/REVISIONS.md	268	## 通則（R-VC12 三）	a 純編號引用
ruling	R-VC12	framework.md	323	（R-VC12 一之修訂計數）。後者為 R-VC3 之表 B 母體，	a 純編號引用
ruling	R-VC12	data/tableB_draft.md	3	> **草稿，非交付件。** 最終措辭待 DR-VC3 回覆（R-VC12 二(b)、下放包 03 T23）。	a 純編號引用
ruling	R-VC12	data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。	a 純編號引用
ruling	R-VC12	data/tableB_draft.md	10	### ⚠ 本表全體之效力限制（R-VC12 二(d)；下放包 27 §2.2 要求寫在表上）	a 純編號引用
ruling	R-VC12	data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**	a 純編號引用
ruling	R-VC13	RULINGS.md	356	> **⚠ (b) 已作廢 —— 見 R-VC13（下放包 04，Pei 2026-08-25）。**	a 純編號引用
ruling	R-VC13	RULINGS.md	362	> **新 (b) 見 R-VC13：上游約束作用於章，不作用於 leaf。**	a 純編號引用
ruling	R-VC13	RULINGS.md	434	R-VC13（R-VC11(b) 之修訂：上游約束改為章級）	a 純編號引用
ruling	R-VC13	RULINGS.md	491	037 對此三筆皆為 Medium，依 R-VC13 之新 (b) 章級不設約束，	a 純編號引用
ruling	R-VC13	DECISIONS.md	89	- 判準：R-VC11(a) 之 IN §10.2 rubric 逐 TC 判 ＋ R-VC13 之**章級**	a 純編號引用
ruling	R-VC13	docs/REVISIONS.md	103	- **修訂依據**：R-VC13（下放包 04 §二）	a 純編號引用
ruling	R-VC13	docs/REVISIONS.md	110	- **正解（新 (b)，R-VC13）**：上游約束**作用於章，不作用於 leaf**。	a 純編號引用
ruling	R-VC13	docs/REVISIONS.md	117	於其後加註「(b) 已作廢，見 R-VC13」。加註後條文本體經 byte-level diff	a 純編號引用
ruling	R-VC13	docs/REVISIONS.md	122	- **修訂依據**：R-VC13（八筆）＋ R-VC14（一筆），下放包 04 §三第 1／2 項	a 純編號引用
ruling	R-VC13	docs/REVISIONS.md	129	| `VC-027` | 4.2 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	130	| `VC-031` | 6.2 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	131	| `VC-032` | 6.3 | High | P1 | **P3** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	132	| `VC-033-02` | 7.1 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	134	| `VC-058-02` | 13.1.1 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	135	| `VC-058-03` | 13.1.1 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	136	| `VC-062-02` | 13.4.1 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	137	| `VC-063-02` | 13.4.2 | High | P1 | **P2** | R-VC13 |	b 清單成員
ruling	R-VC13	docs/REVISIONS.md	139	八筆 R-VC13 者全部**回歸本地判定**（非另行判過）；	a 純編號引用
ruling	R-VC13	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |	b 清單成員
ruling	R-VC14	RULINGS.md	468	R-VC14（P0 之判準：攔阻失效與執行失效之區分）	a 純編號引用
ruling	R-VC14	RULINGS.md	767	（`035-03`／`036-02`）與 R-VC14 之分歧揭露義務（`036-01`）；	a 純編號引用
ruling	R-VC14	ANOMALIES.md	456	「回上一頁」。該差額正是二筆判定 P0 之依據（R-VC14(a)）。	a 純編號引用
ruling	R-VC14	ANOMALIES.md	529	差額成立，且正是該二筆定案 P0 之依據（R-VC14(a)）。	a 純編號引用
ruling	R-VC14	DECISIONS.md	91	＋ R-VC14 之攔阻／執行失效區分	a 純編號引用
ruling	R-VC14	DECISIONS.md	95	而 037=Medium）與 `VC-036-01`（R-VC14(b)，隱私外洩風險）	a 純編號引用
ruling	R-VC14	docs/REVISIONS.md	122	- **修訂依據**：R-VC13（八筆）＋ R-VC14（一筆），下放包 04 §三第 1／2 項	a 純編號引用
ruling	R-VC14	docs/REVISIONS.md	133	| `VC-036-01` | 11.3 | Medium | P0 | **P1** | R-VC14 |	b 清單成員
ruling	R-VC14	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |	b 清單成員
ruling	R-VC15	RULINGS.md	498	R-VC15（母體標註義務）	a 純編號引用
ruling	R-VC15	RULINGS.md	550	驗算目標（**母體標註依 R-VC15**）：	a 純編號引用
ruling	R-VC15	RULINGS.md	588	（R-VC15）。	a 純編號引用
ruling	R-VC15	RULINGS.md	623	本條與 R-VC15 之分工：	a 純編號引用
ruling	R-VC15	RULINGS.md	624	R-VC15 —— 拘束**跨母體**之數字互援（不同母體之數字不可互援）	a 純編號引用
ruling	R-VC15	RULINGS.md	629	分析層同期之 REV-11 為 R-VC15 之由來，二者為同一病灶之跨母體版與	a 純編號引用
ruling	R-VC15	ANOMALIES.md	652	母體標註（R-VC15）：9 為 **leaf 母體**之數。	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	147	- **修訂依據**：R-VC15（下放包 06 §一）	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	169	- **修訂依據**：R-VC15（本輪 T38 覆核所得，執行層自查）	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	174	但其論證形式為**計數相等**，R-VC15 明文「不得以計數相等代替成員比對」。	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	185	- 性質：**非錯誤，是論證強度不足**。列此以示 R-VC15 之適用不限於	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	220	（R-VC15、R-VC17）。	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	243	- **修訂依據**：R-VC15；下放包 25 §一（分析層自認）	a 純編號引用
ruling	R-VC15	docs/REVISIONS.md	258	- **性質**：R-VC15 立條後之**第一次違反**（下放包 25 §一，分析層自認）。	a 純編號引用
ruling	R-VC15	framework.md	5	- 母體標註依 **R-VC15**：本檔凡引用計數必標母體，限	a 純編號引用
ruling	R-VC15	framework.md	137	（R-VC15）。	a 純編號引用
ruling	R-VC15	framework.md	147	> 為跨母體互援，已由 R-VC15 作廢（`docs/REVISIONS.md` REV-11）。	a 純編號引用
ruling	R-VC15	docs/TABLE_A_frop_crossdomain.md	12	## 0. 母體標註（R-VC15）	a 純編號引用
ruling	R-VC15	docs/TABLE_A_frop_crossdomain.md	35	### 0.2 ⚠ 兩個 17，落在不同母體（R-VC15／R-VC17）	a 純編號引用
ruling	R-VC15	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	6	- 母體標註依 **R-VC15**：本檔凡引用計數必標母體，限	a 純編號引用
ruling	R-VC16	RULINGS.md	529	R-VC16（Layer 2 定案：8 個 Test Set）	a 純編號引用
ruling	R-VC16	RULINGS.md	640	pilot Test Set ＝ **#3 `Glove Box`**（R-VC16）。	a 純編號引用
ruling	R-VC16	RULINGS.md	770	第 6／7 批置末之理由：R-VC16(c) 明文其邊界待 DR-VC3 重審，	a 純編號引用
ruling	R-VC16	framework.md	3	- 裁決依據：**R-VC16**（Pei 2026-08-26，下放包 07 §一）——	a 純編號引用
ruling	R-VC16	framework.md	9	**規則為權威，本檔之節次清單為其展開結果**（R-VC16）。	a 純編號引用
ruling	R-VC16	framework.md	50	### 邊界規則（R-VC16，規則為權威）	a 純編號引用
ruling	R-VC16	framework.md	91	### 3.2 ⚠ 弱點揭露（R-VC16(b)，不得因已簽署而略去）	a 純編號引用
ruling	R-VC16	framework.md	129	### 3.6 FROP 之對應（R-VC16(e)）	a 純編號引用
ruling	R-VC16	framework.md	151	## 4. 待補節對 #7／#8 之影響（R-VC16(c)）	a 純編號引用
ruling	R-VC16	framework.md	168	### 4.1 11.9 群之條件性歸屬（R-VC16(d)）	a 純編號引用
ruling	R-VC16	framework.md	188	分組以 `partn.test_set()`（R-VC16 之規則）實作，**不硬編 leaf 清單**。	a 純編號引用
ruling	R-VC16	framework.md	194	| 3 | 各組 leaf 數與 section 數與 R-VC16 驗算目標逐組相符 | PASS |	b 清單成員
ruling	R-VC16	data/tableB_draft.md	24	| 章 8／9 Cabrio 本體 | 1–7（§8.1–§9.2）| 另立 Test Set `Cabrio Rooftop`，**framework 由 8 組變 9 組**（R-VC16(c)）|	b 清單成員
ruling	R-VC16	data/tableB_draft.md	27	| **§11.9 群**（執行層補列，下放包 28 §2.1 **追認**）| 10–13 | 其歸 #5 為**條件性生效**，待 DR-VC3（R-VC16(d)）|	b 清單成員
ruling	R-VC16	data/tableB_draft.md	73	R-VC16(d) 明文「11.9 群歸 #5 …**條件性生效，待 DR-VC3**」。	a 純編號引用
ruling	R-VC16	docs/TABLE_A_frop_crossdomain.md	92	**R-VC16(e) 之正確讀法**：`Power Management` 之 16 **列**全部落在章 13	a 純編號引用
ruling	R-VC16	docs/TABLE_A_frop_crossdomain.md	105	**本表之 `Test Set` 欄須重編**（R-VC16(c)）。	a 純編號引用
ruling	R-VC16	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	20	| Layer 2 Test Set（H 欄）| 8 組 | **R-VC16** |	b 清單成員
ruling	R-VC17	RULINGS.md	608	R-VC17（一對一之主張須以成員比對為據）	a 純編號引用
ruling	R-VC17	RULINGS.md	625	R-VC17 —— 拘束**等同性主張之論證形式**（不論母體是否相同）	a 純編號引用
ruling	R-VC17	docs/REVISIONS.md	220	（R-VC15、R-VC17）。	a 純編號引用
ruling	R-VC17	framework.md	139	**成員比對方法（R-VC17 之書寫要求）**：取 145 列母體中	a 純編號引用
ruling	R-VC17	docs/TABLE_A_frop_crossdomain.md	35	### 0.2 ⚠ 兩個 17，落在不同母體（R-VC15／R-VC17）	a 純編號引用
ruling	R-VC18	RULINGS.md	636	R-VC18（Phase 4 pilot：Glove Box）	a 純編號引用
ruling	R-VC18	RULINGS.md	740	DR-VC8 回覆後，本筆依其值 Revise，並依 R-VC18 另裁是否補拆	a 純編號引用
ruling	R-VC19	RULINGS.md	669	R-VC19（VC profile 之設立；§11 引號例外之啟動）	a 純編號引用
ruling	R-VC19	RULINGS.md	816	R-VC23（R-VC19 之擴充：來源記法之通則化）	a 純編號引用
ruling	R-VC19	RULINGS.md	827	R-VC19(b)(c)(d) 之其餘拘束**不變且更形吃重**：	a 純編號引用
ruling	R-VC19	ANOMALIES.md	781	**登記依據**：R-VC19 §2.3 第 3 項明文「先查 `lint036.py` 對 `--profile` 之	a 純編號引用
ruling	R-VC19	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	3	- 設立依據：**R-VC19**（下放包 11 §2.2，Pei 2026-08-26）	a 純編號引用
ruling	R-VC19	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	50	（R-VC19 末段）。本節為 feature-scoped 之例外啟動，非全域鬆綁。	a 純編號引用
ruling	R-VC19	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	56	R-VC19 §2.3 第 3 項要求「先查 `scripts/lint036.py` 對 `--profile` 之	a 純編號引用
ruling	R-VC19	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	77	依 R-VC19 §2.3 第 3 項「如實記為 profile 之已知限制並登記 A-VC{n}，	a 純編號引用
ruling	R-VC2	RULINGS.md	43	R-VC2（036 母本與 workbook_state）	a 純編號引用
ruling	R-VC2	DECISIONS.md	30	- workbook_state: `[AUTO]` **BLANK**（R-VC2 所裁；done 0 / draft 0 / authors none）	a 純編號引用
ruling	R-VC2	DECISIONS.md	59	（R-VC2(a) 已裁 `fill_test_group_set: true`）	a 純編號引用
ruling	R-VC2	DECISIONS.md	62	- author on new rows: `[PROPOSED: PeiPYHsu]`（R-VC2(b) 已裁，一致）	a 純編號引用
ruling	R-VC21	RULINGS.md	747	R-VC21（Phase 4 全量批次計畫）	a 純編號引用
ruling	R-VC22	RULINGS.md	786	R-VC22（批次之 DR 保留段）	a 純編號引用
ruling	R-VC23	RULINGS.md	701	> **⚠ (a) 已擴充、(d) 已作廢 —— 見 R-VC23（下放包 17 §3.2）。**	a 純編號引用
ruling	R-VC23	RULINGS.md	816	R-VC23（R-VC19 之擴充：來源記法之通則化）	a 純編號引用
ruling	R-VC23	ANOMALIES.md	505	**第三面之後果落在 R-VC23(c)**：`test_item` 上半取哪一欄，	a 純編號引用
ruling	R-VC23	ANOMALIES.md	569	**第三面之後果落在 R-VC23(c)**：`test_item` 上半取哪一欄，	a 純編號引用
ruling	R-VC24	RULINGS.md	850	R-VC24（Title 越界之判別：情境脈絡 vs 行為主張）	a 純編號引用
ruling	R-VC24	RULINGS.md	882	(b) 逐筆施 R-VC24 之判別並記其結果（防第四面）；	a 純編號引用
ruling	R-VC24	RULINGS.md	883	(c) 該 Title 不得為 R-VC24 所判之行為主張型。	a 純編號引用
ruling	R-VC24	RULINGS.md	890	既有 TC 不回溯：pilot 之 8 筆 Title 取材已經 R-VC24 判別	a 純編號引用
ruling	R-VC24	ANOMALIES.md	1055	`Aux 1`／`Aux 2` 之字面另與 R-VC24 已判之 `VC-025-02`（`Aux Camera 1`／`2`）	a 純編號引用
ruling	R-VC25	RULINGS.md	873	R-VC25（test_item 上半之取材優先序）	a 純編號引用
ruling	R-VC26	RULINGS.md	900	R-VC26（拆分之第四個充分條件：互相消耗）	a 純編號引用
ruling	R-VC27	RULINGS.md	417	> **本條之二(a) 作廢，見 R-VC27。**	a 純編號引用
ruling	R-VC27	ANOMALIES.md	1101	### 處置（下放包 28 §一，R-VC27）	a 純編號引用
ruling	R-VC27	ANOMALIES.md	1106	- **DR-VC6 之問法改為三問**（R-VC27 末段，T148 已落）。	a 純編號引用
ruling	R-VC27	ANOMALIES.md	1108	狀態：**已解**（R-VC27）。其成因記錄保留為常設參照。	a 純編號引用
ruling	R-VC27	data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**	a 純編號引用
ruling	R-VC27	data/tableB_draft.md	76	6. **A-VC20 已解**（R-VC27，下放包 28 §一）。其成因值得留在這裡：	a 純編號引用
ruling	R-VC28	RULINGS.md	989	R-VC28（本 feature 之 TC ID）	a 純編號引用
ruling	R-VC28	ANOMALIES.md	1135	本 feature 依 R-VC28 採 `newR1L-`（與 D2 及 amfm 既有實例一致）。	a 純編號引用
ruling	R-VC3	RULINGS.md	73	R-VC3（驗證範圍與兩張強制揭露表）	a 純編號引用
ruling	R-VC3	RULINGS.md	264	揭露義務：R-VC3 之 leaf 全集 117 與覆蓋落差 18，在對應 assertion	a 純編號引用
ruling	R-VC3	RULINGS.md	382	R-VC3 所稱「表 B｜覆蓋落差揭露」之母體隨之改為 **17 節**：	a 純編號引用
ruling	R-VC3	RULINGS.md	386	R-VC3 之其餘部分（117 leaf 全取、表 A、兩表為出貨門檻）**不變**。	a 純編號引用
ruling	R-VC3	RULINGS.md	587	R-VC3 表 A 據此編製。**此為成員集合之比對結果，非計數相等之推論**	a 純編號引用
ruling	R-VC3	ANOMALIES.md	339	提案處置：`recon.py` 增設 `leaf_count` assertion，判準取 R-VC3 之定義	a 純編號引用
ruling	R-VC3	ANOMALIES.md	636	現況：11.9 群為 037 零涵蓋（R-VC3 表 B 之 17 節之一），	a 純編號引用
ruling	R-VC3	ANOMALIES.md	915	- **不得自行剔除該三 leaf** —— 117 母體為 R-VC3 所裁，剔除屬 Tier 2。	a 純編號引用
ruling	R-VC3	DATA_REQUESTS.md	67	- **阻斷範圍**：不阻斷本次交付（R-VC3）。惟表 B 之措辭取決於此答覆。	a 純編號引用
ruling	R-VC3	DATA_REQUESTS.md	93	- **阻斷範圍**：不阻斷（R-VC3 已裁全取）。答覆到後若需縮限，以 `[OVERRIDE]`	a 純編號引用
ruling	R-VC3	DATA_REQUESTS.md	251	- **不得自行剔除該三 leaf** —— 117 母體為 R-VC3 所裁，剔除屬 Tier 2	a 純編號引用
ruling	R-VC3	DECISIONS.md	52	即 R-VC3 之「有子之父」28，數字一致	a 純編號引用
ruling	R-VC3	docs/REVISIONS.md	66	- **連帶**：**R-VC3 之「表 B｜覆蓋落差揭露」母體由 18 節改為 17 節**：	a 純編號引用
ruling	R-VC3	docs/REVISIONS.md	69	R-VC3 之其餘部分（117 leaf 全取、表 A、兩表為出貨門檻）**不變**。	a 純編號引用
ruling	R-VC3	framework.md	136	R-VC3 之表 A 據此編製。**此為成員集合之比對結果，非計數相等之推論**	a 純編號引用
ruling	R-VC3	framework.md	323	（R-VC12 一之修訂計數）。後者為 R-VC3 之表 B 母體，	a 純編號引用
ruling	R-VC3	data/tableB_draft.md	69	4. 本表為 **R-VC3 之出貨門檻二表之一**，缺之不得出貨。表 A（FROP 跨域，	a 純編號引用
ruling	R-VC3	docs/TABLE_A_frop_crossdomain.md	3	> **出貨門檻二表之一**（R-VC3）。缺之不得出貨。	a 純編號引用
ruling	R-VC3	docs/TABLE_A_frop_crossdomain.md	19	| **117 leaf** | 其中之 leaf（R-VC3 全取）| 117 |	b 清單成員
ruling	R-VC3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	22	| 驗證母體 | **117 leaf** | R-VC3 |	b 清單成員
ruling	R-VC4	RULINGS.md	102	R-VC4（spec_reference 之錨點形態）	a 純編號引用
ruling	R-VC4	RULINGS.md	145	(a) 本 feature 之 `spec_reference` 一律取 `HMI Source ID` 欄（R-VC4），	a 純編號引用
ruling	R-VC4	RULINGS.md	218	`HMI Source ID` 欄之原值**，使資料件與 R-VC4 一致。	a 純編號引用
ruling	R-VC4	RULINGS.md	221	與 R-VC4 所裁之全名不同，等於在資料件中埋一個與裁決相左的值。	a 純編號引用
ruling	R-VC4	ANOMALIES.md	260	驗明對 SYS1 命中 66/66），使資料件與 R-VC4 一致。	a 純編號引用
ruling	R-VC4	ANOMALIES.md	262	`spec_reference_template` 填成任何字串 —— 那會違反 R-VC4。	a 純編號引用
ruling	R-VC4	ANOMALIES.md	268	不採 (a)：其產出為光禿之章節號，與 R-VC4 所裁之全名不同 ——	a 純編號引用
ruling	R-VC4	DECISIONS.md	76	> 本 feature 之情形不同 —— R-VC4 已裁明其值，故採實值覆蓋而非留 `[PEI]`。	a 純編號引用
ruling	R-VC5	RULINGS.md	134	R-VC5（037 之 Source Requirement ID 不作為錨點）	a 純編號引用
ruling	R-VC5	DATA_REQUESTS.md	52	- **阻斷範圍**：不阻斷生成（R-VC5(c)）。**交付前須有答覆**以完成雙向追溯。	a 純編號引用
ruling	R-VC6	RULINGS.md	157	R-VC6（037 分析九欄為有效上游輸入；A-VC1 撤銷）	a 純編號引用
ruling	R-VC6	RULINGS.md	314	R-VC11（TC priority 之判定；R-VC6(a) 之落地）	a 純編號引用
ruling	R-VC6	RULINGS.md	343	此為 R-VC6(a)「不得於忽略本欄之情況下本地推導」之落地形式：	a 純編號引用
ruling	R-VC6	RULINGS.md	351	R-VC6(a) 之「priority 欄不得產出」之凍結，於本條落地後**解除**。	a 純編號引用
ruling	R-VC6	ANOMALIES.md	30	## A-VC1 —— 037 第 10–18 欄之 `\xa0` —— **撤銷（R-VC6，Pei 2026-08-25）**	a 純編號引用
ruling	R-VC6	ANOMALIES.md	33	> 依 R-VC6（下放包 02 §二，`RULINGS.md:157`）：下放包 01 §3.3 所記	a 純編號引用
