kind	target	owner	file	line	text
dr	DR-VC4		DATA_REQUESTS.md	301	(一) 不併入 DR-VC4／DR-VC6 之理由：該二筆為**條件性**（待 DR-VC3 回覆為
dr	DR-VC5		RULINGS.md	762	5  `Ignition Availability`   16 leaf   DR-VC5（FROP 跨域全 16 筆）
dr	DR-VC5		DATA_REQUESTS.md	16	| DR-VC5 | **未結** | 037 作者 | 不阻斷（R-VC3 已裁全取）|
dr	DR-VC5		DATA_REQUESTS.md	29	DR-VC6 待 DR-VC3 回覆後另批。DR-VC1／DR-VC3／DR-VC5 之批次未指定。
dr	DR-VC5		DATA_REQUESTS.md	128	## DR-VC5 —— FROP 跨域 17 列之承接單位
dr	DR-VC5		docs/TABLE_A_frop_crossdomain.md	102	**DR-VC5（FROP 跨域 17 列之承接單位）仍未結**，其回覆可能改變本表之解讀。
dr	DR-VC6		RULINGS.md	979	**連帶**：DR-VC6 之問法須調整 —— 其原問「§15／§10.1／§10.2 之內容
dr	DR-VC6		ANOMALIES.md	1063	- **DR-VC6**（索取「僅存於圖」三節之可讀來源）之前提亦受影響 ——
dr	DR-VC6		ANOMALIES.md	1106	- **DR-VC6 之問法改為三問**（R-VC27 末段，T148 已落）。
dr	DR-VC6		DATA_REQUESTS.md	17	| DR-VC6 | **未結** | 規格作者 | 條件性 —— 待 DR-VC3 回覆 |
dr	DR-VC6		DATA_REQUESTS.md	29	DR-VC6 待 DR-VC3 回覆後另批。DR-VC1／DR-VC3／DR-VC5 之批次未指定。
dr	DR-VC6		DATA_REQUESTS.md	139	## DR-VC6 —— §15 與 §10.1／10.2 之圖內內容
dr	DR-VC6		DATA_REQUESTS.md	301	(一) 不併入 DR-VC4／DR-VC6 之理由：該二筆為**條件性**（待 DR-VC3 回覆為
dr	DR-VC6		docs/REVISIONS.md	88	- **連帶**：DR-VC6 新立；表 B 該三節之「內容」欄一律書
dr	DR-VC6		data/tableB_draft.md	65	**DR-VC6 之問法隨之改為三問**（見 `DATA_REQUESTS.md`）。
dr	DR-VC6		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	500	R-VC12 二(a) 之所以被發現，是因其恰好跨檔（DR-VC6 記對、RULINGS 記錯）；
dr	DR-VC7		RULINGS.md	353	DR-VC7 之回覆若載明 037 之 Priority 判準，本條 (b) 之邊界重審。
dr	DR-VC7		ANOMALIES.md	18	| A-VC9 | 037 Priority 按章節整批賦值 | PENDING | 待 DR-VC7 |
dr	DR-VC7		ANOMALIES.md	19	| A-VC10 | 037 Title 之資訊量大於 Description | PENDING | 併 DR-VC7（同批 A）|
dr	DR-VC7		ANOMALIES.md	401	以 DR-VC7 查詢其判準；在回覆前，依 R-VC11(b) 僅取其為邊界。
dr	DR-VC7		ANOMALIES.md	403	狀態：PENDING（待 DR-VC7）。
dr	DR-VC7		ANOMALIES.md	430	狀態：PENDING（待 DR-VC7）。依 R-VC11(b)，回覆前僅取其為邊界，
dr	DR-VC7		ANOMALIES.md	467	併入 DR-VC7 之同批查詢（同為 037 欄位語意之說明性問題）。
dr	DR-VC7		ANOMALIES.md	515	狀態：PENDING（併 DR-VC7，同批 A）。
dr	DR-VC7		ANOMALIES.md	579	狀態：PENDING（併 DR-VC7，同批 A）。
dr	DR-VC7		DATA_REQUESTS.md	18	| DR-VC7 | **未結** | 037 作者 | 不阻斷（R-VC11 已裁其僅作邊界）|
dr	DR-VC7		DATA_REQUESTS.md	26	DR-VC2、DR-VC7、**DR-VC8**、A-VC2 之封面一問、A-VC10 之
dr	DR-VC7		DATA_REQUESTS.md	197	## DR-VC7 —— 037 Priority 欄之賦值判準
dr	DR-VC7		DECISIONS.md	118	- **DR 七筆全未結**（DR-VC1 ~ DR-VC7）。同批 A ＝ DR-VC2 ＋ DR-VC7
dr	DR-VC8		RULINGS.md	657	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3）。
dr	DR-VC8		RULINGS.md	658	DR-VC8 回覆後另裁是否補拆為 2–3 筆。
dr	DR-VC8		RULINGS.md	740	DR-VC8 回覆後，本筆依其值 Revise，並依 R-VC18 另裁是否補拆
dr	DR-VC8		ANOMALIES.md	23	| A-VC14 | 037 Title 與 Description 之數值矛盾（`VC-033-01`）| PENDING | 待 DR-VC8 |
dr	DR-VC8		ANOMALIES.md	731	（DR-VC8），非選擇。
dr	DR-VC8		ANOMALIES.md	733	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3）。
dr	DR-VC8		ANOMALIES.md	754	狀態：PENDING（待 DR-VC8）。
dr	DR-VC8		ANOMALIES.md	775	狀態：PENDING（待 DR-VC8）。
dr	DR-VC8		ANOMALIES.md	840	而該門檻正由 DR-VC8 爭議。**該依賴是隱性的**：該筆未帶 `PENDING`，
dr	DR-VC8		DATA_REQUESTS.md	19	| DR-VC8 | **未結** | 037 作者 | 僅 `SWE1-HMI-VC-033-01` |
dr	DR-VC8		DATA_REQUESTS.md	26	DR-VC2、DR-VC7、**DR-VC8**、A-VC2 之封面一問、A-VC10 之
dr	DR-VC8		DATA_REQUESTS.md	221	## DR-VC8 —— `VC-033-01` 之鎖定門檻與計時起點
dr	DR-VC8		DATA_REQUESTS.md	235	`PENDING: DR-VC8 Glove Box lockout threshold`（IN §8.4.3），
dr	DR-VC8		DECISIONS.md	124	> 同批 A 亦已自四項擴為六項（＋ DR-VC8、DR-VC9(二)）。
dr	DR-VC8		docs/REVISIONS.md	227	成立）；惟 `VC-033-01` 因 **A-VC14／DR-VC8** 而帶**一筆 PENDING**。
dr	DR-VC9		RULINGS.md	810	阻斷於 DR-VC9(二)）。
dr	DR-VC9		ANOMALIES.md	26	| A-VC17 | 037 之 leaf 中存在純交叉引用／表格題名者（3 筆）| PENDING | 待 DR-VC9 |
dr	DR-VC9		ANOMALIES.md	916	- 三筆之 TC 帶 `PENDING: DR-VC9 PDO graphics`。
dr	DR-VC9		ANOMALIES.md	917	- 以 **DR-VC9** 索取 PDO Graphics 並詢問三筆之 leaf 地位。
dr	DR-VC9		ANOMALIES.md	919	狀態：PENDING（待 DR-VC9）。
dr	DR-VC9		DATA_REQUESTS.md	20	| DR-VC9 | **未結** | 規格／037 作者 | `VC-013-04`／`VC-007-01`／`VC-025-01` 三筆 |
dr	DR-VC9		DATA_REQUESTS.md	243	## DR-VC9 —— PDO Graphics 素材，及純交叉引用型 leaf 之地位
dr	DR-VC9		DATA_REQUESTS.md	289	`PENDING: DR-VC9 Dashboard content table`／
dr	DR-VC9		DATA_REQUESTS.md	290	`PENDING: DR-VC9 PDO graphics`／
dr	DR-VC9		DATA_REQUESTS.md	291	`PENDING: DR-VC9 Controls table reference`。
dr	DR-VC9		DATA_REQUESTS.md	312	> **範圍於下放包 25 §2.1 擴為二問**（沿 DR-VC9 之雙標的先例，一封信兩問）——
dr	DR-VC9		DECISIONS.md	124	> 同批 A 亦已自四項擴為六項（＋ DR-VC8、DR-VC9(二)）。
dr	DR-VC9		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	269	3. ... and compare it against PENDING: DR-VC9 Dashboard content table
dr	DR-VC9		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	328	| `VC-013-04` | **24 字元**（`Refer to PDO graphics.`）| 第 1 批 b 段，待 DR-VC9(二) |
dr	DR-VC9		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	329	| `VC-007-01` | **30 字元**（`Vehicle Tab Labels and Order.`）| 第 1 批 b 段，待 DR-VC9(二) |
dr	DR-VC9		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	330	| `VC-025-01` | **27 字元**（`C1.) Controls Button Table.`）| 第 3 批 b 段，待 DR-VC9(二) |
leaf	SWE1-HMI-VC-007-01		DATA_REQUESTS.md	260	| `SWE1-HMI-VC-007-01` | 2.4 | `Vehicle Tab Labels and Order.` | 表格題名（SYS1 為 `VC2.2.) Vehicle Tab Labels and Order`）|
leaf	SWE1-HMI-VC-013-04		DATA_REQUESTS.md	259	| `SWE1-HMI-VC-013-04` | 2.6.3 | `Refer to PDO graphics.` | 純交叉引用 |
leaf	SWE1-HMI-VC-021		DATA_REQUESTS.md	12	| DR-VC1 | **未結** | 037 作者 | 僅 `SWE1-HMI-VC-021` |
leaf	SWE1-HMI-VC-021		DATA_REQUESTS.md	41	`PUXXXX`**，非實 id；037 `SWE1-HMI-VC-021` 原樣沿用。請提供實際 PU 編號。
leaf	SWE1-HMI-VC-021		DATA_REQUESTS.md	42	- **阻斷範圍**：僅 `SWE1-HMI-VC-021`。缺件期間該 TC 之對應欄填
leaf	SWE1-HMI-VC-025-01		DATA_REQUESTS.md	261	| `SWE1-HMI-VC-025-01` | 3.9 | `C1.) Controls Button Table.` | 表格題名 |
leaf	SWE1-HMI-VC-026-01		RULINGS.md	643	4.1  SWE1-HMI-VC-026-01 / -026-02 / -026-03
leaf	SWE1-HMI-VC-027		RULINGS.md	644	4.2  SWE1-HMI-VC-027
leaf	SWE1-HMI-VC-028-01		RULINGS.md	645	5.1  SWE1-HMI-VC-028-01 / -028-02
leaf	SWE1-HMI-VC-029		RULINGS.md	646	5.2  SWE1-HMI-VC-029
leaf	SWE1-HMI-VC-030		RULINGS.md	647	6.1  SWE1-HMI-VC-030
leaf	SWE1-HMI-VC-031		RULINGS.md	648	6.2  SWE1-HMI-VC-031
leaf	SWE1-HMI-VC-032		RULINGS.md	649	6.3  SWE1-HMI-VC-032
leaf	SWE1-HMI-VC-033-01		RULINGS.md	650	7.1  SWE1-HMI-VC-033-01 / -033-02
leaf	SWE1-HMI-VC-033-01		RULINGS.md	654	`SWE1-HMI-VC-033-01` 之 boundary 拆分（§8.3：門檻−1 / =門檻 /
leaf	SWE1-HMI-VC-033-01		RULINGS.md	735	即時適用：`SWE1-HMI-VC-033-01` 依 (a) 保留 Title 之
leaf	SWE1-HMI-VC-033-01		ANOMALIES.md	715	`SWE1-HMI-VC-033-01`（§7.1，Glove Box 停用之錯誤鎖定）：
leaf	SWE1-HMI-VC-033-01		DATA_REQUESTS.md	19	| DR-VC8 | **未結** | 037 作者 | 僅 `SWE1-HMI-VC-033-01` |
leaf	SWE1-HMI-VC-033-01		DATA_REQUESTS.md	225	- **內容**：`SWE1-HMI-VC-033-01`（§7.1）之鎖定門檻，二欄相差一次：
leaf	SWE1-HMI-VC-033-01		DATA_REQUESTS.md	234	- **阻斷範圍**：**僅 `SWE1-HMI-VC-033-01`**。缺件期間該 TC 之門檻欄填
leaf	SWE1-HMI-VC-034		RULINGS.md	166	`None`（真空儲存格）：SWE1-HMI-VC-034、SWE1-HMI-VC-052、SWE1-HMI-VC-063。
leaf	SWE1-HMI-VC-034		ANOMALIES.md	68	（列 70 `SWE1-HMI-VC-034`、列 118 `SWE1-HMI-VC-052`、列 142 `SWE1-HMI-VC-063`）
leaf	SWE1-HMI-VC-035-03		RULINGS.md	488	SWE1-HMI-VC-035-03（restore-defaults 之 Cancel）—— (a)，維持 **P0**
leaf	SWE1-HMI-VC-035-03		ANOMALIES.md	445	SWE1-HMI-VC-035-03
leaf	SWE1-HMI-VC-035-03		ANOMALIES.md	522	| `SWE1-HMI-VC-035-03` | Title | `Selecting 'Cancel' on the restore-defaults prompt returns the user to the previous screen without changing any settings` |
leaf	SWE1-HMI-VC-035-03		DATA_REQUESTS.md	211	最鮮明之一例：`SWE1-HMI-VC-035-03` 與 `SWE1-HMI-VC-036-02` 之
leaf	SWE1-HMI-VC-036-01		RULINGS.md	486	SWE1-HMI-VC-036-01（選 Yes 清除個人資料並顯示確認彈窗）
leaf	SWE1-HMI-VC-036-02		RULINGS.md	489	SWE1-HMI-VC-036-02（clear-personal-data 之 Cancel）—— (a)，維持 **P0**
leaf	SWE1-HMI-VC-036-02		ANOMALIES.md	450	SWE1-HMI-VC-036-02
leaf	SWE1-HMI-VC-036-02		ANOMALIES.md	524	| `SWE1-HMI-VC-036-02` | Title | `Selecting 'Cancel' on the clear-personal-data prompt returns the user to the previous screen without clearing any data` |
leaf	SWE1-HMI-VC-036-02		DATA_REQUESTS.md	211	最鮮明之一例：`SWE1-HMI-VC-035-03` 與 `SWE1-HMI-VC-036-02` 之
leaf	SWE1-HMI-VC-048-02		framework.md	134	（`SWE1-HMI-VC-048-02`，§12.3.2）落在 **#5 `Settings List`**。
leaf	SWE1-HMI-VC-052		RULINGS.md	166	`None`（真空儲存格）：SWE1-HMI-VC-034、SWE1-HMI-VC-052、SWE1-HMI-VC-063。
leaf	SWE1-HMI-VC-052		ANOMALIES.md	68	（列 70 `SWE1-HMI-VC-034`、列 118 `SWE1-HMI-VC-052`、列 142 `SWE1-HMI-VC-063`）
leaf	SWE1-HMI-VC-057		docs/REVISIONS.md	94	- **原文**：`SWE1-HMI-VC-057` ~ `-064`（含子，**16 列**）。
leaf	SWE1-HMI-VC-063		RULINGS.md	166	`None`（真空儲存格）：SWE1-HMI-VC-034、SWE1-HMI-VC-052、SWE1-HMI-VC-063。
leaf	SWE1-HMI-VC-063		ANOMALIES.md	68	（列 70 `SWE1-HMI-VC-034`、列 118 `SWE1-HMI-VC-052`、列 142 `SWE1-HMI-VC-063`）
leaf	SWE1-HMI-VC-066		ANOMALIES.md	12	| A-VC3 | §16.2 之 `SWE1-HMI-VC-066` 僅涵蓋標題一句 | PENDING | 併入 DR-VC3 |
leaf	SWE1-HMI-VC-066		ANOMALIES.md	114	**內容**：規格 §16.2 之對應需求 `SWE1-HMI-VC-066` 僅涵蓋「widget 標題為
revision	REV-01		docs/REVISIONS.md	9	## REV-01 —— 下放包 01 §3.3「第 10–18 欄全為 `\xa0`」作廢
revision	REV-02		docs/REVISIONS.md	22	## REV-02 —— 下放包 01 §3.1 規格 PDF 之位元組數
revision	REV-03		docs/REVISIONS.md	31	## REV-03 —— 下放包 01 §五 T9「reference 七項」
revision	REV-04		docs/REVISIONS.md	40	## REV-04 —— 下放包 01 §五 T1「forms/ 兩份不複製，僅綁定」作廢
revision	REV-05		docs/REVISIONS.md	46	## REV-05 —— 下放包 01 §八 `recon_assertions` 四鍵
revision	REV-06		docs/REVISIONS.md	57	## REV-06 —— 下放包 01 §4.2 之分類計數（24 ＋ 18 → 25 ＋ 17）
revision	REV-07		docs/REVISIONS.md	72	## REV-07 —— 下放包 01 §4.2(b) 之摘要文字，三節作廢
revision	REV-07		data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。
revision	REV-08		docs/REVISIONS.md	91	## REV-08 —— 下放包 01 §五 T5「16 列」之口徑
revision	REV-08		docs/REVISIONS.md	163	- **與 REV-08 同型**（T5 指令寫「16 列」而 id 區間 `057~064` 實為 22 列）。
revision	REV-09		docs/REVISIONS.md	101	## REV-09 —— R-VC11(b) 作廢：粒度錯配
revision	REV-10		docs/REVISIONS.md	120	## REV-10 —— priority 定案：八筆抬升撤銷、一筆改判
revision	REV-11		RULINGS.md	599	> 該實測**早已載於 `docs/REVISIONS.md` REV-11 之對照表**，非本輪新得；
revision	REV-11		RULINGS.md	629	分析層同期之 REV-11 為 R-VC15 之由來，二者為同一病灶之跨母體版與
revision	REV-11		DECISIONS.md	134	> 章 13 之 leaf 母體為 **PM 12 ＋ VS 4**（REV-11／REV-14）。
revision	REV-11		docs/REVISIONS.md	145	## REV-11 —— 下放包 05 §2.3「章 13 恰等於 FROP=PM 之 16 筆」：跨母體互援
revision	REV-11		docs/REVISIONS.md	173	- **判讀**：二者**同屬 section 母體**，故非 REV-11 之跨母體互援。
revision	REV-11		docs/REVISIONS.md	219	（REV-11 跨母體版、REV-12 同母體版），二者皆已處置並各自立條
revision	REV-11		docs/REVISIONS.md	241	## REV-14 —— 下放包 24 §3.1「FROP = Power Management 全批」：REV-11 之病灶再現
revision	REV-11		docs/REVISIONS.md	252	- **⚠ 本項最該記的一點**：上開正解**早已載於本檔 REV-11 之對照表**
revision	REV-11		docs/REVISIONS.md	254	且已具名該四筆）。**REV-11 就是為同一個病灶而立的。**
revision	REV-11		docs/REVISIONS.md	256	執行層以逐列實測發現，**而非以查閱 REV-11 發現**。
revision	REV-11		framework.md	147	> 為跨母體互援，已由 R-VC15 作廢（`docs/REVISIONS.md` REV-11）。
revision	REV-11		docs/TABLE_A_frop_crossdomain.md	47	本節之設立是因為第二個 17 是本輪新算出來的 —— **REV-11／REV-14 兩次教訓
revision	REV-11		docs/TABLE_A_frop_crossdomain.md	78	**實測不成立**。REV-11／REV-14 已記其成因（母體混用）。本節為表 A 之佐證欄。
revision	REV-12		RULINGS.md	628	立條由來：執行層於 T45 自查所得（REV-12）。
revision	REV-12		docs/REVISIONS.md	167	## REV-12 —— 上繳包 01 §7 之「66 恰等於 66」：同母體，但當時未比成員
revision	REV-12		docs/REVISIONS.md	219	（REV-11 跨母體版、REV-12 同母體版），二者皆已處置並各自立條
revision	REV-13		docs/REVISIONS.md	222	## REV-13 —— 下放包 08 §4.3「本組無 PENDING」：涵蓋範圍小於其字面
revision	REV-14		RULINGS.md	600	> 本輪為其**第二次被重新量出來**（REV-14）。
revision	REV-14		ANOMALIES.md	1076	而本輪是**第一次有人回去讀那三格**。與 REV-14 同族：
revision	REV-14		ANOMALIES.md	1096	**與 REV-14 之分野**（本輪定性）：
revision	REV-14		ANOMALIES.md	1097	REV-14 是**台帳寫對而沒人讀**；本件是**台帳本身就寫錯了**。
revision	REV-14		DECISIONS.md	134	> 章 13 之 leaf 母體為 **PM 12 ＋ VS 4**（REV-11／REV-14）。
revision	REV-14		docs/REVISIONS.md	241	## REV-14 —— 下放包 24 §3.1「FROP = Power Management 全批」：REV-11 之病灶再現
revision	REV-14		docs/REVISIONS.md	264	記明以免誤以為 REV-14 之後同型不會再犯。
revision	REV-14		docs/TABLE_A_frop_crossdomain.md	7	- **本表不引用任何既有敘述之數字** —— 承 REV-14，全部重測
revision	REV-14		docs/TABLE_A_frop_crossdomain.md	47	本節之設立是因為第二個 17 是本輪新算出來的 —— **REV-11／REV-14 兩次教訓
revision	REV-14		docs/TABLE_A_frop_crossdomain.md	75	## 2. 對照 —— 章 13 之 FROP 組成（REV-14 之標的）
revision	REV-14		docs/TABLE_A_frop_crossdomain.md	78	**實測不成立**。REV-11／REV-14 已記其成因（母體混用）。本節為表 A 之佐證欄。
ruling	R-VC1		RULINGS.md	14	R-VC1（feature 身分與 test_group）
ruling	R-VC1		RULINGS.md	533	Layer 1 Test Group ＝ `Vehicle Category`（R-VC1）。
ruling	R-VC1		RULINGS.md	676	`UserProfiles`）—— 該慣例非由 `feature` 字串機械推導，見 R-VC1 之註。
ruling	R-VC1		ANOMALIES.md	13	| A-VC4 | `new_feature.py` 之 abbr 推導得 `VE`，非 R-VC1 之 `VC` | PENDING | 全域排程（包 02 §四）|
ruling	R-VC1		ANOMALIES.md	131	對 `Vehicle_Category` 產出 `VE`，而 R-VC1 規定之前綴為 `VC`。
ruling	R-VC1		framework.md	17	| Layer 1 — Test Group | `Vehicle Category`（R-VC1）| 工作簿 **G 欄** |
ruling	R-VC1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	5	`UserProfiles`）—— 該慣例非由 `feature` 字串機械推導，見 R-VC1 之註。
ruling	R-VC1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	17	| feature | `Vehicle Category` | R-VC1 |
ruling	R-VC1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	18	| slug | `vehicle_category` | R-VC1 |
ruling	R-VC1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	19	| `test_group`（工作簿 G 欄）| `Vehicle Category` | R-VC1 |
ruling	R-VC10		RULINGS.md	278	R-VC10（素材之 paths / reference 分工）
ruling	R-VC10		DATA_REQUESTS.md	252	已窮舉，見 R-VC10）。請提供該件，或說明其取得方式。
ruling	R-VC10		docs/REVISIONS.md	33	- **修訂依據**：R-VC10（下放包 02 §二）
ruling	R-VC10		docs/REVISIONS.md	42	- **修訂依據**：R-VC10（下放包 02 §二）
ruling	R-VC10		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	92	（下放包 02 R-VC10 之明文排除依據；`feature.yaml` 之 `reference:`
ruling	R-VC11		RULINGS.md	314	R-VC11（TC priority 之判定；R-VC6(a) 之落地）
ruling	R-VC11		RULINGS.md	360	> R-VC11 之立論本為「不採機械映射，因粒度不匹配」，原 (b) 自身重犯該錯，
ruling	R-VC11		RULINGS.md	434	R-VC13（R-VC11(b) 之修訂：上游約束改為章級）
ruling	R-VC11		RULINGS.md	436	R-VC11(b) 原文「037 = High → 該 leaf 所衍生之 TC 不得低於 P1；
ruling	R-VC11		RULINGS.md	444	R-VC11 之立論本為「不採機械映射，因粒度不匹配」，
ruling	R-VC11		RULINGS.md	459	R-VC11 之 (a) 主判準與 (c) 分歧揭露**不變**，繼續適用。
ruling	R-VC11		RULINGS.md	483	該風險依 R-VC11(c) 記於該 TC 之 `reasoning`。
ruling	R-VC11		RULINGS.md	492	故 (a) 之二筆定案 P0 不受上游值影響（R-VC11(c) 之分歧揭露義務仍存）。
ruling	R-VC11		ANOMALIES.md	401	以 DR-VC7 查詢其判準；在回覆前，依 R-VC11(b) 僅取其為邊界。
ruling	R-VC11		ANOMALIES.md	430	狀態：PENDING（待 DR-VC7）。依 R-VC11(b)，回覆前僅取其為邊界，
ruling	R-VC11		DATA_REQUESTS.md	18	| DR-VC7 | **未結** | 037 作者 | 不阻斷（R-VC11 已裁其僅作邊界）|
ruling	R-VC11		DATA_REQUESTS.md	205	- **阻斷範圍**：不阻斷 —— R-VC11 已裁定其僅作**邊界**使用，非映射來源。
ruling	R-VC11		DATA_REQUESTS.md	206	回覆到後 R-VC11(b) 之邊界重審。
ruling	R-VC11		DECISIONS.md	89	- 判準：R-VC11(a) 之 IN §10.2 rubric 逐 TC 判 ＋ R-VC13 之**章級**
ruling	R-VC11		DECISIONS.md	94	- 生成時之附帶義務（R-VC11(c)）：`VC-035-03`／`VC-036-02`（本地 P0
ruling	R-VC11		docs/REVISIONS.md	101	## REV-09 —— R-VC11(b) 作廢：粒度錯配
ruling	R-VC11		docs/REVISIONS.md	104	- **原文（R-VC11(b)）**：037 = High → 該 **leaf** 所衍生之 TC 不得低於 P1；
ruling	R-VC11		docs/REVISIONS.md	108	R-VC11 之立論本為「不採機械映射，因粒度不匹配」，
ruling	R-VC11		docs/REVISIONS.md	115	- **不變**：R-VC11 之 (a) 主判準與 (c) 分歧揭露繼續適用。
ruling	R-VC11		docs/REVISIONS.md	116	- **落點**：`RULINGS.md` 之 R-VC11 條文**原字未改**（R-TM13），
ruling	R-VC11		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |
ruling	R-VC12		RULINGS.md	368	R-VC12（§4.2 分類之修訂；圖內內容之處置）
ruling	R-VC12		RULINGS.md	953	R-VC27（R-VC12 二(a) 之修訂：三節之內容欄改為逐節實測）
ruling	R-VC12		RULINGS.md	955	R-VC12 二(a) 原文「該三節之『內容』欄一律書『該節內容僅存於圖，
ruling	R-VC12		RULINGS.md	961	simultaneously`）。R-VC12 立條之由來即為「不得以衍生物之判讀充當實測值」，
ruling	R-VC12		RULINGS.md	970	§10.2     不摘要、不省略（同 R-VC12 二(c) 對 §8.3 之作法）。
ruling	R-VC12		RULINGS.md	976	R-VC12 之二(b)(c)(d) 與其餘各款**不變**。
ruling	R-VC12		RULINGS.md	977	R-VC12 二(a) 之原文依 R-TM13 不刪除，加註「作廢，見 R-VC27」。
ruling	R-VC12		ANOMALIES.md	1061	- **R-VC12 二(a)** 之措辭以「匯出未帶文字」為其實測前提 —— 該前提於二節不成立。
ruling	R-VC12		ANOMALIES.md	1069	- 於表 B 該三列**並列實測逐字** —— 引用非摘要，同 R-VC12 二(c) 對 §8.3 之作法。
ruling	R-VC12		ANOMALIES.md	1075	它被當成已實測之事實引用（R-VC12 二(a) 即以它為據立條），
ruling	R-VC12		ANOMALIES.md	1081	**R-VC12 二(a) 是用它自己所禁之方法立的。**
ruling	R-VC12		ANOMALIES.md	1083	R-VC12 之立條由來，為分析層於下放包 06 §一自認之第二次同類錯誤 ——
ruling	R-VC12		ANOMALIES.md	1099	**能攔本件的只有回到權威素材重測**，而那正是 R-VC12 三、通則所要求者。
ruling	R-VC12		ANOMALIES.md	1103	- **R-VC12 二(a) 作廢**，代以 R-VC27：表 B 之「內容」欄一律**逐字引錄
ruling	R-VC12		ANOMALIES.md	1105	- R-VC12 二(a) 之原文依 R-TM13 不刪除，加註作廢（T147 已落）。
ruling	R-VC12		DATA_REQUESTS.md	98	係據 R-VC12 二(a) 而寫，該款已由 **R-VC27 作廢**（A-VC20）。
ruling	R-VC12		DATA_REQUESTS.md	174	- **⚠ 本欄自 T17 起即為正確，而 R-VC12 二(a) 與表 B 同期寫成「未帶文字」**
ruling	R-VC12		DATA_REQUESTS.md	182	A-VC20 原記其成因為「R-VC12 二(a) 是用它自己所禁之方法立的」；
ruling	R-VC12		DATA_REQUESTS.md	189	| **錯解** | R-VC12 二(a)、表 B | 「SYS1 匯出未帶文字」| 衍生 PDF 之判讀 |
ruling	R-VC12		DATA_REQUESTS.md	193	self-test 之已知標的（§10.1 應同時列出本欄與 R-VC12 二(a) 二處）。
ruling	R-VC12		DATA_REQUESTS.md	194	- **不得引述**：下放包 01 §4.2(b) 對該三節之摘要文字已由 R-VC12 二作廢，
ruling	R-VC12		docs/REVISIONS.md	59	- **修訂依據**：R-VC12 一（下放包 03 §二）
ruling	R-VC12		docs/REVISIONS.md	74	- **修訂依據**：R-VC12 二（下放包 03 §二）
ruling	R-VC12		docs/REVISIONS.md	232	- **性質**：與 A-VC5（未量測即下全稱斷言）、R-VC12 二（以衍生物判讀充當
ruling	R-VC12		docs/REVISIONS.md	268	## 通則（R-VC12 三）
ruling	R-VC12		framework.md	323	（R-VC12 一之修訂計數）。後者為 R-VC3 之表 B 母體，
ruling	R-VC12		data/tableB_draft.md	3	> **草稿，非交付件。** 最終措辭待 DR-VC3 回覆（R-VC12 二(b)、下放包 03 T23）。
ruling	R-VC12		data/tableB_draft.md	4	> 母體依 **R-VC12 一**：未引用 42 節 ＝ 非需求性質 25 ＋ 有實質內容 **17**。
ruling	R-VC12		data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。
ruling	R-VC12		data/tableB_draft.md	10	### ⚠ 本表全體之效力限制（R-VC12 二(d)；下放包 27 §2.2 要求寫在表上）
ruling	R-VC12		data/tableB_draft.md	57	1. **§8.3** 於下放包 01 §4.2(b) 之摘要中漏列，本表依 R-VC12 二(c) 補入，
ruling	R-VC12		data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**
ruling	R-VC12		data/tableB_draft.md	77	R-VC12 二(a) 之措辭係讀**衍生 PDF** 所得而**從未讀 SYS1 那三格**，
ruling	R-VC12		data/tableB_draft.md	78	而 R-VC12 **三、通則**所禁者正是「以衍生物之判讀充當實測值」——
ruling	R-VC12		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	500	R-VC12 二(a) 之所以被發現，是因其恰好跨檔（DR-VC6 記對、RULINGS 記錯）；
ruling	R-VC13		RULINGS.md	356	> **⚠ (b) 已作廢 —— 見 R-VC13（下放包 04，Pei 2026-08-25）。**
ruling	R-VC13		RULINGS.md	362	> **新 (b) 見 R-VC13：上游約束作用於章，不作用於 leaf。**
ruling	R-VC13		RULINGS.md	434	R-VC13（R-VC11(b) 之修訂：上游約束改為章級）
ruling	R-VC13		RULINGS.md	491	037 對此三筆皆為 Medium，依 R-VC13 之新 (b) 章級不設約束，
