req_id	outline	polarion_id	spec_reference	title
SWE1-HVAC-030-05	7.2	NRL-153379	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.2	CR2.) Rear AUTO has on/ off state. The fan speed indicator shows Auto instead of
SWE1-HVAC-031-01	7.3	NRL-153380	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3	CR3.) LOCK REAR has on/ off state. Rear lock will lockout the rear climate contr
SWE1-HVAC-031-02	7.3	NRL-153380	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3	CR3.) LOCK REAR has on/ off state. Rear lock will lockout the rear climate contr
SWE1-HVAC-031-03	7.3	NRL-153380	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.3	CR3.) LOCK REAR has on/ off state. Rear lock will lockout the rear climate contr
SWE1-HVAC-032-01	7.4	NRL-153381	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4	CR4.) Temperature ranges: LO, 60-84, HI. The status is indicated on the rear cli
SWE1-HVAC-032-02	7.4	NRL-153381	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4	CR4.) Temperature ranges: LO, 60-84, HI. The status is indicated on the rear cli
SWE1-HVAC-032-03	7.4	NRL-153381	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4	CR4.) Temperature ranges: LO, 60-84, HI. The status is indicated on the rear cli
SWE1-HVAC-032-04	7.4	NRL-153381	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.4	CR4.) Temperature ranges: LO, 60-84, HI. The status is indicated on the rear cli
SWE1-HVAC-033-01	7.5	NRL-153382	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5	CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is i
SWE1-HVAC-033-02	7.5	NRL-153382	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5	CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is i
SWE1-HVAC-033-03	7.5	NRL-153382	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5	CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is i
SWE1-HVAC-033-04	7.5	NRL-153382	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.5	CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead). The status is i
SWE1-HVAC-034-01	7.6	NRL-153383	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6	CR6.) Rear climate off has on/off state that is indicated on TS (rear climate sc
SWE1-HVAC-034-02	7.6	NRL-153383	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6	CR6.) Rear climate off has on/off state that is indicated on TS (rear climate sc
SWE1-HVAC-034-03	7.6	NRL-153383	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6	CR6.) Rear climate off has on/off state that is indicated on TS (rear climate sc
SWE1-HVAC-034-04	7.6	NRL-153383	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6	CR6.) Rear climate off has on/off state that is indicated on TS (rear climate sc
SWE1-HVAC-034-05	7.6	NRL-153383	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.6	CR6.) Rear climate off has on/off state that is indicated on TS (rear climate sc
SWE1-HVAC-035-01	7.7	NRL-153384	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.7	CR7.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-035-02	7.7	NRL-153384	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.7	CR7.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-035-03	7.7	NRL-153384	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.7	CR7.) SYNC has on/ off state that is indicated on climate screen (highlight butt
SWE1-HVAC-036-01	7.8	NRL-153385	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.8	CR8.) The Rear Airflow Modes has 3 states: 1) Feet, 2) Face + Feet, 3) Face. ON 
SWE1-HVAC-036-02	7.8	NRL-153385	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.8	CR8.) The Rear Airflow Modes has 3 states: 1) Feet, 2) Face + Feet, 3) Face. ON 
SWE1-HVAC-036-03	7.8	NRL-153385	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.8	CR8.) The Rear Airflow Modes has 3 states: 1) Feet, 2) Face + Feet, 3) Face. ON 
SWE1-HVAC-036-04	7.8	NRL-153385	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.8	CR8.) The Rear Airflow Modes has 3 states: 1) Feet, 2) Face + Feet, 3) Face. ON 
SWE1-HVAC-036-05	7.8	NRL-153385	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.8	CR8.) The Rear Airflow Modes has 3 states: 1) Feet, 2) Face + Feet, 3) Face. ON 
SWE1-HVAC-037	7.9	NRL-153386	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.9	CR9.) AC has on/ off state.
SWE1-HVAC-038-01	7.10	NRL-153387	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.10	CR10.) 4 Zone Climate includes two temperature zones in the rear climate. The re
SWE1-HVAC-038-02	7.10	NRL-153387	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_7.10	CR10.) 4 Zone Climate includes two temperature zones in the rear climate. The re
SWE1-HVAC-039	9.1	NRL-153391	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.1	CR11.) On some vehicles (See CFTS043 for details), there are additional Rear Cli
SWE1-HVAC-040-01	9.2	NRL-153392	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.2	CR12.) Alternative fan speed pop up: in these variants, when the fan speed pop u
SWE1-HVAC-040-02	9.2	NRL-153392	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.2	CR12.) Alternative fan speed pop up: in these variants, when the fan speed pop u
SWE1-HVAC-041	9.3	NRL-153393	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.3	C12.1.) The pop up will have text labels, «Front» for front climate and «Rear» f
SWE1-HVAC-042-01	9.4	NRL-153394	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.4	CR13.) Alternative Status Bar Dropdown: in these variants, the driver side clima
SWE1-HVAC-042-02	9.4	NRL-153394	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.4	CR13.) Alternative Status Bar Dropdown: in these variants, the driver side clima
SWE1-HVAC-042-03	9.4	NRL-153394	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.4	CR13.) Alternative Status Bar Dropdown: in these variants, the driver side clima
SWE1-HVAC-043	9.4.1	NRL-153395	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_9.4.1	CR13.1.) The button label will read «Rear».
SWE1-HVAC-044-01	10.1	NRL-153397	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.1	EH1.) ECO HVAC is an HVAC Mode, used on EV Vehicles only, to reduce Climate cont
SWE1-HVAC-044-02	10.1	NRL-153397	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.1	EH1.) ECO HVAC is an HVAC Mode, used on EV Vehicles only, to reduce Climate cont
SWE1-HVAC-045	10.2	NRL-153398	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.2	EH2.) For BEV vehicles, the AUTO functionality can have 3 states: AUTO ECO, AUTO
SWE1-HVAC-046	10.3	NRL-153399	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.3	EH3.) Button label will read AUTO ECO.
SWE1-HVAC-047	10.4	NRL-153400	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.4	EH4.) When the AUTO function is off and available, the user s first press of the
SWE1-HVAC-048-01	10.5	NRL-153401	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.5	EH5.) The second press will switch to AUTO on. A third press would go back to AU
SWE1-HVAC-048-02	10.5	NRL-153401	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.5	EH5.) The second press will switch to AUTO on. A third press would go back to AU
SWE1-HVAC-048-03	10.5	NRL-153401	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.5	EH5.) The second press will switch to AUTO on. A third press would go back to AU
SWE1-HVAC-049-01	10.6	NRL-153402	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.6	EH6.) When AUTO ECO is on, deselect airflow modes as in standard AUTO mode; fan 
SWE1-HVAC-049-02	10.6	NRL-153402	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.6	EH6.) When AUTO ECO is on, deselect airflow modes as in standard AUTO mode; fan 
SWE1-HVAC-050	10.7	NRL-153403	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.7	EH7.) HVAC AUTO shall keep the selected setting through ignition cycles.
SWE1-HVAC-051	10.8	NRL-153404	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.8	EH8.) The Comfort main Menu Bar icon shall reflect the AUTO ECO and AUTO states.
SWE1-HVAC-052	10.9	NRL-153405	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9	EH9.) The comfort pop ups triggered by hard controls interaction shall reflect t
SWE1-HVAC-053-01	10.9.1	NRL-153406	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1	EH9.1) When ECO HVAC is equipped on a vehicle, the AUTO pop ups triggered by har
SWE1-HVAC-053-02	10.9.1	NRL-153406	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1	EH9.1) When ECO HVAC is equipped on a vehicle, the AUTO pop ups triggered by har
SWE1-HVAC-054-01	11.1	NRL-153408	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1	HVS1. For Multi-Level Heated/Vented seats, a press of the heated seat button ope
SWE1-HVAC-054-02	11.1	NRL-153408	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1	HVS1. For Multi-Level Heated/Vented seats, a press of the heated seat button ope
SWE1-HVAC-054-03	11.1	NRL-153408	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1	HVS1. For Multi-Level Heated/Vented seats, a press of the heated seat button ope
SWE1-HVAC-054-04	11.1	NRL-153408	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1	HVS1. For Multi-Level Heated/Vented seats, a press of the heated seat button ope
SWE1-HVAC-055-01	11.2	NRL-153409	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2	HVS2. For Multi-Level Heated/Vented seats, a press of the vented seat button ope
SWE1-HVAC-055-02	11.2	NRL-153409	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2	HVS2. For Multi-Level Heated/Vented seats, a press of the vented seat button ope
SWE1-HVAC-055-03	11.2	NRL-153409	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2	HVS2. For Multi-Level Heated/Vented seats, a press of the vented seat button ope
SWE1-HVAC-055-04	11.2	NRL-153409	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2	HVS2. For Multi-Level Heated/Vented seats, a press of the vented seat button ope
SWE1-HVAC-056	11.3	NRL-153410	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.3	HVS4. When climate is OFF, the status bar should still show heated/vented seat s
SWE1-HVAC-057-01	11.4	NRL-153411	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4	HVS5. Heated seats buttons when activated will be shown red. Vented seat buttons
SWE1-HVAC-057-02	11.4	NRL-153411	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4	HVS5. Heated seats buttons when activated will be shown red. Vented seat buttons
SWE1-HVAC-058	11.5	NRL-153412	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.5	HVS6. Refer to HMI Settings List for the details on the Auto Comfort Settings op
SWE1-HVAC-059-01	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-059-02	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-059-03	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-059-04	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-059-05	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-059-06	11.6	NRL-153413	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6	R1HVS1.) If the independent seat zone feature is available, when heated or vente
SWE1-HVAC-060-01	11.6.1	NRL-153414	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1	R1HVS1.1) On vehicles that are equipped with the seat zone feature without a har
SWE1-HVAC-060-02	11.6.1	NRL-153414	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1	R1HVS1.1) On vehicles that are equipped with the seat zone feature without a har
SWE1-HVAC-061-01	11.7	NRL-153415	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7	R1HVS1.2.) For independent seat zones soft control, when the heated or vented se
SWE1-HVAC-061-02	11.7	NRL-153415	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7	R1HVS1.2.) For independent seat zones soft control, when the heated or vented se
SWE1-HVAC-061-03	11.7	NRL-153415	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7	R1HVS1.2.) For independent seat zones soft control, when the heated or vented se
SWE1-HVAC-061-04	11.7	NRL-153415	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7	R1HVS1.2.) For independent seat zones soft control, when the heated or vented se
SWE1-HVAC-062-01	11.8	NRL-153416	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8	W1HVS2.) For Multi-Level Heated steering wheel, a press of the heated steering w
SWE1-HVAC-062-02	11.8	NRL-153416	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8	W1HVS2.) For Multi-Level Heated steering wheel, a press of the heated steering w
SWE1-HVAC-062-03	11.8	NRL-153416	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8	W1HVS2.) For Multi-Level Heated steering wheel, a press of the heated steering w
SWE1-HVAC-062-04	11.8	NRL-153416	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8	W1HVS2.) For Multi-Level Heated steering wheel, a press of the heated steering w
SWE1-HVAC-063-01	11.9	NRL-153417	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9	R1HVS2.) For Single-Level heated steering wheel, a press of the heated steering 
SWE1-HVAC-063-02	11.9	NRL-153417	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9	R1HVS2.) For Single-Level heated steering wheel, a press of the heated steering 
SWE1-HVAC-064-01	11.10	NRL-153418	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10	R1HVS3.) Heated/vented seat, heated wheel, and seat zone popup is displayed on f
SWE1-HVAC-064-02	11.10	NRL-153418	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10	R1HVS3.) Heated/vented seat, heated wheel, and seat zone popup is displayed on f
SWE1-HVAC-064-03	11.10	NRL-153418	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10	R1HVS3.) Heated/vented seat, heated wheel, and seat zone popup is displayed on f
SWE1-HVAC-065-01	11.11	NRL-153419	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11	R1HVS4.) Heated/vented seat, heated wheel will not be displayed in the comfort s
SWE1-HVAC-065-02	11.11	NRL-153419	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11	R1HVS4.) Heated/vented seat, heated wheel will not be displayed in the comfort s
SWE1-HVAC-065-03	11.11	NRL-153419	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11	R1HVS4.) Heated/vented seat, heated wheel will not be displayed in the comfort s
SWE1-HVAC-066	11.11.1	NRL-153420	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11.1	R1HS4.1.) When comfort controls are not active, they will be greyed out in the s
SWE1-HVAC-067-01	12.1	NRL-153422	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1	HVS1. For Multi-Level Heated/Vented seats a press of the heated seat button turn
SWE1-HVAC-067-02	12.1	NRL-153422	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1	HVS1. For Multi-Level Heated/Vented seats a press of the heated seat button turn
SWE1-HVAC-067-03	12.1	NRL-153422	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1	HVS1. For Multi-Level Heated/Vented seats a press of the heated seat button turn
SWE1-HVAC-067-04	12.1	NRL-153422	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1	HVS1. For Multi-Level Heated/Vented seats a press of the heated seat button turn
SWE1-HVAC-068-01	12.2	NRL-153423	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.2	HVS2. For Multi-Level Heated/Vented seats a press of the vented seat button turn
SWE1-HVAC-068-02	12.2	NRL-153423	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.2	HVS2. For Multi-Level Heated/Vented seats a press of the vented seat button turn
SWE1-HVAC-068-03	12.2	NRL-153423	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.2	HVS2. For Multi-Level Heated/Vented seats a press of the vented seat button turn
SWE1-HVAC-068-04	12.2	NRL-153423	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.2	HVS2. For Multi-Level Heated/Vented seats a press of the vented seat button turn
SWE1-HVAC-069-01	12.3	NRL-153424	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.3	HVS3. Active button state text/icon color is white. Inactive button text/icon co
SWE1-HVAC-069-02	12.3	NRL-153424	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.3	HVS3. Active button state text/icon color is white. Inactive button text/icon co
SWE1-HVAC-070	12.4	NRL-153425	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.4	HVS4. When climate is OFF, the status bar should still show heated/vented seat s
SWE1-HVAC-071-01	12.5	NRL-153426	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.5	HVS5. Heated seats buttons when activated will be shown red. Vented seat buttons
SWE1-HVAC-071-02	12.5	NRL-153426	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.5	HVS5. Heated seats buttons when activated will be shown red. Vented seat buttons
SWE1-HVAC-072	12.6	NRL-153427	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.6	HVS6. Refer to HMI Notes for the details on the Auto Comfort Settings options fo
SWE1-HVAC-073-01	12.7	NRL-153428	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7	HVS7. Whenever pop ups are shown, images should be shown in full, but not direct
SWE1-HVAC-073-02	12.7	NRL-153428	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.7	HVS7. Whenever pop ups are shown, images should be shown in full, but not direct
SWE1-HVAC-074-01	12.8	NRL-153429	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8	SHVS1. For Standard Heated/Vented seats a press of the heated seat button turns 
SWE1-HVAC-074-02	12.8	NRL-153429	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8	SHVS1. For Standard Heated/Vented seats a press of the heated seat button turns 
SWE1-HVAC-074-03	12.8	NRL-153429	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.8	SHVS1. For Standard Heated/Vented seats a press of the heated seat button turns 
SWE1-HVAC-075-01	12.9	NRL-153430	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9	SHVS2. For Standard Heated/Vented seats a press of the vented seat button turns 
SWE1-HVAC-075-02	12.9	NRL-153430	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9	SHVS2. For Standard Heated/Vented seats a press of the vented seat button turns 
SWE1-HVAC-075-03	12.9	NRL-153430	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.9	SHVS2. For Standard Heated/Vented seats a press of the vented seat button turns 
SWE1-HVAC-076-01	13.2	NRL-153433	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2	LS1.) When the (-, +) seat control buttons are pressed from the door control for
SWE1-HVAC-076-02	13.2	NRL-153433	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2	LS1.) When the (-, +) seat control buttons are pressed from the door control for
SWE1-HVAC-076-03	13.2	NRL-153433	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2	LS1.) When the (-, +) seat control buttons are pressed from the door control for
SWE1-HVAC-077	13.2.1	NRL-153434	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.2.1	LS1.1) The 4 types of adjustments the user will be able to alter for lumbar/bols
SWE1-HVAC-078-01	13.3	NRL-153435	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.3	LS2.) When the (-, +) seat control buttons are pressed, it will trigger the popu
SWE1-HVAC-078-02	13.3	NRL-153435	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.3	LS2.) When the (-, +) seat control buttons are pressed, it will trigger the popu
SWE1-HVAC-079-01	13.3.1	NRL-153436	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.3.1	LS2.1) The user last selected lumbar/bolster selection will be latching during a
SWE1-HVAC-079-02	13.3.1	NRL-153436	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.3.1	LS2.1) The user last selected lumbar/bolster selection will be latching during a
SWE1-HVAC-080-01	13.4	NRL-153437	SYS1_HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_13.4	LS3.) The user will be able to long press on the hard button (-, +) or on the to
