req_id	outline	test_set	tc_count	q1	q1_why	q2	q2_why	q3	q3_why	q4	q4_why	q5	q5_why	q6	q6_why	q7	q7_why
024-08	3.2	Tri-Mode Climate	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `highest`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	有	條文明文 `goes back to the previous`；TC 有對應步驟	有	條文 `break`；TC 之 ER 覆蓋該交互 `still`	有	條文 `does NOT`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
025-01	3.3	Tri-Mode Climate	1	有	列舉句 `available`；同節他條之 ER 為反向側 `not available`	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `during`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
025-02	3.3	Tri-Mode Climate	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `not available`	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `during`；TC 之 ER 覆蓋該交互 `is off`	有	條文 `gray`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
026	3.4	Tri-Mode Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
027	6.3	Front Climate Anatomy	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
028-01	7.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	無	條文 `do not`；無 TC 覆蓋該否定側	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
028-02	7.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	無	條文 `do not`；無 TC 覆蓋該否定側	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
028-03	7.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	無	條文 `do not`；無 TC 覆蓋該否定側	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
029-01	7.1.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `No `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
029-02	7.1.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `will not`；TC 之 ER 覆蓋否定側 `No `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
029-03	7.1.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `while`；TC 之 ER 覆蓋該交互 `unchanged`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `No `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
030-01	7.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `15h`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `mutually exclusive`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `do NOT`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
030-02	7.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `15h`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `mutually exclusive`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `do NOT`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
030-03	7.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `15h`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `mutually exclusive`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `do NOT`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
030-04	7.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `15h`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `do NOT`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
030-05	7.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `15h`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `still`	有	條文 `do not`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
031-01	7.3	Rear Climate	2	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `While`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	有	本 leaf 已拆為 2 條
031-02	7.3	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `While`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
031-03	7.3	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `While`；無 TC 覆蓋該中斷／並行	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
032-01	7.4	Rear Climate	3	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `turned off`	有	限值 `HI`；TC 之 ER 觸及端點 `highest`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `no `	有	本 leaf 已拆為 3 條
032-02	7.4	Rear Climate	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `turned off`	有	限值 `LO`；TC 之 ER 觸及端點 `highest`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
032-03	7.4	Rear Climate	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `turned off`	有	限值 `LO`；TC 之 ER 觸及端點 `highest`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
032-04	7.4	Rear Climate	2	有	列舉句 `ranges:`；本 leaf 之 ER 自帶反向側 `turned off`	有	限值 `LO`；TC 之 ER 觸及端點 `off`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `does not`；TC 之 ER 覆蓋否定側 `no `	有	本 leaf 已拆為 2 條
033-01	7.5	Rear Climate	2	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `greyed`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `lowest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `no `	有	本 leaf 已拆為 2 條
033-02	7.5	Rear Climate	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `greyed`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `lowest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `shall not`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
033-03	7.5	Rear Climate	1	有	列舉句 `ranges:`；同節他條之 ER 為反向側 `greyed`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `lowest`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `cannot`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
033-04	7.5	Rear Climate	1	有	列舉句 `ranges:`；本 leaf 之 ER 自帶反向側 `greyed`	有	限值 `Off, 1`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `gray`；TC 之 ER 覆蓋否定側 `greyed`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
034-01	7.6	Rear Climate	1	有	列舉句 `available`；同節他條之 ER 為反向側 `blank`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
034-02	7.6	Rear Climate	1	有	列舉句 `available`；同節他條之 ER 為反向側 `blank`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
034-03	7.6	Rear Climate	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `blank`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
034-04	7.6	Rear Climate	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `blank`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
034-05	7.6	Rear Climate	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `unavailable`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `while`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
035-01	7.7	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
035-02	7.7	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
035-03	7.7	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `is off`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
036-01	7.8	Rear Climate	3	有	列舉句 `3 states`；同節他條之 ER 為反向側 `turned off`	有	限值 `Only one`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	有	本 leaf 已拆為 3 條
036-02	7.8	Rear Climate	1	有	列舉句 `has 3 states`；同節他條之 ER 為反向側 `turned off`	有	限值 `Only one`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
036-03	7.8	Rear Climate	1	有	列舉句 `has 3 states`；本 leaf 之 ER 自帶反向側 `turned off`	有	限值 `Only one`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
036-04	7.8	Rear Climate	1	有	列舉句 `only one`；同節他條之 ER 為反向側 `turned off`	有	限值 `only one`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `at a time`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
036-05	7.8	Rear Climate	2	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `does not`	有	限值 `only one`；TC 之 ER 觸及端點 `does not`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	有	本 leaf 已拆為 2 條
037	7.9	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
038-01	7.10	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
038-02	7.10	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
039	9.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
040-01	9.2	Rear Climate	3	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	有	本 leaf 已拆為 3 條
040-02	9.2	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
041	9.3	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
042-01	9.4	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
042-02	9.4	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
042-03	9.4	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
043	9.4.1	Rear Climate	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
044-01	10.1	ECO HVAC	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
045	10.2	ECO HVAC	1	無	列舉句 `3 states`；本 leaf 與同節皆無未支援／無效之反向 ER	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
046	10.3	ECO HVAC	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
047	10.4	ECO HVAC	2	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `first press`；TC 之 ER 觸及端點 `off`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	有	本 leaf 已拆為 2 條
048-01	10.5	ECO HVAC	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `second press`；TC 之 ER 觸及端點 `does not`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
048-02	10.5	ECO HVAC	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `third press`；TC 之 ER 觸及端點 `does not`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
048-03	10.5	ECO HVAC	1	不適用	條文未列舉支援項／有效值／可選項	有	限值 `second press`；TC 之 ER 觸及端點 `does not`	不適用	條文未述及電源／啟動，且本 leaf 非狀態型	不適用	條文未述及保留，且本 leaf 非狀態型	不適用	條文未述及中斷、並行或與他功能之交互	有	條文 `cannot`；TC 之 ER 覆蓋否定側 `does not`	無	3 個觸發，其 ER 各自斷言後果：['auto button', 'fan speed', 'auto button auto eco mode is active change airflow mode'] —— 依 §5.7 不同 trigger 應各自成條
