leaf_id	test_set	layer3	delegate	target_feature	basis	screen_source
SWE1-VC-LaneSenseWarning-019	Lane and Lighting	Lane Sense Warning	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-Language-059	Driver Convenience	Language	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-Language-060	Driver Convenience	Language	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-Language-061	Driver Convenience	Language	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-Language-062	Driver Convenience	Language	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-MaxPowerLevel140	Trailer and Signage	Max Power Level	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-MaxPowerLevel141	Trailer and Signage	Max Power Level	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-MaxPowerLevel142	Trailer and Signage	Max Power Level	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-MaxPowerLevel143	Trailer and Signage	Max Power Level	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NavigationTurnbyTurn-053	Driver Convenience	Navigation Turn by Turn	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NavigationTurnbyTurn-054	Driver Convenience	Navigation Turn by Turn	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NavigationTurnbyTurn-055	Driver Convenience	Navigation Turn by Turn	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NavigationTurnbyTurn-056	Driver Convenience	Navigation Turn by Turn	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NavigationTurnbyTurn-057	Driver Convenience	Navigation Turn by Turn	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-037	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-038	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-039	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-040	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-041	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-NewSpeedZoneIndication-042	Approach and Tailgate	New Speed Zone Indication	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PaddleShifter-010	Approach and Tailgate	Paddle Shifter	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PaddleShifter-011	Approach and Tailgate	Paddle Shifter	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PaddleShifter-012	Approach and Tailgate	Paddle Shifter	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PaddleShifter-013	Approach and Tailgate	Paddle Shifter	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PaddleShifter-014	Approach and Tailgate	Paddle Shifter	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSense-084	Units and Cameras	Park Sense	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSense-085	Units and Cameras	Park Sense	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSense-086	Units and Cameras	Park Sense	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSense-087	Units and Cameras	Park Sense	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSense-088	Units and Cameras	Park Sense	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-077	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-078	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-079	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-080	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-081	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseFrontVolume-082	Driver Convenience	Park Sense Front Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-070	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-071	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-072	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-073	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-074	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseRearVolume-075	Driver Convenience	Park Sense Rear Volume	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseBasedCameraActivation-078	Units and Cameras	ParkSense Based Camera Activation	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseBasedCameraActivation-079	Units and Cameras	ParkSense Based Camera Activation	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseBasedCameraActivation-080	Units and Cameras	ParkSense Based Camera Activation	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseBasedCameraActivation-081	Units and Cameras	ParkSense Based Camera Activation	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ParkSenseBasedCameraActivation-082	Units and Cameras	ParkSense Based Camera Activation	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PassiveEntry-009	Driver Convenience	Passive Entry	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PassiveEntry-010	Driver Convenience	Passive Entry	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PassiveEntry-011	Driver Convenience	Passive Entry	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PassiveEntry-012	Driver Convenience	Passive Entry	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PassiveEntry-013	Driver Convenience	Passive Entry	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-048	Lane and Lighting	Pedestrian Emergency Braking or Warning & Active Braking	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-049	Lane and Lighting	Pedestrian Emergency Braking or Warning & Active Braking	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-050	Lane and Lighting	Pedestrian Emergency Braking or Warning & Active Braking	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-051	Lane and Lighting	Pedestrian Emergency Braking or Warning & Active Braking	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PedestrianEmergencyBrakingorWarning&ActiveBraking-052	Lane and Lighting	Pedestrian Emergency Braking or Warning & Active Braking	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PhoneRepetition-064	Driver Convenience	Phone Repetition	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PhoneRepetition-065	Driver Convenience	Phone Repetition	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PhoneRepetition-066	Driver Convenience	Phone Repetition	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PhoneRepetition-067	Driver Convenience	Phone Repetition	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PhoneRepetition-068	Driver Convenience	Phone Repetition	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-016	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-017	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-018	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-019	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-020	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerLiftgate/TailgateAlert-021	Approach and Tailgate	Power Liftgate/Tailgate Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerSideStep-051	Trailer and Signage	Power Side Step	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerSideStep-052	Trailer and Signage	Power Side Step	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerSideStep-053	Trailer and Signage	Power Side Step	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerSideStep-054	Trailer and Signage	Power Side Step	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerSideStep-055	Trailer and Signage	Power Side Step	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-023	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-024	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-025	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-026	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-027	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerTailgate-028	Approach and Tailgate	Power Tailgate	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-009	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-010	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-011	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-012	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-013	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PowerUnit-014	Measurement Units	Power Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-002	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-003	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-004	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-005	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-006	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-PressureUnit-007	Measurement Units	Pressure Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RKELinkedtoMemory-090	Driver Convenience	RKE Linked to Memory	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RKELinkedtoMemory-091	Driver Convenience	RKE Linked to Memory	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RKELinkedtoMemory-092	Driver Convenience	RKE Linked to Memory	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RKELinkedtoMemory-093	Driver Convenience	RKE Linked to Memory	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RKELinkedtoMemory-094	Driver Convenience	RKE Linked to Memory	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RainSensingWipers-054	Lane and Lighting	Rain Sensing Wipers	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RainSensingWipers-055	Lane and Lighting	Rain Sensing Wipers	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RainSensingWipers-056	Lane and Lighting	Rain Sensing Wipers	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RainSensingWipers-057	Lane and Lighting	Rain Sensing Wipers	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RainSensingWipers-058	Lane and Lighting	Rain Sensing Wipers	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ReadytoDrivePopUp-026	Suspension and Comfort	Ready to Drive Pop-Up	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ReadytoDrivePopUp-027	Suspension and Comfort	Ready to Drive Pop-Up	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ReadytoDrivePopUp-028	Suspension and Comfort	Ready to Drive Pop-Up	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ReadytoDrivePopUp-029	Suspension and Comfort	Ready to Drive Pop-Up	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-ReadytoDrivePopUp-030	Suspension and Comfort	Ready to Drive Pop-Up	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightStatus-084	Auxiliary Switches	Rear Guidance Light Status	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightStatus-085	Auxiliary Switches	Rear Guidance Light Status	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightStatus-086	Auxiliary Switches	Rear Guidance Light Status	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightStatus-087	Auxiliary Switches	Rear Guidance Light Status	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightStatus-088	Auxiliary Switches	Rear Guidance Light Status	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightingwithApproach-078	Auxiliary Switches	Rear Guidance Lighting with Approach	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightingwithApproach-079	Auxiliary Switches	Rear Guidance Lighting with Approach	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightingwithApproach-080	Auxiliary Switches	Rear Guidance Lighting with Approach	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightingwithApproach-081	Auxiliary Switches	Rear Guidance Lighting with Approach	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightingwithApproach-082	Auxiliary Switches	Rear Guidance Lighting with Approach	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightswith\nCargoLights-014	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightswith\nCargoLights-015	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightswith\nCargoLights-016	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightswith\nCargoLights-017	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearGuidanceLightswith\nCargoLights-018	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearSeatReminder-053	Approach and Tailgate	Rear Seat Reminder	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearSeatReminder-054	Approach and Tailgate	Rear Seat Reminder	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearSeatReminder-055	Approach and Tailgate	Rear Seat Reminder	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearSeatReminder-056	Approach and Tailgate	Rear Seat Reminder	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearSeatReminder-057	Approach and Tailgate	Rear Seat Reminder	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDelay-109	Driver Convenience	Rearview Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDelay-110	Driver Convenience	Rearview Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDelay-111	Driver Convenience	Rearview Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDelay-112	Driver Convenience	Rearview Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDelay-113	Driver Convenience	Rearview Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDynamicGuidelines-115	Driver Convenience	Rearview Camera Dynamic Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDynamicGuidelines-116	Driver Convenience	Rearview Camera Dynamic Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDynamicGuidelines-117	Driver Convenience	Rearview Camera Dynamic Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDynamicGuidelines-118	Driver Convenience	Rearview Camera Dynamic Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RearviewCameraDynamicGuidelines-119	Driver Convenience	Rearview Camera Dynamic Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RemoteDoorUnlock-015	Driver Convenience	Remote Door Unlock	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RemoteDoorUnlock-016	Driver Convenience	Remote Door Unlock	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RemoteDoorUnlock-017	Driver Convenience	Remote Door Unlock	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RemoteDoorUnlock-018	Driver Convenience	Remote Door Unlock	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-RemoteDoorUnlock-019	Driver Convenience	Remote Door Unlock	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-054	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-055	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-056	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-018	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-019	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1HoldLastState-020	Auxiliary Switches	SWITCH 1 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-005	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-006	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-007	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-030	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-031	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1PowerMode-032	Auxiliary Switches	SWITCH 1 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-029	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-030	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-031	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-002	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-003	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH1Type-004	Auxiliary Switches	SWITCH 1 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-059	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-060	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-058	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-022	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-023	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2HoldLastState-024	Auxiliary Switches	SWITCH 2 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-009	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-010	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-011	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-034	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-035	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2PowerMode-036	Auxiliary Switches	SWITCH 2 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-033	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-034	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-035	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-006	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-007	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH2Type-008	Auxiliary Switches	SWITCH 2 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3HoldLastState-062	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3HoldLastState-064	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3HoldLastState-063	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3HoldLastState-026	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3HoldLastState-027	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
