leaf_id	test_set	layer3	src_ref	writable	blocker_class	blocker_detail	value_source	dr_id	vcvm_not_clear	disagree
SWE1-VC-DistanceUnit-022	Units and Cameras	Distance Unit	SYS-RA-VF230_V1-603	W0					0	0
SWE1-VC-DistanceUnit-023	Units and Cameras	Distance Unit	SYS-RA-VF230_V1-604	W0					0	0
SWE1-VC-DistanceUnit-024	Units and Cameras	Distance Unit	SYS-RA-VF230_V1-605	W0					0	0
SWE1-VC-SpeedUnit-026	Units and Cameras	Speed Unit	SYS-RA-VF230_V1-607	W0					0	0
SWE1-VC-SpeedUnit-027	Units and Cameras	Speed Unit	SYS-RA-VF230_V1-608	W0					0	0
SWE1-VC-SpeedUnit-028	Units and Cameras	Speed Unit	SYS-RA-VF230_V1-609	W0					0	0
SWE1-VC-SpeedUnit-029	Units and Cameras	Speed Unit	SYS-RA-VF230_V1-610	W0					0	0
SWE1-VC-ConsumptionUnit-031	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-612	W0					0	0
SWE1-VC-ConsumptionUnit-032	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-613	W0					0	0
SWE1-VC-ConsumptionUnit-033	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-614	W0					0	0
SWE1-VC-ConsumptionUnit-034	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-615	W0					0	0
SWE1-VC-ConsumptionUnit-035	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-616	W0					0	0
SWE1-VC-ConsumptionUnit-036	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-617	W0					0	0
SWE1-VC-ConsumptionUnit-037	Units and Cameras	Consumption Unit	SYS-RA-VF230_V1-618	W0					0	0
SWE1-VC-UnitEnergy-039	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-620	W0					0	0
SWE1-VC-UnitEnergy-040	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-621	W0					0	0
SWE1-VC-UnitEnergy-041	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-622	W0					0	0
SWE1-VC-UnitEnergy-042	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-623	W0					0	0
SWE1-VC-UnitEnergy-043	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-624	W0					0	0
SWE1-VC-UnitEnergy-044	Units and Cameras	Unit Energy	SYS-RA-VF230_V1-625	W0					0	0
SWE1-VC-TemperatureUnit-046	Units and Cameras	Temperature Unit	SYS-RA-VF230_V1-627	W0					0	0
SWE1-VC-TemperatureUnit-047	Units and Cameras	Temperature Unit	SYS-RA-VF230_V1-628	W0					0	0
SWE1-VC-TemperatureUnit-048	Units and Cameras	Temperature Unit	SYS-RA-VF230_V1-629	W0					0	0
SWE1-VC-TemperatureUnit-049	Units and Cameras	Temperature Unit	SYS-RA-VF230_V1-630	W0					0	0
SWE1-VC-TemperatureUnit-050	Units and Cameras	Temperature Unit	SYS-RA-VF230_V1-631	W0					0	0
SWE1-VC-SurroundViewCameraDelay-053	Units and Cameras	Surround View Camera Delay	SYS-RA-VF230_V1-845	W0					0	0
SWE1-VC-SurroundViewCameraDelay-054	Units and Cameras	Surround View Camera Delay	SYS-RA-VF230_V1-846	W0					0	0
SWE1-VC-SurroundViewCameraDelay-055	Units and Cameras	Surround View Camera Delay	SYS-RA-VF230_V1-847	W0					0	0
SWE1-VC-SurroundViewCameraDelay-056	Units and Cameras	Surround View Camera Delay	SYS-RA-VF230_V1-848	W0					0	0
SWE1-VC-SurroundViewCameraDelay-057	Units and Cameras	Surround View Camera Delay	SYS-RA-VF230_V1-849	W0					0	0
SWE1-VC-SurroundViewCameraGuidelines-059	Units and Cameras	Surround View Camera Guidelines	SYS-RA-VF230_V1-851	W0					0	0
SWE1-VC-SurroundViewCameraGuidelines-060	Units and Cameras	Surround View Camera Guidelines	SYS-RA-VF230_V1-852	W0					0	0
SWE1-VC-SurroundViewCameraGuidelines-061	Units and Cameras	Surround View Camera Guidelines	SYS-RA-VF230_V1-853	W0					0	0
SWE1-VC-SurroundViewCameraGuidelines-062	Units and Cameras	Surround View Camera Guidelines	SYS-RA-VF230_V1-854	W0					0	0
SWE1-VC-SurroundViewCameraGuidelines-063	Units and Cameras	Surround View Camera Guidelines	SYS-RA-VF230_V1-855	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-065	Units and Cameras	Turn Signal Activated Blind Spot Camera View	SYS-RA-VF230_V1-1094	W0					1	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-066	Units and Cameras	Turn Signal Activated Blind Spot Camera View	SYS-RA-VF230_V1-1095	W0					1	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-067	Units and Cameras	Turn Signal Activated Blind Spot Camera View	SYS-RA-VF230_V1-1096	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-068	Units and Cameras	Turn Signal Activated Blind Spot Camera View	SYS-RA-VF230_V1-1097	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraView-069	Units and Cameras	Turn Signal Activated Blind Spot Camera View	SYS-RA-VF230_V1-1098	W0					1	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-071	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1100	W1		PROXI 參數之值域無來源：Turn_Signal_Camera_View	PROXI:Turn_Signal_Camera_View=PENDING	DR-34	1	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-072	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1101	W1		PROXI 參數之值域無來源：Turn_Signal_Camera_View	PROXI:Turn_Signal_Camera_View=PENDING	DR-34	1	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-073	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1102	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-074	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1103	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-075	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1104	W0					0	0
SWE1-VC-TurnSignalActivatedBlindSpotCameraViewwithTrailerOption-076	Units and Cameras	Turn Signal Activated Blind Spot Camera View with Trailer Option	SYS-RA-VF230_V1-1105	W0					1	0
SWE1-VC-ParkSenseBasedCameraActivation-078	Units and Cameras	ParkSense Based Camera Activation	SYS-RA-VF230_V1-1107	W1		PROXI 參數之值域無來源：Parksense_Camera_View	PROXI:Parksense_Camera_View=PENDING	DR-34	1	0
SWE1-VC-ParkSenseBasedCameraActivation-079	Units and Cameras	ParkSense Based Camera Activation	SYS-RA-VF230_V1-1108	W1		PROXI 參數之值域無來源：Parksense_Camera_View	PROXI:Parksense_Camera_View=PENDING	DR-34	1	0
SWE1-VC-ParkSenseBasedCameraActivation-080	Units and Cameras	ParkSense Based Camera Activation	SYS-RA-VF230_V1-1109	W1		PROXI 參數之值域無來源：Parksense_Camera_View	PROXI:Parksense_Camera_View=PENDING	DR-34	0	0
SWE1-VC-ParkSenseBasedCameraActivation-081	Units and Cameras	ParkSense Based Camera Activation	SYS-RA-VF230_V1-1110	W0					0	0
SWE1-VC-ParkSenseBasedCameraActivation-082	Units and Cameras	ParkSense Based Camera Activation	SYS-RA-VF230_V1-1111	W0					1	0
SWE1-VC-ParkSense-084	Units and Cameras	Park Sense	SYS-RA-VF230_V1-2042	W0					1	0
SWE1-VC-ParkSense-085	Units and Cameras	Park Sense	SYS-RA-VF230_V1-2043	W0					1	0
SWE1-VC-ParkSense-086	Units and Cameras	Park Sense	SYS-RA-VF230_V1-2044	W0					0	0
SWE1-VC-ParkSense-087	Units and Cameras	Park Sense	SYS-RA-VF230_V1-2045	W0					0	0
SWE1-VC-ParkSense-088	Units and Cameras	Park Sense	SYS-RA-VF230_V1-2046	W0					1	0
SWE1-VC-SuspensionAutoEntryorExit-090	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2171	W0					0	0
SWE1-VC-SuspensionAutoEntryorExit-091	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2172	W0					0	0
SWE1-VC-SuspensionAutoEntryorExit-092	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2173	W0					0	0
SWE1-VC-SuspensionAutoEntryorExit-093	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2174	W0					0	0
SWE1-VC-SuspensionAutoEntryorExit-094	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2175	W0					0	0
SWE1-VC-SuspensionAutoEntryorExit-095	Suspension and Comfort	Suspension Auto Entry or Exit	SYS-RA-VF230_V1-2176	W0					0	0
SWE1-VC-6AuxSwitches-002	Auxiliary Switches	6 Aux Switches	SYS-RA-VF230_V1-2259	W1		PROXI 參數之值域無來源：AUX_Switch_Types	PROXI:AUX_Switch_Types=PENDING	DR-34	1	0
SWE1-VC-6AuxSwitches-003	Auxiliary Switches	6 Aux Switches	SYS-RA-VF230_V1-2260	W1		PROXI 參數之值域無來源：AUX_Switch_Types	PROXI:AUX_Switch_Types=PENDING	DR-34	1	0
SWE1-VC-SWITCH1PowerMode-005	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2262	W0			AUX1_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH1PowerMode-006	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2263	W0			AUX1_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH1PowerMode-007	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2264	W0			AUX1_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH2PowerMode-009	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2266	W0			AUX2_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH2PowerMode-010	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2267	W0			AUX2_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH2PowerMode-011	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2268	W0			AUX2_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH3PowerMode-013	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2270	W0			AUX3_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH3PowerMode-015	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2272	W0			AUX3_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH4PowerMode-017	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2274	W0			AUX4_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH4PowerMode-018	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2275	W0			AUX4_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH4PowerMode-019	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2276	W0			AUX4_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH5PowerMode-021	Auxiliary Switches	SWITCH 5 Power Mode	SYS-RA-VF230_V1-2278	W0			AUX5_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH5PowerMode-022	Auxiliary Switches	SWITCH 5 Power Mode	SYS-RA-VF230_V1-2279	W0			AUX5_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH5PowerMode-023	Auxiliary Switches	SWITCH 5 Power Mode	SYS-RA-VF230_V1-2280	W0			AUX5_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH6PowerMode-025	Auxiliary Switches	SWITCH 6 Power Mode	SYS-RA-VF230_V1-2282	W0			AUX6_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH6PowerMode-027	Auxiliary Switches	SWITCH 6 Power Mode	SYS-RA-VF230_V1-2284	W0			AUX6_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH1Type-029	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2286	W0			AUX1_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH1Type-030	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2287	W0			AUX1_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH1Type-031	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2288	W0			AUX1_TYPE=2-DBC		1	0
SWE1-VC-SWITCH2Type-033	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2290	W0			AUX2_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH2Type-034	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2291	W0			AUX2_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH2Type-035	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2292	W0			AUX2_TYPE=2-DBC		1	0
SWE1-VC-SWITCH3Type-037	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2294	W0			AUX3_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH3Type-038	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2295	W0			AUX3_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH4Type-041	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2298	W0			AUX4_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH4Type-042	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2299	W0			AUX4_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH4Type-043	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2300	W0			AUX4_TYPE=2-DBC		1	0
SWE1-VC-SWITCH5Type-046	Auxiliary Switches	SWITCH 5 Type	SYS-RA-VF230_V1-2303	W0			AUX5_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH5Type-047	Auxiliary Switches	SWITCH 5 Type	SYS-RA-VF230_V1-2304	W0			AUX5_TYPE=2-DBC		1	0
SWE1-VC-SWITCH6Type-049	Auxiliary Switches	SWITCH 6 Type	SYS-RA-VF230_V1-2306	W0			AUX6_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH6Type-050	Auxiliary Switches	SWITCH 6 Type	SYS-RA-VF230_V1-2307	W0			AUX6_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH1HoldLastState-054	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2310	W0			AUX1_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH1HoldLastState-055	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2311	W0			AUX1_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH1HoldLastState-056	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2312	W0			AUX1_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH2HoldLastState-059	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2315	W0			AUX2_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH2HoldLastState-060	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2316	W0			AUX2_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH3HoldLastState-062	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2318	W0			AUX3_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH3HoldLastState-064	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2320	W0			AUX3_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH4HoldLastState-066	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2322	W0			AUX4_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH4HoldLastState-067	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2323	W0			AUX4_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH4HoldLastState-068	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2324	W0			AUX4_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH5HoldLastState-070	Auxiliary Switches	SWITCH 5 Hold Last State	SYS-RA-VF230_V1-2326	W0			AUX5_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH5HoldLastState-071	Auxiliary Switches	SWITCH 5 Hold Last State	SYS-RA-VF230_V1-2327	W0			AUX5_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH5HoldLastState-072	Auxiliary Switches	SWITCH 5 Hold Last State	SYS-RA-VF230_V1-2328	W0			AUX5_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH6HoldLastState-074	Auxiliary Switches	SWITCH 6 Hold Last State	SYS-RA-VF230_V1-2330	W0			AUX6_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH6HoldLastState-075	Auxiliary Switches	SWITCH 6 Hold Last State	SYS-RA-VF230_V1-2331	W0			AUX6_HLEnbl_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightingwithApproach-078	Auxiliary Switches	Rear Guidance Lighting with Approach	SYS-RA-VF230_V1-2597	W1		PROXI 參數之值域無來源：Utility_Lighting	PROXI:Utility_Lighting=PENDING	DR-34	0	0
SWE1-VC-RearGuidanceLightingwithApproach-079	Auxiliary Switches	Rear Guidance Lighting with Approach	SYS-RA-VF230_V1-2598	W1		PROXI 參數之值域無來源：Utility_Lighting	PROXI:Utility_Lighting=PENDING	DR-34	0	0
SWE1-VC-RearGuidanceLightingwithApproach-080	Auxiliary Switches	Rear Guidance Lighting with Approach	SYS-RA-VF230_V1-2599	W0			Rear_Lights_with_Approach_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightingwithApproach-081	Auxiliary Switches	Rear Guidance Lighting with Approach	SYS-RA-VF230_V1-2600	W0			Rear_Lights_with_Approach_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightingwithApproach-082	Auxiliary Switches	Rear Guidance Lighting with Approach	SYS-RA-VF230_V1-2601	W0			Rear_Lights_with_Approach=2-DBC		0	0
SWE1-VC-RearGuidanceLightStatus-084	Auxiliary Switches	Rear Guidance Light Status	SYS-RA-VF230_V1-2603	W1		PROXI 參數之值域無來源：Utility_Lighting	PROXI:Utility_Lighting=PENDING	DR-34	0	0
SWE1-VC-RearGuidanceLightStatus-085	Auxiliary Switches	Rear Guidance Light Status	SYS-RA-VF230_V1-2604	W1		PROXI 參數之值域無來源：Utility_Lighting	PROXI:Utility_Lighting=PENDING	DR-34	0	0
SWE1-VC-RearGuidanceLightStatus-086	Auxiliary Switches	Rear Guidance Light Status	SYS-RA-VF230_V1-2605	W0			Rear_Guidance_Light_Status_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightStatus-087	Auxiliary Switches	Rear Guidance Light Status	SYS-RA-VF230_V1-2606	W0			Rear_Guidance_Light_Status_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightStatus-088	Auxiliary Switches	Rear Guidance Light Status	SYS-RA-VF230_V1-2607	W0			Rear_Guidance_Light_Status=2-DBC		0	0
SWE1-VC-E-Save-090	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2660	W0					0	0
SWE1-VC-E-Save-091	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2661	W0					0	0
SWE1-VC-E-Save-092	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2662	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-E-Save-093	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2663	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-E-Save-094	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2664	W2	B5-signal-absent	斷言目標訊號不存在於基線 DBC 且無逐字來源（L-VS2 FAIL）			0	0
SWE1-VC-E-Save-095	Auxiliary Switches	E-Save	SYS-RA-VF230_V1-2665	W0					0	0
SWE1-VC-SWITCH3PowerMode-014	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2271	W0			AUX3_PWRMD_Req=2-DBC		0	1
SWE1-VC-SWITCH6PowerMode-026	Auxiliary Switches	SWITCH 6 Power Mode	SYS-RA-VF230_V1-2283	W0			AUX6_PWRMD_Req=2-DBC		0	1
SWE1-VC-SWITCH3Type-039	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2296	W0			AUX3_TYPE=2-DBC		1	1
SWE1-VC-SWITCH5Type-045	Auxiliary Switches	SWITCH 5 Type	SYS-RA-VF230_V1-2302	W0			AUX5_TYPE_Req=2-DBC		0	1
SWE1-VC-SWITCH6Type-051	Auxiliary Switches	SWITCH 6 Type	SYS-RA-VF230_V1-2308	W0			AUX6_TYPE=2-DBC		1	1
SWE1-VC-SWITCH2HoldLastState-058	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2314	W0			AUX2_HLEnbl_Req=2-DBC		0	1
SWE1-VC-SWITCH3HoldLastState-063	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2319	W0			AUX3_HLEnbl_Req=2-DBC		0	1
SWE1-VC-SWITCH6HoldLastState-076	Auxiliary Switches	SWITCH 6 Hold Last State	SYS-RA-VF230_V1-2332	W0			AUX6_HLEnbl=2-DBC		1	1
SWE1-VC-IlluminatedApproach-002	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2131	W0					0	0
SWE1-VC-IlluminatedApproach-003	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2132	W0					0	0
SWE1-VC-IlluminatedApproach-004	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2133	W0			Illuminated_Approach_Req=2-DBC		0	0
SWE1-VC-IlluminatedApproach-005	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2134	W0			Illuminated_Approach_Req=2-DBC		0	0
SWE1-VC-IlluminatedApproach-006	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2135	W0			Illuminated_Approach_Req=2-DBC		0	0
SWE1-VC-IlluminatedApproach-007	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2136	W0			Illuminated_Approach_Req=2-DBC		0	0
SWE1-VC-IlluminatedApproach-008	Approach and Tailgate	Illuminated Approach	SYS-RA-VF230_V1-2137	W0			Illuminated_Approach=2-DBC		0	0
SWE1-VC-PaddleShifter-010	Approach and Tailgate	Paddle Shifter	SYS-RA-VF230_V1-2139	W1		PROXI 參數之值域無來源：Paddle_Shifter_Menu	PROXI:Paddle_Shifter_Menu=PENDING	DR-34	0	0
SWE1-VC-PaddleShifter-011	Approach and Tailgate	Paddle Shifter	SYS-RA-VF230_V1-2140	W1		PROXI 參數之值域無來源：Paddle_Shifter_Menu	PROXI:Paddle_Shifter_Menu=PENDING	DR-34	0	0
SWE1-VC-PaddleShifter-012	Approach and Tailgate	Paddle Shifter	SYS-RA-VF230_V1-2141	W0			Paddle_Shifter_Req=2-DBC		0	0
SWE1-VC-PaddleShifter-013	Approach and Tailgate	Paddle Shifter	SYS-RA-VF230_V1-2142	W0			Paddle_Shifter_Req=2-DBC		0	0
SWE1-VC-PaddleShifter-014	Approach and Tailgate	Paddle Shifter	SYS-RA-VF230_V1-2143	W0			Paddle_Shifter=2-DBC		0	0
SWE1-VC-PowerLiftgate/TailgateAlert-016	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2145	W0					0	0
SWE1-VC-PowerLiftgate/TailgateAlert-017	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2146	W0					0	0
SWE1-VC-PowerLiftgate/TailgateAlert-018	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2147	W0			PLGAlert_Req=2-DBC		0	0
SWE1-VC-PowerLiftgate/TailgateAlert-019	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2148	W0			PLGAlert_Req=2-DBC		0	0
SWE1-VC-PowerLiftgate/TailgateAlert-020	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2149	W0			PLGAlert=2-DBC		0	0
SWE1-VC-PowerLiftgate/TailgateAlert-021	Approach and Tailgate	Power Liftgate/Tailgate Alert	SYS-RA-VF230_V1-2150	W0			PLGAlert=2-DBC		0	0
SWE1-VC-PowerTailgate-023	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2152	W0					0	0
SWE1-VC-PowerTailgate-024	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2153	W0					0	0
SWE1-VC-PowerTailgate-025	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2154	W0			Power_Tailgate_Enable_Req=2-DBC		0	0
SWE1-VC-PowerTailgate-026	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2155	W0			Power_Tailgate_Enable_Req=2-DBC		0	0
SWE1-VC-PowerTailgate-027	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2156	W0			Power_Tailgate_Enable=2-DBC		0	0
SWE1-VC-PowerTailgate-028	Approach and Tailgate	Power Tailgate	SYS-RA-VF230_V1-2157	W0			Power_Tailgate_Enable=2-DBC		0	0
SWE1-VC-TrafficSignWarning-030	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2372	W0					0	0
SWE1-VC-TrafficSignWarning-031	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2373	W0					0	0
SWE1-VC-TrafficSignWarning-032	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2374	W0			Traffic_Sign_Warn_Req=2-DBC		0	0
SWE1-VC-TrafficSignWarning-033	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2375	W0			Traffic_Sign_Warn_Req=2-DBC		0	0
SWE1-VC-TrafficSignWarning-034	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2376	W0			Traffic_Sign_Warn_Req=2-DBC		0	0
SWE1-VC-TrafficSignWarning-035	Approach and Tailgate	Traffic Sign Warning	SYS-RA-VF230_V1-2377	W0			Traffic_Sign_Warn=2-DBC		0	0
SWE1-VC-NewSpeedZoneIndication-037	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2379	W0					0	0
SWE1-VC-NewSpeedZoneIndication-038	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2380	W0					0	0
SWE1-VC-NewSpeedZoneIndication-039	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2381	W0			New_Spd_Zone_Ind_Req=2-DBC		0	0
SWE1-VC-NewSpeedZoneIndication-040	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2382	W0			New_Spd_Zone_Ind_Req=2-DBC		0	0
SWE1-VC-NewSpeedZoneIndication-041	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2383	W0			New_Spd_Zone_Ind_Req=2-DBC		0	0
SWE1-VC-NewSpeedZoneIndication-042	Approach and Tailgate	New Speed Zone Indication	SYS-RA-VF230_V1-2384	W0			New_Spd_Zone_Ind=2-DBC		0	0
SWE1-VC-ChargePowerLevel-044	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2386	W0					0	0
