leaf_id	layer3	delegate	status	comfort_leaf_ids	screen_text	source	comfort_hit_count
SWE1-VC-LeftFrontHeatedSeat-005	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-006	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-007	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-008	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-009	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-010	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-011	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-012	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-013	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-014	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-015	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-016	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-017	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-018	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontHeatedSeat-019	LeftFrontHeatedSeat	yes	found	SWE1-HVAC-054-01;SWE1-HVAC-057-01;SWE1-HVAC-071-01;SWE1-HVAC-100-03;SWE1-HVAC-104-06	SWE1-HVAC-054-01：The system shall first press: popup opens, seat heat HI, button highlighted, 3 arrows ⏐ SWE1-HVAC-057-01：The system shall heated seat button displays red when active	FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:217;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:228;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:99｜29.1 Driver Heated Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:102｜29.4 Passenger Heated Seats	5
SWE1-VC-LeftFrontVentedSeat-003	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-004	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-005	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-006	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-007	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-008	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-009	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-010	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-011	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-012	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
SWE1-VC-LeftFrontVentedSeat-013	LeftFrontVentedSeat	yes	found	SWE1-HVAC-055-01;SWE1-HVAC-056;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060-02;SWE1-HVAC-064-03	SWE1-HVAC-055-01：The system shall first press: popup opens, seat vent HI, button highlighted blue, large fan + 3 LEDs ⏐ SWE1-HVAC-056：HVS4. When climate is OFF, the status bar should still show heated/vented seat status.	"FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:222;FM-WI-FSM-037-A03-N1L-SWE1-Comfort-HMI-V0.1 STLA 報告.xlsx／Analysis Report:226;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:101｜29.3 Driver Vented Seats;HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026).xlsx／Settings:103｜29.5 Passenger Vented Seats;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:229｜PU0226 Controls 20 w/ no user selections
5 10 seconds after user selection and controls screen timeout setting;Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023).xlsx／Main:300｜PU0297 Comfort 3 timeout
pressing another control  Displayed when the user presses the heated/vented seats sof"	17
