leaf_id	layer3	delegate	comfort_leaf_ids	basis	blocked_ref	screen_source
SWE1-VC-LeftFrontVentedSeat-012	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-LeftFrontVentedSeat-013	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-LeftFrontVentedSeat-014	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-LeftFrontVentedSeat-015	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-LeftFrontVentedSeat-016	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-LeftFrontVentedSeat-017	LeftFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `LeftFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-OneStageHeatedSeat-039	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-040	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-041	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-042	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-043	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-044	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-045	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-046	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-047	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-048	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-049	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-050	OneStageHeatedSeat	pending	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	A-VS46／DR-17：所引 Comfort 條文明文限定 Multi-Level，與本 leaf 之單階配置矛盾		comfort
SWE1-VC-OneStageHeatedSeat-051	OneStageHeatedSeat	yes		R-VS7(b)：條文自身引 TLM HMI Document／PDO graphics	CFTS044-4859372	comfort
SWE1-VC-OneStageHeatedSeat-052	OneStageHeatedSeat	yes		R-VS7(b)：條文自身引 TLM HMI Document／PDO graphics	CFTS044-4859373	comfort
SWE1-VC-PHEVFeatures-017	PHEVFeatures	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-RightFrontHeatedSeat-022	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-023	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-024	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-025	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-026	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-027	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-028	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-029	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-030	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-031	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-032	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-033	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-034	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-035	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontHeatedSeat-036	RightFrontHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `RightFrontHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-020	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-021	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-022	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-023	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-024	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-025	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-026	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-027	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-028	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-029	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-030	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-031	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-032	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-033	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-RightFrontVentedSeat-034	RightFrontVentedSeat	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `RightFrontVentedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）		comfort
SWE1-VC-ScreenOFF-047	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ScreenOFF-048	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ScreenOFF-049	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ScreenOFF-050	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ScreenOFF-051	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ScreenOFF-052	ScreenOFF	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-002	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-003	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-004	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-005	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-006	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-Stop-StartSystem-007	Stop-StartSystem	no		Comfort 037 全集無同一實體功能之對應		
