swe_id	source_id	sheet	title	status	categorization	sub_categorization	priority
SWE1_AMM_204	SYS-RA-AMM-535	Part 02	Audio Management - Source Status Update After Deactivation	New	Functional Requirement	Source Management	High
SWE1_AMM_205	SYS-RA-AMM-537	Part 02	Audio Management - Entertainment-to-Entertainment Source Transition	New	Functional Requirement	Source Transition	High
SWE1_AMM_206	SYS-RA-AMM-539	Part 02	Audio Management - Entertainment Source Ramp Down Before Switching	New	Functional Requirement	Audio Transition	High
SWE1_AMM_207	SYS-RA-AMM-540	Part 02	Audio Management - HUModeStatus Update After Entertainment Transition	New	Functional Requirement	Source Management	High
SWE1_AMM_208	SYS-RA-AMM-541	Part 02	Audio Management - Entertainment Source Transition Delay	New	Functional Requirement	Audio Transition	High
SWE1_AMM_209	SYS-RA-AMM-542	Part 02	Audio Management - Entertainment Source Ramp Up After Transition	New	Functional Requirement	Audio Transition	High
SWE1_AMM_210	SYS-RA-AMM-547	Part 02	Audio Management - Reset Source Status When No Source Is Active	New	Functional Requirement	Source Management	High
SWE1_AMM_211	SYS-RA-AMM-548	Part 02	Audio Management - Source Activation Conditions	New	Functional Requirement	Source Arbitration	High
SWE1_AMM_212	SYS-RA-AMM-549	Part 02	Audio Management - Entertainment Source Activation	New	Functional Requirement	Source Activation	High
SWE1_AMM_213	SYS-RA-AMM-550	Part 02	Audio Management - TA/PTY31 Source Activation	New	Functional Requirement	Source Activation	High
SWE1_AMM_214	SYS-RA-AMM-551	Part 02	Audio Management - HFP Information Source Activation	New	Functional Requirement	Information Source Management	High
SWE1_AMM_215	SYS-RA-AMM-552	Part 02	Audio Management - Source Activation Arbitration	New	Functional Requirement	Source Arbitration	High
SWE1_AMM_216	SYS-RA-AMM-553	Part 02	Audio Management - Entertainment Source Deactivation	New	Functional Requirement	Source Deactivation	High
SWE1_AMM_217	SYS-RA-AMM-554	Part 02	Audio Management - HFP Information Source Deactivation	New	Functional Requirement	Information Source Management	High
SWE1_AMM_218	SYS-RA-AMM-555	Part 02	Audio Management - SOS Call Priority Mute	New	Functional Requirement	Audio Arbitration / Emergency Handling	High
SWE1_AMM_219	SYS-RA-AMM-556	Part 02	Audio Management - Restore Audio After SOS Call	New	Functional Requirement	Audio Arbitration / Recovery	High
SWE1_AMM_220	SYS-RA-AMM-561	Part 02	Audio Management - Navigation Volume Adjustment	New	Functional Requirement	Volume Management	High
SWE1_AMM_221	SYS-RA-AMM-563	Part 02	Audio Management - Preserve Cabin Audio Settings During Source Transition	New	Functional Requirement	Audio State Management	High
SWE1_AMM_222	SYS-RA-AMM-564	Part 02	Audio Management - Surround Sound Availability in Non-Amplified Systems	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_223	SYS-RA-AMM-565	Part 02	Audio Management - Passenger Side Entertainment Activation After Information Source Ends	New	Functional Requirement	Audio Transition	High
SWE1_AMM_224	SYS-RA-AMM-568	Part 02	Audio Management - Information Source Transition	New	Functional Requirement	Information Source Transition	High
SWE1_AMM_225	SYS-RA-AMM-570	Part 02	Audio Management - Restore Entertainment After Information Source Ends	New	Functional Requirement	Information Source Recovery	High
SWE1_AMM_226	SYS-RA-AMM-572	Part 02	Audio Management - Cancel TA/Navigation During Phone or VR Request	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_227	SYS-RA-AMM-573	Part 02	Audio Management - Cancel TA on Incoming Call	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_228	SYS-RA-AMM-574	Part 02	Audio Management - HFP Routing During Navigation Prompt	New	Functional Requirement	Audio Routing	High
SWE1_AMM_229	SYS-RA-AMM-576	Part 02	Audio Management - Ignore TA During Active VR Session	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_230	SYS-RA-AMM-578	Part 02	Audio Management - Cancel VR for User-Selected Navigation Prompt	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_231	SYS-RA-AMM-579	Part 02	Audio Management - Delay Navigation During Active VR Session	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_232	SYS-RA-AMM-581	Part 02	Audio Management - Ignore TA During Active Phone Audio	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_233	SYS-RA-AMM-583	Part 02	Audio Management - Mix Signal Source with Active Information Sources	New	Functional Requirement	Audio Mixing	High
SWE1_AMM_234	SYS-RA-AMM-592	Part 02	Audio Management - Cancel TA or Navigation for Phone/VR Request	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_235	SYS-RA-AMM-593	Part 02	Audio Management - Cancel TA on Incoming Call	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_236	SYS-RA-AMM-595	Part 02	Audio Management - Ignore TA During Active VR Session	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_237	SYS-RA-AMM-596	Part 02	Audio Management - Cancel VR for Customer-Selected Navigation Prompt	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_238	SYS-RA-AMM-597	Part 02	Audio Management - Delay Navigation Until VR Completion	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_239	SYS-RA-AMM-599	Part 02	Audio Management - Ignore TA During Phone Audio	New	Functional Requirement	Audio Arbitration	High
SWE1_AMM_240	SYS-RA-AMM-614	Part 02	Audio Management - Arbitrated Signal Source Transition	New	Functional Requirement	Source Transition	High
SWE1_AMM_241	SYS-RA-AMM-616	Part 02	Audio Management - Arbitrated Information Source Transition	New	Functional Requirement	Source Transition	High
SWE1_AMM_242	SYS-RA-AMM-625	Part 02	Audio Management - Logistic Mode Audio Disable	New	Functional Requirement	System Mode	High
SWE1_AMM_243	SYS-RA-AMM-626	Part 02	Audio Management - Logistic Mode Audio Status	New	Functional Requirement	System Status	High
SWE1_AMM_244	SYS-RA-AMM-627	Part 02	Audio Management - Exit Logistic Mode	New	Functional Requirement	Power Management	High
SWE1_AMM_245	SYS-RA-AMM-683	Part 02	Audio Management - Speaker Diagnostics Enable	New	Functional Requirement	Diagnostics	High
SWE1_AMM_246	SYS-RA-AMM-742	Part 02	Audio Management - AMP Audio Availability Synchronization	New	Functional Requirement	System Status	High
SWE1_AMM_247	SYS-RA-AMM-746	Part 02	Audio Management - Restore Configuration After BH-CAN Wakeup	New	Functional Requirement	Persistent Storage	High
SWE1_AMM_248	SYS-RA-AMM-749	Part 02	Audio Management - Amplifier Presence Detection	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_249	SYS-RA-AMM-750	Part 02	Audio Management - Fixed Gain Output Mode	New	Functional Requirement	Audio Output Configuration	High
SWE1_AMM_250	SYS-RA-AMM-751	Part 02	Audio Management - Variable Gain Output Mode	New	Functional Requirement	Audio Output Configuration	High
SWE1_AMM_251	SYS-RA-AMM-765	Part 02	Audio Management - Detect LBSS Presence	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_252	SYS-RA-AMM-766	Part 02	Audio Management - Detect RBSS Presence	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_253	SYS-RA-AMM-767	Part 02	Audio Management - Disable Blind Spot Systems	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_254	SYS-RA-AMM-772	Part 02	Audio Management - Detect ICS Presence	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_255	SYS-RA-AMM-773	Part 02	Audio Management - Detect ICS Absence	New	Functional Requirement	Hardware Configuration	High
SWE1_AMM_256	SYS-RA-AMM-779	Part 02	Audio Management - Configure Driver Side Audio for LHD	New	Functional Requirement	Audio Routing	High
SWE1_AMM_257	SYS-RA-AMM-780	Part 02	Audio Management - Configure Driver Side Audio for RHD	New	Functional Requirement	Audio Routing	High
SWE1_AMM_258	SYS-RA-AMM-785	Part 02	Audio Management - Read Cabin EQ Configuration	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_259	SYS-RA-AMM-787	Part 02	Audio Management - Handle Invalid Cabin EQ IDs (S00 / SFF)	New	Functional Requirement	Fault Handling	High
SWE1_AMM_260	SYS-RA-AMM-788	Part 02	Audio Management - Handle Unknown Cabin EQ IDs	New	Functional Requirement	Fault Handling	High
SWE1_AMM_261	SYS-RA-AMM-789	Part 02	Audio Management - Load Valid Cabin EQ Parameters	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_262	SYS-RA-AMM-791	Part 02	Audio Management - Disable Fade Control for Two-Speaker Systems	New	Functional Requirement	HMI Configuration	High
SWE1_AMM_263	SYS-RA-AMM-792	Part 02	Audio Management - Mute Rear Speaker Channels	New	Functional Requirement	Audio Routing	High
SWE1_AMM_264	SYS-RA-AMM-798	Part 02	Audio Management - Enable Surround Sound HMI	New	Functional Requirement	HMI Configuration	High
SWE1_AMM_265	SYS-RA-AMM-799	Part 02	Audio Management - Support Surround Sound Control	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_266	SYS-RA-AMM-800	Part 02	Audio Management - Disable Surround Sound Feature	New	Functional Requirement	HMI Configuration	High
SWE1_AMM_267	SYS-RA-AMM-810	Part 02	Audio Management - Loudness Menu for Base Audio System	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_268	SYS-RA-AMM-811	Part 02	Audio Management - Loudness Applied Only to Entertainment Sources	New	Functional Requirement	Audio Processing	High
SWE1_AMM_269	SYS-RA-AMM-812	Part 02	Audio Management - Disable Loudness for Fiat Booster System	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_270	SYS-RA-AMM-814	Part 02	Audio Management - Disable Loudness for Premium CAN / Beats Systems	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_271	SYS-RA-AMM-818	Part 02	Audio Management - Loudness Disabled (Duplicate Requirement)	New	Functional Requirement	Audio Configuration	High
SWE1_AMM_272	SYS-RA-AMM-836	Part 02	Audio Management - Entertainment Key Volume Upper Limit	New	Functional Requirement	Volume Management	High
SWE1_AMM_273	SYS-RA-AMM-837	Part 02	Audio Management - HFP Maximum Volume Limit	New	Functional Requirement	Volume Management	High
SWE1_AMM_274	SYS-RA-AMM-838	Part 02	Audio Management - HFP Minimum Volume Limit	New	Functional Requirement	Volume Management	High
SWE1_AMM_275	SYS-RA-AMM-840	Part 02	Audio Management - Entertainment Ramp-Up Timing	New	Functional Requirement	Audio Transition	High
SWE1_AMM_276	SYS-RA-AMM-841	Part 02	Audio Management - Entertainment Ramp-Down Timing	New	Functional Requirement	Audio Transition	High
SWE1_AMM_277	SYS-RA-AMM-842	Part 02	Audio Management - Information Source Ramp-Up Timing	New	Functional Requirement	Audio Transition	High
SWE1_AMM_278	SYS-RA-AMM-843	Part 02	Audio Management - Information Source Ramp-Down Timing	New	Functional Requirement	Audio Transition	High
SWE1_AMM_279	SYS-RA-AMM-859	Part 03	Audio Management - Confirmation Tone Sound Selection	New	Functional Requirement	Confirmation Tone	High
SWE1_AMM_280	SYS-RA-AMM-860	Part 03	Audio Management - System-Generated Confirmation Tone Configuration	New	Functional Requirement	Confirmation Tone	High
SWE1_AMM_281	SYS-RA-AMM-861	Part 03	Audio Management - System-Generated Alert Tone Configuration	New	Functional Requirement	Alert Generation	High
SWE1_AMM_282	SYS-RA-AMM-862	Part 03	Audio Management - Alert Sound Selection	New	Functional Requirement	Alert Generation	High
SWE1_AMM_283	SYS-RA-AMM-865	Part 03	Audio Management - Default Sound Fileset Selection for Missing Theme Configuration	New	Functional Requirement	Sound Configuration	High
SWE1_AMM_284	SYS-RA-AMM-866	Part 03	Audio Management - Fiat Latam Sound Fileset Selection	New	Functional Requirement	Sound Configuration	High
SWE1_AMM_285	SYS-RA-AMM-867	Part 03	Audio Management - Default Sound Fileset Selection for Unsupported Theme Value	New	Functional Requirement	Sound Configuration	High
SWE1_AMM_286	SYS-RA-AMM-895	Part 03	Audio Management - Alternate and Main Audio Mixing	New	Functional Requirement	Audio Mixing	High
SWE1_AMM_287	SYS-RA-AMM-896	Part 03	Audio Management - Main Audio Ducking for Alternate Audio	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_288	SYS-RA-AMM-900	Part 03	Audio Management - Reverse Entertainment Audio Mute Handling	New	Functional Requirement	Mute Control	High
SWE1_AMM_289	SYS-RA-AMM-901	Part 03	Audio Management - VR Request Suppression in Reverse	New	Functional Requirement	VR Control	High
SWE1_AMM_290	SYS-RA-AMM-902	Part 03	Audio Management - Entertainment Audio Restoration after Reverse	New	Functional Requirement	Mute Control	High
SWE1_AMM_291	SYS-RA-AMM-903	Part 03	Audio Management - VR Request Resumption after Reverse	New	Functional Requirement	VR Control	High
SWE1_AMM_292	SYS-RA-AMM-937	Part 03	Audio Management - Customer Selectable Park Assist Chime Volume	New	Functional Requirement	Chime Volume Control	High
SWE1_AMM_293	SYS-RA-AMM-938	Part 03	Audio Management - Gear Position Based Park Assist Volume Strategy	New	Functional Requirement	Chime Volume Control	High
SWE1_AMM_294	SYS-RA-AMM-939	Part 03	Audio Management - Default Park Assist Volume Strategy	New	Functional Requirement	Chime Volume Control	High
SWE1_AMM_295	SYS-RA-AMM-943	Part 03	Audio Management - Reverse Mute Disable Configuration	New	Functional Requirement	Reverse Mute Control	High
SWE1_AMM_296	SYS-RA-AMM-945	Part 03	Audio Management - Reverse Mute Default Disable Handling	New	Functional Requirement	Reverse Mute Control	High
SWE1_AMM_297	SYS-RA-AMM-1074	Part 04	Audio Management - Navigation Volume Restoration after Sleep Mode	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_298	SYS-RA-AMM-1075	Part 04	Audio Management - Phone Volume Minimum Threshold Restoration (Non-LATAM)	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_299	SYS-RA-AMM-1076	Part 04	Audio Management - Phone Volume Minimum Threshold Restoration (LATAM)	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_300	SYS-RA-AMM-1077	Part 04	Audio Management - Phone Volume Maximum Threshold Restoration	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_301	SYS-RA-AMM-1078	Part 04	Audio Management - Ringer Volume Minimum Threshold Restoration	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_302	SYS-RA-AMM-1079	Part 04	Audio Management - Ringer Volume Maximum Threshold Restoration	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_303	SYS-RA-AMM-1080	Part 04	Audio Management - Voice Recognition Volume Minimum Threshold Restoration	New	Functional Requirement	Volume Restoration	High
SWE1_AMM_304	SYS-RA-AMM-1082	Part 04	Audio Management - Confirmation Tone Volume Calculation	New	Functional Requirement	Confirmation Tone	High
SWE1_AMM_305	SYS-RA-AMM-1083	Part 04	Audio Management - Default Confirmation Tone Volume for Inactive Cabin Audio	New	Functional Requirement	Confirmation Tone	High
SWE1_AMM_306	SYS-RA-AMM-1084	Part 04	Audio Management - Default Alert Volume during Active Cabin Audio	New	Functional Requirement	Alert Volume	High
SWE1_AMM_307	SYS-RA-AMM-1085	Part 04	Audio Management - Default Alert Volume for Inactive Cabin Audio	New	Functional Requirement	Alert Volume	High
SWE1_AMM_308	SYS-RA-AMM-1087	Part 04	Audio Management - Speed Volume Control Disable Handling	New	Functional Requirement	Speed Volume Control	High
SWE1_AMM_309	SYS-RA-AMM-1089	Part 04	Audio Management - User Playback Interruption during HFP Call	New	Functional Requirement	Audio Focus	High
SWE1_AMM_310	SYS-RA-AMM-1094	Part 04	Audio Management - VR Session Cancellation on Call Initiation	New	Functional Requirement	Voice Recognition	High
SWE1_AMM_311	SYS-RA-AMM-1095	Part 04	Audio Management - Navigation Audio Priority During Phone Audio	New	Functional Requirement	Audio Routing	High
SWE1_AMM_312	SYS-RA-AMM-1106	Part 04	Audio Management - Fixed Navigation Entertainment Fade-Out	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_313	SYS-RA-AMM-1107	Part 04	Audio Management - Relative Navigation Entertainment Fade-Out	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_314	SYS-RA-AMM-1108	Part 04	Audio Management - Navigation Entertainment Attenuation	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_315	SYS-RA-AMM-1109	Part 04	Audio Management - Entertainment Mute at Minimum Attenuated Volume	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_316	SYS-RA-AMM-1110	Part 04	Audio Management - Adjusted Entertainment Volume Transmission During Navigation Ducking	New	Functional Requirement	Audio Ducking	High
SWE1_AMM_317	SYS-RA-AMM-1111	Part 04	Audio Management - Navigation Volume Adjustment Synchronization	New	Functional Requirement	Audio Ducking	High
