row	req_id	old_E	old_F	new_F	status	note
125	SWE1-HMI-VC-063-01		newR1L-VC-116	newR1L-VC-116	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
126	SWE1-HMI-VC-063-02		newR1L-VC-117	newR1L-VC-117	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
127	SWE1-HMI-VC-063-02		newR1L-VC-118	newR1L-VC-118	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
128	SWE1-HMI-VC-064-01		newR1L-VC-119	newR1L-VC-119	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
129	SWE1-HMI-VC-064-01		newR1L-VC-120	newR1L-VC-120	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
130	SWE1-HMI-VC-064-02		newR1L-VC-121	newR1L-VC-121	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
131	SWE1-HMI-VC-064-03		newR1L-VC-122	newR1L-VC-122	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
132	SWE1-HMI-VC-064-03		newR1L-VC-123	newR1L-VC-123	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
133	SWE1-HMI-VC-065-01		newR1L-VC-124	newR1L-VC-124	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
134	SWE1-HMI-VC-065-02		newR1L-VC-125	newR1L-VC-125	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
135	SWE1-HMI-VC-066		newR1L-VC-126	newR1L-VC-126	kept	kept（包內令已有者不改號）；**前綴 `newR1L-` 不合 R-G42 二之 `NR1L-`**，現行 delivered/ 之形制為 `NR1L-{ABBR}-{nnn}`
