swe_id	family	sysra	n	sheet_row	polarion_id	category	seven_digit
SWE1-VC-LeftFrontVentedSeat-012	VentedSeat	SYS-RA-CFTS044-069	69	70	NRL-61321	Functional Requirement	4858380
SWE1-VC-LeftFrontVentedSeat-013	VentedSeat	SYS-RA-CFTS044-070	70	71	NRL-61322	Functional Requirement	4858385
SWE1-VC-LeftFrontVentedSeat-014	VentedSeat	SYS-RA-CFTS044-071	71	72	NRL-61323	Functional Requirement	4858386
SWE1-VC-LeftFrontVentedSeat-015	VentedSeat	SYS-RA-CFTS044-072	72	73	NRL-61324	Functional Requirement	4858387
SWE1-VC-LeftFrontVentedSeat-016	VentedSeat	SYS-RA-CFTS044-073	73	74	NRL-61325	Functional Requirement	4858388
SWE1-VC-LeftFrontVentedSeat-017	VentedSeat	SYS-RA-CFTS044-074	74	75	NRL-61326	Functional Requirement	4858389
SWE1-VC-RightFrontVentedSeat-018	VentedSeat	SYS-RA-CFTS044-075	75	76	NRL-61327	Heading	4858390
SWE1-VC-RightFrontVentedSeat-019	VentedSeat	SYS-RA-CFTS044-076	76	77	NRL-61328	Information	4858391
SWE1-VC-RightFrontVentedSeat-020	VentedSeat	SYS-RA-CFTS044-077	77	78	NRL-61329	Functional Requirement	4858392
SWE1-VC-RightFrontVentedSeat-021	VentedSeat	SYS-RA-CFTS044-078	78	79	NRL-61330	Functional Requirement	4858398
SWE1-VC-RightFrontVentedSeat-022	VentedSeat	SYS-RA-CFTS044-079	79	80	NRL-61331	Functional Requirement	4858399
SWE1-VC-RightFrontVentedSeat-023	VentedSeat	SYS-RA-CFTS044-080	80	81	NRL-61332	Functional Requirement	4858400
SWE1-VC-RightFrontVentedSeat-024	VentedSeat	SYS-RA-CFTS044-081	81	82	NRL-61333	Functional Requirement	4858401
SWE1-VC-RightFrontVentedSeat-025	VentedSeat	SYS-RA-CFTS044-082	82	83	NRL-61334	Functional Requirement	4858402
SWE1-VC-RightFrontVentedSeat-026	VentedSeat	SYS-RA-CFTS044-083	83	84	NRL-61335	Functional Requirement	4858407
SWE1-VC-RightFrontVentedSeat-027	VentedSeat	SYS-RA-CFTS044-084	84	85	NRL-61336	Functional Requirement	4858409
SWE1-VC-RightFrontVentedSeat-028	VentedSeat	SYS-RA-CFTS044-085	85	86	NRL-61337	Functional Requirement	4858410
SWE1-VC-RightFrontVentedSeat-029	VentedSeat	SYS-RA-CFTS044-086	86	87	NRL-61338	Functional Requirement	4858411
SWE1-VC-RightFrontVentedSeat-030	VentedSeat	SYS-RA-CFTS044-087	87	88	NRL-61339	Functional Requirement	4858416
SWE1-VC-RightFrontVentedSeat-031	VentedSeat	SYS-RA-CFTS044-088	88	89	NRL-61340	Functional Requirement	4858417
SWE1-VC-RightFrontVentedSeat-032	VentedSeat	SYS-RA-CFTS044-089	89	90	NRL-61341	Functional Requirement	4858418
SWE1-VC-RightFrontVentedSeat-033	VentedSeat	SYS-RA-CFTS044-090	90	91	NRL-61342	Functional Requirement	4858419
SWE1-VC-RightFrontVentedSeat-034	VentedSeat	SYS-RA-CFTS044-091	91	92	NRL-61343	Functional Requirement	4858420
SWE1-VC-TwoStagesVentedSeatsManagement-035	VentedSeat	SYS-RA-CFTS044-260	260	261	NRL-61512	Heading	4859436
SWE1-VC-TwoStagesVentedSeatsManagement-036	VentedSeat	SYS-RA-CFTS044-261	261	262	NRL-61513	Heading	4859437
SWE1-VC-TwoStagesVentedSeatsManagement-037	VentedSeat	SYS-RA-CFTS044-262	262	263	NRL-61514	Functional Requirement	4859438
SWE1-VC-TwoStagesVentedSeatsManagement-038	VentedSeat	SYS-RA-CFTS044-263	263	264	NRL-61515	Functional Requirement	4859439,4859440
SWE1-VC-TwoStagesVentedSeatsManagement-039	VentedSeat	SYS-RA-CFTS044-264	264	265	NRL-61516	Functional Requirement	4859441
SWE1-VC-TwoStagesVentedSeatsManagement-040	VentedSeat	SYS-RA-CFTS044-265	265	266	NRL-61517	Functional Requirement	4859442
SWE1-VC-TwoStagesVentedSeatsManagement-041	VentedSeat	SYS-RA-CFTS044-266	266	267	NRL-61518	Functional Requirement	4859443
SWE1-VC-TwoStagesVentedSeatsManagement-042	VentedSeat	SYS-RA-CFTS044-267	267	268	NRL-61519	Functional Requirement	4859444
SWE1-VC-TwoStagesVentedSeatsManagement-043	VentedSeat	SYS-RA-CFTS044-268	268	269	NRL-61520	Functional Requirement	4859445
SWE1-VC-TwoStagesVentedSeatsManagement-044	VentedSeat	SYS-RA-CFTS044-269	269	270	NRL-61521	Functional Requirement	4859446
SWE1-VC-TwoStagesVentedSeatsManagement-045	VentedSeat	SYS-RA-CFTS044-270	270	271	NRL-61522	Functional Requirement	4859447
SWE1-VC-TwoStagesVentedSeatsManagement-046	VentedSeat	SYS-RA-CFTS044-271	271	272	NRL-61523	Functional Requirement	4859448
SWE1-VC-TwoStagesVentedSeatsManagement-047	VentedSeat	SYS-RA-CFTS044-272	272	273	NRL-61524	Functional Requirement	4859449
SWE1-VC-TwoStagesVentedSeatsManagement-048	VentedSeat	SYS-RA-CFTS044-273	273	274	NRL-61525	Functional Requirement	4859450
SWE1-VC-TwoStagesVentedSeatsManagement-049	VentedSeat	SYS-RA-CFTS044-274	274	275	NRL-61526	Functional Requirement	4859451
SWE1-VC-TwoStagesVentedSeatsManagement-050	VentedSeat	SYS-RA-CFTS044-275	275	276	NRL-61527	Functional Requirement	4859452
SWE1-VC-TwoStagesVentedSeatsManagement-051	VentedSeat	SYS-RA-CFTS044-276	276	277	NRL-61528	Functional Requirement	4859453
SWE1-VC-TwoStagesVentedSeatsManagement-052	VentedSeat	SYS-RA-CFTS044-277	277	278	NRL-61529	Functional Requirement	4859454
SWE1-VC-TwoStagesVentedSeatsManagement-053	VentedSeat	SYS-RA-CFTS044-278	278	279	NRL-61530	Functional Requirement	4859455
SWE1-VC-TwoStagesVentedSeatsManagement-054	VentedSeat	SYS-RA-CFTS044-279	279	280	NRL-61531	Functional Requirement	4859456
SWE1-VC-TwoStagesVentedSeatsManagement-055	VentedSeat	SYS-RA-CFTS044-280	280	281	NRL-61532	Functional Requirement	4859457,4859458
SWE1-VC-TwoStagesVentedSeatsManagement-056	VentedSeat	SYS-RA-CFTS044-281	281	282	NRL-61533	Functional Requirement	4859459,4859460
SWE1-VC-ThreeStagesVentedSeatsManagement-057	VentedSeat	SYS-RA-CFTS044-282	282	283	NRL-61534	Heading	4859461
SWE1-VC-ThreeStagesVentedSeatsManagement-058	VentedSeat	SYS-RA-CFTS044-283	283	284	NRL-61535	Heading	4859462
SWE1-VC-ThreeStagesVentedSeatsManagement-059	VentedSeat	SYS-RA-CFTS044-284	284	285	NRL-61536	Information	4859463
SWE1-VC-ThreeStagesVentedSeatsManagement-060	VentedSeat	SYS-RA-CFTS044-285	285	286	NRL-61537	Functional Requirement	4859464
SWE1-VC-ThreeStagesVentedSeatsManagement-061	VentedSeat	SYS-RA-CFTS044-286	286	287	NRL-61538	Functional Requirement	4859465
SWE1-VC-ThreeStagesVentedSeatsManagement-062	VentedSeat	SYS-RA-CFTS044-287	287	288	NRL-61539	Functional Requirement	4859466
SWE1-VC-ThreeStagesVentedSeatsManagement-063	VentedSeat	SYS-RA-CFTS044-288	288	289	NRL-61540	Functional Requirement	4859467
SWE1-VC-ThreeStagesVentedSeatsManagement-064	VentedSeat	SYS-RA-CFTS044-289	289	290	NRL-61541	Functional Requirement	4859468
SWE1-VC-ThreeStagesVentedSeatsManagement-065	VentedSeat	SYS-RA-CFTS044-290	290	291	NRL-61542	Functional Requirement	4859469
SWE1-VC-ThreeStagesVentedSeatsManagement-066	VentedSeat	SYS-RA-CFTS044-291	291	292	NRL-61543	Functional Requirement	4859470
SWE1-VC-ThreeStagesVentedSeatsManagement-067	VentedSeat	SYS-RA-CFTS044-292	292	293	NRL-61544	Functional Requirement	4859471
SWE1-VC-ThreeStagesVentedSeatsManagement-068	VentedSeat	SYS-RA-CFTS044-293	293	294	NRL-61545	Functional Requirement	4859472
SWE1-VC-ThreeStagesVentedSeatsManagement-069	VentedSeat	SYS-RA-CFTS044-294	294	295	NRL-61546	Functional Requirement	4859473
SWE1-VC-ThreeStagesVentedSeatsManagement-070	VentedSeat	SYS-RA-CFTS044-295	295	296	NRL-61547	Functional Requirement	4859474
SWE1-VC-ThreeStagesVentedSeatsManagement-071	VentedSeat	SYS-RA-CFTS044-296	296	297	NRL-61548	Functional Requirement	4859477
SWE1-VC-ThreeStagesVentedSeatsManagement-072	VentedSeat	SYS-RA-CFTS044-297	297	298	NRL-61549	Functional Requirement	4859478
SWE1-VC-ThreeStagesVentedSeatsManagement-073	VentedSeat	SYS-RA-CFTS044-298	298	299	NRL-61550	Functional Requirement	4859479
SWE1-VC-ThreeStagesVentedSeatsManagement-074	VentedSeat	SYS-RA-CFTS044-299	299	300	NRL-61551	Functional Requirement	4859480
SWE1-VC-ThreeStagesVentedSeatsManagement-075	VentedSeat	SYS-RA-CFTS044-300	300	301	NRL-61552	Functional Requirement	4859481
SWE1-VC-ThreeStagesVentedSeatsManagement-076	VentedSeat	SYS-RA-CFTS044-301	301	302	NRL-61553	Functional Requirement	4859482
SWE1-VC-ThreeStagesVentedSeatsManagement-077	VentedSeat	SYS-RA-CFTS044-302	302	303	NRL-61554	Functional Requirement	4859483
SWE1-VC-ThreeStagesVentedSeatsManagement-078	VentedSeat	SYS-RA-CFTS044-303	303	304	NRL-61555	Functional Requirement	4859484
SWE1-VC-ThreeStagesVentedSeatsManagement-079	VentedSeat	SYS-RA-CFTS044-304	304	305	NRL-61556	Functional Requirement	4859485
SWE1-VC-ThreeStagesVentedSeatsManagement-080	VentedSeat	SYS-RA-CFTS044-305	305	306	NRL-61557	Functional Requirement	4859486,4859487
SWE1-VC-ThreeStagesVentedSeatsManagement-081	VentedSeat	SYS-RA-CFTS044-306	306	307	NRL-61558	Functional Requirement	4859488,4859489
