old_tc_id	delivery_tc_id	swe1_id	row037
NR1L-DIAG-296	NR1L-DIAG-349	SWE1-Diagnostics-236	243
NR1L-DIAG-297	NR1L-DIAG-350	SWE1-Diagnostics-237	244
NR1L-DIAG-298	NR1L-DIAG-351	SWE1-Diagnostics-238	245
NR1L-DIAG-299	NR1L-DIAG-352	SWE1-Diagnostics-239	246
NR1L-DIAG-300	NR1L-DIAG-353	SWE1-Diagnostics-240	247
NR1L-DIAG-301	NR1L-DIAG-354	SWE1-Diagnostics-240	247
NR1L-DIAG-302	NR1L-DIAG-355	SWE1-Diagnostics-241	248
NR1L-DIAG-303	NR1L-DIAG-356	SWE1-Diagnostics-242	249
NR1L-DIAG-304	NR1L-DIAG-357	SWE1-Diagnostics-243	250
NR1L-DIAG-305	NR1L-DIAG-358	SWE1-Diagnostics-243	250
NR1L-DIAG-306	NR1L-DIAG-359	SWE1-Diagnostics-244	251
NR1L-DIAG-307	NR1L-DIAG-360	SWE1-Diagnostics-245	252
NR1L-DIAG-308	NR1L-DIAG-361	SWE1-Diagnostics-246	253
NR1L-DIAG-309	NR1L-DIAG-362	SWE1-Diagnostics-246	253
NR1L-DIAG-310	NR1L-DIAG-363	SWE1-Diagnostics-247	254
NR1L-DIAG-311	NR1L-DIAG-364	SWE1-Diagnostics-248	255
NR1L-DIAG-312	NR1L-DIAG-365	SWE1-Diagnostics-249	256
NR1L-DIAG-313	NR1L-DIAG-366	SWE1-Diagnostics-249	256
NR1L-DIAG-314	NR1L-DIAG-367	SWE1-Diagnostics-250	257
NR1L-DIAG-315	NR1L-DIAG-368	SWE1-Diagnostics-251	258
NR1L-DIAG-316	NR1L-DIAG-369	SWE1-Diagnostics-252	259
NR1L-DIAG-317	NR1L-DIAG-370	SWE1-Diagnostics-252	259
NR1L-DIAG-318	NR1L-DIAG-371	SWE1-Diagnostics-253	260
NR1L-DIAG-319	NR1L-DIAG-372	SWE1-Diagnostics-254	261
NR1L-DIAG-320	NR1L-DIAG-373	SWE1-Diagnostics-255	262
NR1L-DIAG-321	NR1L-DIAG-374	SWE1-Diagnostics-255	262
NR1L-DIAG-322	NR1L-DIAG-375	SWE1-Diagnostics-256	263
NR1L-DIAG-323	NR1L-DIAG-376	SWE1-Diagnostics-257	264
NR1L-DIAG-324	NR1L-DIAG-377	SWE1-Diagnostics-258	265
NR1L-DIAG-325	NR1L-DIAG-378	SWE1-Diagnostics-258	265
NR1L-DIAG-326	NR1L-DIAG-379	SWE1-Diagnostics-259	266
NR1L-DIAG-327	NR1L-DIAG-380	SWE1-Diagnostics-260	267
NR1L-DIAG-328	NR1L-DIAG-381	SWE1-Diagnostics-261	268
NR1L-DIAG-329	NR1L-DIAG-382	SWE1-Diagnostics-261	268
NR1L-DIAG-330	NR1L-DIAG-383	SWE1-Diagnostics-262	269
NR1L-DIAG-331	NR1L-DIAG-384	SWE1-Diagnostics-263	270
NR1L-DIAG-332	NR1L-DIAG-385	SWE1-Diagnostics-264	271
NR1L-DIAG-333	NR1L-DIAG-386	SWE1-Diagnostics-264	271
NR1L-DIAG-334	NR1L-DIAG-387	SWE1-Diagnostics-265	272
NR1L-DIAG-335	NR1L-DIAG-388	SWE1-Diagnostics-266	273
NR1L-DIAG-545	NR1L-DIAG-389	SWE1-Diagnostics-266	273
NR1L-DIAG-546	NR1L-DIAG-390	SWE1-Diagnostics-266	273
NR1L-DIAG-547	NR1L-DIAG-391	SWE1-Diagnostics-266	273
NR1L-DIAG-336	NR1L-DIAG-392	SWE1-Diagnostics-267	274
NR1L-DIAG-337	NR1L-DIAG-393	SWE1-Diagnostics-267	274
NR1L-DIAG-338	NR1L-DIAG-394	SWE1-Diagnostics-268	275
NR1L-DIAG-358	NR1L-DIAG-395	SWE1-Diagnostics-269	276
NR1L-DIAG-359	NR1L-DIAG-396	SWE1-Diagnostics-270	277
NR1L-DIAG-360	NR1L-DIAG-397	SWE1-Diagnostics-270	277
NR1L-DIAG-361	NR1L-DIAG-398	SWE1-Diagnostics-271	278
NR1L-DIAG-011	NR1L-DIAG-399	SWE1-Diagnostics-272	279
NR1L-DIAG-362	NR1L-DIAG-400	SWE1-Diagnostics-273	280
NR1L-DIAG-363	NR1L-DIAG-401	SWE1-Diagnostics-273	280
NR1L-DIAG-364	NR1L-DIAG-402	SWE1-Diagnostics-274	281
NR1L-DIAG-365	NR1L-DIAG-403	SWE1-Diagnostics-275	282
NR1L-DIAG-366	NR1L-DIAG-404	SWE1-Diagnostics-276	283
NR1L-DIAG-367	NR1L-DIAG-405	SWE1-Diagnostics-276	283
NR1L-DIAG-368	NR1L-DIAG-406	SWE1-Diagnostics-277	284
NR1L-DIAG-369	NR1L-DIAG-407	SWE1-Diagnostics-278	285
NR1L-DIAG-370	NR1L-DIAG-408	SWE1-Diagnostics-279	286
NR1L-DIAG-371	NR1L-DIAG-409	SWE1-Diagnostics-279	286
NR1L-DIAG-372	NR1L-DIAG-410	SWE1-Diagnostics-280	287
NR1L-DIAG-373	NR1L-DIAG-411	SWE1-Diagnostics-281	288
NR1L-DIAG-374	NR1L-DIAG-412	SWE1-Diagnostics-282	289
NR1L-DIAG-375	NR1L-DIAG-413	SWE1-Diagnostics-282	289
NR1L-DIAG-376	NR1L-DIAG-414	SWE1-Diagnostics-283	290
NR1L-DIAG-377	NR1L-DIAG-415	SWE1-Diagnostics-284	291
NR1L-DIAG-378	NR1L-DIAG-416	SWE1-Diagnostics-285	292
NR1L-DIAG-379	NR1L-DIAG-417	SWE1-Diagnostics-285	292
NR1L-DIAG-380	NR1L-DIAG-418	SWE1-Diagnostics-286	293
NR1L-DIAG-381	NR1L-DIAG-419	SWE1-Diagnostics-287	294
NR1L-DIAG-382	NR1L-DIAG-420	SWE1-Diagnostics-288	295
NR1L-DIAG-383	NR1L-DIAG-421	SWE1-Diagnostics-288	295
NR1L-DIAG-384	NR1L-DIAG-422	SWE1-Diagnostics-289	296
NR1L-DIAG-385	NR1L-DIAG-423	SWE1-Diagnostics-290	297
NR1L-DIAG-386	NR1L-DIAG-424	SWE1-Diagnostics-291	298
NR1L-DIAG-387	NR1L-DIAG-425	SWE1-Diagnostics-291	298
NR1L-DIAG-388	NR1L-DIAG-426	SWE1-Diagnostics-292	299
NR1L-DIAG-389	NR1L-DIAG-427	SWE1-Diagnostics-293	300
NR1L-DIAG-390	NR1L-DIAG-428	SWE1-Diagnostics-294	301
NR1L-DIAG-391	NR1L-DIAG-429	SWE1-Diagnostics-294	301
NR1L-DIAG-392	NR1L-DIAG-430	SWE1-Diagnostics-295	302
NR1L-DIAG-393	NR1L-DIAG-431	SWE1-Diagnostics-296	303
NR1L-DIAG-394	NR1L-DIAG-432	SWE1-Diagnostics-297	304
NR1L-DIAG-395	NR1L-DIAG-433	SWE1-Diagnostics-297	304
NR1L-DIAG-396	NR1L-DIAG-434	SWE1-Diagnostics-298	305
NR1L-DIAG-397	NR1L-DIAG-435	SWE1-Diagnostics-299	306
NR1L-DIAG-398	NR1L-DIAG-436	SWE1-Diagnostics-300	307
NR1L-DIAG-399	NR1L-DIAG-437	SWE1-Diagnostics-300	307
NR1L-DIAG-400	NR1L-DIAG-438	SWE1-Diagnostics-301	308
NR1L-DIAG-401	NR1L-DIAG-439	SWE1-Diagnostics-302	309
NR1L-DIAG-402	NR1L-DIAG-440	SWE1-Diagnostics-303	310
NR1L-DIAG-403	NR1L-DIAG-441	SWE1-Diagnostics-303	310
NR1L-DIAG-404	NR1L-DIAG-442	SWE1-Diagnostics-304	311
NR1L-DIAG-405	NR1L-DIAG-443	SWE1-Diagnostics-305	312
NR1L-DIAG-406	NR1L-DIAG-444	SWE1-Diagnostics-306	313
NR1L-DIAG-407	NR1L-DIAG-445	SWE1-Diagnostics-306	313
NR1L-DIAG-408	NR1L-DIAG-446	SWE1-Diagnostics-307	314
NR1L-DIAG-409	NR1L-DIAG-447	SWE1-Diagnostics-308	315
NR1L-DIAG-410	NR1L-DIAG-448	SWE1-Diagnostics-309	316
NR1L-DIAG-411	NR1L-DIAG-449	SWE1-Diagnostics-309	316
NR1L-DIAG-412	NR1L-DIAG-450	SWE1-Diagnostics-310	317
NR1L-DIAG-413	NR1L-DIAG-451	SWE1-Diagnostics-311	318
NR1L-DIAG-414	NR1L-DIAG-452	SWE1-Diagnostics-312	319
NR1L-DIAG-415	NR1L-DIAG-453	SWE1-Diagnostics-312	319
NR1L-DIAG-416	NR1L-DIAG-454	SWE1-Diagnostics-313	320
NR1L-DIAG-417	NR1L-DIAG-455	SWE1-Diagnostics-314	321
NR1L-DIAG-418	NR1L-DIAG-456	SWE1-Diagnostics-315	322
NR1L-DIAG-419	NR1L-DIAG-457	SWE1-Diagnostics-315	322
NR1L-DIAG-420	NR1L-DIAG-458	SWE1-Diagnostics-316	323
NR1L-DIAG-421	NR1L-DIAG-459	SWE1-Diagnostics-317	324
NR1L-DIAG-422	NR1L-DIAG-460	SWE1-Diagnostics-318	325
NR1L-DIAG-423	NR1L-DIAG-461	SWE1-Diagnostics-318	325
NR1L-DIAG-424	NR1L-DIAG-462	SWE1-Diagnostics-319	326
NR1L-DIAG-425	NR1L-DIAG-463	SWE1-Diagnostics-320	327
NR1L-DIAG-426	NR1L-DIAG-464	SWE1-Diagnostics-321	328
NR1L-DIAG-427	NR1L-DIAG-465	SWE1-Diagnostics-321	328
NR1L-DIAG-428	NR1L-DIAG-466	SWE1-Diagnostics-322	329
NR1L-DIAG-429	NR1L-DIAG-467	SWE1-Diagnostics-323	330
NR1L-DIAG-430	NR1L-DIAG-468	SWE1-Diagnostics-324	331
NR1L-DIAG-431	NR1L-DIAG-469	SWE1-Diagnostics-324	331
NR1L-DIAG-432	NR1L-DIAG-470	SWE1-Diagnostics-325	332
NR1L-DIAG-541	NR1L-DIAG-471	SWE1-Diagnostics-326	333
NR1L-DIAG-542	NR1L-DIAG-472	SWE1-Diagnostics-327	334
NR1L-DIAG-543	NR1L-DIAG-473	SWE1-Diagnostics-327	334
NR1L-DIAG-544	NR1L-DIAG-474	SWE1-Diagnostics-328	335
NR1L-DIAG-036	NR1L-DIAG-475	SWE1-Diagnostics-329	336
NR1L-DIAG-037	NR1L-DIAG-476	SWE1-Diagnostics-330	337
NR1L-DIAG-038	NR1L-DIAG-477	SWE1-Diagnostics-330	337
NR1L-DIAG-039	NR1L-DIAG-478	SWE1-Diagnostics-331	338
NR1L-DIAG-040	NR1L-DIAG-479	SWE1-Diagnostics-332	339
NR1L-DIAG-041	NR1L-DIAG-480	SWE1-Diagnostics-332	339
NR1L-DIAG-042	NR1L-DIAG-481	SWE1-Diagnostics-333	340
NR1L-DIAG-022	NR1L-DIAG-482	SWE1-Diagnostics-334	341
NR1L-DIAG-023	NR1L-DIAG-483	SWE1-Diagnostics-334	341
NR1L-DIAG-024	NR1L-DIAG-484	SWE1-Diagnostics-335	342
NR1L-DIAG-025	NR1L-DIAG-485	SWE1-Diagnostics-335	342
NR1L-DIAG-227	NR1L-DIAG-486	SWE1-Diagnostics-336	343
NR1L-DIAG-228	NR1L-DIAG-487	SWE1-Diagnostics-337	344
NR1L-DIAG-229	NR1L-DIAG-488	SWE1-Diagnostics-338	345
NR1L-DIAG-230	NR1L-DIAG-489	SWE1-Diagnostics-338	345
NR1L-DIAG-231	NR1L-DIAG-490	SWE1-Diagnostics-339	346
NR1L-DIAG-013	NR1L-DIAG-491	SWE1-Diagnostics-340-001	347
NR1L-DIAG-026	NR1L-DIAG-492	SWE1-Diagnostics-340-002	348
NR1L-DIAG-027	NR1L-DIAG-493	SWE1-Diagnostics-340-002	348
NR1L-DIAG-028	NR1L-DIAG-494	SWE1-Diagnostics-341	349
NR1L-DIAG-029	NR1L-DIAG-495	SWE1-Diagnostics-341	349
NR1L-DIAG-030	NR1L-DIAG-496	SWE1-Diagnostics-342	350
NR1L-DIAG-031	NR1L-DIAG-497	SWE1-Diagnostics-342	350
NR1L-DIAG-032	NR1L-DIAG-498	SWE1-Diagnostics-343	351
NR1L-DIAG-033	NR1L-DIAG-499	SWE1-Diagnostics-343	351
NR1L-DIAG-045	NR1L-DIAG-500	SWE1-Diagnostics-344	352
NR1L-DIAG-046	NR1L-DIAG-501	SWE1-Diagnostics-345	353
NR1L-DIAG-047	NR1L-DIAG-502	SWE1-Diagnostics-345	353
NR1L-DIAG-290	NR1L-DIAG-503	SWE1-Diagnostics-346	354
NR1L-DIAG-349	NR1L-DIAG-504	SWE1-Diagnostics-347	355
NR1L-DIAG-350	NR1L-DIAG-505	SWE1-Diagnostics-348	356
NR1L-DIAG-232	NR1L-DIAG-506	SWE1-Diagnostics-349	357
NR1L-DIAG-233	NR1L-DIAG-507	SWE1-Diagnostics-350	358
NR1L-DIAG-234	NR1L-DIAG-508	SWE1-Diagnostics-350	358
NR1L-DIAG-235	NR1L-DIAG-509	SWE1-Diagnostics-351	359
NR1L-DIAG-236	NR1L-DIAG-510	SWE1-Diagnostics-352	360
NR1L-DIAG-237	NR1L-DIAG-511	SWE1-Diagnostics-353	361
NR1L-DIAG-238	NR1L-DIAG-512	SWE1-Diagnostics-353	361
NR1L-DIAG-239	NR1L-DIAG-513	SWE1-Diagnostics-354	362
NR1L-DIAG-240	NR1L-DIAG-514	SWE1-Diagnostics-355	363
NR1L-DIAG-241	NR1L-DIAG-515	SWE1-Diagnostics-356	364
NR1L-DIAG-242	NR1L-DIAG-516	SWE1-Diagnostics-356	364
NR1L-DIAG-243	NR1L-DIAG-517	SWE1-Diagnostics-357	365
NR1L-DIAG-244	NR1L-DIAG-518	SWE1-Diagnostics-358	366
NR1L-DIAG-245	NR1L-DIAG-519	SWE1-Diagnostics-359	367
NR1L-DIAG-246	NR1L-DIAG-520	SWE1-Diagnostics-359	367
NR1L-DIAG-247	NR1L-DIAG-521	SWE1-Diagnostics-360	368
NR1L-DIAG-248	NR1L-DIAG-522	SWE1-Diagnostics-361	369
NR1L-DIAG-249	NR1L-DIAG-523	SWE1-Diagnostics-362	370
NR1L-DIAG-250	NR1L-DIAG-524	SWE1-Diagnostics-362	370
NR1L-DIAG-251	NR1L-DIAG-525	SWE1-Diagnostics-363	371
NR1L-DIAG-252	NR1L-DIAG-526	SWE1-Diagnostics-364	372
NR1L-DIAG-253	NR1L-DIAG-527	SWE1-Diagnostics-365	373
NR1L-DIAG-254	NR1L-DIAG-528	SWE1-Diagnostics-365	373
NR1L-DIAG-255	NR1L-DIAG-529	SWE1-Diagnostics-366	374
NR1L-DIAG-256	NR1L-DIAG-530	SWE1-Diagnostics-367	375
NR1L-DIAG-257	NR1L-DIAG-531	SWE1-Diagnostics-368	376
NR1L-DIAG-258	NR1L-DIAG-532	SWE1-Diagnostics-368	376
NR1L-DIAG-259	NR1L-DIAG-533	SWE1-Diagnostics-369	377
NR1L-DIAG-260	NR1L-DIAG-534	SWE1-Diagnostics-370	378
NR1L-DIAG-261	NR1L-DIAG-535	SWE1-Diagnostics-371	379
NR1L-DIAG-262	NR1L-DIAG-536	SWE1-Diagnostics-371	379
NR1L-DIAG-263	NR1L-DIAG-537	SWE1-Diagnostics-372	380
NR1L-DIAG-264	NR1L-DIAG-538	SWE1-Diagnostics-373	381
NR1L-DIAG-265	NR1L-DIAG-539	SWE1-Diagnostics-374	382
NR1L-DIAG-266	NR1L-DIAG-540	SWE1-Diagnostics-374	382
NR1L-DIAG-267	NR1L-DIAG-541	SWE1-Diagnostics-375	383
NR1L-DIAG-268	NR1L-DIAG-542	SWE1-Diagnostics-376	384
NR1L-DIAG-269	NR1L-DIAG-543	SWE1-Diagnostics-377	385
NR1L-DIAG-270	NR1L-DIAG-544	SWE1-Diagnostics-377	385
NR1L-DIAG-271	NR1L-DIAG-545	SWE1-Diagnostics-378	386
NR1L-DIAG-272	NR1L-DIAG-546	SWE1-Diagnostics-379	387
NR1L-DIAG-273	NR1L-DIAG-547	SWE1-Diagnostics-380	388
NR1L-DIAG-274	NR1L-DIAG-548	SWE1-Diagnostics-380	388
NR1L-DIAG-275	NR1L-DIAG-549	SWE1-Diagnostics-381	389
NR1L-DIAG-276	NR1L-DIAG-550	SWE1-Diagnostics-382	390
NR1L-DIAG-052	NR1L-DIAG-551	SWE1-Diagnostics-383	391
NR1L-DIAG-053	NR1L-DIAG-552	SWE1-Diagnostics-384	392
NR1L-DIAG-054	NR1L-DIAG-553	SWE1-Diagnostics-384	392
NR1L-DIAG-055	NR1L-DIAG-554	SWE1-Diagnostics-385	393
NR1L-DIAG-048	NR1L-DIAG-555	SWE1-Diagnostics-386	394
NR1L-DIAG-049	NR1L-DIAG-556	SWE1-Diagnostics-387	395
NR1L-DIAG-050	NR1L-DIAG-557	SWE1-Diagnostics-387	395
NR1L-DIAG-051	NR1L-DIAG-558	SWE1-Diagnostics-388	396
