tc_id	swe1_id	field	placeholder	dr_token	source_anchor	class
NR1L-DIAG-152	SWE1-Diagnostics-102	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940303	TOOL_RESOLVED
NR1L-DIAG-153	SWE1-Diagnostics-103	expected_result	<speaker quadrant byte>	DR-DIAG-5	CFTS004-4940302	TOOL_RESOLVED
NR1L-DIAG-153	SWE1-Diagnostics-103	test_procedure	<controlState for "Front Left speaker">	DR-DIAG-4	CFTS004-4940302	TOOL_RESOLVED
NR1L-DIAG-155	SWE1-Diagnostics-104	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940302	TOOL_RESOLVED
NR1L-DIAG-156	SWE1-Diagnostics-105	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940302	TOOL_RESOLVED
NR1L-DIAG-156	SWE1-Diagnostics-105	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940302	TOOL_RESOLVED
NR1L-DIAG-157	SWE1-Diagnostics-106	test_procedure	<controlState for "speaker output">	DR-DIAG-4	CFTS004-4940297	TOOL_RESOLVED
NR1L-DIAG-159	SWE1-Diagnostics-107	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940306	TOOL_RESOLVED
NR1L-DIAG-160	SWE1-Diagnostics-108	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940306	TOOL_RESOLVED
NR1L-DIAG-160	SWE1-Diagnostics-108	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940306	TOOL_RESOLVED
NR1L-DIAG-161	SWE1-Diagnostics-109	test_procedure	<controlState for "buzzer control tone">	DR-DIAG-4	CFTS004-4940298	TOOL_RESOLVED
NR1L-DIAG-163	SWE1-Diagnostics-110	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940298	TOOL_RESOLVED
NR1L-DIAG-164	SWE1-Diagnostics-111	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940298	TOOL_RESOLVED
NR1L-DIAG-164	SWE1-Diagnostics-111	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940298	TOOL_RESOLVED
NR1L-DIAG-165	SWE1-Diagnostics-112	test_procedure	<controlState for "buzzer control tone">	DR-DIAG-4	CFTS004-4940297	TOOL_RESOLVED
NR1L-DIAG-167	SWE1-Diagnostics-113	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940297	TOOL_RESOLVED
NR1L-DIAG-168	SWE1-Diagnostics-114	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940297	TOOL_RESOLVED
NR1L-DIAG-168	SWE1-Diagnostics-114	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940297	TOOL_RESOLVED
NR1L-DIAG-169	SWE1-Diagnostics-115	test_procedure	<controlState for "tool-controlled tone">	DR-DIAG-4	CFTS004-4940296	TOOL_RESOLVED
NR1L-DIAG-170	SWE1-Diagnostics-115	test_procedure	<controlState for "tool-controlled tone">	DR-DIAG-4	CFTS004-4940296	TOOL_RESOLVED
NR1L-DIAG-172	SWE1-Diagnostics-116	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940296	TOOL_RESOLVED
NR1L-DIAG-173	SWE1-Diagnostics-117	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940296	TOOL_RESOLVED
NR1L-DIAG-173	SWE1-Diagnostics-117	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940296	TOOL_RESOLVED
NR1L-DIAG-174	SWE1-Diagnostics-118	test_procedure	<controlState for "Tones Off option">	DR-DIAG-4	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-176	SWE1-Diagnostics-119	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-177	SWE1-Diagnostics-120	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-177	SWE1-Diagnostics-120	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-178	SWE1-Diagnostics-121	test_procedure	<controlState for "7 kHz Tool controlled tone">	DR-DIAG-4	CFTS004-4940292	TOOL_RESOLVED
NR1L-DIAG-180	SWE1-Diagnostics-122	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940292	TOOL_RESOLVED
NR1L-DIAG-181	SWE1-Diagnostics-123	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940292	TOOL_RESOLVED
NR1L-DIAG-181	SWE1-Diagnostics-123	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940292	TOOL_RESOLVED
NR1L-DIAG-182	SWE1-Diagnostics-124	test_procedure	<controlState for "7 kHz Radio controlled tone">	DR-DIAG-4	CFTS004-4940291	TOOL_RESOLVED
NR1L-DIAG-184	SWE1-Diagnostics-125	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940291	TOOL_RESOLVED
NR1L-DIAG-185	SWE1-Diagnostics-126	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940291	TOOL_RESOLVED
NR1L-DIAG-185	SWE1-Diagnostics-126	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940291	TOOL_RESOLVED
NR1L-DIAG-186	SWE1-Diagnostics-127	test_procedure	<controlState for "60 Hz Tool controlled tone">	DR-DIAG-4	CFTS004-4940290	TOOL_RESOLVED
NR1L-DIAG-188	SWE1-Diagnostics-128	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940290	TOOL_RESOLVED
NR1L-DIAG-189	SWE1-Diagnostics-129	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940290	TOOL_RESOLVED
NR1L-DIAG-189	SWE1-Diagnostics-129	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940290	TOOL_RESOLVED
NR1L-DIAG-190	SWE1-Diagnostics-130	test_procedure	<controlState for "60 Hz Radio controlled tone">	DR-DIAG-4	CFTS004-4940289	TOOL_RESOLVED
NR1L-DIAG-192	SWE1-Diagnostics-131	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940289	TOOL_RESOLVED
NR1L-DIAG-193	SWE1-Diagnostics-132	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940289	TOOL_RESOLVED
NR1L-DIAG-193	SWE1-Diagnostics-132	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940289	TOOL_RESOLVED
NR1L-DIAG-194	SWE1-Diagnostics-133	test_procedure	<controlState for "200 Hz, 120 mV tone - Tool controlled tone">	DR-DIAG-4	CFTS004-4940285	TOOL_RESOLVED
NR1L-DIAG-196	SWE1-Diagnostics-134	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940285	TOOL_RESOLVED
NR1L-DIAG-197	SWE1-Diagnostics-135	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940285	TOOL_RESOLVED
NR1L-DIAG-197	SWE1-Diagnostics-135	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940285	TOOL_RESOLVED
NR1L-DIAG-198	SWE1-Diagnostics-136	test_procedure	<controlState for "200 Hz Tool controlled tone">	DR-DIAG-4	CFTS004-4940288	TOOL_RESOLVED
NR1L-DIAG-200	SWE1-Diagnostics-137	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940288	TOOL_RESOLVED
NR1L-DIAG-201	SWE1-Diagnostics-138	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940288	TOOL_RESOLVED
NR1L-DIAG-201	SWE1-Diagnostics-138	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940288	TOOL_RESOLVED
NR1L-DIAG-202	SWE1-Diagnostics-139	test_procedure	<controlState for "200 Hz Radio controlled tone">	DR-DIAG-4	CFTS004-4940287	TOOL_RESOLVED
NR1L-DIAG-204	SWE1-Diagnostics-140	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940287	TOOL_RESOLVED
NR1L-DIAG-205	SWE1-Diagnostics-141	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940287	TOOL_RESOLVED
NR1L-DIAG-205	SWE1-Diagnostics-141	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940287	TOOL_RESOLVED
NR1L-DIAG-206	SWE1-Diagnostics-142	test_procedure	<controlState for "1 kHz, 120 mV tone - Tool controlled tone">	DR-DIAG-4	CFTS004-4940286	TOOL_RESOLVED
NR1L-DIAG-208	SWE1-Diagnostics-143	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940286	TOOL_RESOLVED
NR1L-DIAG-209	SWE1-Diagnostics-144	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940286	TOOL_RESOLVED
NR1L-DIAG-209	SWE1-Diagnostics-144	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940286	TOOL_RESOLVED
NR1L-DIAG-210	SWE1-Diagnostics-145	test_procedure	<controlState for "Tones Off option">	DR-DIAG-4	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-210	SWE1-Diagnostics-145	test_procedure	<controlState for "radio-controlled tone">	DR-DIAG-4	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-211	SWE1-Diagnostics-145	expected_result	<buzzer output byte>	DR-DIAG-5	CFTS004-4940294	TOOL_RESOLVED
NR1L-DIAG-213	SWE1-Diagnostics-146	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940295	TOOL_RESOLVED
NR1L-DIAG-214	SWE1-Diagnostics-147	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940295	TOOL_RESOLVED
NR1L-DIAG-214	SWE1-Diagnostics-147	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940295	TOOL_RESOLVED
NR1L-DIAG-215	SWE1-Diagnostics-148	expected_result	<measurement results>	DR-DIAG-5	CFTS004-4940485	TOOL_RESOLVED
NR1L-DIAG-215	SWE1-Diagnostics-148	test_procedure	<frequency and amplitude parameters>	DR-DIAG-5	CFTS004-4940485	TOOL_RESOLVED
NR1L-DIAG-217	SWE1-Diagnostics-149	test_procedure	<out-of-range frequency and amplitude parameters>	DR-DIAG-5	CFTS004-4940485	TOOL_RESOLVED
NR1L-DIAG-218	SWE1-Diagnostics-150	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940485	TOOL_RESOLVED
NR1L-DIAG-218	SWE1-Diagnostics-150	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940485	TOOL_RESOLVED
NR1L-DIAG-219	SWE1-Diagnostics-151	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-219	SWE1-Diagnostics-151	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-220	SWE1-Diagnostics-151	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-220	SWE1-Diagnostics-151	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-222	SWE1-Diagnostics-152	test_procedure	<invalid AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-223	SWE1-Diagnostics-153	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-223	SWE1-Diagnostics-153	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-224	SWE1-Diagnostics-154	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940477	TOOL_RESOLVED
NR1L-DIAG-224	SWE1-Diagnostics-154	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940477	TOOL_RESOLVED
NR1L-DIAG-225	SWE1-Diagnostics-155	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-225	SWE1-Diagnostics-155	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-226	SWE1-Diagnostics-156	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-226	SWE1-Diagnostics-156	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-227	SWE1-Diagnostics-157	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940477	TOOL_RESOLVED
NR1L-DIAG-227	SWE1-Diagnostics-157	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940477	TOOL_RESOLVED
NR1L-DIAG-228	SWE1-Diagnostics-158	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-228	SWE1-Diagnostics-158	test_procedure	<AV Channel Number>	DR-DIAG-5	CFTS004-4940473	TOOL_RESOLVED
NR1L-DIAG-229	SWE1-Diagnostics-159	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940474	TOOL_RESOLVED
NR1L-DIAG-229	SWE1-Diagnostics-159	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940474	TOOL_RESOLVED
NR1L-DIAG-230	SWE1-Diagnostics-160	test_procedure	<invalid AV Channel Number>	DR-DIAG-5	CFTS004-4940474	TOOL_RESOLVED
NR1L-DIAG-231	SWE1-Diagnostics-161	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939836	TOOL_RESOLVED
NR1L-DIAG-233	SWE1-Diagnostics-162	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939836	TOOL_RESOLVED
NR1L-DIAG-234	SWE1-Diagnostics-163	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939838	TOOL_RESOLVED
NR1L-DIAG-236	SWE1-Diagnostics-164	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939838	TOOL_RESOLVED
NR1L-DIAG-237	SWE1-Diagnostics-165	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939835	TOOL_RESOLVED
NR1L-DIAG-239	SWE1-Diagnostics-166	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939835	TOOL_RESOLVED
NR1L-DIAG-240	SWE1-Diagnostics-167	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939837	TOOL_RESOLVED
NR1L-DIAG-242	SWE1-Diagnostics-168	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939837	TOOL_RESOLVED
NR1L-DIAG-243	SWE1-Diagnostics-169	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939834	TOOL_RESOLVED
NR1L-DIAG-245	SWE1-Diagnostics-170	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939834	TOOL_RESOLVED
NR1L-DIAG-246	SWE1-Diagnostics-171	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939827	TOOL_RESOLVED
NR1L-DIAG-248	SWE1-Diagnostics-172	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939827	TOOL_RESOLVED
NR1L-DIAG-249	SWE1-Diagnostics-173	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939833	TOOL_RESOLVED
NR1L-DIAG-251	SWE1-Diagnostics-174	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939833	TOOL_RESOLVED
NR1L-DIAG-252	SWE1-Diagnostics-175	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939830	TOOL_RESOLVED
NR1L-DIAG-254	SWE1-Diagnostics-176	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939830	TOOL_RESOLVED
NR1L-DIAG-255	SWE1-Diagnostics-177	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939832	TOOL_RESOLVED
NR1L-DIAG-257	SWE1-Diagnostics-178	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939832	TOOL_RESOLVED
NR1L-DIAG-258	SWE1-Diagnostics-179	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939829	TOOL_RESOLVED
NR1L-DIAG-260	SWE1-Diagnostics-180	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939829	TOOL_RESOLVED
NR1L-DIAG-261	SWE1-Diagnostics-181	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939831	TOOL_RESOLVED
NR1L-DIAG-263	SWE1-Diagnostics-182	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939831	TOOL_RESOLVED
NR1L-DIAG-264	SWE1-Diagnostics-183	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939828	TOOL_RESOLVED
NR1L-DIAG-266	SWE1-Diagnostics-184	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939828	TOOL_RESOLVED
NR1L-DIAG-267	SWE1-Diagnostics-185	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939823	TOOL_RESOLVED
NR1L-DIAG-269	SWE1-Diagnostics-186	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939823	TOOL_RESOLVED
NR1L-DIAG-270	SWE1-Diagnostics-187	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939819	TOOL_RESOLVED
NR1L-DIAG-272	SWE1-Diagnostics-188	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939819	TOOL_RESOLVED
NR1L-DIAG-273	SWE1-Diagnostics-189	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939821	TOOL_RESOLVED
NR1L-DIAG-275	SWE1-Diagnostics-190	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939821	TOOL_RESOLVED
NR1L-DIAG-276	SWE1-Diagnostics-191	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939820	TOOL_RESOLVED
NR1L-DIAG-278	SWE1-Diagnostics-192	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939820	TOOL_RESOLVED
NR1L-DIAG-279	SWE1-Diagnostics-193	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939811	TOOL_RESOLVED
NR1L-DIAG-281	SWE1-Diagnostics-194	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939811	TOOL_RESOLVED
NR1L-DIAG-282	SWE1-Diagnostics-195	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939810	TOOL_RESOLVED
NR1L-DIAG-284	SWE1-Diagnostics-196	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939810	TOOL_RESOLVED
NR1L-DIAG-285	SWE1-Diagnostics-197	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939818	TOOL_RESOLVED
NR1L-DIAG-287	SWE1-Diagnostics-198	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939818	TOOL_RESOLVED
NR1L-DIAG-288	SWE1-Diagnostics-199	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939817	TOOL_RESOLVED
NR1L-DIAG-290	SWE1-Diagnostics-200	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939817	TOOL_RESOLVED
NR1L-DIAG-291	SWE1-Diagnostics-201	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939816	TOOL_RESOLVED
NR1L-DIAG-293	SWE1-Diagnostics-202	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939816	TOOL_RESOLVED
NR1L-DIAG-294	SWE1-Diagnostics-203	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939815	TOOL_RESOLVED
NR1L-DIAG-296	SWE1-Diagnostics-204	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939815	TOOL_RESOLVED
NR1L-DIAG-297	SWE1-Diagnostics-205	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939814	TOOL_RESOLVED
NR1L-DIAG-299	SWE1-Diagnostics-206	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939814	TOOL_RESOLVED
NR1L-DIAG-300	SWE1-Diagnostics-207	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939813	TOOL_RESOLVED
NR1L-DIAG-302	SWE1-Diagnostics-208	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939813	TOOL_RESOLVED
NR1L-DIAG-303	SWE1-Diagnostics-209	expected_result	<signal quality record>	DR-DIAG-5	CFTS004-4939812	TOOL_RESOLVED
NR1L-DIAG-305	SWE1-Diagnostics-210	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939812	TOOL_RESOLVED
NR1L-DIAG-306	SWE1-Diagnostics-211	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939803	TOOL_RESOLVED
NR1L-DIAG-307	SWE1-Diagnostics-211	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939803	TOOL_RESOLVED
NR1L-DIAG-308	SWE1-Diagnostics-211	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939803	TOOL_RESOLVED
NR1L-DIAG-310	SWE1-Diagnostics-212	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939803	TOOL_RESOLVED
NR1L-DIAG-311	SWE1-Diagnostics-213	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939800	TOOL_RESOLVED
NR1L-DIAG-312	SWE1-Diagnostics-213	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939800	TOOL_RESOLVED
NR1L-DIAG-313	SWE1-Diagnostics-213	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939800	TOOL_RESOLVED
NR1L-DIAG-314	SWE1-Diagnostics-213	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939800	TOOL_RESOLVED
NR1L-DIAG-316	SWE1-Diagnostics-214	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939800	TOOL_RESOLVED
NR1L-DIAG-317	SWE1-Diagnostics-215	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939802	TOOL_RESOLVED
NR1L-DIAG-318	SWE1-Diagnostics-215	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939802	TOOL_RESOLVED
NR1L-DIAG-319	SWE1-Diagnostics-215	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939802	TOOL_RESOLVED
NR1L-DIAG-321	SWE1-Diagnostics-216	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939802	TOOL_RESOLVED
NR1L-DIAG-322	SWE1-Diagnostics-217	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939804	TOOL_RESOLVED
NR1L-DIAG-324	SWE1-Diagnostics-218	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939804	TOOL_RESOLVED
NR1L-DIAG-325	SWE1-Diagnostics-219	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939801	TOOL_RESOLVED
NR1L-DIAG-326	SWE1-Diagnostics-219	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939801	TOOL_RESOLVED
NR1L-DIAG-327	SWE1-Diagnostics-219	expected_result	<antenna and signal status record>	DR-DIAG-5	CFTS004-4939801	TOOL_RESOLVED
NR1L-DIAG-329	SWE1-Diagnostics-220	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939801	TOOL_RESOLVED
NR1L-DIAG-330	SWE1-Diagnostics-221	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940462	TOOL_RESOLVED
NR1L-DIAG-330	SWE1-Diagnostics-221	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940462	ASSET_MISSING
NR1L-DIAG-332	SWE1-Diagnostics-222	test_procedure	<out-of-range Package Indication value>	DR-DIAG-8	CFTS004-4940462	ASSET_MISSING
NR1L-DIAG-333	SWE1-Diagnostics-223	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940464	TOOL_RESOLVED
NR1L-DIAG-333	SWE1-Diagnostics-223	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940464	ASSET_MISSING
NR1L-DIAG-335	SWE1-Diagnostics-224	test_procedure	<out-of-range Package Indication value>	DR-DIAG-8	CFTS004-4940464	ASSET_MISSING
NR1L-DIAG-336	SWE1-Diagnostics-225	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940466	TOOL_RESOLVED
NR1L-DIAG-336	SWE1-Diagnostics-225	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940466	ASSET_MISSING
NR1L-DIAG-337	SWE1-Diagnostics-225	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940466	TOOL_RESOLVED
NR1L-DIAG-337	SWE1-Diagnostics-225	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940466	ASSET_MISSING
NR1L-DIAG-338	SWE1-Diagnostics-226	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940465	TOOL_RESOLVED
NR1L-DIAG-338	SWE1-Diagnostics-226	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940465	ASSET_MISSING
NR1L-DIAG-339	SWE1-Diagnostics-226	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940465	TOOL_RESOLVED
NR1L-DIAG-339	SWE1-Diagnostics-226	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940465	ASSET_MISSING
NR1L-DIAG-340	SWE1-Diagnostics-226	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940465	TOOL_RESOLVED
NR1L-DIAG-340	SWE1-Diagnostics-226	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940465	ASSET_MISSING
NR1L-DIAG-341	SWE1-Diagnostics-227	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940452	TOOL_RESOLVED
NR1L-DIAG-341	SWE1-Diagnostics-227	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940452	ASSET_MISSING
NR1L-DIAG-342	SWE1-Diagnostics-228	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940451	TOOL_RESOLVED
NR1L-DIAG-342	SWE1-Diagnostics-228	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940451	ASSET_MISSING
NR1L-DIAG-343	SWE1-Diagnostics-229	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940453	TOOL_RESOLVED
NR1L-DIAG-343	SWE1-Diagnostics-229	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940453	ASSET_MISSING
NR1L-DIAG-344	SWE1-Diagnostics-230	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940455	TOOL_RESOLVED
NR1L-DIAG-344	SWE1-Diagnostics-230	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940455	ASSET_MISSING
NR1L-DIAG-345	SWE1-Diagnostics-230	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940455	TOOL_RESOLVED
NR1L-DIAG-345	SWE1-Diagnostics-230	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940455	ASSET_MISSING
NR1L-DIAG-346	SWE1-Diagnostics-231	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940454	TOOL_RESOLVED
NR1L-DIAG-346	SWE1-Diagnostics-231	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940454	ASSET_MISSING
NR1L-DIAG-347	SWE1-Diagnostics-231	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940454	TOOL_RESOLVED
NR1L-DIAG-347	SWE1-Diagnostics-231	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940454	ASSET_MISSING
