# source_sha256	d9a16eed89203e4c110fd4882f84124c4e6c86654ef3bc2cc6d99732456e2e11	 sheet	Basic Report
ID	Space / Document	Outline Number	Description	SYSRE_HMI_Source ID	Type	_polarion
NRL-168311	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.2	Hold finger on screen: _x000D_\n (image: %E5%9C%96%E7%89%87_837363616.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.2	SYSRE_HMI	NR1L/NRL-168311
NRL-168312	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.2.1	Move finger upward will show items lower on list (ex: items below cat stevens will show)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.2.1	SYSRE_HMI	NR1L/NRL-168312
NRL-168313	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.2.2	Move finger downward will show items higher on list (ex: items above the American Analog Set will show)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.2.2	SYSRE_HMI	NR1L/NRL-168313
NRL-168314	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.3	Note 1: When list is done scrolling, never end list on half a line item or half an icon. Always end scrolling on a full line or full icon. The midpoint of line item or icon defines whether list should go up or down (ex: if list ends on the top half of text for a line item, the list will snap down- in photo example list last item should be Lights)_x000D_\n (image: %E5%9C%96%E7%89%87_2049857454.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.3	SYSRE_HMI	NR1L/NRL-168314
NRL-168315	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.4	Note 2: If user reaches top or bottom (or left or right) of list and attempts to scroll more, do not show an empty space. Keep list on first/last page of list and do not move further up or down. (ex: do not show empty space as seen in example photo)_x000D_\n (image: %E5%9C%96%E7%89%87_1674717913.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.4	SYSRE_HMI	NR1L/NRL-168315
NRL-168316	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.5	User Action: 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.5	SYSRE_HMI	NR1L/NRL-168316
NRL-168317	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.5.1	For vertical lists:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.5.1	SYSRE_HMI	NR1L/NRL-168317
NRL-168318	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.5.1.1	Scrolling Down:_x000D_\nWith one finger, user performs a simultaneous press-hold. While the finger is held down, upward movement of finger will drag/swipe list upward, which will show lower items in the list. Releasing finger does not select an item. A list item is only selected once it is pressed. If the user stops scrolling and presses the up or down page arrow, they will be taken to the previous or next page, respectively (ex: if user gesture scrolls to page three and then presses the down arrow, they will be taken to page four.) If user stops scrolling with finger and turns knob, list will move down or up ( (dependent on direction of knob turn) one item/line at a time. Cursor will move from top or bottom line to the next line in the list.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.5.1.1	SYSRE_HMI	NR1L/NRL-168318
NRL-168319	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.5.1.2	Scrolling Up:_x000D_\nWith one finger, user performs a simultaneous press-hold. While the finger is held down, downward movement of finger will drag/swipe list downward, which will show items higher in list. Releasing finger does not select an item. A list item is only selected once� is pressed. If the user stops scrolling and presses the up or down page arrow, they will be taken to the previous or next page, respectively (ex: if user gesture scrolls to page three and then presses the down arrow, they will be taken to page four.) if user stops scrolling with finger and turns knob, list will move down or up (dependent on direction of knob turn) one item/line at a time. Cursor will move from top or bottom line to the next line in the list.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.5.1.2	SYSRE_HMI	NR1L/NRL-168319
NRL-168320	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	7.5.1.3	Do not show highlight while scrolling list, or in case of a fast press, or while flick scrolling, or performing a roll stop.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_7.5.1.3	SYSRE_HMI	NR1L/NRL-168320
NRL-168321	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8	Swipe - Gestures for Lists (left/right)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8	SYSRE_HMI	NR1L/NRL-168321
NRL-168322	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.1	Basic Description:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.1	SYSRE_HMI	NR1L/NRL-168322
NRL-168323	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.1.1	User can swipe lists up/down or left/right	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.1.1	SYSRE_HMI	NR1L/NRL-168323
NRL-168324	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.2	Hold finger on screen:_x000D_\n (image: %E5%9C%96%E7%89%87_2147010207.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.2	SYSRE_HMI	NR1L/NRL-168324
NRL-168325	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.2.1	Move finger to the right to show more items toward the left (ex: items to the left of Radio and Phone would show)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.2.1	SYSRE_HMI	NR1L/NRL-168325
NRL-168326	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.2.2	Move finger to the left to show more items toward the right (ex: items to the right of Navigation and SRT would show)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.2.2	SYSRE_HMI	NR1L/NRL-168326
NRL-168327	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.3	Note 1: When list is done scrolling, never end list on half a line item or half an icon. Always end scrolling on a full line or full icon. The midpoint of line item or icon defines whether list should go up or down (ex: if list ends on the top half of text for a line item, the list will snap down- in photo example list last item should be Lights)_x000D_\n (image: %E5%9C%96%E7%89%87_368167022.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.3	SYSRE_HMI	NR1L/NRL-168327
NRL-168328	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.4	Note 2: If user reaches top or bottom (or left or right) of list and attempts to scroll more, do not show an empty space. Keep list on first/last page of list and do not move further up or down. (ex: do not show empty space as seen in example photo)_x000D_\n (image: %E5%9C%96%E7%89%87_1711850300.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.4	SYSRE_HMI	NR1L/NRL-168328
NRL-168329	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.5	User Action:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.5	SYSRE_HMI	NR1L/NRL-168329
NRL-168330	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.5.1	For horizontal lists:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.5.1	SYSRE_HMI	NR1L/NRL-168330
NRL-168331	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.5.1.1	With one finger, user performs a simultaneous press-hold. While the finger is held down, right sideways movement of finger will drag/swipe list to the right, which will show items in the list to the left. Releasing finger does not select an item. A list item is only selected once it is pressed._x000D_\nGesture/swipe only moves one page at a time (ex: user is on page one and drags/swipes finger left, they are taken to page two). Pressing page left/right arrow will take user to previous/next page respectively (ex: if user was on page 3 and presses right arrow, they will be taken to page 4)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.5.1.1	SYSRE_HMI	NR1L/NRL-168331
NRL-168332	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.5.1.2	With one finger, user performs a simultaneous press-hold. While the finger is held down, left sideways movement of finger will drag/swipe list to the left, which will show items in the list to the right. Releasing finger does not select an item. A list item is only selected once it is pressed._x000D_\nGesture/swipe only moves one page at a time (ex: user is on page one and drags/swipes finger left, they are taken to page two). Pressing page left/right arrow will take user to previous/next page respectively (ex: if user was on page 3 and presses right arrow, they will be taken to page 4)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.5.1.2	SYSRE_HMI	NR1L/NRL-168332
NRL-168333	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	8.5.1.3	Do not show highlight while scrolling list, or in case of a fast press, or while flick scrolling, or performing a roll stop	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_8.5.1.3	SYSRE_HMI	NR1L/NRL-168333
NRL-168334	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9	Swipe through Core Tabs	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9	SYSRE_HMI	NR1L/NRL-168334
NRL-168335	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.1	Basic Description:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.1	SYSRE_HMI	NR1L/NRL-168335
NRL-168336	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.1.1	User can swipe left or right through multi-page tabs.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.1.1	SYSRE_HMI	NR1L/NRL-168336
NRL-168337	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.2	Hold finger on screen:_x000D_\n (image: %E5%9C%96%E7%89%87_547590960.png)  (image: %E5%9C%96%E7%89%87_393872949.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.2	SYSRE_HMI	NR1L/NRL-168337
NRL-168338	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.2.1	Move finger to the right to transition to multi-page tab on the left (ex: move from Recent tab to Favorites tab within	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.2.1	SYSRE_HMI	NR1L/NRL-168338
NRL-168339	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.2.2	App Drawer)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.2.2	SYSRE_HMI	NR1L/NRL-168339
NRL-168340	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.2.3	Move finger to the left to transition to multi-page tab on the right (ex: move from Favorites tab to Recent tab within App Drawer)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.2.3	SYSRE_HMI	NR1L/NRL-168340
NRL-168341	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.3	User Action:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.3	SYSRE_HMI	NR1L/NRL-168341
NRL-168342	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.3.1	With one finger, user performs a swipe motion to the right. While the finger is held down, right sideways movement of finger will swipe to transition to the next available tab on the left. Releasing finger does not select an item. A list item is only selected once it is pressed. _x000D_\nGesture/swipe only moves one page/tab at a time (ex: user is on second tab and drags/swipes finger right, they are taken to first tab).	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.3.1	SYSRE_HMI	NR1L/NRL-168342
NRL-168343	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.3.2	With one finger, user performs a swipe motion to the left. While the finger is held down, left sideways movement of finger will swipe to transition to the next available tab on the right. Releasing finger does not select an item. A list item is only selected once it is pressed. _x000D_\nGesture/swipe only moves one page/tab at a time (ex: user is on first tab and drags/swipes finger left, they are taken to second tab).	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.3.2	SYSRE_HMI	NR1L/NRL-168343
NRL-168344	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	9.3.3	If there is not a tab available in the direction user swipes no action will be taken.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_9.3.3	SYSRE_HMI	NR1L/NRL-168344
NRL-168345	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10	Swipe through Home Screen Pages	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10	SYSRE_HMI	NR1L/NRL-168345
NRL-168346	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.1	Basic Description:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.1	SYSRE_HMI	NR1L/NRL-168346
NRL-168347	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.1.1	User can swipe left or right through home screen pages.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.1.1	SYSRE_HMI	NR1L/NRL-168347
NRL-168348	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.2	Hold finger on screen:_x000D_\n (image: %E5%9C%96%E7%89%87_1317763481.png) _x000D_\n (image: %E5%9C%96%E7%89%87_40135689.png)  (image: %E5%9C%96%E7%89%87_648816039.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.2	SYSRE_HMI	NR1L/NRL-168348
NRL-168349	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.3	User Action:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.3	SYSRE_HMI	NR1L/NRL-168349
NRL-168350	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.3.1	With one finger, user performs a swipe motion to the right. While the finger is held down, right sideways movement of finger will swipe to transition to the next available home screen page on the left. Releasing finger does not select an item. Gesture/swipe only moves one page at a time.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.3.1	SYSRE_HMI	NR1L/NRL-168350
NRL-168351	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.3.2	With one finger, user performs a swipe motion to the left. While the finger is held down, left sideways movement of finger will swipe to transition to the next available home screen page on the right. Releasing finger does not select an item. Gesture/swipe only moves one page at a time.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.3.2	SYSRE_HMI	NR1L/NRL-168351
NRL-168352	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.3.3	If there is not a home screen page available in the direction user swipes no action will be taken. 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.3.3	SYSRE_HMI	NR1L/NRL-168352
NRL-168353	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	10.3.4	Refer to aligned Android model for specific swipe behavior.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_10.3.4	SYSRE_HMI	NR1L/NRL-168353
NRL-168354	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11	Press Event Core Description	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11	SYSRE_HMI	NR1L/NRL-168354
NRL-168355	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.1	PECO1.) Active areas actions are triggered at the Button RELEASE event. Active areas' actions are cancelled if the finger is released outside of the area. This is valid for all the active areas of the display.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.1	SYSRE_HMI	NR1L/NRL-168355
NRL-168356	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.2	PECD2.) If button has long press capability, once long press functionality begins, there should be auditory feedback (single touchscreen beep).	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.2	SYSRE_HMI	NR1L/NRL-168356
NRL-168357	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.3	PECD3.) Long Press: When long press behavior is applicable, pressing the button for more than 500ms, will increment/decrement 1 step every 200ms unless otherwise specified.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.3	SYSRE_HMI	NR1L/NRL-168357
NRL-168358	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.4	PECD4.) Fan speed bars, volume sliders, and bass/mid/treble should allow the user to simply slide their finger up/down to change the setting as well as press directly on the desired setting.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.4	SYSRE_HMI	NR1L/NRL-168358
NRL-168359	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.5	PECO5.) All touchscreen buttons should have an auditory beep associated with activation -> auditory feedback, unless user turns off touchscreen beep.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.5	SYSRE_HMI	NR1L/NRL-168359
NRL-168360	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.6	PECD6.) Buttons and tabs will be labeled with the first letter of each word being capitalized and the rest lowercase. Not Applicable to Acronyms. The Main rv1enu Bar will be displayed with an Icon and Text below.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.6	SYSRE_HMI	NR1L/NRL-168360
NRL-168361	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.7	PECO7.) Disabled Buttons: If a button is not available it should be greyed out and a rejection tone played (refer to CFTS019 for appropriate tone). 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.7	SYSRE_HMI	NR1L/NRL-168361
NRL-168362	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.8	PECO8.) Selected Buttons: When a button is selected it will be highlighted.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.8	SYSRE_HMI	NR1L/NRL-168362
NRL-168363	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	11.9	PECD9.) Button States: Buttons in the Head Unit can have 3 states: Active, Not Active, and Disabled. Graphical states will be defined by PDO.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_11.9	SYSRE_HMI	NR1L/NRL-168363
NRL-168364	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12	Pressable Area Core Behavior	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12	SYSRE_HMI	NR1L/NRL-168364
NRL-168365	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12.1	PACB1.) Visual feedback of active area's touch is linked to the PRESS event. It is valid for all active areas with or without long press functionality._x000D_\n (image: %E5%9C%96%E7%89%87_461991229.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12.1	SYSRE_HMI	NR1L/NRL-168365
NRL-168366	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12.1.1	PACB1.1.) Visual feedback associated to the PRESSED state of an active area is composed by:_x000D_\n•    Changing the color of button graphics (text labels and/or icon) applying the branded highlight color._x000D_\n•    Showing an additional graphical feedback applying the branded shape. This element has to be positioned centered-aligned to the button area. _x000D_\nThis strategy is valid for all the active areas of the display (Buttons, Main Category bar) except lists (for the list management see specific page), Status Bar (highlight of the entire pressable area, same as a list), and draggable areas.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12.1.1	SYSRE_HMI	NR1L/NRL-168366
NRL-168367	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12.1.2	PACB1.2.) Draggable areas do not display any pressed state's visual feedback, just perform the action (e.g. fill segments with highlight for audio setting options values)	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12.1.2	SYSRE_HMI	NR1L/NRL-168367
NRL-168368	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12.2	PACB2.) Pressable areas should have at least 12mm (recommendable for most controls) even if the graphic content (labels, icons, letters) do not cover the entire pressable region. Also, a pressable area should never be smaller than its correspondent graphical asset. Any pressable region must be fully centralized on the correspondent graphical asset.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12.2	SYSRE_HMI	NR1L/NRL-168368
NRL-168369	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	12.3	PACB3.) Adjacent buttons should have a 3mm gap between their pressable areas (even though the graphics show them closer than 3mm). This rule does not affect continuous draggable areas such as EQ and fan scrubbers. The scrubber used in list screens requires a 40 pixel tall by 45 pixel wide active area (larger than the graphical area) that is centered on the center of the face of the scrubber. In order to make the scrubber grabbable from the top and bottom of the scrubber range, do not implement the 3mm non-touchable gap between the scrubber and the page up/down buttons. Finally, for the song progress and instant replay scrubbers, increase the touchable area by increasing the active height to 32 pixels, centered on the middle of the scrubber face. The active width of this scrubber can remain the displayed pixels.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_12.3	SYSRE_HMI	NR1L/NRL-168369
NRL-168370	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	13	Reconfiguration Behavior	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_13	SYSRE_HMI	NR1L/NRL-168370
NRL-168371	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	13.1	RB1.) Pressing and holding on any icon in the radio results in a larger duplicate "ghost icon" to aid the user in reconfiguration.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_13.1	SYSRE_HMI	NR1L/NRL-168371
NRL-168372	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	13.2	RB2.) Drag to Reorder (Status Bar and Media Sources in Pinned Sources Bank): If the user presses and holds on an icon and a "ghost icon" is created, they can drop the icon over another icon. The new icon will take the place and the original icon will transition bad< into it's place in the drawer or tab.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_13.2	SYSRE_HMI	NR1L/NRL-168372
NRL-168373	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	13.2.1	RB2.1.) Drag to Reorder (Horne Screen Shortcuts, Media Sources in Source Drawer, and Main Menu): If the user presses and holds on an icon and a "ghost icon" is created, they can drop the icon over another icon. The new icon will displace the original icon and the icons will shift to the right for the Main Menu and will reorder for the Shortcuts Widget and Media Sources.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_13.2.1	SYSRE_HMI	NR1L/NRL-168373
NRL-168374	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	13.3	RB3.) Button Release during Reordering: When the user presses and holds an icon and creates a "ghost icon" if they drop the con outside of an available drop zone, it will return to its original location and no changes will be made.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_13.3	SYSRE_HMI	NR1L/NRL-168374
NRL-168375	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14	List Management	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14	SYSRE_HMI	NR1L/NRL-168375
NRL-168376	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.1	LM1.) When the user selects an item in a list by pressing on the screen, the visual feedback of list item's touch is an highlight of the list item area. No additional graphical feedback is displayed. Also Audio Setting list and Track list splitview follow this general rule.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.1	SYSRE_HMI	NR1L/NRL-168376
