para_idx	text
658	IF       the user sets "LDW_Intensity_Setting.Req" internal signals to "High"
659	THEN    TLM shall set "TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req" B-CAN signal equal to "High" and sends this signal to IPC
660	WHEN TLM receives "IPC_VEHICLE_SETUP2.LDW_Intensity" message
661	THEN TLM updates the LDW Sensibility information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
662	IF           "Half_HMI_Setting" PROXI parameter is equal to "Level 2"
663	THENTLM shall display the " Lanse Sense Strenght 2"    menu item and the user can perform setting  with the following options:
664	Low,  Med, High
665	IF       the user sets "LDW_Intensity_Setting.Req" internal signals to "Low"
666	THEN    TLM shall set "TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req" B-CAN signal equal to "Low" and sends this signal to IPC
667	
668	IF       the user sets "LDW_Intensity_Setting.Req" internal signals to "Med"
669	THEN    TLM shall set "TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req" B-CAN signal equal to "Med" and sends this signal to IPC
670	
671	IF       the user sets "LDW_Intensity_Setting.Req" internal signals to "High"
672	THEN    TLM shall set "TELEMATIC_VEHICLE_SETUP2.LDW_Intensity_Req" B-CAN signal equal to "High" and sends this signal to IPC
673	
674	WHEN TLM receives "IPC_VEHICLE_SETUP2.LDW_Intensity" message
675	THEN TLM updates the LDW Sensibility information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
676	
677	Side Distance Warning
678	IF             "Side_Distance_Warning" PROXI parameters is equal to "Absent"
679	THENTLM shall not display the Side Distance Warning menu item and the user can not perform any setting.
680	IF"Side_Distance_Warning"  PROXI parameter is equal to "Present"
681	THENTLM shall display the Side Distance Warning menu items and the user can perform setting.
682	SDW Setting
683	IF              the user sets "Sdw_Setting.Req" internal signals to "Off"
684	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.Sdw_Req" B-CAN signal equal to "Off" and sends this signal to IPC
685	IF              the user sets "Sdw_Setting.Req" internal signals to "On"
686	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.Sdw_Req" B-CAN signal equal to "Sound_Display" and sends this signal to IPC
687	WHEN TLM receives "IPC_VEHICLE_SETUP.Sdw" message
688	THEN TLM updates the Side Distance Warning information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
689	Forward Collision Warning
690	IF"Forward_Collision_Mitigation" PROXI parameter is equal to "Full Speed Forward Collision Warning with Mitigation"
691	THENTLM shall display the "Forward Collision Warinig Setting" and "Forward Collision Warning Sensitivity" menu item and the user can perform setting.
692	Forward Collision Warning Setting
693	
694	IF   "Country_Code"  PROXI parameter  is equal to a country of NAFTA market (according to Market Configuration Table) 
695	THEN  TLM shall display the " Forward Collision Warning Setting1" menu item and the user can perform setting  with the following options:
696	
697	Off,  Audio,  Audio_Brake
698	
699	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Off "
700	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Off " and sends this signal to IPC
701	
702	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Audio"
703	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Audio" and sends this signal to IPC
704	
705	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Audio_Brake"
706	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Audio_Brake" and sends this signal to IPC
707	
708	WHEN TLM receives "IPC_VEHICLE_SETUP2.FSFCWPlusSetting " message
709	THEN TLM updates the Forward  Collision Warning information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
710	
711	IF "Country_Code"PROXI parameter is not equal to a country of NAFTA market (according to Market Configuration Table)
712	THEN  TLM shall display the " Forward Collision Warning Setting2" menu item and the user can perform setting with the following options:
713	
714	Off,  Brake,  Audio_Brake
715	
716	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Off "
717	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Off " and sends this signal to IPC
718	
719	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Brake "
720	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Brake " and sends this signal to IPC
721	
722	IF              the user sets "FSCWPlus_Setting.Req" internal signals to "Audio_Brake "
723	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusSetting_Req" B-CAN signal equal to "Audio_Brake " and sends this signal to IPC
724	
725	WHEN TLM receives "IPC_VEHICLE_SETUP2.FSFCWPlusSetting " message
726	THEN TLM updates the Forward Collision Warning information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
727	
728	Forward Collision Warning Sensitivity
729	IF              the user sets "FSCWPlus_Activation_Mode_Setting.Req" internal signals to "Near"
730	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req " B-CAN signal equal to "Near" and sends this signal to IPC
731	
732	IF              the user sets "FSCWPlus_Activation_Mode_Setting.Req" internal signals to "Med"
733	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req " B-CAN signal equal to "Med" and sends this signal to IPC
734	
735	IF              the user sets "FSCWPlus_Activation_Mode_Setting.Req" internal signals to "Far"
736	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FSFCWPlusActivationMode_Req " B-CAN signal equal to "Far" and sends this signal to IPC
737	
738	WHEN TLM receives "IPC_VEHICLE_SETUP2.FSFCWPlusActivationMode " message
739	THEN TLM updates the Forward Collision Warning information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
740	
741	Rain Sensor
742	IF"Rain_Sensor" PROXI parameter is equal to "present"
743	THENTLM shall display the Rain Sensor menu item and the user can perform setting.
744	IFthe user sets "Rain_Sensor_Level_Setting.Req" internal signals to "Enable"
745	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req" B-CAN signal equal to "Enable" and sends this signal to IPC
746	IFthe user sets "Rain_Sensor_Level_Setting.Req" internal signals to "Not_Enable"
747	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.RainSensorLevel_Req" B-CAN signal equal to "Not_Enable" and sends this signal to IPC
748	IF"Rain_Sensor" PROXI parameter is equal to "absent"
749	THENTLM shall not display the Rain Sensor menu item and the user can not perform any setting.
750	WHEN TLM receives "IPC_VEHICLE_SETUP.RainSensorLevel" message
751	THEN TLM updates the Rain Sensor information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
752	Time and Date
753	Set Time
754	TLM shall display the Clock Setting menu item and the user can perform setting.
755	IFthe user sets "Hour1_Setting.Req" internal signals 
756	THENTLM updates and sends the Hour information to VF456 through "Hour1_Setting.Info" internal signal
757	The "Hour1_Setting.Req" and "Hour1_Setting.Info" internal signals can be set with a value between "0" and "2"
758	IFthe user sets "Hour2_Setting.Req" internal signals 
759	THENTLM updates and sends the Hour information to VF456 through "Hour2_Setting.Info" internal signal
760	The "Hour2_Setting.Req" and "Hour2_Setting.Info" internal signals can be set with a value between "0" and "9"
761	IFthe user sets "Minute1_Setting.Req" internal signals 
762	THENTLM updates and sends the Minute information to VF456 through "Minute1_Setting.Info" internal signal
763	The "Minute1_Setting.Req" and "Minute1_Setting.Info" internal signals can be set with a value between "0" and "5"
764	IFthe user sets "Minute2_Setting.Req" internal signals 
765	THENTLM updates and sends the Minute information to VF456 through "Minute1_Setting.Info" internal signal
766	The "Minute2_Setting.Req" and "Minute2_Setting.Info" internal signals can be set with a value between "0" and "9"
767	Set Format
768	TLM shall display the Hour Mode menu item and the user can perform setting.
769	IFthe user sets "Hour_Mode_Setting.Req" internal signals to "0_24_h"
770	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.HourMode_Req" B-CAN signal equal to "0_24_h" and sends this signal to IPC
771	IFthe user sets "Hour_Mode_Setting.Req" internal signals to "0_12_h"
772	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.HourMode_Req" B-CAN signal equal to "0_12_h" and sends this signal to IPC
773	WHEN TLM receives "IPC_VEHICLE_SETUP.HourMode" message
774	THEN TLM updates the Hour Mode information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
775	Set Date 
776	IF"Cluster_Display_Type" proxi parameter is equal to "Base Display"
777	THENTLM shall not display the Set Data menu item and the user can not perform any setting. 
778	ELSE
779	THENTLM shall display the Set Data menu item and the user can not perform any setting. 
780	IF the user sets "Day1_Setting.Req" internal signals 
781	THEN  TLM updates and sends the Day information to VF456 through "Day1_Setting.Info" internal signal
782	The "Day1_Setting.Req" and "Day1_Setting.Info" can be set with a value between "0" and "3"
783	IFthe user sets "Day2_Setting.Req" internal signals 
784	THEN  TLM updates and sends the Day information to VF456 through "Day2_Setting.Info" internal signal
785	The "Day2_Setting.Req" and "Day2_Setting.Info" can be set with a value between "0" and "9"
786	IF   the user sets "Month1_Setting.Req" internal signals 
787	THEN  TLM updates and sends the Month information to VF456 through "Month1_Setting.Info" internal signal
788	The "Month1_Setting.Req" and "Month1_Setting.Info" can be set with a value between "0" and "1"
789	IF the user sets "Month2_Setting.Req" internal signals 
790	THEN  TLM updates and sends the Month information to VF456 through "Month2_Setting.Info" internal signal
791	The "Month2_Setting.Req" and "Month2_Setting.Info" can be set with a value between "0" and "9"
792	IF the user sets "Year1_Setting.Req" internal signals 
793	THEN   TLM updates and sends the Year information to VF456 through "Year1_Setting.Info" internal signal
794	The "Year1_Setting.Req" and "Year1_Setting.Info" shall be fixed to "2"
795	IF the user sets "Year2_Setting.Req" internal signals 
796	THEN  TLM updates and sends the Year information to VF456 through "Year2_Setting.Info" internal signal
797	The "Year2_Setting.Req" and "Year2_Setting.Info" shall be fixed to "0"
798	IF the user sets "Year3_Setting.Req" internal signals 
799	THEN   TLM updates and sends the Year information to VF456 through "Year3_Setting.Info" internal signal
800	The "Year3_Setting.Req" and "Year3_Setting.Info" can be set with a value between "0" and "9"
801	IF the user sets "Year4_Setting.Req" internal signals 
802	THEN  TLM updates and sends the Year information to VF456 through "Year4_Setting.Info" internal signal
803	The "Year4_Setting.Req" and "Year4_Setting.Info" can be set with a value between "0" and "9"
804	TLM receives "Time_Date_Setting_Feedback.Info" from VF456 to update time and date information in the setup menu.
805	Auto Door Locks
806	IF"Auto_Close_Menu" PROXI parameter is equal to "Disabled"
807	THENTLM shall not display the Speed Lock Door menu item and the user can not perform any settin
808	IF"Auto_Close_Menu" PROXI parameter is equal to "Enabled"
809	THENTLM shall display the Speed Lock Door menu item and the user can perform setting.
810	IFthe user sets "Speed_Lock_Door_Enable.Req" internal signals to "Enable"
811	
812	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req" B-CAN signal equal to "Enable" and sends this signal to IPC
813	IFthe user sets "Speed_Lock_Door_Enable.Req" internal signals to "Not_Enable"
814	
815	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SpeedLockDoorEnable_Req" B-CAN signal equal to "Not_Enable" and sends this signal to IPC
816	WHEN TLM receives "IPC_VEHICLE_SETUP.SpeedLockDoorEnable" message
817	THEN TLM updates the Speed Lock Door information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
818	Units
819	TLM shall display one of the following UNIT  SET as described in "Market Configuration Table" document  according to "Country_Code"
820	UNIT SET :
821	Metric-A, Imperial
822	   OR
823	Metric-B, Imperial
824	   OR
825	US, Metric-A
826	   OR
827	Custom
828	US
829	IF            "Units_Settings.Req" is equal to " US "
830	THEN
831	TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"B-CAN signal equal to "Miles_Per_Gallon_US" value and sends this signal to IPC
832	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to " Mph" and sends this signal to IPC
833	TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Miles" and sends this signal to IPC
834	TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°F" and sends this signal to IPC
835	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to " psi" and sends this signal to IPC
836	Metric-A
837	IF            "Units_Settings.Req" is equal to "Metric-A"
838	THEN
839	TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"B-CAN signal equal to "Litres_Per_100Km" value and sends this signal to IPC
840	TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Km" and sends this signal to IPC
841	TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°C" and sends this signal to IPC
842	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to " bar" and sends this signal to IPC
843	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to " Kph" and sends this signal to IPC
844	Metric-B
845	IF            "Units_Settings.Req" is equal to "Metric-B"
846	THEN
847	TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"B-CAN signal equal to "Km_Per_Litre" value and sends this signal to IPC
848	TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Km" and sends this signal to IPC
849	TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°C" and sends this signal to IPC
850	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to " psi" and sends this signal to IPC
851	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to " Kph" and sends this signal to IPC
852	Imperial
853	IF            "Units_Settings.Req" is equal to "Imperial"
854	THEN
855	TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req"B-CAN signal equal to "Miles_Per_Gallon_UK" value and sends this signal to IPC
856	TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Miles" and sends this signal to IPC
857	TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°C" and sends this signal to IPC
858	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to " bar" and sends this signal to IPC
859	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to " Mph" and sends this signal to IPC
860	Custom
861	IF            "Units_Settings.Req" is equal to "Custom"
862	THEN
863	Distances 
864	IF "Odo_Units Change" PROXI parameter is equal to "absent"
865	THEN  TLM shall not display the Distance Measurement Unit menu item and the user can not perform any setting.
866	IF "Odo_Units Change" PROXI parameter is equal to "present"
867	THEN  TLM shall display the Distance Measurement Unit menu item and the user can perform setting.
868	IF the user sets "Distance_Unit_Setting.Req" internal signals to "Km"
869	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Km" and sends this signal to IPC
870	IF the user sets "Distance_Unit_Setting.Req" internal signals as "Miles"
871	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.DistanceUnit_Req" B-CAN signal equal to "Miles" and sends this signal to IPC
872	WHEN  TLM receives "IPC_VEHICLE_SETUP.DistanceUnit" message
873	THEN   TLM updates the Distance Measurement Unit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
874	Fuel Consumption 
875	IF "Fuel_Type" PROXI parameter is different  to "CNG" or "GPL"
876	THEN  TLM shall display the Consumption Measurement Unit menu item and the user can perform setting.
877	IF   "Odo_Units_Change" PROXI parameter is equal to "present" 
878	THEN  TLM shall display the Fuel Consumption menu item and user can perform setting.
879	IF  "Consumption_Unit_Setting.Req" is equal to "Km_Per_Litre"
880	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req" to "Km_Per_Litre" value.
881	IF  "Consumption_Unit_Setting.Req" is equal to "Litres_Per_100Km"
882	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req" to "Litres_Per_100Km" value.
883	IF  "Consumption_Unit_Setting.Req" is equal to "MPG US" 
884	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req" to "Miles_Per_Gallon_US" value
885	
886	IF  "Consumption_Unit_Setting.Req" is equal to "MPG UK" 
887	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.ConsumptionUnit_Req" to "Miles_Per_Gallon_UK" value
888	
889	WHEN  TLM receives "IPC_VEHICLE_SETUP.ConsumptionUnit" message
890	THEN   TLM updates the Consumption Measurement Unit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
891	
892	ELSE
893	THEN TLM shall not display the Consumption Measurement Unit menu item and the user can not perform setting.
894	Speed
895	IF "Odo_Units Change" PROXI parameter is equal to "absent"
896	THEN  TLM shall not display the Speed Measurement Unit menu item and the user can not perform any setting.
897	IF "Odo_Units Change" PROXI parameter is equal to "present"
898	THEN  TLM shall display the Speed Measurement Unit menu item and the user can perform setting.
899	IF the user sets "Speed_Unit_Setting.Req" internal signals to "Kph"
900	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to "Kph" and sends this signal to IPC
901	IF the user sets "Speed_Unit_Setting.Req" internal signals as "Mph"
902	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req" B-CAN signal equal to "Mph" and sends this signal to IPC
903	WHEN  TLM receives "IPC_VEHICLE_SETUP3.Speed_Unit" message
904	THEN   TLM updates the Speed Measurement Unit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
905	Temperature 
906	IF"External_Temperature_Sensor" PROXI parameter is equal to "absent"
907	THENTLM shall not display the External Temperature Measurement Unit menu item and the user can not perform any setting.
908	IF"External_Temperature_Sensor" PROXI parameter is equal to "present"
909	THENTLM shall display the External Temperature Measurement Unit menu item and the user can perform setting.
910	IF the user sets "Temperature_Unit_Setting.Req" internal signals to "°C"
911	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°C" and sends this signal to IPC
912	IF the user sets "Temperature_Unit_Setting.Req" internal signals to "°F"
913	THEN  TLM shall set "TELEMATIC_VEHICLE_SETUP.TemperatureUnit_Req" B-CAN signal equal to "°F" and sends this signal to IPC
914	WHEN TLM receives "IPC_VEHICLE_SETUP.TemperatureUnit" message
915	THEN TLM updates the External TemperatureMeasurement Unit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
916	Tyre Pressure
917	IF"Tyre_Pressure_Unit_Menu" PROXI parameter is equal to "Absent"
918	THENTLM shall not display the Tyre Pressure Unit menu item and the user can not perform any setting.
919	IF"Tyre_Pressure_Unit_Menu" PROXI parameter is equal to "Present"
920	THENTLM shall display the Tyre Pressure Unit menu item and the user can perform setting.
921	IFthe user sets "Tyre_Pressure_Unit_Setting.Req" internal signals to " kPa" 
922	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to "kPa" and sends this signal to IPC
923	IFthe user sets "Tyre_Pressure_Unit_Setting.Req" internal signals to " psi"
924	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to " psi" and sends this signal to IPC
925	IFthe user sets "TyrePressureUnit_Req" internal signals to " bar"
926	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req" B-CAN signal equal to "bar" and sends this signal to IPC
927	WHEN TLM receives "IPC_VEHICLE_SETUP2.TyrePressureUnit" message
928	THEN TLM updates the Tyre Pressure Unit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
929	Language 
930	TLM shall:
931	display the "Language" menu item.
932	display the language SETS described in "Market Configuration Table" document  according to "Country_Code" and "Additional Language" PROXI parameters
933	IF the user sets a language througt "Language_Setting.Req" internal signal  
934	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.LanguageSelection_Req" to the corresponding selected value.
935	WHEN TLM receives "IPC_VEHICLE_SETUP.LanguageSelection" message
936	THEN TLM updates the Language information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
937	IFTLM receives a negative Ack from IPC
938	THENthe TLM has to maintain the language previously selected.
939	Daytime Running Lights
940	IF"DRL_Menù_Enable" PROXI parameter is equal to "Disabled"
941	THENTLM shall not display the DRL menu item and the user can not perform any setting.
942	IF"DRL_Menù_Enable" PROXI parameter is equal to "Enabled"
943	THENTLM shall display the DRL menu item and the user can perform setting.
944	IFthe user sets "DRL_Enable.Req" internal signals to "Enable"
945	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.DRLEnable_Req" B-CAN signal equal to "True" and sends this signal to IPC
946	IFthe user sets "DRL_Enable.Req" internal signals to "Disable"
947	
948	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.DRLEnable_Req" B-CAN signal equal to "False" and sends this signal to IPC
949	WHEN TLM receives "IPC_VEHICLE_SETUP.DRLEnable" message
950	THEN TLM updates the DRL information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
951	Headlight Sensitivity
952	IF"Twilight_Sensor" PROXI parameter is equal to "absent"
953	THENTLM shall not display the External Light Sensor menu item and the user can not perform any setting.
954	IF"Twilight_Sensor" PROXI parameter is equal to "present"
955	THENTLM shall display the External Light Sensor menu item and the user can  perform setting.
956	IFthe user sets "External_Light_Sensor_Level.Req" internal signal to "Level_1"
957	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req" B-CAN signal equal to "Level_1" and sends this signal to IPC
958	IFthe user sets "External_Light_Sensor_Level_Setting.Req" internal signal to "Level_2"
959	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req" B-CAN signal equal to "Level_2" and sends this signal to IPC
960	IFthe user sets "External_Light_Sensor_Level_Setting.Req" internal signal to "Level_3"
961	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.ExternalLightSensorLevel_Req" B-CAN signal equal to "Level_3" and sends this signal to IPC
962	WHEN TLM receives "IPC_VEHICLE_SETUP.ExternalLightSensorLevel" message
963	THEN TLM updates the External light Sensor information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
964	Headlights Off Delay
965	IF"Headlamp_Delay_Feature" PROXI parameter is equal to "Absent"
966	THENTLM shall not display the Headlights Off Delay menu item and the user can not perform any setting.
967	IF"Headlamp_Delay_Feature" PROXI parameter is equal to "Present"
968	TLM shall display the Headlights Off Delay  menu item and the user can  perform setting.
969	IFthe user sets "Headlights_Off_Delay_Setting.Req" internal signal to " 0 "
970	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req " B-CAN signal equal to "  0 " and sends this signal to IPC
971	IFthe user sets "Headlights_Off_Delay_Setting.Req " internal signal to " 30 "
972	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req " B-CAN signal equal to "  30 " and sends this signal to IPC
973	IFthe user sets "Headlights_Off_Delay_Setting.Req " internal signal to " 60 "
974	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req " B-CAN signal equal to "  60 " and sends this signal to IPC
975	IFthe user sets "Headlights_Off_Delay_Setting.Req " internal signal to " 90 "
976	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.HeadlightsOffDelay_Req " B-CAN signal equal to "  90 " and sends this signal to IPC
977	WHEN TLM receives "IPC_VEHICLE_SETUP2.HeadlightsOffDelay" message
978	THEN TLM updates the Headlights Off Delay information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
979	Blind Spot Alert
980	IF"CAN node 51 (LBSS)" == "Absent" OR "CAN node 52 (RBSS)" == "Absent"
981	THENTLM shall not display the Blind Spot Detection menu item and the user can not perform any setting.
982	IF"CAN node 51 (LBSS)" == "Present" AND "CAN node 52 (RBSS)" == "Present"
983	THENTLM shall display the Blind Spot Detection menu item and the user can perform setting.
984	IFthe user sets "Blind_Spot_Detection_Setting.Req" internal signal to "Enable_LED" 
985	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.BSDEnable_Req" B-CAN signal equal to "Enable_LED" and sends this signal to IPC
986	IFthe user sets "Blind_Spot_Detection_Setting.Req" internal signal to "Enable_ LED_Chime" 
987	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.BSDEnable_Req" B-CAN signal equal to "Enable_ LED_Chime" and sends this signal to IPC
988	IFthe user sets "Blind_Spot_Detection_Setting.Req" internal signal to "Not_Enable" 
989	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.BSDEnable_Req" B-CAN signal equal to "Not_Enable" and sends this signal to IPC
990	WHEN TLM receives "IPC_VEHICLE_SETUP.BSDEnable" message
991	THEN TLM updates the Blind Spot information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
992	Trailer Length for Blind Spot Alert
993	IF "CAN node 51 (LBSS)" AND "CAN node 52 (RBSS)" AND "CAN node 63 (TTM)" are equal to "Present" 
994	IFSTATUS_TTM.TrailerConnectionSts is equal to "Not_Connected"
995	THENTLM shall grey out the Trailer Length for Blind Spot Alert menu item and the user can not perform any setting.
996	IF STATUS_TTM.TrailerConnectionSts is equal to "Connected"
997	THENTLM shall display the Trailer Length for Blind Spot Alert menu item and the user can perform setting.
998	IFthe user sets "Trailer_Length_Blind_Spot.Req" internal signal to "Auto"
999	THEN     TLM shall set "TELEMATIC_VEHICLE_SETUP2.Trlr_Lnth_Blind_Spot_Req" B-CAN signal equal to "Auto" and sends the signal to IPC
1000	IFthe user sets "Trailer_Length_Blind_Spot.Req" internal signal to "Max"
1001	THEN     TLM shall set "TELEMATIC_VEHICLE_SETUP2.Trlr_Lnth_Blind_Spot_Req" B-CAN signal equal to "Max" and sends the signal to IPC
1002	WHEN    TLM receives "IPC_VEHICLE_SETUP2.Trlr_Lnth_Blind_Spot" message
1003	THEN     TLM updates the Trailer Length for Blind Spot Alert information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1004	ELSETLM shall not display the "Trailer Length for Blind Spot Alert" menu item and the user can not perform any setting.
1005	Passive Entry
1006	IF"Passive_Entry_Menu" PROXI parameter is equal to "Absent"
1007	THENTLM shall not display the Passive Entry menu item and the user can not perform any setting.
1008	IF"Passive_Entry_Menu" PROXI parameter is equal to "Present"
1009	IF "Passive_Entry_Types"  is equal to "2_Doors_PE"
1010	
1011	THENTLM shall display the Passive Entry menu item and the user can perform setting with the following options: On, Off
1012	IFthe user sets "Passive_Entry_Enable.Req" internal signals to "On"
1013	
1014	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req" B-CAN signal equal to "On" and sends this signal to IPC
1015	IFthe user sets "Passive_Entry_Enable.Req" internal signals to "Off"
1016	
1017	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.PassiveEntry_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1018	WHEN TLM receives "IPC_VEHICLE_SETUP.PassiveEntry" message
1019	
1020	THEN TLM updates the Passive Entry information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1021	IF "Passive_Entry_Types"  is equal to "4_Doors_PE"
1022	
1023	THENTLM shall display the Passive Entry menu item and the user can perform setting with the following options: Off, Approach Door, All Doors
1024	IFthe user sets "PassiveEntrySelection.Req" internal signals to "Off"
1025	
1026	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.PassiveEntrySelection_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1027	IFthe user sets "PassiveEntrySelection.Req" internal signals to "Approach_Door"
1028	
